"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717349,"2023-07-19",6,"2023-07-19T03:57:12.315Z","2023-07-19T03:57:20.906Z",TRUE,"pitch","c2cc7d40-2289-4cbc-8000-32c397acbaa9",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.65,1.71,NA,150.13,156.6,"ground_ball","medium","6",134.12,145.08,NA,NA,TRUE,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Triston Casas grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,3,67,"top",9,"2023-07-19T03:55:01.309Z","2023-07-19T03:57:20.906Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.9,80.5,11,0.83,0.4255,6.9313,29.7674,-21.7392,-11.3293,6.2356,-0.869,3.0439,4.8376,-129.2706,-2.1758,-1.3045,50.0021,5.585,-18.9586,38.4,7.2,24,1701,227,67.1,-15,12,NA,NA,NA,TRUE,NA,NA,NA,NA,-24,10.9,19.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717349,"2023-07-19",5,"2023-07-19T03:56:50.617Z","2023-07-19T03:56:54.873Z",TRUE,"pitch","0c6042ac-5ee7-4921-b137-82026faf0f99",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.7861,1.8206,NA,55.23,155.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Triston Casas grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,3,67,"top",9,"2023-07-19T03:55:01.309Z","2023-07-19T03:57:20.906Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.4,12,0.91,0.4013,6.8028,32.3776,-13.1669,-5.0389,10.0915,1.6204,3.0802,8.5758,-136.9011,-4.3223,-0.9091,50.0049,5.5918,-9.4936,27.6,3.6,24,2213,212,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-13.7,17.4,7.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717349,"2023-07-19",4,"2023-07-19T03:56:29.935Z","2023-07-19T03:56:34.211Z",TRUE,"pitch","3913d1cc-1356-4ba6-b2a0-91c8dd23e0a0",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.818,1.7889,NA,150.64,126.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Triston Casas grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,3,67,"top",9,"2023-07-19T03:55:01.309Z","2023-07-19T03:57:20.906Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.4,11,0.91,0.3953,6.7923,34.0814,-12.1527,-4.1163,10.3243,-0.8825,4.1483,1.7792,-139.0733,-2.2189,-0.9994,50.0029,5.7726,-7.9832,31.2,3.6,24,2243,218,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-11.9,18.4,7.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717349,"2023-07-19",2,"2023-07-19T03:55:48.202Z","2023-07-19T03:55:51.895Z",TRUE,"pitch","d359211f-6fb9-452b-8309-9d9c020353da",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.65,1.71,NA,125.6,160.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Triston Casas grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,3,67,"top",9,"2023-07-19T03:55:01.309Z","2023-07-19T03:57:20.906Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.4,5,0.89,0.4359,6.7651,24.5061,-32.3789,3.2618,-0.1262,-0.2255,2.907,1.3334,-125.47,-0.681,-1.1871,50.0043,5.8119,5.22,9.6,8.4,24,2476,91,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-36.8,-0.1,-6.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717349,"2023-07-19",1,"2023-07-19T03:55:27.152Z","2023-07-19T03:55:31.442Z",TRUE,"pitch","8fe091e1-bf89-4ac3-9852-a5567d13f33d",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.818,1.8524,NA,130.2,174.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Triston Casas grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,3,67,"top",9,"2023-07-19T03:55:01.309Z","2023-07-19T03:57:20.906Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.6,7,0.91,0.4355,6.847,23.8545,-29.8233,0.7466,1.4668,-0.3462,2.3829,2.4136,-125.453,-2.2758,-1.4153,50.0051,5.7175,1.1972,3.6,7.2,24,2436,111,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-34.2,2.4,-1.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717349,"2023-07-19",0,"2023-07-19T03:55:08.412Z","2023-07-19T03:55:12.931Z",TRUE,"pitch","575edb73-769f-4f74-9e52-2cd0a17d9623",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7861,1.7572,NA,119.51,212.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Triston Casas grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,3,67,"top",9,"2023-07-19T03:55:01.309Z","2023-07-19T03:57:20.906Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.5,80.2,13,0.89,0.4309,7.1472,26.378,-20.5416,-11.145,7.109,-0.0659,0.9634,6.6586,-127.1606,-7.3557,-1.2722,50.0003,5.5264,-18.2262,37.2,7.2,24,1701,231,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,-24.5,11.4,18.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717349,"2023-07-19",3,"2023-07-19T03:56:06.968Z","2023-07-19T03:56:29.935Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,671213,"/api/v1/people/671213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Triston Casas grounds out, shortstop Nick Allen to first baseman Ryan Noda.",0,0,3,67,"top",9,"2023-07-19T03:55:01.309Z","2023-07-19T03:57:20.906Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,671213,"Triston Casas","/api/v1/people/671213","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717349,"2023-07-19",0,"2023-07-19T03:54:31.431Z","2023-07-19T03:54:42.025Z",TRUE,"pitch","735585fa-779f-4787-9f00-727a337dd0d5",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.44,1.54,NA,108.19,188.4,"ground_ball","medium","8",132.12,92.99,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Rob Refsnyder singles on a ground ball to center fielder JJ Bleday.",0,0,3,66,"top",9,"2023-07-19T03:54:15.431Z","2023-07-19T03:54:42.025Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Oakland Athletics","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.5,8,0.93,0.3932,6.8815,32.7745,-13.3537,-3.1504,9.5866,0.2312,1.866,4.3472,-139.5592,-7.9524,-0.9408,50.0026,5.6409,-6.1853,19.2,3.6,24,2189,214,92.2,8,145,NA,NA,NA,FALSE,NA,NA,NA,NA,-14,15.8,4.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,608701,"Rob Refsnyder","/api/v1/people/608701",NA,NA,NA
717349,"2023-07-19",0,"2023-07-19T03:54:00.501Z","2023-07-19T03:54:07.418Z",TRUE,"pitch","5466befc-f955-4c26-a62d-30a0e7bcd613",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.18,1.43,NA,142.78,177.36,"line_drive","medium","8",111.6,83.76,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Lineout","field_out","Masataka Yoshida lines out to center fielder JJ Bleday.",0,0,3,65,"top",9,"2023-07-19T03:53:44.518Z","2023-07-19T03:54:07.418Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Oakland Athletics","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.1,81.7,4,0.85,0.4225,6.918,27.1303,-26.5148,-9.5127,3.3251,-0.6765,2.2748,5.0723,-129.6491,-3.4751,-1.4224,50.0045,5.6565,-16.1939,28.8,7.2,24,1546,235,86.9,22,291,NA,NA,NA,TRUE,NA,NA,NA,NA,-29,5.5,16.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717349,"2023-07-19",7,"2023-07-19T03:53:33.960Z","2023-07-19T03:53:39.589Z",TRUE,"pitch","e261885e-f1c9-4551-8987-df3d234202cd",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.37,1.54,NA,108.43,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Justin Turner strikes out swinging.",0,0,3,64,"top",9,"2023-07-19T03:52:29.382Z","2023-07-19T03:53:39.589Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,80,12,0.9,0.4331,6.6422,23.2912,-33.1768,2.1012,-0.6194,0.2249,3.5844,2.7995,-126.0132,1.1525,-1.1693,50.0016,5.7819,3.4108,7.2,8.4,24,2451,82,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,-36.8,-0.7,-4.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
