"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717115,"2023-08-05",2,"2023-08-06T02:09:42.967Z","2023-08-06T02:09:49.984Z",TRUE,"pitch","59c817f7-e2e3-4e90-937c-9de16f33cf3c",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.319,1.513,NA,126.92,188.26,"fly_ball","medium","7",64.57,99.2,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Jose Tena flies out to left fielder Andrew Benintendi.",0,7,4,78,"bottom",9,"2023-08-06T02:09:00.324Z","2023-08-06T02:09:49.984Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,677588,"José Tena","/api/v1/people/677588","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.6,77.8,8,0.8,0.4451,6.3297,25.338,-33.1385,-6.8946,-0.6312,-0.2603,1.8713,-3.498,-123.2403,-1.0745,2.0748,50.0024,5.1213,-10.5642,18,9.6,24,2710,297,87.5,32,292,NA,NA,NA,TRUE,-39.4,-1.1,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",1,"2023-08-06T02:09:25.339Z","2023-08-06T02:09:29.988Z",TRUE,"pitch","f69cb14d-e8ba-483c-8ce0-47a93be99256",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3194,1.5888,NA,145.2,185.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Jose Tena flies out to left fielder Andrew Benintendi.",0,7,4,78,"bottom",9,"2023-08-06T02:09:00.324Z","2023-08-06T02:09:49.984Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,677588,"José Tena","/api/v1/people/677588","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,87,7,0.89,0.398,6.3051,27.6426,-21.6951,8.7125,5.4518,-0.7398,1.9662,-9.8336,-137.1136,-3.6682,1.7452,50.002,4.7849,16.7449,33.6,6,24,2439,117,NA,NA,NA,NA,NA,NA,FALSE,-21.2,9.4,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",0,"2023-08-06T02:09:09.253Z","2023-08-06T02:09:13.351Z",TRUE,"pitch","f28ed085-6518-4742-b570-ac3a0fc6774a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2941,1.4132,NA,112.73,190.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Flyout","field_out","Jose Tena flies out to left fielder Andrew Benintendi.",0,7,4,78,"bottom",9,"2023-08-06T02:09:00.324Z","2023-08-06T02:09:49.984Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,677588,"José Tena","/api/v1/people/677588","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.8,8,0.93,0.3928,6.2647,30.288,-19.6581,8.627,6.3525,0.1121,1.791,-8.079,-139.2669,-4.8902,1.925,50.0055,4.8639,17.0062,36,4.8,24,2425,116,NA,NA,NA,NA,NA,NA,FALSE,-19.1,10.7,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",3,"2023-08-06T02:07:27.237Z","2023-08-06T02:07:34.389Z",TRUE,"pitch","980b1ad6-c176-4ce0-aa21-69a9c3e2de7f",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.13,1.43,NA,128.04,172.04,"ground_ball","medium","6",105.53,153.18,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Guardians challenged (force play), call on the field was upheld: Andres Gimenez grounds into a force out, shortstop Elvis Andrus to second baseman Zach Remillard. Steven Kwan out at 2nd. Andres Gimenez to 1st.",0,7,4,77,"bottom",9,"2023-08-06T02:06:09.981Z","2023-08-06T02:07:34.389Z",TRUE,FALSE,TRUE,TRUE,0,0,2,2,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88.3,4,0.94,0.3915,6.4195,28.0287,-18.1123,8.3042,7.0778,-0.2895,2.472,-8.7864,-139.2969,-3.4189,1.81,50.0048,4.8962,16.5033,38.4,4.8,24,2461,122,92,-26,5,NA,NA,NA,TRUE,-17.2,12.4,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,665926,"Andrés Giménez","/api/v1/people/665926",NA,NA,NA,FALSE,FALSE,"MC",114
717115,"2023-08-05",1,"2023-08-06T02:06:56.735Z","2023-08-06T02:06:59.945Z",TRUE,"pitch","6b7b4581-6599-4301-9f99-c3611d3c440a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.13,1.43,NA,122.86,217.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Guardians challenged (force play), call on the field was upheld: Andres Gimenez grounds into a force out, shortstop Elvis Andrus to second baseman Zach Remillard. Steven Kwan out at 2nd. Andres Gimenez to 1st.",0,7,4,77,"bottom",9,"2023-08-06T02:06:09.981Z","2023-08-06T02:07:34.389Z",TRUE,FALSE,TRUE,TRUE,0,0,2,2,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.6,77.7,13,0.83,0.446,6.42,25.9319,-32.8517,-6.2934,-0.4488,-0.1536,0.7742,-3.2685,-123.1258,-3.4582,2.0112,50.0001,4.9958,-9.597,16.8,9.6,24,2568,291,NA,NA,NA,NA,NA,NA,FALSE,-39.8,-1.4,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",0,"2023-08-06T02:06:37.119Z","2023-08-06T02:06:40.968Z",TRUE,"pitch","e4a55fe5-12e3-4adc-a1f5-beb973e5554f",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.13,1.43,NA,104.37,198.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Guardians challenged (force play), call on the field was upheld: Andres Gimenez grounds into a force out, shortstop Elvis Andrus to second baseman Zach Remillard. Steven Kwan out at 2nd. Andres Gimenez to 1st.",0,7,4,77,"bottom",9,"2023-08-06T02:06:09.981Z","2023-08-06T02:07:34.389Z",TRUE,FALSE,TRUE,TRUE,0,0,2,2,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,88.2,9,0.9,0.3924,6.5651,29.2465,-25.8451,10.447,3.2006,0.3313,1.4769,-8.057,-139.202,-4.65,1.8961,50.0002,4.8655,20.6393,34.8,7.2,24,2192,116,NA,NA,NA,NA,NA,NA,FALSE,-24.7,5,-17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",2,"2023-08-06T02:07:04.212Z","2023-08-06T02:07:27.237Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,665926,"/api/v1/people/665926",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"77","atBat","Forceout","force_out","Guardians challenged (force play), call on the field was upheld: Andres Gimenez grounds into a force out, shortstop Elvis Andrus to second baseman Zach Remillard. Steven Kwan out at 2nd. Andres Gimenez to 1st.",0,7,4,77,"bottom",9,"2023-08-06T02:06:09.981Z","2023-08-06T02:07:34.389Z",TRUE,FALSE,TRUE,TRUE,0,0,2,2,665926,"Andrés Giménez","/api/v1/people/665926","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",1,"2023-08-06T02:05:49.725Z","2023-08-06T02:05:58.826Z",TRUE,"pitch","ea4c7a48-60d7-4598-9290-155a831eb0cc",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,1,NA,NA,3.13,1.43,NA,124.81,182.65,"ground_ball","medium","7",70,129.28,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Steven Kwan singles on a ground ball to left fielder Andrew Benintendi.",0,7,4,76,"bottom",9,"2023-08-06T02:05:06.445Z","2023-08-06T02:05:58.826Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,680757,"Steven Kwan","/api/v1/people/680757","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,88.1,5,0.91,0.3931,6.3371,28.186,-28.6595,9.8184,1.78,-0.2048,2.0788,-8.8776,-138.809,-2.5557,1.7439,50,4.9001,19.3472,31.2,7.2,24,2192,120,100.4,-4,21,NA,NA,NA,FALSE,-26.9,2.9,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,680757,"Steven Kwan","/api/v1/people/680757",NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",0,"2023-08-06T02:05:33.689Z","2023-08-06T02:05:38.453Z",TRUE,"pitch","bc10a078-2c4c-4667-a928-63180d390625",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1051,1.4053,NA,114.69,145.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Steven Kwan singles on a ground ball to left fielder Andrew Benintendi.",0,7,4,76,"bottom",9,"2023-08-06T02:05:06.445Z","2023-08-06T02:05:58.826Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,680757,"Steven Kwan","/api/v1/people/680757","L","Left",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.8,76.9,5,0.73,0.4493,6.2863,24.4648,-32.6489,-5.3768,-0.3148,-0.108,2.2769,-3.3637,-121.9939,0.1249,1.9883,50.0037,5.0442,-8.087,14.4,9.6,24,2584,294,NA,NA,NA,NA,NA,NA,FALSE,-39.2,-0.2,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",4,"2023-08-06T02:04:53.571Z","2023-08-06T02:05:02.183Z",TRUE,"pitch","1247f057-2def-4035-8f53-abe39742eb5e",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.31,1.47,NA,153.02,175.06,"ground_ball","medium","6",115.74,143.33,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Gabriel Arias grounds out, shortstop Elvis Andrus to first baseman Andrew Vaughn.",0,7,4,75,"bottom",9,"2023-08-06T02:03:22.045Z","2023-08-06T02:05:02.183Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,672356,"Gabriel Arias","/api/v1/people/672356","R","Right",607481,"Aaron Bummer","/api/v1/people/607481","L","Left","vs_LHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.4,77.2,13,0.88,0.4472,6.1743,25.8216,-30.8389,-8.1671,0.8762,-0.9449,2.3598,-4.2468,-122.7907,-0.67,1.8715,50.0001,5.2754,-12.3851,22.8,9.6,24,2661,296,58.6,15,114,NA,NA,NA,TRUE,-37,1.7,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
