"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717115,"2023-08-05",5,"2023-08-06T01:17:59.348Z","2023-08-06T01:18:02.543Z",TRUE,"pitch","0e16f9bf-1dca-4bf7-9edc-2bf9126cce4e",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.13,1.47,NA,105.93,175.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,5,2,55,"top",7,"2023-08-06T01:14:23.935Z","2023-08-06T01:18:29.320Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.1,6,2,0.4365,6.6172,25.5035,-30.3831,1.62,1.1236,0.2905,2.342,0.9705,-125.5099,-1.7545,-0.3118,50.004,5.5254,2.5833,4.8,8.4,24,2091,83,NA,NA,NA,NA,NA,NA,FALSE,-34.9,1.9,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",4,"2023-08-06T01:17:33.403Z","2023-08-06T01:17:36.586Z",TRUE,"pitch","3fec0e7d-dfea-4a84-a21d-f1f25a2f2bc8",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.13,1.47,NA,91.1,201.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,5,2,55,"top",7,"2023-08-06T01:14:23.935Z","2023-08-06T01:18:29.320Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,77.1,9,2,0.4474,6.4695,26.3907,-30.2785,1.2563,1.2536,0.6793,1.3705,1.9622,-122.8411,-3.7566,-0.2958,50.0041,5.5191,1.9026,3.6,8.4,24,2081,132,NA,NA,NA,NA,NA,NA,FALSE,-37.1,1.6,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",3,"2023-08-06T01:17:16.871Z","2023-08-06T01:17:20.175Z",TRUE,"pitch","a01fae0a-e740-4dae-b92d-6bab17d13e5f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2056,1.4954,NA,83.72,109.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,5,2,55,"top",7,"2023-08-06T01:14:23.935Z","2023-08-06T01:18:29.320Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.3,83.5,12,0.89,0.4093,6.6841,31.7491,-15.3308,-2.5174,9.3108,0.873,4.7835,3.4544,-134.3091,0.5977,-0.1086,50.0018,5.6563,-4.554,14.4,3.6,24,2298,212,NA,NA,NA,NA,NA,NA,FALSE,-15.1,17.2,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",1,"2023-08-06T01:15:07.110Z","2023-08-06T01:15:10.898Z",TRUE,"pitch","46958714-93ed-475c-b3f0-a38b18faa964",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.13,1.47,NA,129.75,141.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,5,2,55,"top",7,"2023-08-06T01:14:23.935Z","2023-08-06T01:18:29.320Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.7,11,0.89,0.4026,6.8683,27.6696,-13.7687,-2.146,9.802,-0.3345,3.5908,0.4256,-135.6808,-2.6337,-0.2138,50.0041,5.5248,-4.0305,15.6,3.6,24,2344,204,NA,NA,NA,NA,NA,NA,FALSE,-13.8,17.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",0,"2023-08-06T01:14:43.518Z","2023-08-06T01:14:48.047Z",TRUE,"pitch","e40e9bb4-8306-40f5-86b2-33005abe4c8f",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.2056,1.4954,NA,90.47,216.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,5,2,55,"top",7,"2023-08-06T01:14:23.935Z","2023-08-06T01:18:29.320Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,78.6,14,2,0.4402,6.752,25.9749,-28.6162,-0.1412,2.2697,0.6959,0.8406,2.6115,-124.62,-5.2469,-0.349,50.0011,5.3484,-0.2213,0,7.2,24,2045,84,NA,NA,NA,NA,NA,NA,FALSE,-34.3,3.1,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",2,"2023-08-06T01:15:32.352Z","2023-08-06T01:17:16.871Z",FALSE,"action",NA,NA,"On-field Delay.","Game Advisory",5,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,683734,"/api/v1/people/683734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,5,2,55,"top",7,"2023-08-06T01:14:23.935Z","2023-08-06T01:18:29.320Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",0,"2023-08-06T01:13:58.359Z","2023-08-06T01:14:10.341Z",TRUE,"pitch","ca8054a6-057e-400c-b4b5-eab747f558e0",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.45,1.64,NA,127.22,131.88,"line_drive","medium","9",168.96,119.11,NA,NA,TRUE,NA,NA,NA,NA,NA,"54","atBat","Single","single","Eloy Jimenez singles on a line drive to right fielder Oscar Gonzalez. Luis Robert Jr. to 3rd.",0,5,2,54,"top",7,"2023-08-06T01:13:33.023Z","2023-08-06T01:14:10.341Z",TRUE,FALSE,FALSE,FALSE,33,0,0,2,650391,"Eloy Jiménez","/api/v1/people/650391","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.1,11,0.9,0.4074,6.7644,30.8968,-13.704,-3.1358,10.1034,-0.2681,3.9594,0.8441,-134.7528,-1.5751,-0.1792,50.0039,5.526,-5.7329,21.6,3.6,24,2229,206,66.9,5,74,NA,NA,NA,FALSE,-13.9,18.1,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686823,"Will Brennan","/api/v1/people/686823",650391,"Eloy Jiménez","/api/v1/people/650391",673357,"Luis Robert Jr.","/api/v1/people/673357",NA,NA,NA,NA
717115,"2023-08-05",5,"2023-08-06T01:13:24.730Z","2023-08-06T01:13:30.578Z",TRUE,"pitch","db8a68f5-3562-4bc4-8587-6105b4de90d8",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.7402,1.7102,NA,64.59,186.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Luis Robert Jr. walks.",0,5,2,53,"top",7,"2023-08-06T01:11:39.096Z","2023-08-06T01:13:30.578Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",78.7,72.7,14,0.9,0.4778,6.4012,20.1388,-32.1621,-11.591,0.0055,1.3751,1.9355,7.2655,-114.426,-1.006,-0.3276,50.0007,5.5182,-15.4446,24,10.8,24,2095,265,NA,NA,NA,NA,NA,NA,FALSE,-44,0,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686823,"Will Brennan","/api/v1/people/686823",673357,"Luis Robert Jr.","/api/v1/people/673357",NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",4,"2023-08-06T01:13:05.589Z","2023-08-06T01:13:09.330Z",TRUE,"pitch","5c1e7741-427e-4256-954c-af57fd0c81c7",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.7905,1.7603,NA,91.87,221.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Luis Robert Jr. walks.",0,5,2,53,"top",7,"2023-08-06T01:11:39.096Z","2023-08-06T01:13:30.578Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.6,73.6,14,0.9,0.4695,6.6035,24.2292,-29.6292,-10.8525,1.8495,0.6592,0.6564,5.3247,-117.1285,-4.5108,-0.2459,50.0023,5.4097,-14.9247,24,9.6,24,2179,258,NA,NA,NA,NA,NA,NA,FALSE,-40.2,2.4,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",3,"2023-08-06T01:12:42.882Z","2023-08-06T01:12:46.251Z",TRUE,"pitch","a505760c-7a0e-4f47-b597-c63606319a3d",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.74,1.76,NA,96.58,156.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Luis Robert Jr. walks.",0,5,2,53,"top",7,"2023-08-06T01:11:39.096Z","2023-08-06T01:13:30.578Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.3,6,0.91,0.4027,6.6823,29.8799,-9.3685,-2.8775,12.1764,0.5358,3.0632,2.5593,-136.014,-4.7472,-0.0436,50.0067,5.4812,-5.3916,25.2,2.4,24,2370,204,NA,NA,NA,NA,NA,NA,FALSE,-10.1,21.2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",2,"2023-08-06T01:12:29.901Z","2023-08-06T01:12:36.165Z",TRUE,"pitch","a27cceb1-18b8-4289-b88b-0e82bead8b10",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.7402,1.7353,NA,83.93,198.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Luis Robert Jr. walks.",0,5,2,53,"top",7,"2023-08-06T01:11:39.096Z","2023-08-06T01:13:30.578Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.2,73.5,14,0.9,0.4701,6.6874,22.7894,-28.4355,-9.0935,2.7175,0.8677,1.5049,5.4839,-116.6844,-2.9677,-0.3365,50.0002,5.4837,-12.4866,21.6,9.6,24,2096,262,NA,NA,NA,NA,NA,NA,FALSE,-38.3,4.4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",1,"2023-08-06T01:12:17.184Z","2023-08-06T01:12:23.618Z",TRUE,"pitch","fcf0d7d3-aa31-4482-b863-c8f950a5d4c0",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.7905,1.7603,NA,50.51,200.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Luis Robert Jr. walks.",0,5,2,53,"top",7,"2023-08-06T01:11:39.096Z","2023-08-06T01:13:30.578Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,81.9,14,0.89,0.4222,6.7694,27.9174,-26.2338,-0.2232,3.4873,1.7443,1.414,4.3906,-129.8874,-5.1801,0.059,50.0035,5.4361,-0.3806,1.2,6,24,2166,104,NA,NA,NA,NA,NA,NA,FALSE,-29,5.4,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",0,"2023-08-06T01:11:55.149Z","2023-08-06T01:11:58.615Z",TRUE,"pitch","0e0875ca-9b24-4418-805c-c7937f303c6b",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.74,1.76,NA,100.94,154.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Walk","walk","Luis Robert Jr. walks.",0,5,2,53,"top",7,"2023-08-06T01:11:39.096Z","2023-08-06T01:13:30.578Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,673357,"Luis Robert Jr.","/api/v1/people/673357","R","Right",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",86.1,78.8,6,2,0.4372,6.732,26.0302,-29.6165,5.0926,1.6146,0.4212,3.1072,0.4705,-125.4095,-0.1072,-0.4305,50.0057,5.5719,8.0904,15.6,8.4,24,2158,49,NA,NA,NA,NA,NA,NA,FALSE,-33.7,3.1,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",5,"2023-08-06T01:11:29.595Z","2023-08-06T01:11:36.563Z",TRUE,"pitch","2e7de28b-c0bf-4bc4-a3c2-499e129dc3b2",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.22,1.47,NA,87.15,206.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Andrew Benintendi strikes out swinging.",0,5,2,52,"top",7,"2023-08-06T01:10:01.871Z","2023-08-06T01:11:36.563Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,82,14,2,0.4258,6.7014,21.9368,-27.1387,1.6035,2.988,0.7832,1.1895,2.1381,-127.7791,-5.499,-0.2671,50.0004,5.4547,2.6977,6,7.2,24,2223,75,NA,NA,NA,NA,NA,NA,TRUE,-30.4,4.6,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",4,"2023-08-06T01:11:13.440Z","2023-08-06T01:11:17.371Z",TRUE,"pitch","b93925ed-32f3-4083-b6d1-2c12194d844e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.1448,1.4203,NA,170.2,192.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Andrew Benintendi strikes out swinging.",0,5,2,52,"top",7,"2023-08-06T01:10:01.871Z","2023-08-06T01:11:36.563Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.2,73.6,13,0.89,0.4699,6.7288,22.921,-29.1089,-8.867,2.2313,-1.3956,1.7281,0.5198,-116.7542,-2.4191,-0.4704,50.0036,5.5296,-12.1857,22.8,9.6,24,2016,262,NA,NA,NA,NA,NA,NA,FALSE,-38.9,3.7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717115,"2023-08-05",2,"2023-08-06T01:10:48.664Z","2023-08-06T01:10:51.826Z",TRUE,"pitch","9a5ef37f-e34f-4504-ad8f-cc3d4ef2e250",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.22,1.47,NA,118.13,163.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Strikeout","strikeout","Andrew Benintendi strikes out swinging.",0,5,2,52,"top",7,"2023-08-06T01:10:01.871Z","2023-08-06T01:11:36.563Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,643217,"Andrew Benintendi","/api/v1/people/643217","L","Left",669212,"Eli Morgan","/api/v1/people/669212","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox","Cleveland Guardians",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.5,2,0.9,0.4008,6.8391,32.6213,-12.041,-3.1151,10.6641,-0.0295,2.7792,1.6879,-137.098,-4.9612,-0.2511,50.0057,5.4461,-5.8825,22.8,3.6,24,2326,207,NA,NA,NA,NA,NA,NA,FALSE,-12.6,18.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
