"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
718179,"2023-05-14",4,"2023-05-14T19:45:35.999Z","2023-05-14T19:45:38.799Z",FALSE,"action",NA,NA,"Pitching Change: Colin Holderman replaces Mitch Keller.","Pitching Substitution",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,670059,"/api/v1/people/670059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"62","atBat","Strikeout","strikeout","Joey Ortiz called out on strikes.",0,4,0,62,"bottom",8,"2023-05-14T19:45:36.419Z","2023-05-14T19:46:16.968Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,687401,"Joey Ortiz","/api/v1/people/687401","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",5,"2023-05-14T19:42:42.326Z","2023-05-14T19:42:50.475Z",TRUE,"pitch","657f5e37-1b3e-43a2-a28b-412a7203c8f2",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.16,1.47,NA,149.85,189.21,"ground_ball","soft","1",124.01,179.36,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Grounded Into DP","grounded_into_double_play","Connor Joe grounds into a double play, pitcher Cionel Perez to second baseman Adam Frazier to first baseman Ryan Mountcastle. Ji Hwan Bae out at 2nd. Connor Joe out at 1st.",0,4,0,61,"top",8,"2023-05-14T19:41:35.863Z","2023-05-14T19:42:50.475Z",TRUE,FALSE,FALSE,TRUE,24,0,2,3,656582,"Connor Joe","/api/v1/people/656582","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,76.4,13,0.9,0.451,5.872,28.0943,-37.4313,-6.6073,-3.5342,-0.8619,1.8359,-2.6623,-122.2709,-0.9562,1.1051,50.0027,5.495,-9.8268,15.6,10.8,24,2668,329,59.4,-12,11,NA,NA,NA,TRUE,-45.6,-6.4,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",4,"2023-05-14T19:42:17.790Z","2023-05-14T19:42:21.160Z",TRUE,"pitch","f31e3339-5af1-4ca3-9f9a-f7bd17fb49c9",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.16,1.47,NA,114.76,161.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Grounded Into DP","grounded_into_double_play","Connor Joe grounds into a double play, pitcher Cionel Perez to second baseman Adam Frazier to first baseman Ryan Mountcastle. Ji Hwan Bae out at 2nd. Connor Joe out at 1st.",0,4,0,61,"top",8,"2023-05-14T19:41:35.863Z","2023-05-14T19:42:50.475Z",TRUE,FALSE,FALSE,TRUE,24,0,2,3,656582,"Connor Joe","/api/v1/people/656582","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.8,2,0.91,0.3886,5.8997,29.7779,-14.7287,3.2075,8.6592,0.0588,2.8801,-3.7067,-140.5557,-4.3904,0.9736,50.0028,5.4087,6.4625,20.4,3.6,24,2049,148,NA,NA,NA,NA,NA,NA,FALSE,-14.2,15,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",3,"2023-05-14T19:41:55.450Z","2023-05-14T19:41:58.620Z",TRUE,"pitch","8441cebb-0cc9-4aa3-b057-a2545b0de5f1",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.16,1.47,NA,94.73,172.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Grounded Into DP","grounded_into_double_play","Connor Joe grounds into a double play, pitcher Cionel Perez to second baseman Adam Frazier to first baseman Ryan Mountcastle. Ji Hwan Bae out at 2nd. Connor Joe out at 1st.",0,4,0,61,"top",8,"2023-05-14T19:41:35.863Z","2023-05-14T19:42:50.475Z",TRUE,FALSE,FALSE,TRUE,24,0,2,3,656582,"Connor Joe","/api/v1/people/656582","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,88.8,6,0.9,0.389,5.7811,30.4805,-25.3757,8.3971,3.3829,0.5841,2.466,-3.6617,-140.5437,-3.96,0.8096,50.0017,5.5322,16.8749,31.2,6,24,1998,151,NA,NA,NA,NA,NA,NA,FALSE,-23.6,5.5,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",2,"2023-05-14T19:41:38.151Z","2023-05-14T19:41:42.185Z",TRUE,"pitch","551ef295-6b1c-4bde-ab2f-a29394623f5b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.317,1.5146,NA,98.45,185.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Grounded Into DP","grounded_into_double_play","Connor Joe grounds into a double play, pitcher Cionel Perez to second baseman Adam Frazier to first baseman Ryan Mountcastle. Ji Hwan Bae out at 2nd. Connor Joe out at 1st.",0,4,0,61,"top",8,"2023-05-14T19:41:35.863Z","2023-05-14T19:42:50.475Z",TRUE,FALSE,FALSE,TRUE,24,0,2,3,656582,"Connor Joe","/api/v1/people/656582","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.9,74.8,9,0.91,0.462,5.752,25.6471,-43.6876,-7.9063,-8.1148,0.4866,1.9655,0.4047,-119.1506,0.6907,1.3385,50.0018,5.6608,-11.2202,14.4,13.2,24,2736,335,NA,NA,NA,NA,NA,NA,FALSE,-55.3,-14.2,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",0,"2023-05-14T19:41:01.784Z","2023-05-14T19:41:06.043Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Connor Joe replaces Josh Palacios.","Offensive Substitution",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,656582,"/api/v1/people/656582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","61","atBat","Grounded Into DP","grounded_into_double_play","Connor Joe grounds into a double play, pitcher Cionel Perez to second baseman Adam Frazier to first baseman Ryan Mountcastle. Ji Hwan Bae out at 2nd. Connor Joe out at 1st.",0,4,0,61,"top",8,"2023-05-14T19:41:35.863Z","2023-05-14T19:42:50.475Z",TRUE,FALSE,FALSE,TRUE,24,0,2,3,656582,"Connor Joe","/api/v1/people/656582","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,641943,"/api/v1/people/641943",NA,NA,NA,NA,NA,TRUE,TRUE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",1,"2023-05-14T19:41:06.043Z","2023-05-14T19:41:38.151Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"61","atBat","Grounded Into DP","grounded_into_double_play","Connor Joe grounds into a double play, pitcher Cionel Perez to second baseman Adam Frazier to first baseman Ryan Mountcastle. Ji Hwan Bae out at 2nd. Connor Joe out at 1st.",0,4,0,61,"top",8,"2023-05-14T19:41:35.863Z","2023-05-14T19:42:50.475Z",TRUE,FALSE,FALSE,TRUE,24,0,2,3,656582,"Connor Joe","/api/v1/people/656582","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",5,"2023-05-14T19:40:23.975Z","2023-05-14T19:40:30.630Z",TRUE,"pitch","2e968567-814b-4925-851d-19e123c15d79",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,2.84,1.37,NA,176.74,190.37,"ground_ball","soft","1",127.76,186.63,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Forceout","force_out","Ji Hwan Bae grounds into a force out, pitcher Cionel Perez to shortstop Joey Ortiz. Rodolfo Castro out at 2nd. Ji Hwan Bae to 1st.",0,4,0,60,"top",8,"2023-05-14T19:39:02.529Z","2023-05-14T19:40:30.630Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,76.7,13,0.9,0.4497,5.8128,27.9991,-37.9756,-5.6871,-3.8825,-1.5672,1.7929,-4.5783,-122.579,-1.1177,1.0745,50.0002,5.546,-8.5071,14.4,10.8,24,2679,320,55.9,-55,2,NA,NA,NA,TRUE,-46.1,-7,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,678225,"Ji Hwan Bae","/api/v1/people/678225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",3,"2023-05-14T19:39:58.833Z","2023-05-14T19:40:04.971Z",TRUE,"pitch","0cf3ebc9-0e23-4a16-b44e-699bfe130793",3,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",1,2,0,NA,NA,2.84,1.37,NA,118.93,215.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Forceout","force_out","Ji Hwan Bae grounds into a force out, pitcher Cionel Perez to shortstop Joey Ortiz. Rodolfo Castro out at 2nd. Ji Hwan Bae to 1st.",0,4,0,60,"top",8,"2023-05-14T19:39:02.529Z","2023-05-14T19:40:30.630Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.7,76.1,13,2,0.4563,5.8713,25.3449,-38.6642,-7.8625,-4.4518,-0.0508,0.8482,-1.0241,-120.4534,-2.7278,1.4017,50.0058,5.4438,-11.452,16.8,10.8,24,2498,319,NA,NA,NA,NA,NA,NA,FALSE,-48.7,-8.5,14.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,678225,"Ji Hwan Bae","/api/v1/people/678225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",1,"2023-05-14T19:39:21.657Z","2023-05-14T19:39:25.551Z",TRUE,"pitch","92a11824-47be-4882-844a-d04bb8e64739",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,2.966,1.3742,NA,168.13,175.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Forceout","force_out","Ji Hwan Bae grounds into a force out, pitcher Cionel Perez to shortstop Joey Ortiz. Rodolfo Castro out at 2nd. Ji Hwan Bae to 1st.",0,4,0,60,"top",8,"2023-05-14T19:39:02.529Z","2023-05-14T19:40:30.630Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.5,11,0.91,0.3942,5.8821,30.3604,-13.9913,3.7234,9.2933,-1.3413,2.3602,-7.3326,-138.8216,-5.849,0.8476,50.0047,5.4219,7.2871,20.4,3.6,24,2112,155,NA,NA,NA,NA,NA,NA,FALSE,-14.2,15.8,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,678225,"Ji Hwan Bae","/api/v1/people/678225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",0,"2023-05-14T19:39:02.529Z","2023-05-14T19:39:06.028Z",TRUE,"pitch","b274eea5-8ce5-440c-b70f-e085c2bd9a0c",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,2.966,1.3742,NA,142.36,190.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Forceout","force_out","Ji Hwan Bae grounds into a force out, pitcher Cionel Perez to shortstop Joey Ortiz. Rodolfo Castro out at 2nd. Ji Hwan Bae to 1st.",0,4,0,60,"top",8,"2023-05-14T19:39:02.529Z","2023-05-14T19:40:30.630Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.1,74.7,7,2,0.4648,5.6265,23.4525,-38.6474,-8.5862,-4.6029,-0.6652,1.7981,-2.0549,-118.0603,-0.506,1.333,50.0054,5.5864,-12.0654,18,12,24,2473,334,NA,NA,NA,NA,NA,NA,FALSE,-49.9,-8.2,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,678225,"Ji Hwan Bae","/api/v1/people/678225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",2,"2023-05-14T19:39:43.343Z","2023-05-14T19:39:48.343Z",FALSE,"pickoff","37d89348-c5e4-4a09-842c-e364cda415bb",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Forceout","force_out","Ji Hwan Bae grounds into a force out, pitcher Cionel Perez to shortstop Joey Ortiz. Rodolfo Castro out at 2nd. Ji Hwan Bae to 1st.",0,4,0,60,"top",8,"2023-05-14T19:39:02.529Z","2023-05-14T19:40:30.630Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,678225,"Ji Hwan Bae","/api/v1/people/678225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",4,"2023-05-14T19:40:13.954Z","2023-05-14T19:40:23.975Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,0,678225,"/api/v1/people/678225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"60","atBat","Forceout","force_out","Ji Hwan Bae grounds into a force out, pitcher Cionel Perez to shortstop Joey Ortiz. Rodolfo Castro out at 2nd. Ji Hwan Bae to 1st.",0,4,0,60,"top",8,"2023-05-14T19:39:02.529Z","2023-05-14T19:40:30.630Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,678225,"Ji Hwan Bae","/api/v1/people/678225","L","Left",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,678225,"Ji Hwan Bae","/api/v1/people/678225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",5,"2023-05-14T19:38:17.769Z","2023-05-14T19:38:27.243Z",TRUE,"pitch","383cf9d4-a712-40db-8dc5-513e99c34b51",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,0,NA,NA,3.19,1.48,NA,129.48,168.49,"ground_ball","medium","5",95.78,169.88,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Field Error","field_error","Rodolfo Castro reaches on a throwing error by third baseman Gunnar Henderson.",0,4,0,59,"top",8,"2023-05-14T19:37:32.143Z","2023-05-14T19:38:27.243Z",TRUE,FALSE,FALSE,FALSE,0,1,1,0,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.8,75.9,4,0.91,0.4559,5.8413,24.9044,-45.4587,-4.1801,-9.0986,-0.3274,2.6034,-2.3225,-120.4584,2.265,1.1946,50.0055,5.6904,-6.1007,8.4,13.2,24,2775,334,83.2,-24,7,NA,NA,NA,FALSE,-55.7,-15.6,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,666801,"Rodolfo Castro","/api/v1/people/666801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718179,"2023-05-14",3,"2023-05-14T19:37:49.333Z","2023-05-14T19:37:52.333Z",TRUE,"pitch","2ab2ac0f-70ee-4f7f-bdab-292e89fc3401",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,0,NA,NA,3.19,1.48,NA,86.8,161.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Field Error","field_error","Rodolfo Castro reaches on a throwing error by third baseman Gunnar Henderson.",0,4,0,59,"top",8,"2023-05-14T19:37:32.143Z","2023-05-14T19:38:27.243Z",TRUE,FALSE,FALSE,FALSE,0,1,1,0,666801,"Rodolfo Castro","/api/v1/people/666801","R","Right",672335,"Cionel Pérez","/api/v1/people/672335","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.6,3,0.9,0.3925,5.7152,32.4782,-26.298,8.0857,2.9854,0.7923,2.8682,-4.0157,-139.716,-2.6672,1.2003,50.0052,5.5698,15.9334,28.8,6,24,2224,154,NA,NA,NA,NA,NA,NA,FALSE,-24.7,5,-13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,666801,"Rodolfo Castro","/api/v1/people/666801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
