"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717231,"2023-07-28",3,"2023-07-29T02:47:04.277Z","2023-07-29T02:47:12.339Z",TRUE,"pitch","467ea83d-74c5-4435-b466-68b7f409b885",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.3,1.5,NA,150.34,204.63,"ground_ball","medium","4",154.29,152.28,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Sal Frelick grounds out, second baseman Ozzie Albies to first baseman Matt Olson.",0,7,10,81,"top",9,"2023-07-29T02:45:48.411Z","2023-07-29T02:47:12.339Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,686217,"Sal Frelick","/api/v1/people/686217","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.9,82.9,13,0.91,0.418,6.4264,26.5752,-28.1782,-9.4853,2.2971,-0.8746,1.2649,5.2004,-130.8501,-4.8015,-1.6512,50.0055,5.225,-16.5164,27.6,7.2,24,1944,242,76,-27,3,NA,NA,NA,TRUE,-30.4,3.4,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717231,"2023-07-28",2,"2023-07-29T02:46:47.878Z","2023-07-29T02:46:51.263Z",TRUE,"pitch","23b7ae58-4ccb-4a23-91cd-cf35e7cddbf8",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,2.8129,1.2355,NA,161.54,169.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Sal Frelick grounds out, second baseman Ozzie Albies to first baseman Matt Olson.",0,7,10,81,"top",9,"2023-07-29T02:45:48.411Z","2023-07-29T02:47:12.339Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,686217,"Sal Frelick","/api/v1/people/686217","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,88.2,11,0.91,0.3912,6.1581,29.5669,-14.8553,-4.9075,8.7071,-1.1685,2.5507,2.6991,-139.6788,-5.2516,-1.5065,50.0012,5.4217,-9.7582,30,3.6,24,2362,216,NA,NA,NA,NA,NA,NA,FALSE,-14.5,15,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717231,"2023-07-28",1,"2023-07-29T02:46:30.687Z","2023-07-29T02:46:34.298Z",TRUE,"pitch","0c64049e-237e-4c1e-9074-a115edb15219",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,2.8129,1.2582,NA,148.64,164.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Sal Frelick grounds out, second baseman Ozzie Albies to first baseman Matt Olson.",0,7,10,81,"top",9,"2023-07-29T02:45:48.411Z","2023-07-29T02:47:12.339Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,686217,"Sal Frelick","/api/v1/people/686217","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.6,11,0.91,0.3942,6.1501,28.6407,-17.4375,-4.8267,7.5196,-0.8301,2.7374,3.7941,-138.5377,-4.2638,-1.5849,50.0009,5.4491,-9.4559,25.2,3.6,24,2396,217,NA,NA,NA,NA,NA,NA,FALSE,-17,13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717231,"2023-07-28",0,"2023-07-29T02:46:17.362Z","2023-07-29T02:46:20.906Z",TRUE,"pitch","096c71d2-e4a6-4c5b-9a7e-6fe480adde34",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,2.8582,1.2809,NA,131.67,185.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Sal Frelick grounds out, second baseman Ozzie Albies to first baseman Matt Olson.",0,7,10,81,"top",9,"2023-07-29T02:45:48.411Z","2023-07-29T02:47:12.339Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,686217,"Sal Frelick","/api/v1/people/686217","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.8,4,0.91,0.3936,6.2131,29.2661,-16.2213,-4.9442,8.1264,-0.3848,1.979,4.9418,-138.8145,-6.1425,-1.5404,50.0061,5.2892,-9.7109,26.4,3.6,24,2371,225,NA,NA,NA,NA,NA,NA,FALSE,-16.2,13.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717231,"2023-07-28",4,"2023-07-29T02:45:33.326Z","2023-07-29T02:45:41.801Z",TRUE,"pitch","2423faee-0f13-4690-a90e-5af26b90f427",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.27,1.6,NA,124.81,198.99,"fly_ball","medium","8",94.96,49.98,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Willy Adames flies out to center fielder Michael Harris II.",0,7,10,80,"top",9,"2023-07-29T02:44:18.266Z","2023-07-29T02:45:41.801Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,642715,"Willy Adames","/api/v1/people/642715","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.7,13,0.89,0.3897,6.4621,30.4871,-15.1909,-6.1477,8.4763,-0.205,1.4736,5.4343,-140.3404,-7.6991,-1.3637,50.003,5.2337,-12.3159,33.6,3.6,24,2343,221,96,29,377,NA,NA,NA,TRUE,-15.2,14,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717231,"2023-07-28",2,"2023-07-29T02:45:07.933Z","2023-07-29T02:45:11.507Z",TRUE,"pitch","e5902439-28a7-4328-8545-18d4e3775b1d",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.461,1.7257,NA,97.14,200.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Willy Adames flies out to center fielder Michael Harris II.",0,7,10,80,"top",9,"2023-07-29T02:44:18.266Z","2023-07-29T02:45:41.801Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,642715,"Willy Adames","/api/v1/people/642715","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.9,14,0.85,0.3935,6.0768,29.2495,-15.5357,-6.5976,8.4676,0.5211,1.4328,9.7653,-138.8588,-6.5106,-2.1738,50.0035,4.8298,-12.9661,33.6,3.6,24,2265,239,NA,NA,NA,NA,NA,NA,FALSE,-15.7,14.2,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717231,"2023-07-28",1,"2023-07-29T02:44:52.758Z","2023-07-29T02:44:57.135Z",TRUE,"pitch","b9bf6022-c6a7-4863-97bb-d24c27db5e5c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.3931,1.6576,NA,84.51,185.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Willy Adames flies out to center fielder Michael Harris II.",0,7,10,80,"top",9,"2023-07-29T02:44:18.266Z","2023-07-29T02:45:41.801Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,642715,"Willy Adames","/api/v1/people/642715","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,78.5,14,0.9,0.4428,5.9021,22.34,-26.3931,6.6546,3.7268,0.8524,1.9864,3.8203,-123.2455,-2.86,-1.5778,50.0054,5.3691,10.3352,21.6,7.2,24,2757,80,NA,NA,NA,NA,NA,NA,FALSE,-31.4,6.4,-12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717231,"2023-07-28",0,"2023-07-29T02:44:39.464Z","2023-07-29T02:44:42.754Z",TRUE,"pitch","51c2c882-3d7e-438b-8c87-bdfc11e097b9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4248,1.5759,NA,57.62,202.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Willy Adames flies out to center fielder Michael Harris II.",0,7,10,80,"top",9,"2023-07-29T02:44:18.266Z","2023-07-29T02:45:41.801Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,642715,"Willy Adames","/api/v1/people/642715","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,88.6,14,0.91,0.3915,6.2678,28.0429,-14.187,-4.4057,9.0532,1.5579,1.3387,9.1747,-139.3094,-8.3487,-1.1895,50.0058,5.2898,-8.7569,24,3.6,24,2335,221,NA,NA,NA,NA,NA,NA,FALSE,-14.6,15,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717231,"2023-07-28",3,"2023-07-29T02:45:19.524Z","2023-07-29T02:45:33.326Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,10,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,642715,"/api/v1/people/642715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"80","atBat","Flyout","field_out","Willy Adames flies out to center fielder Michael Harris II.",0,7,10,80,"top",9,"2023-07-29T02:44:18.266Z","2023-07-29T02:45:41.801Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,642715,"Willy Adames","/api/v1/people/642715","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717231,"2023-07-28",8,"2023-07-29T02:44:10.459Z","2023-07-29T02:44:16.894Z",TRUE,"pitch","dd3fee50-ba6e-45fd-86b9-d280d7dc3f22",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.35,1.57,NA,79.35,185.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Strikeout","strikeout","William Contreras strikes out swinging.",0,7,10,79,"top",9,"2023-07-29T02:42:24.982Z","2023-07-29T02:44:16.894Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,661388,"William Contreras","/api/v1/people/661388","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.8,78.1,14,0.9,0.4436,6.0181,24.4281,-27.152,7.8705,3.252,0.9878,1.9889,3.687,-123.4352,-2.5592,-1.5475,50.0029,5.3239,12.1509,25.2,8.4,24,2722,76,NA,NA,NA,NA,NA,NA,TRUE,-32.4,5.5,-15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
