"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716923,"2023-08-20",5,"2023-08-20T20:33:43.302Z","2023-08-20T20:33:51.689Z",TRUE,"pitch","7293df03-2be4-4e98-9a4b-a7e8ad36069b",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.4,1.6,NA,154.52,162.42,"ground_ball","medium","4",131.67,150.14,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Andrew McCutchen grounds out, second baseman Kyle Farmer to first baseman Donovan Solano.",0,0,2,60,"top",9,"2023-08-20T20:32:37.420Z","2023-08-20T20:33:51.689Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",99.1,92.6,11,0.92,0.3763,6.6121,26.7176,-29.5643,-6.6978,1.2127,-0.9844,2.8281,5.8289,-144.3745,-3.4304,-2.1377,50.0071,5.8082,-14.4527,24,6,24,1677,227,66.7,-15,10,NA,NA,NA,TRUE,-25.6,1.8,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716923,"2023-08-20",4,"2023-08-20T20:33:22.081Z","2023-08-20T20:33:27.509Z",TRUE,"pitch","0b7168de-baf6-4163-9d77-b09affba8d86",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3986,1.6228,NA,141.69,130.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Andrew McCutchen grounds out, second baseman Kyle Farmer to first baseman Donovan Solano.",0,0,2,60,"top",9,"2023-08-20T20:32:37.420Z","2023-08-20T20:33:51.689Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102.6,94.5,11,0.93,0.3653,6.5345,32.3228,-14.771,-7.5578,7.6225,-0.6478,3.998,7.0201,-149.3283,-3.1901,-2.0348,50.0009,5.9175,-17.2511,45.6,3.6,24,2205,222,NA,NA,NA,NA,NA,NA,FALSE,-12.4,13.4,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716923,"2023-08-20",3,"2023-08-20T20:33:00.654Z","2023-08-20T20:33:05.054Z",TRUE,"pitch","ae56cb22-7734-4b99-87d3-1a866b4f0fd1",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.4229,1.7099,NA,105.89,189.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Andrew McCutchen grounds out, second baseman Kyle Farmer to first baseman Donovan Solano.",0,0,2,60,"top",9,"2023-08-20T20:32:37.420Z","2023-08-20T20:33:51.689Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",100.2,92.8,9,0.92,0.3745,6.6411,30.2385,-29.239,-9.2668,1.3506,0.2914,1.816,10.074,-145.564,-6.1924,-1.9901,50.0035,5.7125,-20.1321,31.2,7.2,24,1698,227,NA,NA,NA,NA,NA,NA,FALSE,-25.6,1.4,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716923,"2023-08-20",1,"2023-08-20T20:32:39.805Z","2023-08-20T20:32:49.267Z",TRUE,"pitch","9c7e566b-6a04-40a0-b3ba-15afeb71c190",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.4,1.6,NA,126.97,158,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Andrew McCutchen grounds out, second baseman Kyle Farmer to first baseman Donovan Solano.",0,0,2,60,"top",9,"2023-08-20T20:32:37.420Z","2023-08-20T20:33:51.689Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",102,93.9,2,0.92,0.3679,6.5624,32.6715,-14.7813,-7.6642,7.7303,-0.2614,2.992,7.6692,-148.4119,-5.8684,-1.8726,50.003,5.8427,-17.2442,44.4,3.6,24,2097,222,NA,NA,NA,NA,NA,NA,FALSE,-13,13.1,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716923,"2023-08-20",0,"2023-08-20T20:31:48.944Z","2023-08-20T20:32:39.805Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Andrew McCutchen grounds out, second baseman Kyle Farmer to first baseman Donovan Solano.",0,0,2,60,"top",9,"2023-08-20T20:32:37.420Z","2023-08-20T20:33:51.689Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716923,"2023-08-20",2,"2023-08-20T20:32:49.754Z","2023-08-20T20:33:00.654Z",FALSE,"action",NA,NA,"Bryan Reynolds advances to 2nd on defensive indifference.","Defensive Indiff",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,668804,"/api/v1/people/668804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9c7e566b-6a04-40a0-b3ba-15afeb71c190","defensive_indiff",NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Andrew McCutchen grounds out, second baseman Kyle Farmer to first baseman Donovan Solano.",0,0,2,60,"top",9,"2023-08-20T20:32:37.420Z","2023-08-20T20:33:51.689Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716923,"2023-08-20",3,"2023-08-20T20:31:12.451Z","2023-08-20T20:31:21.756Z",TRUE,"pitch","8f7c055b-2b6b-4595-9396-ab99300d33c7",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,2,NA,NA,3.1,1.49,NA,105.34,180.67,"ground_ball","medium","3",165.83,164.44,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Bryan Reynolds singles on a ground ball to first baseman Donovan Solano.",0,0,2,59,"top",9,"2023-08-20T20:29:57.794Z","2023-08-20T20:31:21.756Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Minnesota Twins","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",89,82.8,6,2,0.4212,6.6997,24.866,-42.2387,1.9546,-5.8622,0.3058,2.1522,4.9816,-129.6076,-1.7835,-1.8885,50.0053,6.0492,3.3536,6,9.6,24,2894,41,91.5,-13,11,NA,NA,NA,FALSE,-45,-10.8,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,668804,"Bryan Reynolds","/api/v1/people/668804",NA,NA,NA,NA,NA,NA
716923,"2023-08-20",2,"2023-08-20T20:30:50.351Z","2023-08-20T20:30:53.855Z",TRUE,"pitch","8a6af60b-b4ab-48d8-bc8c-f9c4977e6f45",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.1,1.49,NA,121.67,210.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Bryan Reynolds singles on a ground ball to first baseman Donovan Solano.",0,0,2,59,"top",9,"2023-08-20T20:29:57.794Z","2023-08-20T20:31:21.756Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Minnesota Twins","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.9,82.5,13,2,0.4226,6.5754,25.9446,-39.4741,1.2832,-4.2828,-0.1225,1.0387,4.3278,-129.4058,-4.6403,-1.9805,50.0046,5.8654,2.1858,3.6,9.6,24,2833,44,NA,NA,NA,NA,NA,NA,FALSE,-43.1,-8.5,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716923,"2023-08-20",1,"2023-08-20T20:30:27.922Z","2023-08-20T20:30:31.448Z",TRUE,"pitch","7c67915a-42b2-49c2-9081-f4a1f355279c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.1,1.49,NA,134.77,191.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Bryan Reynolds singles on a ground ball to first baseman Donovan Solano.",0,0,2,59,"top",9,"2023-08-20T20:29:57.794Z","2023-08-20T20:31:21.756Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Minnesota Twins","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",98.3,90.9,7,0.93,0.3819,6.6099,30.2129,-27.9928,-8.1446,2.0058,-0.4662,1.7614,7.3607,-142.9384,-6.3076,-2.0054,50.0048,5.7333,-17.0047,27.6,6,24,1887,228,NA,NA,NA,NA,NA,NA,FALSE,-25.6,2.6,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716923,"2023-08-20",0,"2023-08-20T20:30:13.389Z","2023-08-20T20:30:18.024Z",TRUE,"pitch","a40b89cb-2971-4320-a5dc-1b768aedf9a0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1899,1.5938,NA,99.75,209.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Single","single","Bryan Reynolds singles on a ground ball to first baseman Donovan Solano.",0,0,2,59,"top",9,"2023-08-20T20:29:57.794Z","2023-08-20T20:31:21.756Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Minnesota Twins","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.1,81.7,14,2,0.4267,6.4092,26.2514,-41.2422,0.785,-5.4331,0.4524,1.0908,5.4334,-128.2998,-4.0612,-1.7937,50.0029,5.9044,1.3097,3.6,10.8,24,2803,32,NA,NA,NA,NA,NA,NA,FALSE,-45.7,-10.6,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
