"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745416,"2024-05-27",6,"2024-05-28T00:51:41.220Z","2024-05-28T00:51:50.751Z",TRUE,"pitch","5d7dda99-806f-4024-861f-49cf61f68887",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.4148,1.6553,NA,175.84,168.98,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim scores. Fernando Tatis Jr. to 3rd. Manny Machado to 2nd.",1,1,2,57,"bottom",7,"2024-05-28T00:49:36.288Z","2024-05-28T00:51:50.751Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,87.3,11,2,0.392,6.0455,36.8798,-32.678,-11.0692,-0.2557,-1.5437,2.5851,3.3374,-140.6226,-2.0174,-1.3204,50.004,5.4671,-21.7973,32.4,8.4,24,2304,236,NA,NA,NA,NA,NA,NA,FALSE,-30.4,-0.7,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,630105,"Jake Cronenworth","/api/v1/people/630105",592518,"Manny Machado","/api/v1/people/592518",665487,"Fernando Tatis Jr.","/api/v1/people/665487"
745416,"2024-05-27",5,"2024-05-28T00:51:14.017Z","2024-05-28T00:51:17.278Z",TRUE,"pitch","3b1707d9-f5c1-4f94-ad7c-b954155d4b25",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.4,1.66,NA,135.24,166.27,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim scores. Fernando Tatis Jr. to 3rd. Manny Machado to 2nd.",1,1,2,57,"bottom",7,"2024-05-28T00:49:36.288Z","2024-05-28T00:51:50.751Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,85.3,4,2,0.4029,6.1163,31.7677,-31.0314,-10.88,0.6115,-0.4784,2.6855,6.1414,-136.2999,-1.0972,-1.355,50.0029,5.2487,-20.3385,31.2,8.4,24,2226,238,NA,NA,NA,NA,NA,NA,FALSE,-30.2,1.1,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",4,"2024-05-28T00:50:55.998Z","2024-05-28T00:50:59.780Z",TRUE,"pitch","5e9d1fe1-5793-41b8-8735-5b896863d77c",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.5293,1.6553,NA,138.15,175.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim scores. Fernando Tatis Jr. to 3rd. Manny Machado to 2nd.",1,1,2,57,"bottom",7,"2024-05-28T00:49:36.288Z","2024-05-28T00:51:50.751Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,85.4,4,2,0.4011,6.2076,34.4979,-30.4224,-10.3463,0.9346,-0.5549,2.3496,5.6586,-137.3134,-2.33,-1.314,50.0063,5.3094,-19.4761,30,7.2,24,2328,238,NA,NA,NA,NA,NA,NA,FALSE,-29.8,1.3,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",3,"2024-05-28T00:50:36.713Z","2024-05-28T00:50:39.806Z",TRUE,"pitch","5be3b325-4178-406f-811c-19a2e542a15c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.4835,1.6885,NA,201.28,158.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim scores. Fernando Tatis Jr. to 3rd. Manny Machado to 2nd.",1,1,2,57,"bottom",7,"2024-05-28T00:49:36.288Z","2024-05-28T00:51:50.751Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,85.7,11,2,0.3986,5.9424,36.608,-33.2848,-10.9855,-0.5808,-2.211,2.9895,1.9923,-138.4761,-0.516,-1.5232,50.0042,5.4437,-20.9161,31.2,8.4,24,2282,237,NA,NA,NA,NA,NA,NA,FALSE,-31.6,-1,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",2,"2024-05-28T00:50:14.714Z","2024-05-28T00:50:17.962Z",TRUE,"pitch","0d90268d-6703-4f4c-b557-ae82cfeb2676",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5064,1.6885,NA,87.11,212.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim scores. Fernando Tatis Jr. to 3rd. Manny Machado to 2nd.",1,1,2,57,"bottom",7,"2024-05-28T00:49:36.288Z","2024-05-28T00:51:50.751Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.7,78.1,14,2,0.4415,5.9335,28.2624,-29.1757,7.1149,1.9296,0.7841,0.9681,3.4757,-124.7172,-4.0771,-1.5578,50.0026,5.0672,11.0554,21.6,8.4,24,2644,59,NA,NA,NA,NA,NA,NA,FALSE,-34.9,2.6,-13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",1,"2024-05-28T00:49:57.708Z","2024-05-28T00:50:00.732Z",TRUE,"pitch","974f2716-f820-4b9b-a24f-d690c852b163",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5522,1.6553,NA,188.71,142.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim scores. Fernando Tatis Jr. to 3rd. Manny Machado to 2nd.",1,1,2,57,"bottom",7,"2024-05-28T00:49:36.288Z","2024-05-28T00:51:50.751Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,86,11,2,0.3975,5.7338,35.5815,-32.7052,-10.1159,-0.2797,-1.8813,3.5534,2.0467,-138.6245,0.4579,-1.3236,50.0013,5.5976,-19.3723,30,8.4,24,2199,231,NA,NA,NA,NA,NA,NA,FALSE,-30.7,-0.1,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",0,"2024-05-28T00:49:39.845Z","2024-05-28T00:49:43.529Z",TRUE,"pitch","bf526982-812b-4683-a8e1-a4e1a5ddd671",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5751,1.7114,NA,143.33,171.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Walk","walk","Jake Cronenworth walks. Ha-Seong Kim scores. Fernando Tatis Jr. to 3rd. Manny Machado to 2nd.",1,1,2,57,"bottom",7,"2024-05-28T00:49:36.288Z","2024-05-28T00:51:50.751Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_LHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.6,76.7,4,2,0.447,5.8454,27.6449,-29.1591,6.84,1.9907,-0.6908,2.5009,0.6251,-123.182,-0.4366,-1.8359,50.0032,5.1755,10.3655,19.2,8.4,24,2562,69,NA,NA,NA,NA,NA,NA,FALSE,-34.8,3.7,-12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",7,"2024-05-28T00:48:58.064Z","2024-05-28T00:49:08.170Z",TRUE,"pitch","71d02f48-0ac9-47c4-89bc-ee0b2aaf6130",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.72,1.66,NA,141.3,186.82,"ground_ball","medium","6",124.88,146.58,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Fielders Choice","fielders_choice","Manny Machado reaches on a fielder's choice, fielded by shortstop Tim Anderson. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd. Fielding error by shortstop Tim Anderson.",0,1,1,56,"bottom",7,"2024-05-28T00:47:10.171Z","2024-05-28T00:49:08.170Z",TRUE,FALSE,FALSE,FALSE,9,2,2,2,592518,"Manny Machado","/api/v1/people/592518","R","Right",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_RHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,88.5,7,2,0.3887,6.019,34.4909,-27.9921,-11.6221,2.0859,-0.6376,1.9244,5.8058,-141.3153,-4.676,-1.2171,50.0066,5.4157,-23.3317,37.2,7.2,24,2315,236,80.8,-16,7,NA,NA,NA,FALSE,-26.3,2.9,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,592518,"Manny Machado","/api/v1/people/592518",665487,"Fernando Tatis Jr.","/api/v1/people/665487",673490,"Ha-Seong Kim","/api/v1/people/673490"
745416,"2024-05-27",6,"2024-05-28T00:48:33.120Z","2024-05-28T00:48:36.918Z",TRUE,"pitch","a8ff1488-56da-4dd8-9c6f-26dd4e37c316",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.72,1.66,NA,87.76,187.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Fielders Choice","fielders_choice","Manny Machado reaches on a fielder's choice, fielded by shortstop Tim Anderson. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd. Fielding error by shortstop Tim Anderson.",0,1,1,56,"bottom",7,"2024-05-28T00:47:10.171Z","2024-05-28T00:49:08.170Z",TRUE,FALSE,FALSE,FALSE,9,2,2,2,592518,"Manny Machado","/api/v1/people/592518","R","Right",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_RHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86.6,79.6,9,2,0.4347,6.0635,25.9971,-28.7685,5.6418,2.1201,0.7672,1.8904,3.9047,-126.0757,-2.4644,-1.5355,50.0047,5.206,9.068,18,7.2,24,2759,110,NA,NA,NA,NA,NA,NA,FALSE,-33,3.5,-11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",5,"2024-05-28T00:48:12.467Z","2024-05-28T00:48:15.707Z",TRUE,"pitch","b591a5f2-8ba7-457f-bcec-74d12c0bbbfd",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.6896,1.6553,NA,25.5,201.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Fielders Choice","fielders_choice","Manny Machado reaches on a fielder's choice, fielded by shortstop Tim Anderson. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd. Fielding error by shortstop Tim Anderson.",0,1,1,56,"bottom",7,"2024-05-28T00:47:10.171Z","2024-05-28T00:49:08.170Z",TRUE,FALSE,FALSE,FALSE,9,2,2,2,592518,"Manny Machado","/api/v1/people/592518","R","Right",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_RHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.5,78.3,14,2,0.442,6.1061,26.6668,-28.5344,5.6671,2.3468,2.4006,1.3937,7.3738,-124.28,-3.4708,-1.3499,50.005,5.1979,8.7979,19.2,8.4,24,2835,79,NA,NA,NA,NA,NA,NA,FALSE,-34.1,3.6,-12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",4,"2024-05-28T00:47:50.765Z","2024-05-28T00:47:54.006Z",TRUE,"pitch","9980e086-c342-4f3a-90b8-bc764eaa5149",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.7125,1.6553,NA,24.7,186.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Fielders Choice","fielders_choice","Manny Machado reaches on a fielder's choice, fielded by shortstop Tim Anderson. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd. Fielding error by shortstop Tim Anderson.",0,1,1,56,"bottom",7,"2024-05-28T00:47:10.171Z","2024-05-28T00:49:08.170Z",TRUE,FALSE,FALSE,FALSE,9,2,2,2,592518,"Manny Machado","/api/v1/people/592518","R","Right",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_RHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86.2,79.3,14,2,0.4373,5.9427,25.5557,-28.6329,3.2728,2.2297,2.4215,1.9407,7.9183,-125.306,-2.3771,-1.2059,50.0043,5.2435,5.1975,13.2,7.2,24,2677,93,NA,NA,NA,NA,NA,NA,FALSE,-33.2,3.7,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",3,"2024-05-28T00:47:32.961Z","2024-05-28T00:47:36.479Z",TRUE,"pitch","21838d0e-83ea-447f-9fcc-35ccd8965cac",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.6896,1.5968,NA,104.71,146.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Fielders Choice","fielders_choice","Manny Machado reaches on a fielder's choice, fielded by shortstop Tim Anderson. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd. Fielding error by shortstop Tim Anderson.",0,1,1,56,"bottom",7,"2024-05-28T00:47:10.171Z","2024-05-28T00:49:08.170Z",TRUE,FALSE,FALSE,FALSE,9,2,2,2,592518,"Manny Machado","/api/v1/people/592518","R","Right",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_RHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.9,77.7,3,2,0.4436,6.0504,25.1266,-28.5616,5.3611,2.3414,0.3225,3.4092,2.7045,-123.5783,1.0372,-1.4834,50.0039,5.3873,8.2731,16.8,8.4,24,2653,82,NA,NA,NA,NA,NA,NA,FALSE,-33.2,4.8,-10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",2,"2024-05-28T00:47:12.044Z","2024-05-28T00:47:15.545Z",TRUE,"pitch","2225bd93-10ed-4af2-b51f-5d3058cf43f2",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.72,1.66,NA,64.9,159.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Fielders Choice","fielders_choice","Manny Machado reaches on a fielder's choice, fielded by shortstop Tim Anderson. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd. Fielding error by shortstop Tim Anderson.",0,1,1,56,"bottom",7,"2024-05-28T00:47:10.171Z","2024-05-28T00:49:08.170Z",TRUE,FALSE,FALSE,FALSE,9,2,2,2,592518,"Manny Machado","/api/v1/people/592518","R","Right",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_RHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.3,77.2,12,2,0.4472,5.9746,25.3321,-29.7013,4.9771,1.6276,1.3668,2.9226,5.2081,-122.7075,0.1757,-1.4333,50.0021,5.3902,7.5527,15.6,8.4,24,2657,74,NA,NA,NA,NA,NA,NA,FALSE,-35.3,3.2,-10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",0,"2024-05-28T00:44:39.562Z","2024-05-28T00:45:13.544Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"56","atBat","Fielders Choice","fielders_choice","Manny Machado reaches on a fielder's choice, fielded by shortstop Tim Anderson. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd. Fielding error by shortstop Tim Anderson.",0,1,1,56,"bottom",7,"2024-05-28T00:47:10.171Z","2024-05-28T00:49:08.170Z",TRUE,FALSE,FALSE,FALSE,9,2,2,2,592518,"Manny Machado","/api/v1/people/592518","R","Right",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_RHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",1,"2024-05-28T00:45:13.544Z","2024-05-28T00:47:12.044Z",FALSE,"action",NA,NA,"Pitching Change: Anthony Bender replaces A. J. Puk.","Pitching Substitution",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,669622,"/api/v1/people/669622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"56","atBat","Fielders Choice","fielders_choice","Manny Machado reaches on a fielder's choice, fielded by shortstop Tim Anderson. Ha-Seong Kim to 3rd. Fernando Tatis Jr. to 2nd. Fielding error by shortstop Tim Anderson.",0,1,1,56,"bottom",7,"2024-05-28T00:47:10.171Z","2024-05-28T00:49:08.170Z",TRUE,FALSE,FALSE,FALSE,9,2,2,2,592518,"Manny Machado","/api/v1/people/592518","R","Right",669622,"Anthony Bender","/api/v1/people/669622","R","Right","vs_RHP","vs_RHB","Loaded",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745416,"2024-05-27",1,"2024-05-28T00:44:16.050Z","2024-05-28T00:44:26.541Z",TRUE,"pitch","dd59e59a-6bc4-437a-9d52-c3e4e86a247f",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.39,1.65,NA,100.8,161.7,"line_drive","medium","8",149,75.31,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Lineout","field_out","Jurickson Profar lines out to center fielder Jazz Chisholm Jr.",0,1,1,55,"bottom",7,"2024-05-28T00:44:14.026Z","2024-05-28T00:44:26.541Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,595777,"Jurickson Profar","/api/v1/people/595777","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Miami Marlins",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87,3,0.91,0.3946,6.9869,32.719,-21.3854,9.9378,5.5331,0.4249,2.855,-8.1126,-139.1014,-3.3708,2.0956,50.0022,5.5092,19.3728,38.4,6,24,2105,133,99.7,15,314,NA,NA,NA,TRUE,-20.6,9.5,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,665487,"Fernando Tatis Jr.","/api/v1/people/665487",673490,"Ha-Seong Kim","/api/v1/people/673490",NA,NA,NA
