"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718079,"2023-05-21",6,"2023-05-21T22:50:20.622Z","2023-05-21T22:50:28.742Z",TRUE,"pitch","20d5a187-8bb8-493c-b4a0-908cab5bb0a6",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.24,1.59,NA,115.78,167.02,"ground_ball","medium","4",141.17,148.14,NA,NA,TRUE,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Pablo Reyes grounds out, second baseman Rougned Odor to first baseman Jake Cronenworth.",0,0,7,68,"top",9,"2023-05-21T22:48:08.028Z","2023-05-21T22:50:28.742Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.7,5,0.84,0.3928,6.7746,31.0514,-15.7321,7.7611,8.3465,0.032,2.6579,-9.9224,-139.3822,-4.8667,2.6281,50.0006,5.4639,15.2844,38.4,4.8,24,1932,147,98.4,-17,9,NA,NA,NA,TRUE,-15.5,14.3,-12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718079,"2023-05-21",5,"2023-05-21T22:49:53.022Z","2023-05-21T22:49:58.252Z",TRUE,"pitch","62373cbb-cb7f-42df-aa08-61c33fad07b2",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.24,1.59,NA,124.23,174.4,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Pablo Reyes grounds out, second baseman Rougned Odor to first baseman Jake Cronenworth.",0,0,7,68,"top",9,"2023-05-21T22:48:08.028Z","2023-05-21T22:50:28.742Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.3,5,0.9,0.3944,6.8837,31.3422,-11.0233,5.9331,10.8283,-0.1897,2.3843,-9.4859,-138.9216,-6.238,2.4994,50.0014,5.3927,11.5883,37.2,3.6,24,2018,147,NA,NA,NA,NA,NA,NA,FALSE,-11.6,18.5,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718079,"2023-05-21",4,"2023-05-21T22:49:30.163Z","2023-05-21T22:49:34.759Z",TRUE,"pitch","a12db778-98c0-4f56-8423-79463156a0b8",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.2683,1.5912,NA,66.85,141.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Pablo Reyes grounds out, second baseman Rougned Odor to first baseman Jake Cronenworth.",0,0,7,68,"top",9,"2023-05-21T22:48:08.028Z","2023-05-21T22:50:28.742Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.8,88.4,12,0.9,0.3889,6.7572,31.9297,-10.131,4.3568,10.9683,1.3156,3.5899,-5.3275,-140.8454,-3.8871,2.6653,50.0014,5.6428,8.7551,34.8,2.4,24,2142,150,NA,NA,NA,NA,NA,NA,FALSE,-10,19.2,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718079,"2023-05-21",3,"2023-05-21T22:49:10.487Z","2023-05-21T22:49:15.600Z",TRUE,"pitch","2f95e9ff-9ecc-4409-88da-480e77fdb744",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3236,1.5912,NA,99.61,140.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Pablo Reyes grounds out, second baseman Rougned Odor to first baseman Jake Cronenworth.",0,0,7,68,"top",9,"2023-05-21T22:48:08.028Z","2023-05-21T22:50:28.742Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,88.2,12,0.89,0.3896,6.8691,31.5988,-12.617,6.2201,9.7672,0.4562,3.6361,-7.752,-140.5469,-2.9739,2.4408,50.003,5.5263,12.4555,38.4,3.6,24,2144,146,NA,NA,NA,NA,NA,NA,FALSE,-12,17.3,-9.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718079,"2023-05-21",2,"2023-05-21T22:48:50.892Z","2023-05-21T22:48:55.375Z",TRUE,"pitch","737b5134-9982-4636-b6e7-ef5a9564d39d",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.3236,1.6462,NA,134.77,178.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Pablo Reyes grounds out, second baseman Rougned Odor to first baseman Jake Cronenworth.",0,0,7,68,"top",9,"2023-05-21T22:48:08.028Z","2023-05-21T22:50:28.742Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.3,4,0.9,0.3945,6.9891,31.4495,-10.7563,4.5394,10.9725,-0.4662,2.2498,-9.6966,-138.9086,-6.6833,2.4818,50.0016,5.4038,8.8604,28.8,2.4,24,2050,144,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.6,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718079,"2023-05-21",1,"2023-05-21T22:48:33.329Z","2023-05-21T22:48:38.816Z",TRUE,"pitch","a079586f-5b28-4803-898f-e188bda609fd",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3236,1.6462,NA,101.27,136.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Pablo Reyes grounds out, second baseman Rougned Odor to first baseman Jake Cronenworth.",0,0,7,68,"top",9,"2023-05-21T22:48:08.028Z","2023-05-21T22:50:28.742Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,88.5,12,0.9,0.3882,6.9834,32.2347,-10.2102,4.7286,10.8966,0.4126,3.798,-8.2212,-141.1177,-3.2217,2.75,50.0062,5.6126,9.5347,34.8,2.4,24,2207,153,NA,NA,NA,NA,NA,NA,FALSE,-9.8,19.2,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718079,"2023-05-21",0,"2023-05-21T22:48:08.028Z","2023-05-21T22:48:16.154Z",FALSE,"no_pitch","5d2dcd9f-0609-4ce8-9cfe-ceebd8be35d8",0,"Automatic Strike - Batter Pitch Timer Violation",NA,NA,NA,NA,FALSE,"AC",NA,FALSE,TRUE,FALSE,"AC","Automatic Strike - Batter Pitch Timer Violation",0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Pablo Reyes grounds out, second baseman Rougned Odor to first baseman Jake Cronenworth.",0,0,7,68,"top",9,"2023-05-21T22:48:08.028Z","2023-05-21T22:50:28.742Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"batter_pitch_timer","Batter Pitch Timer Violation",622569,"Pablo Reyes",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718079,"2023-05-21",4,"2023-05-21T22:47:39.591Z","2023-05-21T22:47:45.616Z",TRUE,"pitch","12c4a6f1-4294-4634-b33b-c9271f3e8337",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.4624,1.6763,NA,76.95,153.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Enrique Hernandez walks. Raimel Tapia to 2nd.",0,0,7,67,"top",9,"2023-05-21T22:46:00.909Z","2023-05-21T22:47:45.616Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,86.9,12,0.9,0.3936,6.831,34.6007,-9.9831,5.9506,11.3423,1.0506,3.1654,-6.2448,-139.7329,-4.6304,2.5528,50.0025,5.5132,11.6425,42,3.6,24,2134,152,NA,NA,NA,NA,NA,NA,FALSE,-10.3,19.6,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,571771,"Enrique Hernández","/api/v1/people/571771",606132,"Raimel Tapia","/api/v1/people/606132",NA,NA,NA
718079,"2023-05-21",3,"2023-05-21T22:47:24.826Z","2023-05-21T22:47:30.183Z",TRUE,"pitch","7ba57602-a477-46c4-bb0e-f3dcd9863c78",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.4624,1.5662,NA,106.67,149.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Enrique Hernandez walks. Raimel Tapia to 2nd.",0,0,7,67,"top",9,"2023-05-21T22:46:00.909Z","2023-05-21T22:47:45.616Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,87.8,2,0.9,0.3914,6.6642,32.2431,-11.5195,5.2448,10.4164,0.2709,3.3135,-8.1047,-140.0598,-4.2124,2.5233,50.0015,5.593,10.3994,34.8,3.6,24,2134,153,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.1,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718079,"2023-05-21",2,"2023-05-21T22:47:05.974Z","2023-05-21T22:47:09.939Z",TRUE,"pitch","39f78755-dbd6-4eb1-82f1-3adfaf4ab969",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.3518,1.7038,NA,58.95,152.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Enrique Hernandez walks. Raimel Tapia to 2nd.",0,0,7,67,"top",9,"2023-05-21T22:46:00.909Z","2023-05-21T22:47:45.616Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,571771,"Enrique Hernández","/api/v1/people/571771","R","Right",623352,"Josh Hader","/api/v1/people/623352","L","Left","vs_LHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","San Diego Padres","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,77.6,12,0.9,0.4436,6.7826,25.2335,-30.0368,-0.8894,1.3895,1.5229,3.2062,-3.4417,-123.5854,0.915,3.0507,50.0052,5.3591,-1.3726,3.6,8.4,24,2298,227,NA,NA,NA,NA,NA,NA,FALSE,-35,3,2.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
