"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717159,"2023-08-02",3,"2023-08-03T02:47:48.976Z","2023-08-03T02:47:59.206Z",TRUE,"pitch","494cbe50-6d13-4b08-a5de-407bbc8268e2",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,0,NA,NA,3.51,1.68,NA,86.09,146.01,"popup","medium","7",69.28,147.97,NA,NA,NA,NA,NA,NA,NA,NA,"105","atBat","Single","single","Jesus Sanchez singles on a pop up to left fielder Brandon Marsh. Jazz Chisholm Jr. scores. Avisail Garcia to 3rd. Jake Burger to 2nd.",1,8,9,105,"bottom",12,"2023-08-03T02:47:25.287Z","2023-08-03T02:47:59.206Z",TRUE,TRUE,FALSE,FALSE,60,0,1,0,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Philadelphia Phillies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.4,85.7,3,2,0.4024,6.0341,29.23,-20.0762,0.1451,6.4443,0.8108,3.4358,5.9957,-135.992,-3.7081,-1.4392,50.0008,6.2058,0.272,3.6,4.8,24,2273,198,59.2,32,170,NA,NA,NA,FALSE,-20.2,11,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,660821,"Jesús Sánchez","/api/v1/people/660821",669394,"Jake Burger","/api/v1/people/669394",541645,"Avisaíl García","/api/v1/people/541645"
717159,"2023-08-02",2,"2023-08-03T02:47:27.657Z","2023-08-03T02:47:31.445Z",TRUE,"pitch","b21c0698-cdf7-4b98-96c1-6b8d1ea695fb",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.51,1.68,NA,137.89,138.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"105","atBat","Single","single","Jesus Sanchez singles on a pop up to left fielder Brandon Marsh. Jazz Chisholm Jr. scores. Avisail Garcia to 3rd. Jake Burger to 2nd.",1,8,9,105,"bottom",12,"2023-08-03T02:47:25.287Z","2023-08-03T02:47:59.206Z",TRUE,TRUE,FALSE,FALSE,60,0,1,0,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Philadelphia Phillies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.4,84.6,11,2,0.407,5.8102,29.1925,-22.1316,1.6251,5.4748,-0.5481,3.7205,2.0408,-134.5683,-2.4932,-1.5274,50.0024,6.2268,2.9798,8.4,4.8,24,2122,199,NA,NA,NA,NA,NA,NA,FALSE,-22.4,9.6,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717159,"2023-08-02",0,"2023-08-03T02:45:44.250Z","2023-08-03T02:46:28.891Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",8,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,660821,"/api/v1/people/660821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"105","atBat","Single","single","Jesus Sanchez singles on a pop up to left fielder Brandon Marsh. Jazz Chisholm Jr. scores. Avisail Garcia to 3rd. Jake Burger to 2nd.",1,8,9,105,"bottom",12,"2023-08-03T02:47:25.287Z","2023-08-03T02:47:59.206Z",TRUE,TRUE,FALSE,FALSE,60,0,1,0,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717159,"2023-08-02",1,"2023-08-03T02:46:28.891Z","2023-08-03T02:47:27.657Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",8,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"105","atBat","Single","single","Jesus Sanchez singles on a pop up to left fielder Brandon Marsh. Jazz Chisholm Jr. scores. Avisail Garcia to 3rd. Jake Burger to 2nd.",1,8,9,105,"bottom",12,"2023-08-03T02:47:25.287Z","2023-08-03T02:47:59.206Z",TRUE,TRUE,FALSE,FALSE,60,0,1,0,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717159,"2023-08-02",2,"2023-08-03T02:45:15.127Z","2023-08-03T02:45:20.284Z",TRUE,"pitch","93c1e834-e279-45ac-83b7-1999df7a9192",3,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",2,1,0,NA,NA,3.19,1.43,NA,194.01,138.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104","atBat","Hit By Pitch","hit_by_pitch","Jake Burger hit by pitch. Jazz Chisholm Jr. to 3rd. Avisail Garcia to 2nd.",0,8,8,104,"bottom",12,"2023-08-03T02:44:37.846Z","2023-08-03T02:45:20.284Z",TRUE,FALSE,FALSE,FALSE,11,2,1,0,669394,"Jake Burger","/api/v1/people/669394","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Philadelphia Phillies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,86.4,11,2,0.3956,5.7986,35.5577,-21.4488,-9.3827,5.5421,-2.0203,3.7185,1.8752,-139.251,-2.9378,-1.4907,50.0031,6.2304,-18.1546,38.4,6,24,2201,205,NA,NA,NA,NA,NA,NA,FALSE,-20.6,9.5,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669394,"Jake Burger","/api/v1/people/669394",541645,"Avisaíl García","/api/v1/people/541645",665862,"Jazz Chisholm Jr.","/api/v1/people/665862"
717159,"2023-08-02",1,"2023-08-03T02:44:56.843Z","2023-08-03T02:45:03.718Z",TRUE,"pitch","abc02d67-8a79-4655-9bb2-587d9327be20",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.1905,1.4654,NA,66.33,206.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104","atBat","Hit By Pitch","hit_by_pitch","Jake Burger hit by pitch. Jazz Chisholm Jr. to 3rd. Avisail Garcia to 2nd.",0,8,8,104,"bottom",12,"2023-08-03T02:44:37.846Z","2023-08-03T02:45:20.284Z",TRUE,FALSE,FALSE,FALSE,11,2,1,0,669394,"Jake Burger","/api/v1/people/669394","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,81.7,14,2,0.4262,5.8464,25.1849,-26.0431,2.3464,3.661,1.3294,1.2022,5.6088,-128.2421,-6.9411,-1.1863,50.0035,5.9603,3.9282,9.6,7.2,24,2310,146,NA,NA,NA,NA,NA,NA,FALSE,-29.8,5.4,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717159,"2023-08-02",0,"2023-08-03T02:44:38.538Z","2023-08-03T02:44:41.853Z",TRUE,"pitch","e48f08d2-76e6-4b5f-9b45-815205ca03f8",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.19,1.43,NA,186.76,180.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"104","atBat","Hit By Pitch","hit_by_pitch","Jake Burger hit by pitch. Jazz Chisholm Jr. to 3rd. Avisail Garcia to 2nd.",0,8,8,104,"bottom",12,"2023-08-03T02:44:37.846Z","2023-08-03T02:45:20.284Z",TRUE,FALSE,FALSE,FALSE,11,2,1,0,669394,"Jake Burger","/api/v1/people/669394","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.9,86,13,2,0.3987,5.9757,34.4478,-18.5388,-8.0313,7.1578,-1.8302,2.1644,1.5556,-138.0545,-7.1901,-1.3628,50.0049,6.0785,-15.3033,36,4.8,24,2210,203,NA,NA,NA,NA,NA,NA,FALSE,-19.2,11.4,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717159,"2023-08-02",1,"2023-08-03T02:44:34.217Z","2023-08-03T02:44:34.260Z",FALSE,"no_pitch","07171596-1046-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103","atBat","Intent Walk","intent_walk","Dylan Covey intentionally walks Avisail Garcia.",0,8,8,103,"bottom",12,"2023-08-03T02:43:48.636Z","2023-08-03T02:44:36.840Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,541645,"Avisaíl García","/api/v1/people/541645","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717159,"2023-08-02",2,"2023-08-03T02:44:34.260Z","2023-08-03T02:44:34.262Z",FALSE,"no_pitch","07171596-1046-1013-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103","atBat","Intent Walk","intent_walk","Dylan Covey intentionally walks Avisail Garcia.",0,8,8,103,"bottom",12,"2023-08-03T02:43:48.636Z","2023-08-03T02:44:36.840Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,541645,"Avisaíl García","/api/v1/people/541645","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717159,"2023-08-02",3,"2023-08-03T02:44:34.262Z","2023-08-03T02:44:34.263Z",FALSE,"no_pitch","07171596-1046-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"103","atBat","Intent Walk","intent_walk","Dylan Covey intentionally walks Avisail Garcia.",0,8,8,103,"bottom",12,"2023-08-03T02:43:48.636Z","2023-08-03T02:44:36.840Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,541645,"Avisaíl García","/api/v1/people/541645","R","Right",592229,"Dylan Covey","/api/v1/people/592229","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
