"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717429,"2023-07-09",3,"2023-07-09T20:29:51.908Z","2023-07-09T20:29:58.353Z",TRUE,"pitch","7ab3a73b-d3a2-484a-8790-93ee72eea02e",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,2,NA,NA,3.48,1.65,NA,83.92,231.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Orlando Arcia strikes out swinging.",0,4,10,72,"top",9,"2023-07-09T20:28:48.432Z","2023-07-09T20:29:58.353Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.5,82.7,14,2,0.4209,5.9639,26.8579,-28.7876,-0.8167,1.9768,0.8677,0.2858,4.4348,-130.0516,-8.4286,-0.7524,50.0049,5.7471,-1.4014,1.2,7.2,24,2964,216,NA,NA,NA,NA,NA,NA,TRUE,-32.3,1.9,0.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717429,"2023-07-09",1,"2023-07-09T20:29:26.025Z","2023-07-09T20:29:29.025Z",TRUE,"pitch","65ad2187-f23c-4fb5-82e1-87acf0e29bf4",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.48,1.65,NA,101.5,187.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Orlando Arcia strikes out swinging.",0,4,10,72,"top",9,"2023-07-09T20:28:48.432Z","2023-07-09T20:29:58.353Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.1,82.3,9,2,0.4213,5.8801,25.8905,-26.9957,-0.7396,3.018,0.4066,1.9067,3.1991,-129.7749,-4.8461,-0.7433,50.0016,5.8422,-1.2685,1.2,7.2,24,2881,202,NA,NA,NA,NA,NA,NA,FALSE,-29.6,4.7,0.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717429,"2023-07-09",0,"2023-07-09T20:29:08.293Z","2023-07-09T20:29:13.026Z",TRUE,"pitch","e869e5d9-5fc6-4c5b-889d-a6e9d824e23f",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.48,1.65,NA,94.39,228.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Orlando Arcia strikes out swinging.",0,4,10,72,"top",9,"2023-07-09T20:28:48.432Z","2023-07-09T20:29:58.353Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90,83.2,14,2,0.4178,5.9287,26.7669,-27.0093,-2.555,2.9641,0.5932,0.3929,4.3316,-130.9179,-8.4311,-0.7483,50.0029,5.6666,-4.4506,7.2,7.2,24,2830,212,NA,NA,NA,NA,NA,NA,FALSE,-29.9,3.7,3.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717429,"2023-07-09",2,"2023-07-09T20:29:36.220Z","2023-07-09T20:29:51.908Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,10,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,606115,"/api/v1/people/606115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Orlando Arcia strikes out swinging.",0,4,10,72,"top",9,"2023-07-09T20:28:48.432Z","2023-07-09T20:29:58.353Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,606115,"Orlando Arcia","/api/v1/people/606115","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717429,"2023-07-09",3,"2023-07-09T20:28:35.419Z","2023-07-09T20:28:40.997Z",TRUE,"pitch","1cc0fa15-d62a-4e0f-b555-e9b2f93bde6a",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,1,NA,NA,3.33,1.65,NA,90.65,225.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Eddie Rosario strikes out swinging.",0,4,10,71,"top",9,"2023-07-09T20:26:59.152Z","2023-07-09T20:28:40.997Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.6,81.4,14,2,0.4259,5.8888,27.9581,-29.5381,-1.6455,1.5746,0.6913,0.5028,4.6419,-128.838,-7.3609,-0.9237,50.0024,5.6944,-2.7536,3.6,7.2,24,2822,223,NA,NA,NA,NA,NA,NA,TRUE,-33.7,1.3,1.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717429,"2023-07-09",2,"2023-07-09T20:27:54.122Z","2023-07-09T20:27:57.651Z",TRUE,"pitch","7ad4eb82-1a0c-4d4e-974b-f3279051c9c3",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.33,1.65,NA,129.83,155.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Eddie Rosario strikes out swinging.",0,4,10,71,"top",9,"2023-07-09T20:26:59.152Z","2023-07-09T20:28:40.997Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,88.7,1,2,0.387,6.1357,33.9001,-15.7518,-7.2529,8.1057,-0.3366,3.069,3.8228,-141.8075,-4.5803,-0.7633,50.0064,5.7174,-14.7029,39.6,4.8,24,2392,218,NA,NA,NA,NA,NA,NA,FALSE,-15,13.9,12.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717429,"2023-07-09",1,"2023-07-09T20:27:37.201Z","2023-07-09T20:27:40.913Z",TRUE,"pitch","6b3679b9-41d9-4cd9-908a-af3855239ef6",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3555,1.6518,NA,122.11,213.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Eddie Rosario strikes out swinging.",0,4,10,71,"top",9,"2023-07-09T20:26:59.152Z","2023-07-09T20:28:40.997Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",89.5,82.3,13,2,0.4207,6.1571,27.0804,-20.8999,-8.7888,6.5641,-0.134,0.9477,5.0476,-130.1573,-7.8431,-0.9557,50.0008,5.5801,-15.0917,32.4,6,24,1641,225,NA,NA,NA,NA,NA,NA,FALSE,-23.8,10.3,14.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717429,"2023-07-09",0,"2023-07-09T20:27:20.531Z","2023-07-09T20:27:23.531Z",TRUE,"pitch","7882c9fc-135e-4361-b02b-f9d67fff4fe3",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.33,1.65,NA,130.87,183.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Eddie Rosario strikes out swinging.",0,4,10,71,"top",9,"2023-07-09T20:26:59.152Z","2023-07-09T20:28:40.997Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,592696,"Eddie Rosario","/api/v1/people/592696","L","Left",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.9,81.6,7,2,0.4235,5.9259,26.8174,-22.0116,-7.7612,5.9955,-0.3639,2.0651,3.798,-129.3181,-5.2684,-0.8428,50.0023,5.816,-13.1523,28.8,6,24,1543,223,NA,NA,NA,NA,NA,NA,FALSE,-24.7,10,13.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717429,"2023-07-09",5,"2023-07-09T20:26:50.369Z","2023-07-09T20:26:54.423Z",TRUE,"pitch","bacb58c3-c229-4fcc-a184-581c10d89368",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.52,1.76,NA,91.84,146.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Marcell Ozuna strikes out swinging.",0,4,10,70,"top",9,"2023-07-09T20:25:44.075Z","2023-07-09T20:26:54.423Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.1,3,2,0.3845,6.0423,34.9409,-12.391,-8.651,9.6446,0.6601,3.4013,7.1783,-142.8098,-4.3745,-0.7704,50.0066,5.7411,-17.7533,50.4,3.6,24,2485,221,NA,NA,NA,NA,NA,NA,TRUE,-11.9,16.7,14,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717429,"2023-07-09",3,"2023-07-09T20:26:18.076Z","2023-07-09T20:26:21.076Z",TRUE,"pitch","72e06cc9-9ab3-4f35-b25f-720e509ccb7e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.52,1.76,NA,92.05,189.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Marcell Ozuna strikes out swinging.",0,4,10,70,"top",9,"2023-07-09T20:25:44.075Z","2023-07-09T20:26:54.423Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,542303,"Marcell Ozuna","/api/v1/people/542303","R","Right",596112,"Robert Stephenson","/api/v1/people/596112","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.8,82.6,9,2,0.419,5.8562,27.2354,-28.1714,-2.4507,2.3157,0.6547,1.8325,4.5016,-130.6501,-4.8514,-0.7714,50.0048,5.8278,-4.2419,7.2,7.2,24,2777,217,NA,NA,NA,NA,NA,NA,FALSE,-30.6,3.4,3.5,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
