"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
747128,"2024-05-13",0,"2024-05-14T01:51:17.306Z","2024-05-14T01:51:27.867Z",TRUE,"pitch","7d345b5e-5776-49aa-969e-60f2a9135d3b",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.3,1.57,NA,129.18,161.64,"fly_ball","medium","8",90.23,60.84,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Nico Hoerner flies out to center fielder Michael Harris II.",0,0,2,69,"top",9,"2024-05-14T01:51:10.695Z","2024-05-14T01:51:27.867Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,88.1,1,0.91,0.3923,6.3748,28.958,-13.2242,4.6043,9.5811,-0.3195,2.8572,-8.3311,-139.2002,-5.4707,2.1034,50.0013,5.7113,9.1059,27.6,3.6,24,2526,142,98.2,31,354,NA,NA,NA,TRUE,-13.2,16.4,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747128,"2024-05-13",2,"2024-05-14T01:50:38.978Z","2024-05-14T01:50:54.589Z",TRUE,"pitch","60584f60-1f0e-43ad-a609-9fb6c5682a3a",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.53,1.63,NA,125.15,192.66,"ground_ball","medium","6",108.33,153.61,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Ian Happ grounds into a double play, shortstop Orlando Arcia to second baseman Ozzie Albies to first baseman Matt Olson. Cody Bellinger to 3rd. Pete Crow-Armstrong out at 2nd. Ian Happ out at 1st.",0,0,2,68,"top",9,"2024-05-14T01:50:36.618Z","2024-05-14T01:50:54.589Z",TRUE,FALSE,FALSE,TRUE,24,0,0,2,664023,"Ian Happ","/api/v1/people/664023","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88.1,8,0.91,0.3918,6.3808,31.1889,-10.706,4.7194,10.8426,-0.2137,1.708,-7.7934,-139.7584,-8.753,1.9965,50.0052,5.5818,9.347,31.2,3.6,24,2451,145,109,-11,10,NA,NA,NA,TRUE,-11.6,18,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,641355,"Cody Bellinger","/api/v1/people/641355"
747128,"2024-05-13",0,"2024-05-14T01:49:49.174Z","2024-05-14T01:50:18.761Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,664023,"/api/v1/people/664023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Ian Happ grounds into a double play, shortstop Orlando Arcia to second baseman Ozzie Albies to first baseman Matt Olson. Cody Bellinger to 3rd. Pete Crow-Armstrong out at 2nd. Ian Happ out at 1st.",0,0,2,68,"top",9,"2024-05-14T01:50:36.618Z","2024-05-14T01:50:54.589Z",TRUE,FALSE,FALSE,TRUE,24,0,0,2,664023,"Ian Happ","/api/v1/people/664023","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747128,"2024-05-13",1,"2024-05-14T01:50:18.761Z","2024-05-14T01:50:38.978Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Pete Crow-Armstrong replaces Christopher Morel.","Offensive Substitution",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,691718,"/api/v1/people/691718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","401","68","atBat","Grounded Into DP","grounded_into_double_play","Ian Happ grounds into a double play, shortstop Orlando Arcia to second baseman Ozzie Albies to first baseman Matt Olson. Cody Bellinger to 3rd. Pete Crow-Armstrong out at 2nd. Ian Happ out at 1st.",0,0,2,68,"top",9,"2024-05-14T01:50:36.618Z","2024-05-14T01:50:54.589Z",TRUE,FALSE,FALSE,TRUE,24,0,0,2,664023,"Ian Happ","/api/v1/people/664023","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,666624,"/api/v1/people/666624",1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747128,"2024-05-13",13,"2024-05-14T01:49:19.927Z","2024-05-14T01:49:35.457Z",TRUE,"pitch","76e29b56-c07c-4e24-9139-90306418e6f9",12,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.7685,1.7439,NA,163.45,186.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Christopher Morel walks. Cody Bellinger to 2nd.",0,0,2,67,"top",9,"2024-05-14T01:43:44.288Z","2024-05-14T01:49:35.457Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666624,"Christopher Morel","/api/v1/people/666624","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,89,13,0.9,0.3907,6.5007,27.1822,-13.161,2.1984,9.5168,-1.2187,1.9357,-9.5599,-139.4488,-7.8023,1.9472,50.0017,5.6115,4.3936,9.6,3.6,24,2532,154,NA,NA,NA,NA,NA,NA,FALSE,-13.4,16,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,666624,"Christopher Morel","/api/v1/people/666624",641355,"Cody Bellinger","/api/v1/people/641355",NA,NA,NA
747128,"2024-05-13",12,"2024-05-14T01:48:57.978Z","2024-05-14T01:49:02.269Z",TRUE,"pitch","4e90bd13-daeb-4a29-b755-1d778fbc6208",11,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.73,1.74,NA,140.26,171.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Christopher Morel walks. Cody Bellinger to 2nd.",0,0,2,67,"top",9,"2024-05-14T01:43:44.288Z","2024-05-14T01:49:35.457Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666624,"Christopher Morel","/api/v1/people/666624","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,88.1,4,0.91,0.3919,6.482,29.9957,-11.7992,4.6934,10.2886,-0.6103,2.4863,-8.6448,-139.512,-6.6543,1.9122,50.0041,5.6723,9.2963,30,3.6,24,2488,152,NA,NA,NA,NA,NA,NA,FALSE,-12.1,17.5,-6.8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747128,"2024-05-13",11,"2024-05-14T01:48:13.638Z","2024-05-14T01:48:18.866Z",TRUE,"pitch","65f5fac1-053e-41b8-905a-8063745d8c22",10,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.73,1.74,NA,130.5,196.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Christopher Morel walks. Cody Bellinger to 2nd.",0,0,2,67,"top",9,"2024-05-14T01:43:44.288Z","2024-05-14T01:49:35.457Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666624,"Christopher Morel","/api/v1/people/666624","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.6,13,0.91,0.3903,6.3861,30.4347,-11.7555,4.0697,10.2259,-0.3542,1.5777,-8.0096,-140.1199,-8.9278,2.0072,50.0017,5.565,8.1258,25.2,3.6,24,2562,145,NA,NA,NA,NA,NA,NA,FALSE,-12.5,16.9,-5.8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747128,"2024-05-13",9,"2024-05-14T01:47:34.648Z","2024-05-14T01:47:39.570Z",TRUE,"pitch","6af8dec3-a82b-4a9f-a6a2-874a9fc2a188",9,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.741,1.7439,NA,62.16,146.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Christopher Morel walks. Cody Bellinger to 2nd.",0,0,2,67,"top",9,"2024-05-14T01:43:44.288Z","2024-05-14T01:49:35.457Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666624,"Christopher Morel","/api/v1/people/666624","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.8,80.3,12,0.91,0.4314,6.2058,23.2037,-26.8519,9.8424,3.2544,1.4388,3.4029,-5.5444,-126.4582,-0.4182,2.3687,50.0061,5.7048,16.1144,28.8,7.2,24,1717,120,NA,NA,NA,NA,NA,NA,FALSE,-29.9,6,-16.8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747128,"2024-05-13",8,"2024-05-14T01:47:11.761Z","2024-05-14T01:47:16.445Z",TRUE,"pitch","62234af2-8bc4-4bf0-8410-5e7df22156dd",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.73,1.74,NA,134.19,170.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Christopher Morel walks. Cody Bellinger to 2nd.",0,0,2,67,"top",9,"2024-05-14T01:43:44.288Z","2024-05-14T01:49:35.457Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666624,"Christopher Morel","/api/v1/people/666624","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,88.1,4,0.91,0.3924,6.2508,28.9297,-11.9645,3.8497,10.225,-0.4509,2.5423,-8.0198,-139.1538,-6.512,1.9581,50.0026,5.6926,7.6093,24,2.4,24,2396,149,NA,NA,NA,NA,NA,NA,FALSE,-12.2,17.4,-5.4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747128,"2024-05-13",7,"2024-05-14T01:46:49.891Z","2024-05-14T01:46:54.802Z",TRUE,"pitch","5cf20bf9-9ea8-4c51-8abe-1dcd1a72369e",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.741,1.6065,NA,65.96,149.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Christopher Morel walks. Cody Bellinger to 2nd.",0,0,2,67,"top",9,"2024-05-14T01:43:44.288Z","2024-05-14T01:49:35.457Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,666624,"Christopher Morel","/api/v1/people/666624","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.1,80.3,12,0.91,0.4307,6.1103,24.2051,-28.3575,8.6692,2.3299,1.3389,3.2884,-5.357,-126.8138,-0.5941,2.3447,50.006,5.7738,14.223,25.2,7.2,24,1683,123,NA,NA,NA,NA,NA,NA,FALSE,-31.4,4.3,-14.6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
