"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746811,"2024-04-13",3,"2024-04-13T20:39:52.350Z","2024-04-13T20:40:00.326Z",TRUE,"pitch","75768f58-7a6b-4e7d-86e0-76359ebec35a",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.11,1.43,NA,128.12,203.71,"ground_ball","hard","6",121.44,163.05,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Nicky Lopez grounds out sharply, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand.",0,5,0,66,"bottom",9,"2024-04-13T20:38:45.774Z","2024-04-13T20:40:00.326Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Cincinnati Reds","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",76.4,70.9,13,0.91,0.4932,6.9517,20.3669,-34.5788,-3.3298,-1.9327,-0.2917,1.299,-6.8155,-111.1579,-3.1422,3.2494,50.0006,6.3296,-4.1543,8.4,12,24,2287,283,102.9,-39,2,NA,NA,NA,TRUE,-51,-4.1,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746811,"2024-04-13",2,"2024-04-13T20:39:33.948Z","2024-04-13T20:39:36.948Z",TRUE,"pitch","66fcf036-6108-4cca-b3b5-2391324a496c",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.11,1.43,NA,98.3,146.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Nicky Lopez grounds out sharply, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand.",0,5,0,66,"bottom",9,"2024-04-13T20:38:45.774Z","2024-04-13T20:40:00.326Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",84.4,77.5,12,0.86,0.4458,7.3992,23.3025,-19.6476,6.5807,8.1837,0.4905,3.4083,-8.4364,-122.6566,-2.5421,3.1128,50.0001,6.1258,10.0688,22.8,6,24,2110,171,NA,NA,NA,NA,NA,NA,FALSE,-23.9,14.5,-10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746811,"2024-04-13",1,"2024-04-13T20:39:19.065Z","2024-04-13T20:39:22.730Z",TRUE,"pitch","f5c0e54c-d67a-400c-8eaa-61dfedb5eb47",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2127,1.5625,NA,95.15,148.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Nicky Lopez grounds out sharply, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand.",0,5,0,66,"bottom",9,"2024-04-13T20:38:45.774Z","2024-04-13T20:40:00.326Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",83.8,77,12,0.82,0.4489,7.4929,23.05,-19.8767,6.6365,8.1484,0.5733,3.3609,-8.15,-121.8392,-2.6193,3.0933,50.003,6.1601,10.0174,22.8,6,24,2098,178,NA,NA,NA,NA,NA,NA,FALSE,-24.5,14.4,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746811,"2024-04-13",0,"2024-04-13T20:39:03.760Z","2024-04-13T20:39:07.679Z",TRUE,"pitch","c3f05a08-4b27-4714-8a7a-6510c390809b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.169,1.4901,NA,76.24,148.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Groundout","field_out","Nicky Lopez grounds out sharply, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand.",0,5,0,66,"bottom",9,"2024-04-13T20:38:45.774Z","2024-04-13T20:40:00.326Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",84.2,77,12,0.83,0.4473,7.4951,24.283,-18.4459,6.0696,9.0418,1.0693,3.3293,-6.7021,-122.4716,-2.9194,3.0534,50.0046,6.1153,9.2179,22.8,6,24,2109,172,NA,NA,NA,NA,NA,NA,FALSE,-22.7,16,-9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746811,"2024-04-13",8,"2024-04-13T20:38:33.381Z","2024-04-13T20:38:38.856Z",TRUE,"pitch","94a143e4-e2bd-49e8-931b-2862acf2413f",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.3858,1.6376,NA,49.6,123.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Lenyn Sosa walks.",0,5,0,65,"bottom",9,"2024-04-13T20:36:14.383Z","2024-04-13T20:38:38.856Z",TRUE,FALSE,FALSE,TRUE,0,4,2,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",82,75.6,12,0.89,0.4568,7.2657,21.5211,-21.6079,-3.0041,7.2444,1.7683,4.2578,-2.1331,-119.5757,-0.179,3.0599,50.0013,6.2606,-4.3808,12,6,24,2158,194,NA,NA,NA,NA,NA,NA,FALSE,-26.9,13.3,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,672820,"Lenyn Sosa","/api/v1/people/672820",NA,NA,NA,NA,NA,NA,NA
746811,"2024-04-13",7,"2024-04-13T20:38:22.334Z","2024-04-13T20:38:25.334Z",TRUE,"pitch","9e2234c3-5296-4e0d-9043-a0251c1855c8",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.4034,1.6254,NA,39.79,136.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Lenyn Sosa walks.",0,5,0,65,"bottom",9,"2024-04-13T20:36:14.383Z","2024-04-13T20:38:38.856Z",TRUE,FALSE,FALSE,TRUE,0,4,2,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",86.1,79.3,12,0.9,0.4354,7.3063,24.0034,-19.5614,-1.7808,7.8594,2.0255,3.7731,-2.4644,-125.5207,-1.943,3.2492,50.0036,6.1402,-2.8584,9.6,4.8,24,2251,200,NA,NA,NA,NA,NA,NA,FALSE,-22.6,14,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746811,"2024-04-13",6,"2024-04-13T20:38:09.975Z","2024-04-13T20:38:13.542Z",TRUE,"pitch","01ab6c5f-f0e5-4df3-8d47-751f6524b33d",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,2,NA,NA,3.4507,1.6709,NA,136.5,145.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Lenyn Sosa walks.",0,5,0,65,"bottom",9,"2024-04-13T20:36:14.383Z","2024-04-13T20:38:38.856Z",TRUE,FALSE,FALSE,TRUE,0,4,2,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",72.9,67.3,1,0.91,0.5162,7.1722,16.8002,-24.6202,5.9935,6.6158,-0.5115,3.4587,-9.2341,-105.8169,0.004,3.1158,50.0049,6.2601,6.8484,12,8.4,24,1576,157,NA,NA,NA,NA,NA,NA,FALSE,-39.1,12.4,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746811,"2024-04-13",5,"2024-04-13T20:37:59.186Z","2024-04-13T20:38:02.186Z",TRUE,"pitch","a1983947-918e-4535-b6b5-2186dca5ef83",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.4618,1.684,NA,120.73,125.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Lenyn Sosa walks.",0,5,0,65,"bottom",9,"2024-04-13T20:36:14.383Z","2024-04-13T20:38:38.856Z",TRUE,FALSE,FALSE,TRUE,0,4,2,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",82.5,76.2,11,0.9,0.455,7.2526,21.5466,-23.0539,-3.0959,6.204,-0.0978,4.1919,-6.6021,-120.025,-0.0263,3.0824,50.0038,6.2428,-4.5511,14.4,6,24,2188,194,NA,NA,NA,NA,NA,NA,FALSE,-28.4,11.5,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746811,"2024-04-13",3,"2024-04-13T20:37:20.293Z","2024-04-13T20:37:25.151Z",TRUE,"pitch","c5a0dcca-acaf-4204-b2e8-6d689dd418ac",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4603,1.5927,NA,88.56,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Lenyn Sosa walks.",0,5,0,65,"bottom",9,"2024-04-13T20:36:14.383Z","2024-04-13T20:38:38.856Z",TRUE,FALSE,FALSE,TRUE,0,4,2,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Cincinnati Reds",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",63.3,58.3,12,0.69,0.5944,6.9896,12.3177,-26.8551,1.4115,6.1657,0.746,6.0103,-4.8857,-91.7997,6.2789,3.247,50.0003,6.6144,1.2172,1.2,12,24,1295,171,NA,NA,NA,NA,NA,NA,FALSE,-54.7,13.4,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746811,"2024-04-13",0,"2024-04-13T20:36:32.682Z","2024-04-13T20:36:35.719Z",TRUE,"pitch","115a7ffc-8715-4ce3-83c0-532db34d0109",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.41,1.66,NA,135.82,154.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Lenyn Sosa walks.",0,5,0,65,"bottom",9,"2024-04-13T20:36:14.383Z","2024-04-13T20:38:38.856Z",TRUE,FALSE,FALSE,TRUE,0,4,2,2,672820,"Lenyn Sosa","/api/v1/people/672820","R","Right",608718,"Brent Suter","/api/v1/people/608718","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",85.9,78.8,1,0.91,0.4387,7.4653,25.1932,-18.8766,-2.4945,8.4251,-0.4936,3.1355,-8.1306,-124.8725,-3.6687,3.1292,50.0059,6.1771,-3.9393,15.6,4.8,24,1853,266,NA,NA,NA,NA,NA,NA,FALSE,-22.6,14.6,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
