"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717452,"2023-07-08",0,"2023-07-08T04:21:55.039Z","2023-07-08T04:22:04.661Z",TRUE,"pitch","87b68ec2-360e-409e-b42e-40feb67ea3e1",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.45,1.64,NA,104.49,182.97,"popup","medium","6",114.5,153.1,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Josh Palacios pops out to shortstop Nick Ahmed.",0,3,7,76,"top",9,"2023-07-08T04:21:50.024Z","2023-07-08T04:22:04.661Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,641943,"Joshua Palacios","/api/v1/people/641943","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Arizona Diamondbacks","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78.7,9,0.9,0.4402,7.0675,24.7632,-30.3953,4.7673,1.1343,0.3283,2.0672,6.2595,-124.4022,-0.8833,-2.8391,50.0035,4.9446,7.4771,15.6,8.4,24,2896,73,80.3,67,130,NA,NA,NA,TRUE,-35.3,2,-10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717452,"2023-07-08",9,"2023-07-08T04:21:21.418Z","2023-07-08T04:21:29.182Z",TRUE,"pitch","7ad7ea53-3967-44f1-8eda-359fc0f8fde8",9,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.1,1.5,NA,170.51,182.14,"ground_ball","medium","5",101.83,166.28,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Tucupita Marcano grounds out, third baseman Evan Longoria to first baseman Christian Walker.",0,3,7,75,"top",9,"2023-07-08T04:18:56.165Z","2023-07-08T04:21:29.182Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.2,89.7,13,0.9,0.3838,7.0243,33.2589,-26.0554,-10.7442,2.9643,-1.4038,2.0976,6.6521,-142.7892,-3.198,-2.3694,50.0011,4.8738,-22.1561,37.2,7.2,24,2097,247,75.5,8,99,NA,NA,NA,TRUE,-23.5,4.9,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,669707,"Jared Triolo","/api/v1/people/669707",NA,NA,NA,NA
717452,"2023-07-08",8,"2023-07-08T04:21:01.506Z","2023-07-08T04:21:04.506Z",TRUE,"pitch","3d9e76b2-1f6f-42ae-ad07-305e7e154cc3",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.1,1.5,NA,119.16,188.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Tucupita Marcano grounds out, third baseman Evan Longoria to first baseman Christian Walker.",0,3,7,75,"top",9,"2023-07-08T04:18:56.165Z","2023-07-08T04:21:29.182Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,79.1,8,0.89,0.4387,6.0803,23.8059,-33.3934,3.0648,-0.7722,-0.0567,1.8467,5.0581,-124.5937,-0.7773,-2.5072,50.0032,4.9097,4.8421,9.6,8.4,24,2801,73,NA,NA,NA,NA,NA,NA,FALSE,-38.5,-1.3,-6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717452,"2023-07-08",7,"2023-07-08T04:20:41.910Z","2023-07-08T04:20:44.910Z",TRUE,"pitch","c5a950b6-1721-4766-b032-b87b5bc2e143",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.1,1.5,NA,144.72,196.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Tucupita Marcano grounds out, third baseman Evan Longoria to first baseman Christian Walker.",0,3,7,75,"top",9,"2023-07-08T04:18:56.165Z","2023-07-08T04:21:29.182Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Arizona Diamondbacks",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92.3,84.6,7,0.91,0.4083,7.2462,28.8938,-27.7619,-10.6076,2.4222,-0.7271,1.5563,8.275,-134.1116,-3.6576,-2.4738,50.0031,4.9169,-19.3309,31.2,7.2,24,2004,244,NA,NA,NA,NA,NA,NA,FALSE,-28.4,3.8,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717452,"2023-07-08",6,"2023-07-08T04:20:20.837Z","2023-07-08T04:20:25.534Z",TRUE,"pitch","a6f11088-3e81-4b20-ac94-580a256cc42c",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.1,1.5,NA,87.84,197.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Tucupita Marcano grounds out, third baseman Evan Longoria to first baseman Christian Walker.",0,3,7,75,"top",9,"2023-07-08T04:18:56.165Z","2023-07-08T04:21:29.182Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,78.1,9,0.9,0.4444,7.2103,24.3335,-32.5167,3.0014,-0.2208,0.765,1.5298,6.9287,-123.2277,-1.4993,-2.4725,50.0042,4.8915,4.6186,9.6,8.4,24,2948,64,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-0.5,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717452,"2023-07-08",5,"2023-07-08T04:20:02.995Z","2023-07-08T04:20:07.363Z",TRUE,"pitch","d7571dd6-1244-4a4e-b3e9-006cfee057a7",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.1978,1.4982,NA,96.79,215.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Tucupita Marcano grounds out, third baseman Evan Longoria to first baseman Christian Walker.",0,3,7,75,"top",9,"2023-07-08T04:18:56.165Z","2023-07-08T04:21:29.182Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.7,78,14,0.9,0.445,6.9937,24.7597,-32.5122,3.3263,-0.2254,0.5303,0.8595,6.8533,-123.1371,-2.8552,-2.7223,50.0007,4.7886,5.0979,10.8,8.4,24,2934,63,NA,NA,NA,NA,NA,NA,FALSE,-39.1,-0.8,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717452,"2023-07-08",4,"2023-07-08T04:19:38.374Z","2023-07-08T04:19:41.853Z",TRUE,"pitch","ee682360-ea19-4c98-939b-f2cb2cc75b0d",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.231,1.4982,NA,118.5,199.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Tucupita Marcano grounds out, third baseman Evan Longoria to first baseman Christian Walker.",0,3,7,75,"top",9,"2023-07-08T04:18:56.165Z","2023-07-08T04:21:29.182Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,78.5,8,0.9,0.4432,6.1683,22.3327,-30.6691,2.0364,0.9692,-0.0394,1.46,5.4201,-123.163,-1.9231,-2.5249,50.002,4.8217,3.1566,7.2,8.4,24,2836,70,NA,NA,NA,NA,NA,NA,FALSE,-36.4,1.6,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717452,"2023-07-08",2,"2023-07-08T04:19:23.321Z","2023-07-08T04:19:28.647Z",TRUE,"pitch","e3770d83-e567-4249-897e-f8a3b9dd8ed5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.231,1.4982,NA,201.42,178.85,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Tucupita Marcano grounds out, third baseman Evan Longoria to first baseman Christian Walker.",0,3,7,75,"top",9,"2023-07-08T04:18:56.165Z","2023-07-08T04:21:29.182Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Arizona Diamondbacks",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",92,84.3,13,0.92,0.4091,7.2435,28.9904,-32.4384,-11.1316,-0.1439,-2.2148,2.2195,4.8237,-133.9048,-1.1055,-2.5936,50.0033,4.959,-20.2096,30,8.4,24,1756,249,NA,NA,NA,NA,NA,NA,FALSE,-32.6,-0.2,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717452,"2023-07-08",1,"2023-07-08T04:19:09.627Z","2023-07-08T04:19:13.118Z",TRUE,"pitch","a40eef82-2112-4a7f-89dc-5047bf968136",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.1646,1.4982,NA,120.31,197.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Tucupita Marcano grounds out, third baseman Evan Longoria to first baseman Christian Walker.",0,3,7,75,"top",9,"2023-07-08T04:18:56.165Z","2023-07-08T04:21:29.182Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.4,78.8,8,0.9,0.4428,6.0577,21.1521,-31.3241,2.7098,0.5508,-0.0869,1.5354,5.3477,-123.0351,-1.9053,-2.6288,50.0053,4.9388,4.2143,9.6,8.4,24,2901,68,NA,NA,NA,NA,NA,NA,FALSE,-37.1,0.8,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717452,"2023-07-08",0,"2023-07-08T04:18:56.165Z","2023-07-08T04:19:00.134Z",TRUE,"pitch","a0fb47c3-36ee-4bff-b9f7-3177b5621fe0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1978,1.4982,NA,144.33,204.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Tucupita Marcano grounds out, third baseman Evan Longoria to first baseman Christian Walker.",0,3,7,75,"top",9,"2023-07-08T04:18:56.165Z","2023-07-08T04:21:29.182Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,672779,"Tucupita Marcano","/api/v1/people/672779","L","Left",612434,"Miguel Castro","/api/v1/people/612434","R","Right","vs_RHP","vs_LHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.5,77.7,13,0.9,0.4457,6.9663,25.0905,-34.035,4.6424,-1.2159,-0.717,1.2708,3.4807,-123.0273,-1.6506,-2.7549,50.0034,4.8431,7.0954,13.2,9.6,24,2909,68,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-2.4,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
