"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717884,"2023-06-05",4,"2023-06-06T02:19:57.340Z","2023-06-06T02:20:00.652Z",TRUE,"pitch","54c29b04-bdf6-4668-8717-390fa0724a11",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.28,1.57,NA,95.76,198.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Carlos Perez strikes out swinging.",0,4,5,78,"top",9,"2023-06-06T02:18:28.153Z","2023-06-06T02:20:00.652Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,542208,"Carlos Pérez","/api/v1/people/542208","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Pittsburgh Pirates","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",87.4,80.7,9,0.87,0.4298,6.5747,25.3607,-25.1935,2.9508,4.2418,0.5571,1.5034,4.6522,-127.2732,-4.6796,-1.6756,50.0031,5.3536,4.8552,12,6,24,2557,90,NA,NA,NA,NA,NA,NA,TRUE,-28.8,6.8,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717884,"2023-06-05",3,"2023-06-06T02:19:37.450Z","2023-06-06T02:19:41.002Z",TRUE,"pitch","c11edf7b-2746-4702-a538-5dda05d900a9",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1607,1.526,NA,24.26,206.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Carlos Perez strikes out swinging.",0,4,5,78,"top",9,"2023-06-06T02:18:28.153Z","2023-06-06T02:20:00.652Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,542208,"Carlos Pérez","/api/v1/people/542208","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Pittsburgh Pirates","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.7,78.2,14,0.91,0.4448,6.3453,24.0152,-22.5222,3.4086,6.2852,2.4329,1.1946,8.1384,-123.0504,-5.7707,-1.3581,50.0053,5.474,5.236,15.6,6,24,2529,73,NA,NA,NA,NA,NA,NA,FALSE,-28,10.2,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717884,"2023-06-05",2,"2023-06-06T02:19:17.993Z","2023-06-06T02:19:21.522Z",TRUE,"pitch","fea7d03f-03da-43bd-a13c-423146a02f7a",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.2378,1.5002,NA,82.66,222.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Carlos Perez strikes out swinging.",0,4,5,78,"top",9,"2023-06-06T02:18:28.153Z","2023-06-06T02:20:00.652Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,542208,"Carlos Pérez","/api/v1/people/542208","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Pittsburgh Pirates","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86.7,80.3,14,0.91,0.4334,6.4392,23.9431,-21.8381,1.6885,6.3758,0.9008,0.604,5.7628,-126.0412,-7.4404,-1.628,50.0004,5.3388,2.7336,9.6,6,24,2366,99,NA,NA,NA,NA,NA,NA,FALSE,-26,10.2,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717884,"2023-06-05",1,"2023-06-06T02:18:58.703Z","2023-06-06T02:19:01.913Z",TRUE,"pitch","46965a23-77b1-4bb7-8172-2b75c537c1eb",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.28,1.57,NA,145.29,175.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Carlos Perez strikes out swinging.",0,4,5,78,"top",9,"2023-06-06T02:18:28.153Z","2023-06-06T02:20:00.652Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,542208,"Carlos Pérez","/api/v1/people/542208","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.9,90.2,4,0.91,0.3815,6.3813,34.5773,-21.4886,-10.5544,5.122,-0.7421,2.3401,5.7558,-143.7791,-5.5664,-1.4031,50.0002,5.6423,-22.0056,42,6,24,2283,219,NA,NA,NA,NA,NA,NA,FALSE,-19.8,8.3,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717884,"2023-06-05",0,"2023-06-06T02:18:42.032Z","2023-06-06T02:18:46.306Z",TRUE,"pitch","611e24c1-f6f4-4e8f-9363-8417ac304ae9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3662,1.526,NA,102.88,189.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Carlos Perez strikes out swinging.",0,4,5,78,"top",9,"2023-06-06T02:18:28.153Z","2023-06-06T02:20:00.652Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,542208,"Carlos Pérez","/api/v1/people/542208","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Pittsburgh Pirates","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,90.4,9,0.91,0.3824,6.4459,31.7415,-21.5824,-10.0181,5.0923,0.3704,1.8336,8.966,-143.0146,-6.8192,-1.4976,50.0023,5.594,-20.8352,39.6,6,24,2334,216,NA,NA,NA,NA,NA,NA,FALSE,-20.2,8,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717884,"2023-06-05",0,"2023-06-06T02:17:52.953Z","2023-06-06T02:18:06.408Z",TRUE,"pitch","3c759956-a4df-4300-834f-6f0ec496ace8",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.4,1.68,NA,109.54,183.83,"fly_ball","medium","8",109.61,105.35,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Aledmys Diaz flies out to center fielder Ji Hwan Bae.",0,4,5,77,"top",9,"2023-06-06T02:17:35.545Z","2023-06-06T02:18:06.408Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Pittsburgh Pirates","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.2,76.5,8,0.9,0.4523,6.2321,23.7546,-25.2936,5.3467,4.6328,0.1957,2.0353,2.6786,-121.116,-3.2038,-1.6194,50.0028,5.5884,7.9388,18,7.2,24,2506,96,86.4,53,241,NA,NA,NA,TRUE,-31.6,7.9,-10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,667670,"Brent Rooker","/api/v1/people/667670",NA,NA,NA,676116,"Ryan Noda","/api/v1/people/676116"
717884,"2023-06-05",0,"2023-06-06T02:17:00.507Z","2023-06-06T02:17:11.412Z",TRUE,"pitch","96e5a87c-ee13-4b98-b3ef-477f301764bc",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.5,1.62,NA,145.44,157.05,"fly_ball","medium","6",112.62,113.24,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","Brent Rooker singles on a fly ball to shortstop Tucupita Marcano. Ryan Noda to 3rd.",0,4,5,76,"top",9,"2023-06-06T02:16:46.363Z","2023-06-06T02:17:11.412Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,667670,"Brent Rooker","/api/v1/people/667670","R","Right",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Pittsburgh Pirates","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.9,90.7,1,0.91,0.3801,6.4895,32.2899,-17.413,-9.3747,7.0127,-0.7461,3.0271,5.1226,-143.9228,-4.8465,-1.3276,50.0045,5.8057,-19.7386,45.6,4.8,24,2333,216,63.6,31,206,NA,NA,NA,FALSE,-16,11.9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,667670,"Brent Rooker","/api/v1/people/667670",NA,NA,NA,676116,"Ryan Noda","/api/v1/people/676116"
717884,"2023-06-05",6,"2023-06-06T02:16:20.926Z","2023-06-06T02:16:25.706Z",TRUE,"pitch","2895d50e-6d10-479f-96cb-41ab0f9b87a0",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,1,NA,NA,3.36,1.61,NA,109.16,167.62,"line_drive","medium",NA,207.02,120.13,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Double","double","Ryan Noda hits a ground-rule double (12) on a line drive down the right-field line.",0,4,5,75,"top",9,"2023-06-06T02:14:35.506Z","2023-06-06T02:16:25.706Z",TRUE,FALSE,FALSE,TRUE,34,1,2,1,676116,"Ryan Noda","/api/v1/people/676116","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Pittsburgh Pirates",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.2,78.4,5,0.9,0.4411,6.5568,24.5079,-26.6335,4.7308,3.5478,0.2057,2.6356,3.1264,-124.1139,-2.0435,-1.6844,50.005,5.6846,7.3908,16.8,7.2,24,2615,84,99.4,17,253,NA,NA,NA,FALSE,-31.3,6.2,-9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,667670,"Brent Rooker","/api/v1/people/667670",676116,"Ryan Noda","/api/v1/people/676116",NA,NA,NA
717884,"2023-06-05",5,"2023-06-06T02:16:06.681Z","2023-06-06T02:16:09.761Z",TRUE,"pitch","ee2f6de4-4f70-4193-9240-9efa38ef8852",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.2892,1.5517,NA,138.95,105.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Double","double","Ryan Noda hits a ground-rule double (12) on a line drive down the right-field line.",0,4,5,75,"top",9,"2023-06-06T02:14:35.506Z","2023-06-06T02:16:25.706Z",TRUE,FALSE,FALSE,TRUE,34,1,2,1,676116,"Ryan Noda","/api/v1/people/676116","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,89.8,11,0.91,0.3824,6.4277,33.2766,-17.0778,-6.6153,7.2653,-0.5759,4.9423,4.8106,-143.2758,0.2183,-1.4177,50.002,5.9329,-13.7451,36,3.6,24,2204,225,NA,NA,NA,NA,NA,NA,FALSE,-14.9,13.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,667670,"Brent Rooker","/api/v1/people/667670",NA,NA,NA,NA,NA,NA
717884,"2023-06-05",3,"2023-06-06T02:15:27.012Z","2023-06-06T02:15:31.698Z",TRUE,"pitch","c3c76bd7-f8dd-467e-96d5-d8abe3936291",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.36,1.61,NA,111.02,172.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Double","double","Ryan Noda hits a ground-rule double (12) on a line drive down the right-field line.",0,4,5,75,"top",9,"2023-06-06T02:14:35.506Z","2023-06-06T02:16:25.706Z",TRUE,FALSE,FALSE,TRUE,34,1,2,1,676116,"Ryan Noda","/api/v1/people/676116","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Pittsburgh Pirates",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.1,88,5,0.88,0.3938,6.429,28.1941,-22.333,1.2779,5.0141,0.157,2.4485,4.2748,-138.5707,-4.8382,-1.5659,50.0053,5.6906,2.5087,8.4,4.8,24,2461,211,NA,NA,NA,NA,NA,NA,FALSE,-21.6,8.4,-3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,667670,"Brent Rooker","/api/v1/people/667670",NA,NA,NA,NA,NA,NA
