"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717880,"2023-06-06",0,"2023-06-06T03:41:41.596Z","2023-06-06T03:41:50.082Z",TRUE,"pitch","433ab354-2718-4a69-9d2c-e0f78c06a993",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.371,1.535,NA,106.21,161.33,"fly_ball","medium","9",214.32,94.64,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Miguel Amaya flies out to right fielder Brandon Dixon.",0,0,5,70,"top",9,"2023-06-06T03:41:32.405Z","2023-06-06T03:41:50.082Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,665804,"Miguel Amaya","/api/v1/people/665804","R","Right",657612,"Tim Hill","/api/v1/people/657612","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.4,82.1,3,0.91,0.416,7.6519,31.4577,-31.1248,13.714,0.6003,0.283,2.8685,-12.5588,-132.3054,4.846,3.3379,50.0039,3.3081,24.0171,34.8,8.4,24,2330,88,97.3,30,337,NA,NA,NA,TRUE,-30.7,2.6,-21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717880,"2023-06-06",4,"2023-06-06T03:41:12.592Z","2023-06-06T03:41:16.670Z",TRUE,"pitch","8707685c-5102-47e9-949c-75afffe2af50",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.6,1.64,NA,85.63,155.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Trey Mancini strikes out swinging.",0,0,5,69,"top",9,"2023-06-06T03:40:01.397Z","2023-06-06T03:41:16.670Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641820,"Trey Mancini","/api/v1/people/641820","R","Right",657612,"Tim Hill","/api/v1/people/657612","L","Left","vs_LHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,82.9,3,0.91,0.413,6.8788,30.5986,-30.4217,12.7423,0.9863,0.8231,3.0883,-11.3221,-133.0111,5.2844,3.4955,50.0029,3.2894,22.6549,34.8,8.4,24,2248,90,NA,NA,NA,NA,NA,NA,TRUE,-29.5,3.4,-20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,670156,"Miles Mastrobuoni","/api/v1/people/670156",NA,NA,NA,NA,NA,NA
717880,"2023-06-06",3,"2023-06-06T03:40:54.554Z","2023-06-06T03:41:00.537Z",TRUE,"pitch","abd27947-7b0c-4de2-87c5-2cb5c32373a6",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.6,1.64,NA,119.83,177.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Trey Mancini strikes out swinging.",0,0,5,69,"top",9,"2023-06-06T03:40:01.397Z","2023-06-06T03:41:16.670Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641820,"Trey Mancini","/api/v1/people/641820","R","Right",657612,"Tim Hill","/api/v1/people/657612","L","Left","vs_LHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.7,82.3,5,0.91,0.4178,6.938,28.7494,-37.4022,11.5806,-3.0059,-0.0742,2.2629,-13.2927,-131.2683,5.016,3.5596,50.0034,3.1174,20.1364,25.2,9.6,24,2478,121,NA,NA,NA,NA,NA,NA,FALSE,-37.6,-4,-17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,670156,"Miles Mastrobuoni","/api/v1/people/670156",NA,NA,NA,NA,NA,NA
717880,"2023-06-06",2,"2023-06-06T03:40:37.311Z","2023-06-06T03:40:40.777Z",TRUE,"pitch","18b4fadb-01ca-47d9-bd98-32391af18ecc",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.6,1.64,NA,77.36,155.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Trey Mancini strikes out swinging.",0,0,5,69,"top",9,"2023-06-06T03:40:01.397Z","2023-06-06T03:41:16.670Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641820,"Trey Mancini","/api/v1/people/641820","R","Right",657612,"Tim Hill","/api/v1/people/657612","L","Left","vs_LHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,82.3,12,0.9,0.4145,6.7647,31.9412,-31.942,12.995,0.1307,1.04,3.0719,-10.8433,-132.8194,5.6256,3.5137,50.0015,3.2631,22.9104,33.6,8.4,24,2237,91,NA,NA,NA,NA,NA,NA,FALSE,-31.2,2,-20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,670156,"Miles Mastrobuoni","/api/v1/people/670156",NA,NA,NA,NA,NA,NA
717880,"2023-06-06",1,"2023-06-06T03:40:19.130Z","2023-06-06T03:40:22.978Z",TRUE,"pitch","aa7bfa29-422a-44ff-a5da-a6f0c60e1d30",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.6,1.64,NA,118.55,150.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Trey Mancini strikes out swinging.",0,0,5,69,"top",9,"2023-06-06T03:40:01.397Z","2023-06-06T03:41:16.670Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641820,"Trey Mancini","/api/v1/people/641820","R","Right",657612,"Tim Hill","/api/v1/people/657612","L","Left","vs_LHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.3,82.3,2,0.73,0.4161,6.8995,30.5344,-35.033,12.1372,-1.6318,-0.0407,3.2749,-13.1321,-132.0894,6.5557,3.4401,50.0037,3.3468,21.2538,28.8,8.4,24,2108,68,NA,NA,NA,NA,NA,NA,FALSE,-34.4,-1,-18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,670156,"Miles Mastrobuoni","/api/v1/people/670156",NA,NA,NA,NA,NA,NA
717880,"2023-06-06",0,"2023-06-06T03:40:03.041Z","2023-06-06T03:40:06.594Z",TRUE,"pitch","1aef6f1b-6aa2-460e-8050-701ef372852e",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.6,1.64,NA,105.83,162.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Trey Mancini strikes out swinging.",0,0,5,69,"top",9,"2023-06-06T03:40:01.397Z","2023-06-06T03:41:16.670Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641820,"Trey Mancini","/api/v1/people/641820","R","Right",657612,"Tim Hill","/api/v1/people/657612","L","Left","vs_LHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.4,79.9,6,0.91,0.4294,7.1773,28.0277,-36.6856,11.6025,-2.7426,0.2931,2.8307,-12.0487,-127.8882,6.4103,3.5731,50.0021,3.1781,19.0896,25.2,9.6,24,2120,90,NA,NA,NA,NA,NA,NA,FALSE,-38.5,-3,-18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,670156,"Miles Mastrobuoni","/api/v1/people/670156",NA,NA,NA,NA,NA,NA
717880,"2023-06-06",1,"2023-06-06T03:39:32.233Z","2023-06-06T03:39:41.784Z",TRUE,"pitch","75626c0d-698b-46a3-b426-2df925733af4",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,1,NA,NA,2.92,1.45,NA,98.03,192.86,"line_drive","medium","7",80.57,110.6,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Miles Mastrobuoni singles on a line drive to left fielder Juan Soto.",0,0,5,68,"top",9,"2023-06-06T03:39:16.646Z","2023-06-06T03:39:41.784Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,670156,"Miles Mastrobuoni","/api/v1/people/670156","L","Left",657612,"Tim Hill","/api/v1/people/657612","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.9,80.5,9,0.88,0.4264,6.9954,28.4515,-35.0208,11.3071,-1.7037,0.4978,1.7009,-11.6985,-128.797,3.4611,3.6444,50.0041,3.0593,18.8689,25.2,9.6,24,2209,92,103.2,8,169,NA,NA,NA,FALSE,-37,-1.9,-17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670156,"Miles Mastrobuoni","/api/v1/people/670156",NA,NA,NA,NA,NA,NA
717880,"2023-06-06",0,"2023-06-06T03:39:16.916Z","2023-06-06T03:39:20.357Z",TRUE,"pitch","993dc31b-fba3-453f-8e83-2f008b0fbcc0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0586,1.4159,NA,73.57,141.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Miles Mastrobuoni singles on a line drive to left fielder Juan Soto.",0,0,5,68,"top",9,"2023-06-06T03:39:16.646Z","2023-06-06T03:39:41.784Z",TRUE,FALSE,FALSE,FALSE,33,1,0,1,670156,"Miles Mastrobuoni","/api/v1/people/670156","L","Left",657612,"Tim Hill","/api/v1/people/657612","L","Left","vs_LHP","vs_LHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.1,80.9,12,0.91,0.4221,6.9047,30.3753,-38.5434,12.0377,-3.7491,1.1394,3.5879,-10.2636,-130.3373,8.3186,3.5869,50.0001,3.2784,20.4666,26.4,9.6,24,2183,90,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-4.3,-19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,670156,"Miles Mastrobuoni","/api/v1/people/670156",NA,NA,NA,NA,NA,NA
717880,"2023-06-06",5,"2023-06-06T03:38:48.731Z","2023-06-06T03:38:53.177Z",TRUE,"pitch","85b59c84-0f7f-4a47-a561-1723dde074ad",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.36,1.55,NA,136.76,156.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Patrick Wisdom strikes out swinging.",0,0,5,67,"top",9,"2023-06-06T03:37:45.089Z","2023-06-06T03:38:53.177Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,621550,"Patrick Wisdom","/api/v1/people/621550","R","Right",657612,"Tim Hill","/api/v1/people/657612","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.2,81.9,1,0.74,0.4174,7.3184,31.1339,-33.9274,13.5442,-1.0054,-0.5185,3.0544,-14.2931,-131.8163,5.6538,3.2454,50.0052,3.4008,23.5549,31.2,8.4,24,2191,98,NA,NA,NA,NA,NA,NA,TRUE,-33.6,0,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,670156,"Miles Mastrobuoni","/api/v1/people/670156",NA,NA,NA,NA,NA,NA
717880,"2023-06-06",4,"2023-06-06T03:38:32.088Z","2023-06-06T03:38:35.946Z",TRUE,"pitch","f5a748b8-21a6-4b4c-9700-6143409228e5",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,0,NA,NA,3.36,1.55,NA,117.64,157.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Patrick Wisdom strikes out swinging.",0,0,5,67,"top",9,"2023-06-06T03:37:45.089Z","2023-06-06T03:38:53.177Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,621550,"Patrick Wisdom","/api/v1/people/621550","R","Right",657612,"Tim Hill","/api/v1/people/657612","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,81.8,2,0.91,0.418,6.7095,30.6448,-30.1588,12.3016,1.1602,-0.0169,3.0271,-13.0608,-131.5577,4.7809,3.4388,50.0005,3.4333,21.334,32.4,8.4,24,2182,90,NA,NA,NA,NA,NA,NA,FALSE,-30.1,3.6,-19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,670156,"Miles Mastrobuoni","/api/v1/people/670156",NA,NA,NA,NA,NA,NA
