"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716453,"2023-09-24",2,"2023-09-24T19:21:02.687Z","2023-09-24T19:21:10.206Z",TRUE,"pitch","90ba54f6-df5f-48a6-8234-3831ca294520",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.42,1.63,NA,116.57,196.06,"ground_ball","medium","3",168.82,167.91,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Wilyer Abreu grounds out, first baseman Andrew Vaughn to pitcher Mike Clevinger.",0,3,2,48,"bottom",6,"2023-09-24T19:20:19.510Z","2023-09-24T19:21:10.206Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",605182,"Mike Clevinger","/api/v1/people/605182","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Chicago White Sox","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82,75.1,8,2,0.4597,6.9115,23.4556,-23.5567,-8.9258,6.0016,0.0113,1.5821,5.7262,-119.2483,-4.325,-1.2644,50.0052,5.5507,-12.8252,25.2,7.2,24,1452,230,88.1,1,42,NA,NA,NA,TRUE,-30.7,10.1,14.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716453,"2023-09-24",1,"2023-09-24T19:20:41.283Z","2023-09-24T19:20:45.840Z",TRUE,"pitch","304e5190-c028-4efe-b32c-6cb29dd83457",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.453,1.7456,NA,128.42,217.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Wilyer Abreu grounds out, first baseman Andrew Vaughn to pitcher Mike Clevinger.",0,3,2,48,"bottom",6,"2023-09-24T19:20:19.510Z","2023-09-24T19:21:10.206Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",605182,"Mike Clevinger","/api/v1/people/605182","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.6,83.2,13,2,0.4157,6.8935,27.2845,-16.6759,-8.2096,8.812,-0.2996,0.7703,5.9687,-131.625,-8.3414,-1.5271,50.0066,5.2096,-14.4444,36,4.8,24,2066,210,NA,NA,NA,NA,NA,NA,FALSE,-19,14.4,13.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716453,"2023-09-24",0,"2023-09-24T19:20:23.740Z","2023-09-24T19:20:28.667Z",TRUE,"pitch","db20a560-4170-4ead-90f0-4df547388795",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3938,1.6303,NA,127.56,181.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Groundout","field_out","Wilyer Abreu grounds out, first baseman Andrew Vaughn to pitcher Mike Clevinger.",0,3,2,48,"bottom",6,"2023-09-24T19:20:19.510Z","2023-09-24T19:21:10.206Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,677800,"Wilyer Abreu","/api/v1/people/677800","L","Left",605182,"Mike Clevinger","/api/v1/people/605182","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Chicago White Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.5,75.4,7,2,0.4569,6.9892,24.2349,-24.958,-8.5053,4.9608,-0.2769,2.1055,4.9837,-120.0776,-2.8011,-1.2792,50.0001,5.5182,-12.3621,24,8.4,24,1459,228,NA,NA,NA,NA,NA,NA,FALSE,-31.8,8.5,14.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716453,"2023-09-24",3,"2023-09-24T19:19:30.898Z","2023-09-24T19:19:56.291Z",TRUE,"pitch","32b3ef65-e0bc-47eb-88a9-7f5e72834185",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,2,NA,NA,3.35,1.54,NA,102.11,173.87,"fly_ball","medium","78",55.03,47.37,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Home Run","home_run","Adam Duvall homers (21) on a fly ball to left center field.",1,3,2,47,"bottom",6,"2023-09-24T19:18:35.061Z","2023-09-24T19:19:56.291Z",TRUE,TRUE,FALSE,FALSE,38,0,2,2,594807,"Adam Duvall","/api/v1/people/594807","R","Right",605182,"Mike Clevinger","/api/v1/people/605182","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Chicago White Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77,70.4,6,2,0.4909,6.5659,22.5177,-35.2611,9.1607,-2.4511,0.3906,2.404,1.59,-112.0907,0.7331,-1.5195,50.0051,5.7074,11.5189,18,12,24,2193,39,101.7,32,413,NA,NA,NA,FALSE,-50.4,-3.8,-17,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716453,"2023-09-24",1,"2023-09-24T19:19:05.775Z","2023-09-24T19:19:08.775Z",TRUE,"pitch","33ab8479-cfb3-4a43-a8c3-28deee01b42a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.35,1.54,NA,99.38,189.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Home Run","home_run","Adam Duvall homers (21) on a fly ball to left center field.",1,3,2,47,"bottom",6,"2023-09-24T19:18:35.061Z","2023-09-24T19:19:56.291Z",TRUE,TRUE,FALSE,FALSE,38,0,2,2,594807,"Adam Duvall","/api/v1/people/594807","R","Right",605182,"Mike Clevinger","/api/v1/people/605182","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Chicago White Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",83,76.1,9,2,0.4543,6.6621,24.6368,-31.3141,0.9611,0.583,0.4623,1.8201,4.178,-120.7877,-2.6462,-1.4182,50.0007,5.697,1.4128,3.6,8.4,24,2262,105,NA,NA,NA,NA,NA,NA,FALSE,-39.2,0.7,-2.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716453,"2023-09-24",0,"2023-09-24T19:18:48.071Z","2023-09-24T19:18:53.066Z",TRUE,"pitch","54a21c29-3ad6-44ef-a1a3-dddbfe3faaf0",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2162,1.5403,NA,120.29,194.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Home Run","home_run","Adam Duvall homers (21) on a fly ball to left center field.",1,3,2,47,"bottom",6,"2023-09-24T19:18:35.061Z","2023-09-24T19:19:56.291Z",TRUE,TRUE,FALSE,FALSE,38,0,2,2,594807,"Adam Duvall","/api/v1/people/594807","R","Right",605182,"Mike Clevinger","/api/v1/people/605182","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Chicago White Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",80.2,73.5,8,2,0.4709,6.6016,24.0267,-36.1086,0.8875,-2.8789,-0.0864,1.6262,2.5773,-116.7622,-1.508,-1.3242,50.0021,5.7091,1.213,2.4,10.8,24,2181,69,NA,NA,NA,NA,NA,NA,FALSE,-48.1,-5.3,-2.3,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716453,"2023-09-24",2,"2023-09-24T19:19:16.375Z","2023-09-24T19:19:30.898Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,594807,"/api/v1/people/594807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"47","atBat","Home Run","home_run","Adam Duvall homers (21) on a fly ball to left center field.",1,3,2,47,"bottom",6,"2023-09-24T19:18:35.061Z","2023-09-24T19:19:56.291Z",TRUE,TRUE,FALSE,FALSE,38,0,2,2,594807,"Adam Duvall","/api/v1/people/594807","R","Right",605182,"Mike Clevinger","/api/v1/people/605182","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716453,"2023-09-24",2,"2023-09-24T19:18:10.638Z","2023-09-24T19:18:19.142Z",TRUE,"pitch","acc08556-c82a-4d41-ac0b-c34fabdd42ff",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.24,1.43,NA,141.94,187.01,"fly_ball","medium","7",50.94,101.24,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Flyout","field_out","Masataka Yoshida flies out to left fielder Andrew Benintendi.",0,3,1,46,"bottom",6,"2023-09-24T19:17:25.175Z","2023-09-24T19:18:19.142Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",605182,"Mike Clevinger","/api/v1/people/605182","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Chicago White Sox","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.3,78.2,7,2,0.4417,6.8566,24.9056,-21.1894,-9.9378,7.051,-0.6543,1.9172,4.5869,-124.0382,-4.728,-1.2369,50.0018,5.6158,-15.4777,33.6,7.2,24,1457,228,89.6,38,306,NA,NA,NA,TRUE,-25.8,11.9,16.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716453,"2023-09-24",1,"2023-09-24T19:17:51.754Z","2023-09-24T19:17:55.189Z",TRUE,"pitch","859ca158-551a-4219-b507-81691a64f8c2",2,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,1,1,NA,NA,3.24,1.43,NA,153.78,155.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Flyout","field_out","Masataka Yoshida flies out to left fielder Andrew Benintendi.",0,3,1,46,"bottom",6,"2023-09-24T19:17:25.175Z","2023-09-24T19:18:19.142Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",605182,"Mike Clevinger","/api/v1/people/605182","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.4,82.4,11,2,0.4168,6.8597,28.66,-18.8422,-9.4366,7.6254,-0.9648,3.0777,4.9444,-131.56,-2.6074,-1.6455,50.001,5.4828,-16.492,38.4,6,24,1891,207,NA,NA,NA,NA,NA,NA,FALSE,-20.2,13.4,16,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716453,"2023-09-24",0,"2023-09-24T19:17:32.829Z","2023-09-24T19:17:38.201Z",TRUE,"pitch","8f9f69f9-a29b-4be9-9969-49c9b77996bc",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3938,1.479,NA,155.95,158.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46","atBat","Flyout","field_out","Masataka Yoshida flies out to left fielder Andrew Benintendi.",0,3,1,46,"bottom",6,"2023-09-24T19:17:25.175Z","2023-09-24T19:18:19.142Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",605182,"Mike Clevinger","/api/v1/people/605182","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Chicago White Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.5,83.7,11,2,0.411,6.9865,28.581,-14.4833,-4.9033,9.8327,-1.0219,2.973,3.1278,-133.2666,-4.0735,-1.5736,50.0014,5.5671,-8.8208,27.6,3.6,24,2051,199,NA,NA,NA,NA,NA,NA,FALSE,-15.5,17.2,8.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
