"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718386,"2023-04-29",5,"2023-04-29T02:24:34.890Z","2023-04-29T02:24:42.953Z",TRUE,"pitch","4b4b29b8-5b64-40ab-baa4-00e02edea930",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.3,1.6,NA,133.46,206.87,"ground_ball","medium","6",116.74,142.25,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Matt Thaiss grounds out, shortstop Willy Adames to first baseman Luke Voit.",0,1,2,70,"top",9,"2023-04-29T02:23:04.868Z","2023-04-29T02:24:42.953Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84,76.6,13,0.89,0.4504,7.0956,26.0734,-33.1751,-11.7662,-0.6751,-0.4318,1.1817,7.7137,-122.0414,-2.6452,-2.1195,50.0001,5.1633,-17.5834,25.2,9.6,24,2731,275,90.1,7,125,NA,NA,NA,TRUE,-40.8,-1.7,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718386,"2023-04-29",4,"2023-04-29T02:24:03.879Z","2023-04-29T02:24:08.748Z",TRUE,"pitch","1b7bd642-debc-48e6-865a-6eb9f8c99619",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1315,1.5186,NA,127.31,236.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Matt Thaiss grounds out, shortstop Willy Adames to first baseman Luke Voit.",0,1,2,70,"top",9,"2023-04-29T02:23:04.868Z","2023-04-29T02:24:42.953Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.8,76.6,13,0.9,0.452,7.201,26.3464,-34.7854,-11.814,-1.7661,-0.2704,0.0972,7.8421,-121.6861,-4.7412,-2.0181,50.0006,5.1217,-17.5189,24,10.8,24,2814,278,NA,NA,NA,NA,NA,NA,FALSE,-43.7,-4.2,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718386,"2023-04-29",3,"2023-04-29T02:23:44.076Z","2023-04-29T02:23:48.102Z",TRUE,"pitch","3a9a3c15-1890-4126-93ae-2f605ad56b6f",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.1033,1.5186,NA,131.13,196.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Matt Thaiss grounds out, shortstop Willy Adames to first baseman Luke Voit.",0,1,2,70,"top",9,"2023-04-29T02:23:04.868Z","2023-04-29T02:24:42.953Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84,76.7,7,0.89,0.45,7.1703,25.5317,-32.4039,-12.4843,-0.1556,-0.3707,1.5479,7.6301,-122.0394,-2.2636,-1.9266,50.0006,5.2968,-18.7019,27.6,9.6,24,2772,273,NA,NA,NA,NA,NA,NA,FALSE,-39.7,-0.6,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718386,"2023-04-29",2,"2023-04-29T02:23:24.653Z","2023-04-29T02:23:29.320Z",TRUE,"pitch","f90e9961-d346-4df3-a1ee-d03d03c9c91a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1315,1.5749,NA,130.26,205.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Matt Thaiss grounds out, shortstop Willy Adames to first baseman Luke Voit.",0,1,2,70,"top",9,"2023-04-29T02:23:04.868Z","2023-04-29T02:24:42.953Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.8,78.5,13,0.85,0.4401,7.3812,26.2231,-30.1245,-12.2664,1.3115,-0.3479,1.221,7.9271,-124.6791,-3.8493,-1.9828,50.0048,5.2844,-19.2186,30,9.6,24,2736,266,NA,NA,NA,NA,NA,NA,FALSE,-35.8,1.7,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718386,"2023-04-29",1,"2023-04-29T02:23:07.169Z","2023-04-29T02:23:11.209Z",TRUE,"pitch","c4988418-1786-4187-a4a6-37d291171eb8",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.3,1.6,NA,126.81,157.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Matt Thaiss grounds out, shortstop Willy Adames to first baseman Luke Voit.",0,1,2,70,"top",9,"2023-04-29T02:23:04.868Z","2023-04-29T02:24:42.953Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.2,2,0.9,0.4025,7.7035,31.8725,-12.5899,-6.0704,10.4598,-0.2573,3.0115,5.9251,-136.4334,-4.4068,-1.6755,50.0063,5.5247,-11.3705,36,3.6,24,2330,215,NA,NA,NA,NA,NA,NA,FALSE,-13.2,18.1,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718386,"2023-04-29",0,"2023-04-29T02:22:54.864Z","2023-04-29T02:23:07.169Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Matt Thaiss replaces Chad Wallach.","Offensive Substitution",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,642136,"/api/v1/people/642136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","70","atBat","Groundout","field_out","Matt Thaiss grounds out, shortstop Willy Adames to first baseman Luke Voit.",0,1,2,70,"top",9,"2023-04-29T02:23:04.868Z","2023-04-29T02:24:42.953Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,642136,"Matt Thaiss","/api/v1/people/642136","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,595453,"/api/v1/people/595453",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718386,"2023-04-29",2,"2023-04-29T02:22:29.402Z","2023-04-29T02:22:34.264Z",TRUE,"pitch","dc9216b3-1667-4bfe-90fc-0415067534a2",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,1,NA,NA,3.37,1.63,NA,136.35,222.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Gio Urshela strikes out swinging.",0,1,2,69,"top",9,"2023-04-29T02:21:51.865Z","2023-04-29T02:22:34.264Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.3,76.8,13,0.89,0.4496,7.3188,27.0879,-33.3944,-13.1266,-0.8124,-0.5076,0.6199,7.7152,-122.4444,-4.0197,-2.0149,50.0053,5.1805,-19.6774,27.6,10.8,24,2729,274,NA,NA,NA,NA,NA,NA,TRUE,-41.3,-2.3,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718386,"2023-04-29",1,"2023-04-29T02:22:12.632Z","2023-04-29T02:22:16.222Z",TRUE,"pitch","841fa519-f9e5-4516-aa4a-12b136f60882",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.37,1.63,NA,84.64,201.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Gio Urshela strikes out swinging.",0,1,2,69,"top",9,"2023-04-29T02:21:51.865Z","2023-04-29T02:22:34.264Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.2,76.4,14,0.89,0.4505,7.279,26.4178,-27.9549,-14.1234,2.8268,0.849,1.3671,10.8752,-122.0835,-3.4752,-1.8517,50.0036,5.243,-21.0937,33.6,9.6,24,2791,269,NA,NA,NA,NA,NA,NA,FALSE,-34.8,4.4,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718386,"2023-04-29",0,"2023-04-29T02:21:57.880Z","2023-04-29T02:22:01.467Z",TRUE,"pitch","dcd380fc-e0c6-4fdd-a3bc-f76a3c89517f",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.37,1.63,NA,145.59,198.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Gio Urshela strikes out swinging.",0,1,2,69,"top",9,"2023-04-29T02:21:51.865Z","2023-04-29T02:22:34.264Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,570482,"Gio Urshela","/api/v1/people/570482","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.3,76.4,13,0.9,0.4501,6.7714,27.5579,-33.8009,-13.6909,-1.0859,-0.7499,1.5014,7.1179,-122.3928,-2.0856,-1.9402,50.0058,5.3017,-20.4608,28.8,10.8,24,2794,270,NA,NA,NA,NA,NA,NA,FALSE,-41.4,-2.3,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718386,"2023-04-29",9,"2023-04-29T02:21:21.534Z","2023-04-29T02:21:31.283Z",TRUE,"pitch","4011519c-effa-46c0-a601-0ad1a74207f0",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.56,1.77,NA,110.36,198.75,"ground_ball","medium","5",103.55,163.11,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Brandon Drury grounds out, third baseman Brian Anderson to first baseman Luke Voit.",0,1,2,68,"top",9,"2023-04-29T02:19:50.805Z","2023-04-29T02:21:31.283Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,592273,"Brandon Drury","/api/v1/people/592273","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Milwaukee Brewers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.5,78,14,0.88,0.4424,7.3408,26.7808,-32.9967,-12.5407,-0.5326,0.1742,1.4825,8.8557,-124.1843,-2.485,-1.8235,50.0014,5.2632,-19.4244,27.6,9.6,24,2759,270,93.3,-24,5,NA,NA,NA,TRUE,-39.1,-1.3,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
