"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
747041,"2024-05-11",2,"2024-05-11T23:15:50.848Z","2024-05-11T23:16:03.632Z",TRUE,"pitch","04dd96a7-50c0-4c09-b9e2-6949be60a9d2",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,0,NA,NA,3.51,1.61,NA,108.69,198.35,"ground_ball","medium","9",199.49,124.45,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Single","single","Jordan Westburg singles on a ground ball to right fielder Jake McCarthy. Colton Cowser scores.",1,4,5,84,"bottom",11,"2024-05-11T23:15:33.980Z","2024-05-11T23:16:03.632Z",TRUE,TRUE,FALSE,FALSE,60,0,0,0,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,78.7,8,0.91,0.4392,5.6954,27.457,-33.6493,1.1502,-0.9407,0.2179,1.4973,5.9373,-125.1489,-3.1374,-2.3437,50.0015,5.5498,1.8065,4.8,8.4,24,2621,39,67.3,13,121,NA,NA,NA,FALSE,-39.5,-2.3,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,676059,"Jordan Westburg","/api/v1/people/676059"
747041,"2024-05-11",0,"2024-05-11T23:15:49.480Z","2024-05-11T23:15:50.480Z",FALSE,"action",NA,NA,"Colton Cowser starts inning at 2nd base.","Runner Placed On Base",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,681297,"/api/v1/people/681297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"84","atBat","Single","single","Jordan Westburg singles on a ground ball to right fielder Jake McCarthy. Colton Cowser scores.",1,4,5,84,"bottom",11,"2024-05-11T23:15:33.980Z","2024-05-11T23:16:03.632Z",TRUE,TRUE,FALSE,FALSE,60,0,0,0,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747041,"2024-05-11",1,"2024-05-11T23:15:33.980Z","2024-05-11T23:15:38.980Z",FALSE,"stepoff","d1644008-faaa-46fc-a125-17460b0b1ba6",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Single","single","Jordan Westburg singles on a ground ball to right fielder Jake McCarthy. Colton Cowser scores.",1,4,5,84,"bottom",11,"2024-05-11T23:15:33.980Z","2024-05-11T23:16:03.632Z",TRUE,TRUE,FALSE,FALSE,60,0,0,0,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",686826,"Bryce Jarvis","/api/v1/people/686826","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747041,"2024-05-11",2,"2024-05-11T23:13:10.681Z","2024-05-11T23:13:17.513Z",TRUE,"pitch","2db0bce1-4775-4fb3-92f6-3e7590d4ce86",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.4,1.58,NA,107.87,206.6,"ground_ball","medium","6",105.58,152.42,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Forceout","force_out","Eugenio Suárez grounds into a force out, shortstop Gunnar Henderson to second baseman Jorge Mateo. Christian Walker out at 2nd.",0,4,4,83,"top",11,"2024-05-11T23:12:07.565Z","2024-05-11T23:13:17.513Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Baltimore Orioles","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.1,78.4,14,0.9,0.4427,6.6049,25.3133,-38.0852,6.9331,-3.8159,0.2395,1.1917,5.0163,-123.8528,-0.8422,-2.7145,50.0021,4.7283,10.7425,16.8,10.8,24,2787,62,80.6,1,44,NA,NA,NA,TRUE,-44.6,-6.8,-13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747041,"2024-05-11",1,"2024-05-11T23:12:51.271Z","2024-05-11T23:12:54.825Z",TRUE,"pitch","35fb9079-ce7c-402e-8267-b64c31fecad7",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.504,1.6648,NA,109.63,148.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Forceout","force_out","Eugenio Suárez grounds into a force out, shortstop Gunnar Henderson to second baseman Jorge Mateo. Christian Walker out at 2nd.",0,4,4,83,"top",11,"2024-05-11T23:12:07.565Z","2024-05-11T23:13:17.513Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.8,2,0.9,0.3997,6.7641,31.579,-15.2257,-7.2266,8.917,0.1933,3.3564,10.1983,-137.2708,-0.6496,-2.6383,50.0008,4.6367,-13.7336,36,3.6,24,2430,223,NA,NA,NA,NA,NA,NA,FALSE,-14.6,16.2,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747041,"2024-05-11",0,"2024-05-11T23:12:32.767Z","2024-05-11T23:12:36.796Z",TRUE,"pitch","1bc08ffd-d14d-4f51-bcc7-bc0df16ec16b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.445,1.6055,NA,89.73,140.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Forceout","force_out","Eugenio Suárez grounds into a force out, shortstop Gunnar Henderson to second baseman Jorge Mateo. Christian Walker out at 2nd.",0,4,4,83,"top",11,"2024-05-11T23:12:07.565Z","2024-05-11T23:13:17.513Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,84.6,12,0.9,0.4048,6.6893,32.1811,-13.8813,-6.4963,9.8877,0.7154,3.6381,11.0478,-135.7692,-0.3436,-2.5791,50.0055,4.74,-12.0231,33.6,3.6,24,2423,217,NA,NA,NA,NA,NA,NA,FALSE,-13.7,18,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747041,"2024-05-11",7,"2024-05-11T23:11:53.643Z","2024-05-11T23:11:57.425Z",TRUE,"pitch","d15d4f92-ae6c-47d4-a651-378d9fd8fd37",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.4318,1.7022,NA,95.26,158.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Jake McCarthy called out on strikes.",0,4,4,82,"top",11,"2024-05-11T23:10:00.544Z","2024-05-11T23:11:57.425Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.5,3,0.9,0.4007,6.8372,32.3851,-15.8873,-7.6458,8.6236,0.5704,2.9849,11.3146,-137.0766,-1.5065,-2.6316,50.0062,4.6348,-14.447,36,4.8,24,2354,225,NA,NA,NA,NA,NA,NA,TRUE,-15.6,15.5,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,682998,"Corbin Carroll","/api/v1/people/682998",572233,"Christian Walker","/api/v1/people/572233"
747041,"2024-05-11",6,"2024-05-11T23:11:26.851Z","2024-05-11T23:11:30.728Z",TRUE,"pitch","e4e0c013-a8bd-40b0-a04b-b06ac195dc44",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.43,1.68,NA,138.87,138.41,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Jake McCarthy called out on strikes.",0,4,4,82,"top",11,"2024-05-11T23:10:00.544Z","2024-05-11T23:11:57.425Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,85.9,11,0.91,0.3972,6.7695,34.451,-13.59,-7.0569,9.6803,-0.5737,3.7175,8.46,-138.533,-0.2115,-2.7679,50.0046,4.7129,-13.5515,39.6,3.6,24,2442,218,NA,NA,NA,NA,NA,NA,FALSE,-12.8,17.6,10.8,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747041,"2024-05-11",4,"2024-05-11T23:10:57.818Z","2024-05-11T23:11:00.941Z",TRUE,"pitch","d6258cb9-dd28-4ef0-8197-1a4a3b07d050",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.43,1.68,NA,131.53,138.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Jake McCarthy called out on strikes.",0,4,4,82,"top",11,"2024-05-11T23:10:00.544Z","2024-05-11T23:11:57.425Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85,11,0.9,0.4024,6.7377,32.238,-15.0092,-6.6625,9.1658,-0.3812,3.6966,8.6172,-136.5207,-0.1063,-2.7244,50.0033,4.776,-12.4787,34.8,3.6,24,2442,219,NA,NA,NA,NA,NA,NA,FALSE,-14.5,16.8,10.1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747041,"2024-05-11",3,"2024-05-11T23:10:37.414Z","2024-05-11T23:10:41.051Z",TRUE,"pitch","8c4aefbe-7ecb-4643-9a3e-2d59e0f5f631",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.3237,1.6407,NA,143.79,179.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Jake McCarthy called out on strikes.",0,4,4,82,"top",11,"2024-05-11T23:10:00.544Z","2024-05-11T23:11:57.425Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664983,"Jake McCarthy","/api/v1/people/664983","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Baltimore Orioles",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",84.6,77,4,0.9,0.4474,6.595,27.8252,-40.7269,7.4777,-5.6507,-0.7028,2.1969,2.9687,-123.1265,1.8068,-2.901,50.0051,4.9383,11.3118,16.8,10.8,24,2817,65,NA,NA,NA,NA,NA,NA,FALSE,-48,-9.4,-14.3,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
