"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745832,"2024-04-29",7,"2024-04-30T01:16:52.379Z","2024-04-30T01:16:58.527Z",TRUE,"pitch","f3316a55-06e7-40d9-9381-1122465929ee",6,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.36,1.59,NA,111.84,215.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,1,65,"bottom",9,"2024-04-30T01:14:38.166Z","2024-04-30T01:16:58.527Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",84.7,77.5,14,0.89,0.4463,6.1379,26.7735,-30.5771,-4.5936,1.0513,0.1353,0.8753,4.2476,-123.2134,-5.7922,-1.0225,50.004,5.8721,-6.9927,10.8,8.4,24,1155,250,NA,NA,NA,NA,NA,NA,TRUE,-37.8,0.7,7.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745832,"2024-04-29",6,"2024-04-30T01:16:23.607Z","2024-04-30T01:16:31.187Z",TRUE,"pitch","a8576c3a-1ecd-4f04-a07e-3b3739288710",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.36,1.59,NA,97.08,192.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,1,65,"bottom",9,"2024-04-30T01:14:38.166Z","2024-04-30T01:16:58.527Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",84.5,77.1,9,0.9,0.4474,6.0756,26.7636,-30.3678,-5.5782,1.1895,0.5226,1.7113,5.6904,-122.9241,-4.1076,-1.1092,50.0008,6.0124,-8.4461,13.2,8.4,24,1274,250,NA,NA,NA,NA,NA,NA,FALSE,-37.3,1.3,8.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745832,"2024-04-29",5,"2024-04-30T01:16:04.282Z","2024-04-30T01:16:10.052Z",TRUE,"pitch","e4e70e70-8bfa-4f15-b3e2-2d636d4f73f3",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4051,1.588,NA,83.27,194.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,1,65,"bottom",9,"2024-04-30T01:14:38.166Z","2024-04-30T01:16:58.527Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",84,76.9,14,0.9,0.4493,6.3294,25.3018,-26.6552,-5.7868,3.6731,0.885,1.6432,6.801,-122.1533,-4.626,-1.1906,50.003,5.8681,-8.6971,15.6,7.2,24,1396,245,NA,NA,NA,NA,NA,NA,FALSE,-33.2,5.8,8.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745832,"2024-04-29",4,"2024-04-30T01:15:39.552Z","2024-04-30T01:15:43.370Z",TRUE,"pitch","df886581-f0b9-4388-9664-b107edbd6dba",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.36,1.59,NA,129.28,153.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,1,65,"bottom",9,"2024-04-30T01:14:38.166Z","2024-04-30T01:16:58.527Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.5,1,0.9,0.4016,6.066,30.9655,-13.0258,-4.4156,10.1692,-0.3222,3.1403,3.731,-136.5696,-4.983,-1.1345,50.0031,5.8893,-8.3148,27.6,3.6,24,2370,218,NA,NA,NA,NA,NA,NA,FALSE,-13.6,17.5,7.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745832,"2024-04-29",2,"2024-04-30T01:14:59.174Z","2024-04-30T01:15:02.917Z",TRUE,"pitch","33a2509a-a4e0-4876-a286-2f3dc231fad4",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.36,1.59,NA,154.93,175.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,1,65,"bottom",9,"2024-04-30T01:14:38.166Z","2024-04-30T01:16:58.527Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,85.2,13,2,0.4034,5.9291,31.4621,-17.5927,-7.3777,7.8211,-0.995,2.3387,3.0472,-136.0834,-6.2365,-1.1743,50.0038,5.8902,-13.7588,34.8,4.8,24,2406,207,NA,NA,NA,NA,NA,NA,FALSE,-18.5,13,12.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745832,"2024-04-29",1,"2024-04-30T01:14:40.401Z","2024-04-30T01:14:45.007Z",TRUE,"pitch","f8f0ce22-cfb7-456c-8ccd-5936062dc731",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3425,1.6114,NA,104.75,185.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,1,65,"bottom",9,"2024-04-30T01:14:38.166Z","2024-04-30T01:16:58.527Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",83.6,77,9,0.9,0.4501,6.2374,23.5515,-27.9795,-4.3167,2.7963,0.3215,1.988,4.8576,-121.6166,-3.937,-1.1397,50.0029,6.051,-6.4753,10.8,8.4,24,1489,268,NA,NA,NA,NA,NA,NA,FALSE,-34.7,4.4,6.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745832,"2024-04-29",0,"2024-04-30T01:14:09.952Z","2024-04-30T01:14:40.401Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Brett Baty replaces Joey Wendle.","Offensive Substitution",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,683146,"/api/v1/people/683146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","702","65","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,1,65,"bottom",9,"2024-04-30T01:14:38.166Z","2024-04-30T01:16:58.527Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,621563,"/api/v1/people/621563",NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745832,"2024-04-29",3,"2024-04-30T01:15:16.552Z","2024-04-30T01:15:39.552Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,683146,"/api/v1/people/683146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Brett Baty strikes out swinging.",0,3,1,65,"bottom",9,"2024-04-30T01:14:38.166Z","2024-04-30T01:16:58.527Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683146,"Brett Baty","/api/v1/people/683146","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745832,"2024-04-29",6,"2024-04-30T01:13:49.714Z","2024-04-30T01:13:56.102Z",TRUE,"pitch","e8faefec-b0e6-4245-9286-585418ffc342",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.15,1.5,NA,90.93,159.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","DJ Stewart strikes out swinging.",0,3,1,64,"bottom",9,"2024-04-30T01:12:25.020Z","2024-04-30T01:13:56.102Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,621466,"DJ Stewart","/api/v1/people/621466","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",83.3,76.6,3,0.91,0.4515,6.2029,23.4659,-27.4331,-4.3524,3.1822,0.6838,2.9213,6.0944,-121.2519,-1.7237,-1.2955,50.0033,6.0325,-6.4879,10.8,7.2,24,1303,253,NA,NA,NA,NA,NA,NA,TRUE,-33.7,5.6,6.5,NA,NA,NA,NA,NA,TRUE,FALSE,643446,"Jeff McNeil","/api/v1/people/643446",624413,"Pete Alonso","/api/v1/people/624413",NA,NA,NA
745832,"2024-04-29",5,"2024-04-30T01:13:28.445Z","2024-04-30T01:13:34.548Z",TRUE,"pitch","487dd7bc-67a7-4072-982e-7ff50856d802",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.1192,1.4802,NA,135.19,195.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","DJ Stewart strikes out swinging.",0,3,1,64,"bottom",9,"2024-04-30T01:12:25.020Z","2024-04-30T01:13:56.102Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,621466,"DJ Stewart","/api/v1/people/621466","L","Left",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.4,7,0.9,0.4063,6.0175,32.9988,-13.6295,-5.783,10.1039,-0.4771,1.61,3.7868,-135.4536,-8.4501,-1.1509,50.0006,5.7491,-10.612,32.4,3.6,24,2508,217,NA,NA,NA,NA,NA,NA,FALSE,-15.5,16.4,9.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
