"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745275,"2024-04-03",0,"2024-04-03T22:33:39.552Z","2024-04-03T22:33:47.078Z",TRUE,"pitch","8a39725e-d4b5-4d35-8857-3095e3aa934a",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.15,1.48,NA,123.47,170.94,"fly_ball","medium","7",92.23,105.38,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Luis Urías flies out to left fielder Steven Kwan.",0,8,0,75,"bottom",9,"2024-04-03T22:33:20.047Z","2024-04-03T22:33:47.078Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,649966,"Luis Urías","/api/v1/people/649966","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88.6,5,0.89,0.3903,6.7104,29.1328,-17.2459,6.7677,7.4671,-0.1697,2.5125,-7.6534,-139.9095,-4.677,1.7113,50.0004,5.3225,13.5259,33.6,4.8,24,2436,130,71.8,31,251,NA,NA,NA,TRUE,-16.6,12.8,-10.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745275,"2024-04-03",4,"2024-04-03T22:33:11.650Z","2024-04-03T22:33:15.406Z",TRUE,"pitch","6fa5c2fe-87af-403b-abb8-b89b75c1ad42",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.4398,1.687,NA,79.49,164.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Dylan Moore walks.",0,8,0,74,"bottom",9,"2024-04-03T22:31:58.899Z","2024-04-03T22:33:15.406Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,664238,"Dylan Moore","/api/v1/people/664238","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87.8,12,0.86,0.3946,6.6216,26.8102,-18.5689,5.761,6.9488,0.9841,2.7381,-4.8458,-138.0819,-3.7346,2.0016,50.0006,5.3357,11.2755,28.8,4.8,24,2381,133,NA,NA,NA,NA,NA,NA,FALSE,-17.9,12.1,-9.6,NA,NA,NA,NA,NA,FALSE,FALSE,664238,"Dylan Moore","/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745275,"2024-04-03",3,"2024-04-03T22:32:58.097Z","2024-04-03T22:33:01.140Z",TRUE,"pitch","64bef4aa-a759-4385-aa38-1f9aef246bde",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.3817,1.6292,NA,99.95,158.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Dylan Moore walks.",0,8,0,74,"bottom",9,"2024-04-03T22:31:58.899Z","2024-04-03T22:33:15.406Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,664238,"Dylan Moore","/api/v1/people/664238","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.9,3,0.89,0.3942,6.5369,26.5246,-16.3559,6.5126,8.0632,0.4474,2.9578,-6.1143,-138.1714,-3.6705,1.8271,50.0035,5.3809,12.7789,34.8,4.8,24,2484,139,NA,NA,NA,NA,NA,NA,FALSE,-15.8,14.2,-10.8,NA,NA,NA,NA,NA,FALSE,FALSE,664238,"Dylan Moore","/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745275,"2024-04-03",2,"2024-04-03T22:32:43.885Z","2024-04-03T22:32:47.368Z",TRUE,"pitch","b45a09b7-7f5f-4458-b4f9-2c92293933c1",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.4351,1.582,NA,86.25,204.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Dylan Moore walks.",0,8,0,74,"bottom",9,"2024-04-03T22:31:58.899Z","2024-04-03T22:33:15.406Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,664238,"Dylan Moore","/api/v1/people/664238","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,88.2,14,0.9,0.392,6.4719,29.8822,-16.997,5.5625,7.6655,0.8067,1.277,-5.9213,-139.4476,-7.8015,2.2298,50.0008,5.2217,11.0093,27.6,4.8,24,2414,130,NA,NA,NA,NA,NA,NA,FALSE,-17.2,12.5,-8.9,NA,NA,NA,NA,NA,FALSE,FALSE,664238,"Dylan Moore","/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745275,"2024-04-03",1,"2024-04-03T22:32:28.571Z","2024-04-03T22:32:32.270Z",TRUE,"pitch","f4dab9e5-8967-4f61-847b-9dfdff7c6ae7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.479,1.626,NA,110.25,205.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Dylan Moore walks.",0,8,0,74,"bottom",9,"2024-04-03T22:31:58.899Z","2024-04-03T22:33:15.406Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,664238,"Dylan Moore","/api/v1/people/664238","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.6,76.9,14,0.93,0.4543,6.5875,22.0899,-35.9519,-5.0764,-2.564,0.177,1.2193,-3.5261,-120.2993,-3.5386,2.3183,50.0018,5.8776,-7.4821,12,10.8,24,2480,305,NA,NA,NA,NA,NA,NA,FALSE,-45,-5.2,10,NA,NA,NA,NA,NA,FALSE,FALSE,664238,"Dylan Moore","/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745275,"2024-04-03",0,"2024-04-03T22:32:13.963Z","2024-04-03T22:32:19.667Z",TRUE,"pitch","61687b0b-7c21-4315-ac1b-b6afc9d28168",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4151,1.5951,NA,139.99,221.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Dylan Moore walks.",0,8,0,74,"bottom",9,"2024-04-03T22:31:58.899Z","2024-04-03T22:33:15.406Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,664238,"Dylan Moore","/api/v1/people/664238","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.8,75.6,13,0.93,0.4612,6.486,23.85,-35.0047,-6.3061,-1.9827,-0.6032,0.6355,-4.829,-118.9814,-4.8317,2.2754,50.003,5.8813,-8.998,15.6,10.8,24,2328,316,NA,NA,NA,NA,NA,NA,FALSE,-45.6,-4.6,12.6,NA,NA,NA,NA,NA,FALSE,FALSE,664238,"Dylan Moore","/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745275,"2024-04-03",4,"2024-04-03T22:31:43.281Z","2024-04-03T22:31:51.120Z",TRUE,"pitch","3cab95ee-247b-46ef-98a2-aaf88c0438dd",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.29,1.5,NA,127.4,205.92,"ground_ball","medium","4",135.56,133.85,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Ty France grounds out, second baseman Gabriel Arias to first baseman Josh Naylor.",0,8,0,73,"bottom",9,"2024-04-03T22:30:12.743Z","2024-04-03T22:31:51.120Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,664034,"Ty France","/api/v1/people/664034","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,89.4,13,0.91,0.3863,6.5647,31.968,-16.557,5.3314,7.6698,-0.2727,1.2171,-7.4569,-141.7003,-8.321,1.6986,50.0043,5.2468,10.8579,26.4,3.6,24,2392,131,110.9,-2,21,NA,NA,NA,TRUE,-16.4,12.4,-8.2,NA,NA,NA,NA,NA,TRUE,FALSE,664238,"Dylan Moore","/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745275,"2024-04-03",3,"2024-04-03T22:31:25.664Z","2024-04-03T22:31:28.758Z",TRUE,"pitch","1093638e-ad88-4a2c-89d9-6f01ca63aded",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2574,1.4688,NA,161.24,224.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Ty France grounds out, second baseman Gabriel Arias to first baseman Josh Naylor.",0,8,0,73,"bottom",9,"2024-04-03T22:30:12.743Z","2024-04-03T22:31:51.120Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,664034,"Ty France","/api/v1/people/664034","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,89.6,13,0.91,0.3879,6.9089,28.6855,-15.2723,4.4242,8.3476,-1.1607,0.5163,-9.513,-140.6355,-10.4789,1.6747,50.0018,5.2557,8.9574,22.8,3.6,24,2315,136,NA,NA,NA,NA,NA,NA,FALSE,-15.7,13.3,-6.2,NA,NA,NA,NA,NA,TRUE,FALSE,664238,"Dylan Moore","/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745275,"2024-04-03",2,"2024-04-03T22:31:03.420Z","2024-04-03T22:31:08.892Z",TRUE,"pitch","3877facd-9a41-4e15-b2ed-c2489756eea7",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.29,1.5,NA,143.8,243.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Ty France grounds out, second baseman Gabriel Arias to first baseman Josh Naylor.",0,8,0,73,"bottom",9,"2024-04-03T22:30:12.743Z","2024-04-03T22:31:51.120Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,664034,"Ty France","/api/v1/people/664034","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",83,77.7,13,0.93,0.4525,6.7032,21.824,-35.7127,-2.7463,-2.3794,-0.703,-0.1868,-5.8414,-120.7088,-6.7937,2.0979,50.0046,5.7801,-4.0823,7.2,9.6,24,2316,317,NA,NA,NA,NA,NA,NA,FALSE,-45.1,-5.6,6.2,NA,NA,NA,NA,NA,TRUE,FALSE,664238,"Dylan Moore","/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745275,"2024-04-03",1,"2024-04-03T22:30:43.131Z","2024-04-03T22:30:48.511Z",TRUE,"pitch","17785e8c-5446-4e88-9a24-a718ba4d593c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.29,1.5,NA,117.17,193.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Ty France grounds out, second baseman Gabriel Arias to first baseman Josh Naylor.",0,8,0,73,"bottom",9,"2024-04-03T22:30:12.743Z","2024-04-03T22:31:51.120Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,664034,"Ty France","/api/v1/people/664034","R","Right",682120,"Tim Herrin","/api/v1/people/682120","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Cleveland Guardians","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,80.5,8,0.9,0.4298,7.1177,26.7953,-28.0186,0.728,2.5244,-0.0045,1.6815,-5.8385,-127.5538,-4.143,2.2217,50.0006,5.5417,1.1977,0,7.2,24,2365,260,NA,NA,NA,NA,NA,NA,FALSE,-31.8,3.8,0,NA,NA,NA,NA,NA,TRUE,FALSE,664238,"Dylan Moore","/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
