"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717020,"2023-08-13",0,"2023-08-13T02:36:00.621Z","2023-08-13T02:36:08.221Z",TRUE,"pitch","d49092ab-0f87-4901-ab41-ae2e935b909c",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.26,1.54,NA,125.43,206.98,"ground_ball","medium","3",158.61,170.34,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Jake Cronenworth grounds out to first baseman Christian Walker.",0,0,3,67,"top",9,"2023-08-13T02:35:55.747Z","2023-08-13T02:36:08.221Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.3,77.9,13,0.9,0.443,6.7952,26.927,-25.4742,4.7151,4.3398,-0.2212,1.1776,6.5175,-124.0809,-2.6063,-3.504,50.0059,4.3844,7.2866,18,7.2,24,2404,92,75.5,-31,2,NA,NA,NA,TRUE,-30.5,7.4,-10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717020,"2023-08-13",3,"2023-08-13T02:35:23.095Z","2023-08-13T02:35:30.996Z",TRUE,"pitch","e85d78e1-d496-4120-85cc-6eb9a2d6438a",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.57,1.65,NA,146.5,181.37,"ground_ball","medium","6",111.46,155.13,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Forceout","force_out","Xander Bogaerts grounds into a force out, shortstop Nick Ahmed to second baseman Ketel Marte. Juan Soto out at 2nd. Xander Bogaerts to 1st.",0,0,3,66,"top",9,"2023-08-13T02:34:06.866Z","2023-08-13T02:35:30.996Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.9,7,0.9,0.4021,6.6769,27.4372,-18.0885,-7.7256,7.4828,-0.7738,2.1262,10.0204,-135.7941,-2.3249,-3.4939,50.0065,4.2404,-14.551,33.6,4.8,24,2561,235,73.7,-19,8,NA,NA,NA,TRUE,-17.9,13.3,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,593428,"Xander Bogaerts","/api/v1/people/593428",NA,NA,NA,NA,NA,NA
717020,"2023-08-13",2,"2023-08-13T02:35:05.888Z","2023-08-13T02:35:08.888Z",TRUE,"pitch","86353936-09da-46db-8ffb-acba5cf3465b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.5178,1.587,NA,74.08,219.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Forceout","force_out","Xander Bogaerts grounds into a force out, shortstop Nick Ahmed to second baseman Ketel Marte. Juan Soto out at 2nd. Xander Bogaerts to 1st.",0,0,3,66,"top",9,"2023-08-13T02:34:06.866Z","2023-08-13T02:35:30.996Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.2,78.2,14,0.9,0.4437,6.6248,26.0219,-25.7264,6.8054,4.1806,1.126,0.7013,9.2253,-123.728,-3.0692,-3.5429,50.0001,4.127,10.488,25.2,7.2,24,2437,96,NA,NA,NA,NA,NA,NA,FALSE,-31,7.1,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717020,"2023-08-13",1,"2023-08-13T02:34:43.208Z","2023-08-13T02:34:46.208Z",TRUE,"pitch","fd52a9a5-1640-45d3-8d9c-866dd5d8b6ff",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.57,1.65,NA,146.22,185.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Forceout","force_out","Xander Bogaerts grounds into a force out, shortstop Nick Ahmed to second baseman Ketel Marte. Juan Soto out at 2nd. Xander Bogaerts to 1st.",0,0,3,66,"top",9,"2023-08-13T02:34:06.866Z","2023-08-13T02:35:30.996Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.3,77.4,7,0.89,0.4466,6.7109,24.2691,-26.4766,3.9558,3.7423,-0.7666,1.9757,5.9634,-122.6537,-0.1532,-3.7436,50.0042,4.2967,6.0277,15.6,7.2,24,2574,79,NA,NA,NA,NA,NA,NA,FALSE,-31.6,7,-8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717020,"2023-08-13",0,"2023-08-13T02:34:27.668Z","2023-08-13T02:34:31.607Z",TRUE,"pitch","990dbdae-0462-4a39-9dbf-8b6f6d734775",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4846,1.554,NA,134.02,172.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Forceout","force_out","Xander Bogaerts grounds into a force out, shortstop Nick Ahmed to second baseman Ketel Marte. Juan Soto out at 2nd. Xander Bogaerts to 1st.",0,0,3,66,"top",9,"2023-08-13T02:34:06.866Z","2023-08-13T02:35:30.996Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.9,77.1,4,0.9,0.4481,6.5879,23.8087,-25.0444,5.0706,4.712,-0.4465,2.4428,6.0347,-122.1728,0.4138,-3.6063,50.0038,4.4217,7.6733,19.2,7.2,24,2508,91,NA,NA,NA,NA,NA,NA,FALSE,-29.9,8.9,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717020,"2023-08-13",3,"2023-08-13T02:33:45.604Z","2023-08-13T02:33:52.587Z",TRUE,"pitch","2be540d0-8171-4d29-af96-25ec5b615f65",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,0,NA,NA,3.6224,1.6576,NA,146.55,189.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Manny Machado called out on strikes.",0,0,3,65,"top",9,"2023-08-13T02:32:25.275Z","2023-08-13T02:33:52.587Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,592518,"Manny Machado","/api/v1/people/592518","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.3,77.2,7,0.9,0.4469,6.6143,25.2291,-25.5764,6.5376,4.3383,-0.7752,1.819,4.8841,-122.7606,-0.7265,-3.6425,50,4.3038,9.9357,22.8,7.2,24,2508,103,NA,NA,NA,NA,NA,NA,TRUE,-30.6,7.9,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,665742,"Juan Soto","/api/v1/people/665742",NA,NA,NA,NA,NA,NA
717020,"2023-08-13",2,"2023-08-13T02:33:23.157Z","2023-08-13T02:33:26.157Z",TRUE,"pitch","45414125-4585-4af7-b1d9-cee530fe5a28",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.66,1.7,NA,97.11,196.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Manny Machado called out on strikes.",0,0,3,65,"top",9,"2023-08-13T02:32:25.275Z","2023-08-13T02:33:52.587Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,592518,"Manny Machado","/api/v1/people/592518","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.3,78.1,14,0.9,0.4427,6.6417,26.0849,-25.2745,4.6437,4.4575,0.5217,1.5727,8.4153,-123.9902,-1.5254,-3.5271,50.0041,4.3162,7.189,19.2,7.2,24,2464,94,NA,NA,NA,NA,NA,NA,FALSE,-29.9,7.9,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717020,"2023-08-13",1,"2023-08-13T02:32:58.354Z","2023-08-13T02:33:06.159Z",TRUE,"pitch","9c2f3fdd-d7bf-471b-9434-3e7456720908",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.66,1.7,NA,115.81,153.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Manny Machado called out on strikes.",0,0,3,65,"top",9,"2023-08-13T02:32:25.275Z","2023-08-13T02:33:52.587Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,592518,"Manny Machado","/api/v1/people/592518","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.7,2,0.9,0.4027,6.4648,27.6338,-19.406,-7.8824,6.8056,0.0313,3.1615,11.8287,-135.6295,0.2524,-3.3478,50.0052,4.4127,-14.7954,32.4,4.8,24,2551,240,NA,NA,NA,NA,NA,NA,FALSE,-18.7,12.6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717020,"2023-08-13",0,"2023-08-13T02:32:39.433Z","2023-08-13T02:32:42.433Z",TRUE,"pitch","36468dfa-96f0-4887-8609-e1c15c9f8a56",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.66,1.7,NA,122.06,168.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Manny Machado called out on strikes.",0,0,3,65,"top",9,"2023-08-13T02:32:25.275Z","2023-08-13T02:33:52.587Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,592518,"Manny Machado","/api/v1/people/592518","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.2,5,0.9,0.4038,6.5403,29.9994,-17.7008,-7.6211,7.7667,-0.1327,2.5923,11.3023,-135.7167,-1.2517,-3.3631,50.0021,4.2936,-14.2018,33.6,4.8,24,2564,235,NA,NA,NA,NA,NA,NA,FALSE,-17.5,14,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717020,"2023-08-13",7,"2023-08-13T02:32:02.803Z","2023-08-13T02:32:13.871Z",TRUE,"pitch","37b6c1c6-6780-455f-995a-df4183294c0a",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,0,NA,NA,3.09,1.49,NA,124.72,141.73,"ground_ball","medium","9",145.84,96.32,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Single","single","Juan Soto singles on a ground ball to right fielder Jake McCarthy.",0,0,3,64,"top",9,"2023-08-13T02:31:19.405Z","2023-08-13T02:32:13.871Z",TRUE,FALSE,FALSE,FALSE,33,0,2,0,665742,"Juan Soto","/api/v1/people/665742","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.2,11,0.9,0.4083,6.4264,28.7296,-19.487,-6.563,6.9601,-0.2025,3.5943,10.9602,-134.0984,1.4163,-3.4881,50.0037,4.4486,-11.9665,26.4,4.8,24,2551,238,97.9,8,128,NA,NA,NA,FALSE,-19.1,13.2,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,665742,"Juan Soto","/api/v1/people/665742",NA,NA,NA,NA,NA,NA
