"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716704,"2023-09-05",0,"2023-09-06T02:09:18.945Z","2023-09-06T02:09:29.380Z",FALSE,"no_pitch","230baf37-846f-419c-88ad-6896903faa79",NA,NA,NA,NA,NA,NA,FALSE,"N",NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Balk","balk","With Edward Olivares batting, Maikel Garcia scores on a balk. Bobby Witt Jr. advances to 3rd on a balk. MJ Melendez advances to 2nd on a balk.",0,6,7,80,"bottom",9,"2023-09-06T02:09:11.519Z","2023-09-06T02:09:29.380Z",TRUE,TRUE,FALSE,FALSE,39,0,0,2,658668,"Edward Olivares","/api/v1/people/658668","R","Right",666619,"Gregory Santos","/api/v1/people/666619","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,669004,"MJ Melendez","/api/v1/people/669004",677951,"Bobby Witt Jr.","/api/v1/people/677951",NA,NA,NA,NA
716704,"2023-09-05",0,"2023-09-06T02:08:50.749Z","2023-09-06T02:08:50.786Z",FALSE,"no_pitch","07167046-0806-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Intent Walk","intent_walk","Gregory Santos intentionally walks MJ Melendez.",0,6,6,79,"bottom",9,"2023-09-06T02:08:46.811Z","2023-09-06T02:08:52.306Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",666619,"Gregory Santos","/api/v1/people/666619","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716704,"2023-09-05",1,"2023-09-06T02:08:50.786Z","2023-09-06T02:08:50.787Z",FALSE,"no_pitch","07167046-0806-1013-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Intent Walk","intent_walk","Gregory Santos intentionally walks MJ Melendez.",0,6,6,79,"bottom",9,"2023-09-06T02:08:46.811Z","2023-09-06T02:08:52.306Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",666619,"Gregory Santos","/api/v1/people/666619","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716704,"2023-09-05",2,"2023-09-06T02:08:50.787Z","2023-09-06T02:08:50.788Z",FALSE,"no_pitch","07167046-0806-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Intent Walk","intent_walk","Gregory Santos intentionally walks MJ Melendez.",0,6,6,79,"bottom",9,"2023-09-06T02:08:46.811Z","2023-09-06T02:08:52.306Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",666619,"Gregory Santos","/api/v1/people/666619","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716704,"2023-09-05",3,"2023-09-06T02:08:50.788Z","2023-09-06T02:08:52.306Z",FALSE,"no_pitch","07167046-0806-1033-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Intent Walk","intent_walk","Gregory Santos intentionally walks MJ Melendez.",0,6,6,79,"bottom",9,"2023-09-06T02:08:46.811Z","2023-09-06T02:08:52.306Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",666619,"Gregory Santos","/api/v1/people/666619","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669004,"MJ Melendez","/api/v1/people/669004",677951,"Bobby Witt Jr.","/api/v1/people/677951",672580,"Maikel Garcia","/api/v1/people/672580",NA,NA,NA,NA
716704,"2023-09-05",2,"2023-09-06T02:08:14.088Z","2023-09-06T02:08:22.620Z",TRUE,"pitch","9de8255d-1ff9-4fdf-816a-c7896b88fbfa",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.57,1.7,NA,64.75,178.89,"line_drive","medium","6",110.75,156.63,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Salvador Perez lines out to shortstop Tim Anderson.",0,6,6,78,"bottom",9,"2023-09-06T02:07:30.056Z","2023-09-06T02:08:22.620Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666619,"Gregory Santos","/api/v1/people/666619","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90,83.3,14,0.93,0.417,6.6036,26.2045,-31.7288,3.6895,0.2592,1.3708,2.218,5.7371,-131.0701,-2.6373,-1.3212,50.0063,5.5928,6.4578,13.2,7.2,24,2450,89,71.1,11,120,NA,NA,NA,TRUE,-33.5,0.1,-7.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,677951,"Bobby Witt Jr.","/api/v1/people/677951",672580,"Maikel Garcia","/api/v1/people/672580",NA,NA,NA,NA
716704,"2023-09-05",1,"2023-09-06T02:07:57.272Z","2023-09-06T02:08:01.343Z",TRUE,"pitch","9dc4947e-fc0c-4e19-980b-bd5e38d13ad3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5677,1.6528,NA,77.02,198.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Salvador Perez lines out to shortstop Tim Anderson.",0,6,6,78,"bottom",9,"2023-09-06T02:07:30.056Z","2023-09-06T02:08:22.620Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666619,"Gregory Santos","/api/v1/people/666619","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.2,84,14,0.94,0.4153,6.6622,24.8454,-32.2615,3.888,-0.0457,1.0489,1.4915,5.4042,-131.3225,-4.3072,-1.5321,50.005,5.5224,6.8694,13.2,7.2,24,2428,99,NA,NA,NA,NA,NA,NA,FALSE,-34.1,-0.7,-8.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716704,"2023-09-05",0,"2023-09-06T02:07:33.953Z","2023-09-06T02:07:39.364Z",TRUE,"pitch","e8f301ed-e79d-478a-b1e3-7a0a96970e5f",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.57,1.7,NA,77.67,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Lineout","field_out","Salvador Perez lines out to shortstop Tim Anderson.",0,6,6,78,"bottom",9,"2023-09-06T02:07:30.056Z","2023-09-06T02:08:22.620Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666619,"Gregory Santos","/api/v1/people/666619","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90,84.1,14,0.92,0.4152,6.7829,23.2934,-31.8856,2.1877,0.1587,1.0317,1.9548,5.5734,-131.0876,-3.3033,-1.3917,50.0007,5.5696,3.8694,8.4,7.2,24,2425,114,NA,NA,NA,NA,NA,NA,FALSE,-33.4,-0.1,-5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716704,"2023-09-05",3,"2023-09-06T02:06:47.904Z","2023-09-06T02:06:58.964Z",TRUE,"pitch","93449068-743d-4627-b25f-a6f81ca5e9c2",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,1,NA,NA,3.53,1.69,NA,94.39,164.51,"line_drive","medium","9",194.03,124.04,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Double","double","Bobby Witt Jr. doubles (25) on a line drive to right fielder Oscar Colas. Dairon Blanco scores. Maikel Garcia to 3rd.",1,6,6,77,"bottom",9,"2023-09-06T02:05:57.790Z","2023-09-06T02:06:58.964Z",TRUE,TRUE,FALSE,FALSE,71,1,1,1,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",666619,"Gregory Santos","/api/v1/people/666619","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.9,91.6,6,0.73,0.3785,6.4796,29.6342,-24.6144,-4.6015,3.5544,0.5932,2.7507,6.7005,-144.0556,-4.4358,-1.152,50.003,5.8089,-9.7894,18,4.8,24,2397,215,89,8,161,NA,NA,NA,FALSE,-21.8,5.9,7.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,677951,"Bobby Witt Jr.","/api/v1/people/677951",672580,"Maikel Garcia","/api/v1/people/672580",NA,NA,NA,NA
716704,"2023-09-05",2,"2023-09-06T02:06:28.503Z","2023-09-06T02:06:32.203Z",TRUE,"pitch","ae91d707-2f15-43b0-adf8-707c418d3bc2",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.53,1.69,NA,89.18,197.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Double","double","Bobby Witt Jr. doubles (25) on a line drive to right fielder Oscar Colas. Dairon Blanco scores. Maikel Garcia to 3rd.",1,6,6,77,"bottom",9,"2023-09-06T02:05:57.790Z","2023-09-06T02:06:58.964Z",TRUE,TRUE,FALSE,FALSE,71,1,1,1,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",666619,"Gregory Santos","/api/v1/people/666619","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,84.1,14,0.92,0.4145,6.9067,24.7486,-31.6844,1.798,0.2756,0.7298,1.5136,4.8166,-131.5435,-4.4568,-1.3498,50.0037,5.5471,3.1877,7.2,7.2,24,2462,118,NA,NA,NA,NA,NA,NA,FALSE,-33.4,-0.1,-4.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
