"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718010,"2023-05-27",7,"2023-05-27T04:25:07.846Z","2023-05-27T04:25:17.061Z",TRUE,"pitch","0bae4fb4-152c-4403-a725-a326cd09ad79",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,2,NA,NA,3.18,1.46,NA,138.49,189.61,"popup","medium","3",166.52,178.27,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Gabriel Moreno pops out to first baseman Triston Casas in foul territory.",0,7,2,78,"bottom",9,"2023-05-27T04:23:43.698Z","2023-05-27T04:25:17.061Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.1,83.4,7,2,0.4143,5.9092,27.7711,-28.7892,10.6716,1.9127,-0.5638,1.8212,-11.79,-132.1258,-2.5684,2.5668,50.0037,4.9184,18.8964,30,7.2,24,2117,131,67.6,68,130,NA,NA,NA,TRUE,-30,3.1,-16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718010,"2023-05-27",6,"2023-05-27T04:24:53.596Z","2023-05-27T04:24:57.600Z",TRUE,"pitch","d2773b06-dd39-47cf-9787-acc5bec0c674",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.2272,1.5742,NA,135.48,183.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Gabriel Moreno pops out to first baseman Triston Casas in foul territory.",0,7,2,78,"bottom",9,"2023-05-27T04:23:43.698Z","2023-05-27T04:25:17.061Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.5,83,7,2,0.4165,6.0547,26.9367,-28.6855,9.1561,1.989,-0.4849,2.0528,-10.8507,-131.3443,-2.1763,2.5037,50.0028,5.0181,16.0529,25.2,7.2,24,1985,132,NA,NA,NA,NA,NA,NA,FALSE,-30.1,3.4,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718010,"2023-05-27",5,"2023-05-27T04:24:27.070Z","2023-05-27T04:24:34.132Z",TRUE,"pitch","300a49cc-c536-4d1e-9109-7cc9c82a29ac",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.0958,1.4434,NA,176.14,185.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Gabriel Moreno pops out to first baseman Triston Casas in foul territory.",0,7,2,78,"bottom",9,"2023-05-27T04:23:43.698Z","2023-05-27T04:25:17.061Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,83.6,13,2,0.4131,6.0078,28.3032,-26.2131,8.9616,3.3508,-1.5514,1.9584,-13.4291,-132.5697,-2.8742,2.4153,50.0046,4.9698,15.9552,26.4,7.2,24,2028,136,NA,NA,NA,NA,NA,NA,FALSE,-27.4,5.6,-13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718010,"2023-05-27",3,"2023-05-27T04:24:00.520Z","2023-05-27T04:24:11.952Z",TRUE,"pitch","6cee9929-8b0f-47f8-8b73-ec2b370dde40",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.063,1.4434,NA,123.93,213.77,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Gabriel Moreno pops out to first baseman Triston Casas in foul territory.",0,7,2,78,"bottom",9,"2023-05-27T04:23:43.698Z","2023-05-27T04:25:17.061Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.6,83.4,13,2,0.4156,5.9567,26.4529,-26.221,10.5187,3.3789,-0.1819,0.9265,-10.6378,-131.5241,-5.1955,2.5378,50.0039,4.8587,18.5325,31.2,7.2,24,1993,156,NA,NA,NA,NA,NA,NA,FALSE,-28.2,5.2,-16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718010,"2023-05-27",1,"2023-05-27T04:23:45.862Z","2023-05-27T04:23:54.275Z",TRUE,"pitch","45c8b00b-0623-498b-b512-c3bccf9fc38a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1781,1.5088,NA,167.36,181.74,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Gabriel Moreno pops out to first baseman Triston Casas in foul territory.",0,7,2,78,"bottom",9,"2023-05-27T04:23:43.698Z","2023-05-27T04:25:17.061Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,84.3,13,2,0.4114,6.0719,26.1685,-26.9705,9.7926,2.8891,-1.3213,2.1125,-13.2283,-132.7118,-2.3434,2.4361,50.0001,4.9547,17.6136,28.8,7.2,24,1951,129,NA,NA,NA,NA,NA,NA,FALSE,-27.7,4.9,-15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718010,"2023-05-27",0,"2023-05-27T04:23:26.902Z","2023-05-27T04:23:45.862Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Gabriel Moreno replaces Jake McCarthy.","Offensive Substitution",7,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,672515,"/api/v1/people/672515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","78","atBat","Pop Out","field_out","Gabriel Moreno pops out to first baseman Triston Casas in foul territory.",0,7,2,78,"bottom",9,"2023-05-27T04:23:43.698Z","2023-05-27T04:25:17.061Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,664983,"/api/v1/people/664983",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718010,"2023-05-27",2,"2023-05-27T04:23:54.275Z","2023-05-27T04:24:00.520Z",FALSE,"action",NA,NA,"Geraldo Perdomo advances to 2nd on defensive indifference.","Defensive Indiff",7,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,2,672695,"/api/v1/people/672695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45c8b00b-0623-498b-b512-c3bccf9fc38a","defensive_indiff",NA,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Gabriel Moreno pops out to first baseman Triston Casas in foul territory.",0,7,2,78,"bottom",9,"2023-05-27T04:23:43.698Z","2023-05-27T04:25:17.061Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718010,"2023-05-27",4,"2023-05-27T04:24:11.952Z","2023-05-27T04:24:27.070Z",FALSE,"action",NA,NA,"Geraldo Perdomo advances to 3rd on defensive indifference.","Defensive Indiff",7,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,0,2,672695,"/api/v1/people/672695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6cee9929-8b0f-47f8-8b73-ec2b370dde40","defensive_indiff",NA,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Gabriel Moreno pops out to first baseman Triston Casas in foul territory.",0,7,2,78,"bottom",9,"2023-05-27T04:23:43.698Z","2023-05-27T04:25:17.061Z",TRUE,FALSE,FALSE,TRUE,0,3,1,3,672515,"Gabriel Moreno","/api/v1/people/672515","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718010,"2023-05-27",5,"2023-05-27T04:23:04.856Z","2023-05-27T04:23:14.624Z",TRUE,"pitch","d0245e4d-16b8-4f70-bf64-7fcf78997bca",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.3481,1.6396,NA,188.79,177.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Geraldo Perdomo walks.",0,7,2,77,"bottom",9,"2023-05-27T04:21:42.007Z","2023-05-27T04:23:14.624Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,672695,"Geraldo Perdomo","/api/v1/people/672695","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,84.8,13,2,0.4068,5.9084,29.2635,-22.449,10.6761,5.3005,-1.8834,2.2592,-14.5479,-134.6381,-2.9426,2.2032,50.0065,4.9553,19.6032,36,6,24,2133,132,NA,NA,NA,NA,NA,NA,FALSE,-22.8,9.1,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,672695,"Geraldo Perdomo","/api/v1/people/672695",NA,NA,NA
718010,"2023-05-27",4,"2023-05-27T04:22:48.584Z","2023-05-27T04:22:55.150Z",TRUE,"pitch","d318c7cd-1b6f-4807-acf9-c2f928e56cc8",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3481,1.5742,NA,159.81,184.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Walk","walk","Geraldo Perdomo walks.",0,7,2,77,"bottom",9,"2023-05-27T04:21:42.007Z","2023-05-27T04:23:14.624Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,672695,"Geraldo Perdomo","/api/v1/people/672695","R","Right",657514,"Brennan Bernardino","/api/v1/people/657514","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Arizona Diamondbacks","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.9,84.7,13,2,0.4069,5.9579,29.3883,-20.5059,10.2278,6.3567,-1.123,2.015,-12.5467,-134.6453,-3.9829,2.2695,50,4.9653,18.7664,37.2,6,24,2141,128,NA,NA,NA,NA,NA,NA,FALSE,-21.1,10.8,-15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
