"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746978,"2024-04-12",2,"2024-04-13T01:31:51.358Z","2024-04-13T01:32:02.398Z",TRUE,"pitch","8b28ebda-4a9a-406d-8a85-09a57fc97c15",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.2,1.5,NA,126.18,160.93,"popup","medium","2",126.89,215.11,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Pop Out","field_out","Tyler O'Neill pops out to catcher Logan O'Hoppe in foul territory.",0,7,0,70,"bottom",9,"2024-04-13T01:30:57.262Z","2024-04-13T01:32:02.398Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,85.6,2,0.94,0.4006,6.4168,32.841,-16.6999,-4.8533,8.1896,-0.2409,2.8832,8.6041,-137.196,-4.0738,-2.7997,50.0026,5.5394,-9.1709,21.6,3.6,24,2470,229,87,85,72,NA,NA,NA,TRUE,-16.9,14,6.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746978,"2024-04-12",1,"2024-04-13T01:31:32.712Z","2024-04-13T01:31:37.487Z",TRUE,"pitch","bca132e6-33f4-4c22-adf9-bf5e9fc982be",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2484,1.5437,NA,54.36,192.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Pop Out","field_out","Tyler O'Neill pops out to catcher Logan O'Hoppe in foul territory.",0,7,0,70,"bottom",9,"2024-04-13T01:30:57.262Z","2024-04-13T01:32:02.398Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",84.9,77.6,14,2,0.4461,6.1301,27.0664,-27.2188,6.0657,3.2603,1.6434,1.7242,8.5443,-123.2931,-3.8098,-2.6705,50.0061,5.6154,9.2369,21.6,8.4,24,2944,60,NA,NA,NA,NA,NA,NA,FALSE,-33.2,5.2,-13.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746978,"2024-04-12",0,"2024-04-13T01:31:14.626Z","2024-04-13T01:31:18.792Z",TRUE,"pitch","a0c0ffe2-8701-4333-9b73-3a3cbfa8ab64",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2741,1.5331,NA,94.08,198.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Pop Out","field_out","Tyler O'Neill pops out to catcher Logan O'Hoppe in foul territory.",0,7,0,70,"bottom",9,"2024-04-13T01:30:57.262Z","2024-04-13T01:32:02.398Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,641933,"Tyler O'Neill","/api/v1/people/641933","R","Right",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.3,9,2,0.3998,6.4259,31.0006,-14.3332,-7.5754,9.3907,0.6013,1.5008,10.9312,-137.142,-8.0602,-2.4565,50.0065,5.4607,-14.399,37.2,4.8,24,2451,224,NA,NA,NA,NA,NA,NA,FALSE,-15.5,15.4,11.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746978,"2024-04-12",5,"2024-04-13T01:30:46.056Z","2024-04-13T01:30:49.732Z",TRUE,"pitch","dc9148d9-10f1-47c5-bf3a-345b80a8ac00",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.32,1.6,NA,85.71,166.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Pablo Reyes strikes out swinging.",0,7,0,69,"bottom",9,"2024-04-13T01:29:12.146Z","2024-04-13T01:30:49.732Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.3,6,0.93,0.398,6.5325,32.7156,-15.3063,-6.1811,8.8059,0.8208,2.6904,11.2804,-137.989,-4.8929,-2.53,50.0001,5.5291,-11.837,28.8,3.6,24,2465,229,NA,NA,NA,NA,NA,NA,TRUE,-15.6,15,8.6,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746978,"2024-04-12",3,"2024-04-13T01:30:22.175Z","2024-04-13T01:30:26.618Z",TRUE,"pitch","8b4871d3-328a-4720-9b7a-a6d1b6de009a",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.4219,1.6606,NA,124.64,184.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Pablo Reyes strikes out swinging.",0,7,0,69,"bottom",9,"2024-04-13T01:29:12.146Z","2024-04-13T01:30:49.732Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",84.6,77.6,8,2,0.4455,5.9604,25.3419,-26.5176,4.2508,3.6968,-0.2003,2.0184,5.2481,-123.1234,-3.2148,-2.9148,50.0022,5.5947,6.4986,15.6,7.2,24,2865,74,NA,NA,NA,NA,NA,NA,FALSE,-32.2,6.1,-9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746978,"2024-04-12",2,"2024-04-13T01:30:05.131Z","2024-04-13T01:30:09.458Z",TRUE,"pitch","356ef466-7516-4a6d-aae4-bbcbf0c03cdf",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4616,1.7366,NA,71.1,181.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Pablo Reyes strikes out swinging.",0,7,0,69,"bottom",9,"2024-04-13T01:29:12.146Z","2024-04-13T01:30:49.732Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.9,14,0.95,0.3973,6.4428,30.7268,-16.038,-5.2811,8.3857,1.2041,2.1308,11.8738,-137.879,-6.226,-2.4726,50.0056,5.501,-10.1664,24,3.6,24,2440,227,NA,NA,NA,NA,NA,NA,FALSE,-16.4,13.9,7.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746978,"2024-04-12",1,"2024-04-13T01:29:46.933Z","2024-04-13T01:29:51.113Z",TRUE,"pitch","7f710a18-e74d-49aa-83bf-0808158447a1",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.4989,1.5965,NA,88.52,155.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Pablo Reyes strikes out swinging.",0,7,0,69,"bottom",9,"2024-04-13T01:29:12.146Z","2024-04-13T01:30:49.732Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,84.9,3,0.92,0.4048,5.9887,31.5878,-16.4664,-5.1354,8.4841,0.7472,3.0718,10.8597,-135.6737,-3.7465,-2.6525,50.0016,5.6287,-9.5072,21.6,3.6,24,2353,225,NA,NA,NA,NA,NA,NA,FALSE,-16.9,14.6,6.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746978,"2024-04-12",0,"2024-04-13T01:29:31.028Z","2024-04-13T01:29:35.934Z",TRUE,"pitch","8d3a8927-a723-4c30-8aea-9c9be96e2541",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4541,1.6924,NA,67.76,199.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Pablo Reyes strikes out swinging.",0,7,0,69,"bottom",9,"2024-04-13T01:29:12.146Z","2024-04-13T01:30:49.732Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86,14,0.94,0.402,6.0862,30.1904,-16.1118,-4.911,8.5437,1.2918,1.4637,12.1557,-136.3052,-8.0162,-2.5892,50.0037,5.5571,-9.2347,20.4,3.6,24,2422,224,NA,NA,NA,NA,NA,NA,FALSE,-17.4,13.8,6.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746978,"2024-04-12",4,"2024-04-13T01:30:33.786Z","2024-04-13T01:30:46.056Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",7,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,622569,"/api/v1/people/622569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Pablo Reyes strikes out swinging.",0,7,0,69,"bottom",9,"2024-04-13T01:29:12.146Z","2024-04-13T01:30:49.732Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,622569,"Pablo Reyes","/api/v1/people/622569","R","Right",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746978,"2024-04-12",2,"2024-04-13T01:29:01.539Z","2024-04-13T01:29:09.553Z",TRUE,"pitch","422c7512-8ae1-4b2b-b9fc-a65ec224ce3d",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.21,1.57,NA,88.11,163.52,"line_drive","medium","4",151.35,144.51,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Lineout","field_out","Jarren Duran lines out to second baseman Luis Rengifo.",0,7,0,68,"bottom",9,"2024-04-13T01:28:43.455Z","2024-04-13T01:29:09.553Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,680776,"Jarren Duran","/api/v1/people/680776","L","Left",519326,"Hunter Strickland","/api/v1/people/519326","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.3,3,0.92,0.3997,6.1906,30.2555,-17.8622,-5.9738,7.5229,0.758,2.7875,11.1893,-137.0387,-4.2359,-2.6016,50.0014,5.5732,-11.3635,25.2,4.8,24,2408,228,87.5,12,156,NA,NA,NA,TRUE,-18,12.8,8.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
