"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718246,"2023-05-09",1,"2023-05-10T00:58:33.446Z","2023-05-10T00:58:43.689Z",TRUE,"pitch","b366ec5b-489d-4821-b722-81ddd2ef4fb4",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.35,1.48,NA,105.27,156.94,"fly_ball","hard","9",174.2,68.96,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Wander Franco flies out sharply to right fielder Ryan McKenna.",0,2,4,71,"top",9,"2023-05-10T00:57:55.026Z","2023-05-10T00:58:43.689Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,677551,"Wander Franco","/api/v1/people/677551","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.4,79.4,3,0.91,0.4355,6.5649,25.3406,-23.6789,-3.4235,5.3029,0.3078,3.0311,2.8763,-125.7346,-5.0203,-0.4058,50.0025,6.9735,-5.4848,10.8,6,24,834,217,100.4,43,344,NA,NA,NA,TRUE,-28,8.6,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718246,"2023-05-09",0,"2023-05-10T00:58:16.121Z","2023-05-10T00:58:19.302Z",TRUE,"pitch","88e4696b-555b-44e1-8b93-f4d8d3a93838",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5125,1.6201,NA,143.84,127.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Wander Franco flies out sharply to right fielder Ryan McKenna.",0,2,4,71,"top",9,"2023-05-10T00:57:55.026Z","2023-05-10T00:58:43.689Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,677551,"Wander Franco","/api/v1/people/677551","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.3,90.7,11,2,0.3791,6.3525,34.0882,-6.0904,-3.6293,12.3413,-0.7041,4.1292,-0.628,-144.5531,-6.9569,-0.0124,50.0062,6.9429,-7.6718,45.6,2.4,24,2305,188,NA,NA,NA,NA,NA,NA,FALSE,-6.6,21.1,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718246,"2023-05-09",3,"2023-05-10T00:57:34.670Z","2023-05-10T00:57:48.429Z",TRUE,"pitch","d2383662-1ff8-4811-a938-8f20e18aa6a7",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.42,1.62,NA,100.76,187.79,"ground_ball","medium","5",100.25,163.05,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Yandy Diaz grounds into a double play, third baseman Gunnar Henderson to second baseman Adam Frazier to first baseman Ryan Mountcastle. Josh Lowe to 3rd. Manuel Margot out at 2nd. Yandy Diaz out at 1st.",0,2,4,70,"top",9,"2023-05-10T00:56:56.376Z","2023-05-10T00:57:48.429Z",TRUE,FALSE,FALSE,TRUE,24,0,2,2,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",86.6,79.4,9,0.91,0.436,6.5965,27.0207,-26.3498,-5.4045,3.6467,0.4262,1.8884,3.02,-125.931,-7.053,-0.0902,50.0017,6.8748,-8.6272,15.6,7.2,24,706,223,89.7,0,41,NA,NA,NA,TRUE,-31.6,5.2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,666139,"Josh Lowe","/api/v1/people/666139",NA,NA,NA
718246,"2023-05-09",2,"2023-05-10T00:57:16.284Z","2023-05-10T00:57:19.284Z",TRUE,"pitch","869f5971-273a-4f87-badb-f023913d7ac9",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.42,1.62,NA,118.38,169.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Yandy Diaz grounds into a double play, third baseman Gunnar Henderson to second baseman Adam Frazier to first baseman Ryan Mountcastle. Josh Lowe to 3rd. Manuel Margot out at 2nd. Yandy Diaz out at 1st.",0,2,4,70,"top",9,"2023-05-10T00:56:56.376Z","2023-05-10T00:57:48.429Z",TRUE,FALSE,FALSE,TRUE,24,0,2,2,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.8,80.3,5,0.9,0.4298,6.505,27.4771,-20.5901,-3.2748,7.0482,-0.0363,2.5576,1.593,-127.6908,-6.7666,-0.2444,50.0027,6.8739,-5.3817,13.2,6,24,904,218,NA,NA,NA,NA,NA,NA,FALSE,-24.2,11.4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718246,"2023-05-09",1,"2023-05-10T00:56:58.749Z","2023-05-10T00:57:01.795Z",TRUE,"pitch","b8c308f0-421d-46f2-a141-adad211a3396",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5127,1.7366,NA,103.65,171.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Yandy Diaz grounds into a double play, third baseman Gunnar Henderson to second baseman Adam Frazier to first baseman Ryan Mountcastle. Josh Lowe to 3rd. Manuel Margot out at 2nd. Yandy Diaz out at 1st.",0,2,4,70,"top",9,"2023-05-10T00:56:56.376Z","2023-05-10T00:57:48.429Z",TRUE,FALSE,FALSE,TRUE,24,0,2,2,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,89.8,6,2,0.3835,6.5886,33.5533,-5.682,-4.082,12.8315,0.3503,2.4854,2.7554,-142.928,-11.1737,-0.0968,50.0044,6.8063,-8.4295,43.2,2.4,24,2407,191,NA,NA,NA,NA,NA,NA,FALSE,-7.3,21.1,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718246,"2023-05-09",0,"2023-05-10T00:56:02.684Z","2023-05-10T00:56:58.749Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Grounded Into DP","grounded_into_double_play","Yandy Diaz grounds into a double play, third baseman Gunnar Henderson to second baseman Adam Frazier to first baseman Ryan Mountcastle. Josh Lowe to 3rd. Manuel Margot out at 2nd. Yandy Diaz out at 1st.",0,2,4,70,"top",9,"2023-05-10T00:56:56.376Z","2023-05-10T00:57:48.429Z",TRUE,FALSE,FALSE,TRUE,24,0,2,2,650490,"Yandy Díaz","/api/v1/people/650490","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718246,"2023-05-09",5,"2023-05-10T00:55:50.145Z","2023-05-10T00:55:54.211Z",TRUE,"pitch","cc5ca8d1-9867-4471-8922-f662a0317c68",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,0,NA,NA,3.396,1.6332,NA,146.35,108.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Manuel Margot walks.",0,2,4,69,"top",9,"2023-05-10T00:53:45.230Z","2023-05-10T00:55:54.211Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,622534,"Manuel Margot","/api/v1/people/622534","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,87.4,11,2,0.3928,6.3875,32.3405,-9.5434,-5.0314,11.501,-0.7699,4.8094,0.1563,-139.6008,-4.3272,-0.1734,50.0013,7.0114,-9.8982,43.2,2.4,24,2347,185,NA,NA,NA,NA,NA,NA,FALSE,-9.7,20,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,622534,"Manuel Margot","/api/v1/people/622534",NA,NA,NA,666139,"Josh Lowe","/api/v1/people/666139"
718246,"2023-05-09",4,"2023-05-10T00:55:32.188Z","2023-05-10T00:55:35.537Z",TRUE,"pitch","9e8535a3-ad3f-4920-a415-c25cca56e311",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.349,1.5859,NA,112.03,144.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Manuel Margot walks.",0,2,4,69,"top",9,"2023-05-10T00:53:45.230Z","2023-05-10T00:55:54.211Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,622534,"Manuel Margot","/api/v1/people/622534","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,87.9,12,2,0.3918,6.4047,31.0172,-8.5044,-4.1187,11.9531,0.1305,3.506,2.0148,-139.7237,-7.9286,-0.0642,50.0061,6.9369,-8.1579,37.2,2.4,24,2353,189,NA,NA,NA,NA,NA,NA,FALSE,-9.4,20.3,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718246,"2023-05-09",3,"2023-05-10T00:55:10.913Z","2023-05-10T00:55:17.561Z",TRUE,"pitch","5506b955-b204-439f-9c0c-e05c12f3ca48",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.3029,1.5161,NA,164.63,138.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Manuel Margot walks.",0,2,4,69,"top",9,"2023-05-10T00:53:45.230Z","2023-05-10T00:55:54.211Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,622534,"Manuel Margot","/api/v1/people/622534","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,88.8,11,2,0.3881,6.3285,31.3251,-7.2869,-2.8679,12.3304,-1.2495,3.7074,-1.6396,-141.0001,-7.716,-0.2883,50.0029,6.9458,-5.7886,34.8,2.4,24,2364,190,NA,NA,NA,NA,NA,NA,FALSE,-8,21,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718246,"2023-05-09",2,"2023-05-10T00:54:53.279Z","2023-05-10T00:54:56.554Z",TRUE,"pitch","49eac1ea-6510-4407-bf38-d7bb41426350",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.3262,1.563,NA,101.22,134.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Walk","walk","Manuel Margot walks.",0,2,4,69,"top",9,"2023-05-10T00:53:45.230Z","2023-05-10T00:55:54.211Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,622534,"Manuel Margot","/api/v1/people/622534","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,77.3,12,0.9,0.4477,6.2864,24.1874,-32.7802,3.2518,-0.3993,0.4139,3.8662,1.277,-122.3492,-0.8535,-0.5373,50.0026,7.0292,4.9288,8.4,8.4,24,2288,99,NA,NA,NA,NA,NA,NA,FALSE,-39.4,-0.7,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
