"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
745830,"2024-05-02",6,"2024-05-02T20:26:49.197Z","2024-05-02T20:27:00.082Z",TRUE,"pitch","f1905d19-a5a5-4c02-833f-624951f62234",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,0,NA,NA,3.28,1.48,NA,130.62,191.92,"ground_ball","medium","7",72.06,135.11,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Double","double","Francisco Lindor doubles (6) on a ground ball to left fielder Ian Happ. Brett Baty scores. Harrison Bader scores.",2,6,7,90,"bottom",11,"2024-05-02T20:24:48.507Z","2024-05-02T20:27:00.082Z",TRUE,TRUE,FALSE,FALSE,61,3,2,0,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",694037,"Daniel Palencia","/api/v1/people/694037","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.5,91.5,7,2,0.3776,6.8673,31.9764,-16.2204,-6.8807,7.4757,-0.3573,1.7357,5.5754,-144.7534,-7.0235,-1.4089,50.0036,5.176,-14.6863,37.2,4.8,24,2282,218,100,4,110,NA,NA,NA,FALSE,-15.1,12.4,11.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,596019,"Francisco Lindor","/api/v1/people/596019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745830,"2024-05-02",5,"2024-05-02T20:26:09.292Z","2024-05-02T20:26:18.188Z",TRUE,"pitch","a1d9d467-0b3d-4c31-831a-ac4a3ef37290",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.28,1.48,NA,101.66,163.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Double","double","Francisco Lindor doubles (6) on a ground ball to left fielder Ian Happ. Brett Baty scores. Harrison Bader scores.",2,6,7,90,"bottom",11,"2024-05-02T20:24:48.507Z","2024-05-02T20:27:00.082Z",TRUE,TRUE,FALSE,FALSE,61,3,2,0,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",694037,"Daniel Palencia","/api/v1/people/694037","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,81.7,3,2,0.4228,6.6092,26.0733,-24.5514,1.9748,4.4778,0.4025,2.7858,4.9238,-129.3805,-1.5219,-1.779,50.0007,5.2566,3.3587,9.6,6,24,2065,199,NA,NA,NA,NA,NA,NA,FALSE,-26.5,8,-4.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745830,"2024-05-02",4,"2024-05-02T20:25:48.125Z","2024-05-02T20:25:52.629Z",TRUE,"pitch","1b0b2ab1-852d-4691-aba5-addd2712a1ba",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.2518,1.4996,NA,112.18,138.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Double","double","Francisco Lindor doubles (6) on a ground ball to left fielder Ian Happ. Brett Baty scores. Harrison Bader scores.",2,6,7,90,"bottom",11,"2024-05-02T20:24:48.507Z","2024-05-02T20:27:00.082Z",TRUE,TRUE,FALSE,FALSE,61,3,2,0,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",694037,"Daniel Palencia","/api/v1/people/694037","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,89.3,12,2,0.3836,6.6842,34.682,-11.9622,-5.4032,9.8049,0.1266,3.7263,5.8648,-143.0734,-2.8349,-1.2532,50.0065,5.4853,-11.1431,37.2,3.6,24,2338,219,NA,NA,NA,NA,NA,NA,FALSE,-11.2,17.3,8.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745830,"2024-05-02",3,"2024-05-02T20:25:27.938Z","2024-05-02T20:25:32.012Z",TRUE,"pitch","fa476ca3-fede-46a1-8053-6a8f057c97de",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,0,NA,NA,3.2359,1.4916,NA,124.38,165.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Double","double","Francisco Lindor doubles (6) on a ground ball to left fielder Ian Happ. Brett Baty scores. Harrison Bader scores.",2,6,7,90,"bottom",11,"2024-05-02T20:24:48.507Z","2024-05-02T20:27:00.082Z",TRUE,TRUE,FALSE,FALSE,61,3,2,0,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",694037,"Daniel Palencia","/api/v1/people/694037","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,89,2,2,0.3866,6.8479,32.581,-15.0937,-8.2069,8.4025,-0.1935,2.7068,6.3002,-141.722,-4.7925,-1.3798,50.0022,5.3846,-16.6831,43.2,4.8,24,2232,218,NA,NA,NA,NA,NA,NA,FALSE,-14.4,14.4,13.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745830,"2024-05-02",2,"2024-05-02T20:25:09.594Z","2024-05-02T20:25:14.042Z",TRUE,"pitch","96f2480e-a407-4f04-a958-0a66cbb86a1f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.2597,1.5075,NA,158.84,196.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Double","double","Francisco Lindor doubles (6) on a ground ball to left fielder Ian Happ. Brett Baty scores. Harrison Bader scores.",2,6,7,90,"bottom",11,"2024-05-02T20:24:48.507Z","2024-05-02T20:27:00.082Z",TRUE,TRUE,FALSE,FALSE,61,3,2,0,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",694037,"Daniel Palencia","/api/v1/people/694037","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.2,89.7,13,2,0.3837,6.7411,33.1785,-11.3975,-7.6986,10.072,-1.0978,1.571,3.7153,-142.7954,-8.287,-1.4161,50.0063,5.2298,-15.8862,48,3.6,24,2402,217,NA,NA,NA,NA,NA,NA,FALSE,-11.8,16.7,13.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745830,"2024-05-02",1,"2024-05-02T20:24:50.897Z","2024-05-02T20:24:55.021Z",TRUE,"pitch","5b0c2fed-fe5c-4120-9255-56a9f1a1d224",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3074,1.5075,NA,100.69,204.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","atBat","Double","double","Francisco Lindor doubles (6) on a ground ball to left fielder Ian Happ. Brett Baty scores. Harrison Bader scores.",2,6,7,90,"bottom",11,"2024-05-02T20:24:48.507Z","2024-05-02T20:27:00.082Z",TRUE,TRUE,FALSE,FALSE,61,3,2,0,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",694037,"Daniel Palencia","/api/v1/people/694037","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,90.1,14,2,0.3815,6.8814,35.002,-11.598,-6.1087,9.8724,0.4279,1.2759,7.3007,-143.846,-8.9471,-1.3557,50.0066,5.1559,-12.7372,38.4,3.6,24,2337,228,NA,NA,NA,NA,NA,NA,FALSE,-12,16.1,9.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745830,"2024-05-02",0,"2024-05-02T20:24:10.493Z","2024-05-02T20:24:50.897Z",FALSE,"action",NA,NA,"On-field Delay.","Game Advisory",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,596019,"/api/v1/people/596019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"90","atBat","Double","double","Francisco Lindor doubles (6) on a ground ball to left fielder Ian Happ. Brett Baty scores. Harrison Bader scores.",2,6,7,90,"bottom",11,"2024-05-02T20:24:48.507Z","2024-05-02T20:27:00.082Z",TRUE,TRUE,FALSE,FALSE,61,3,2,0,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",694037,"Daniel Palencia","/api/v1/people/694037","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745830,"2024-05-02",3,"2024-05-02T20:23:35.053Z","2024-05-02T20:23:38.753Z",TRUE,"pitch","8d8494b1-5d7c-409b-9274-b527592ec2b7",1,"Hit By Pitch",NA,NA,NA,NA,FALSE,"H","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"H","Hit By Pitch",1,0,0,NA,NA,3.12,1.54,NA,182.14,142.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Hit By Pitch","hit_by_pitch","Harrison Bader hit by pitch.",0,6,5,89,"bottom",11,"2024-05-02T20:23:32.640Z","2024-05-02T20:23:38.753Z",TRUE,FALSE,FALSE,FALSE,11,1,0,0,664056,"Harrison Bader","/api/v1/people/664056","R","Right",694037,"Daniel Palencia","/api/v1/people/694037","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,89.2,11,2,0.3847,6.6382,33.4859,-15.5733,-8.4886,8.0901,-1.7089,3.5676,3.0059,-142.5057,-2.081,-1.6761,50.0011,5.2938,-17.4146,45.6,4.8,24,2204,222,NA,NA,NA,NA,NA,NA,FALSE,-14.2,14.4,14.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,683146,"Brett Baty","/api/v1/people/683146",664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA,NA,NA,NA,NA
745830,"2024-05-02",0,"2024-05-02T20:22:56.966Z","2024-05-02T20:22:57.011Z",FALSE,"action",NA,NA,"Defensive switch from right field to center field for Mike Tauchman.","Defensive Switch",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,643565,"/api/v1/people/643565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"8","Outfielder","Outfielder","CF","200","89","atBat","Hit By Pitch","hit_by_pitch","Harrison Bader hit by pitch.",0,6,5,89,"bottom",11,"2024-05-02T20:23:32.640Z","2024-05-02T20:23:38.753Z",TRUE,FALSE,FALSE,FALSE,11,1,0,0,664056,"Harrison Bader","/api/v1/people/664056","R","Right",694037,"Daniel Palencia","/api/v1/people/694037","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745830,"2024-05-02",1,"2024-05-02T20:22:57.011Z","2024-05-02T20:23:23.076Z",FALSE,"action",NA,NA,"Defensive Substitution: Alexander Canario replaces Dansby Swanson, batting 8th, playing right field.","Defensive Sub",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,672744,"/api/v1/people/672744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"9","Outfielder","Outfielder","RF","802","89","atBat","Hit By Pitch","hit_by_pitch","Harrison Bader hit by pitch.",0,6,5,89,"bottom",11,"2024-05-02T20:23:32.640Z","2024-05-02T20:23:38.753Z",TRUE,FALSE,FALSE,FALSE,11,1,0,0,664056,"Harrison Bader","/api/v1/people/664056","R","Right",694037,"Daniel Palencia","/api/v1/people/694037","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,621020,"/api/v1/people/621020",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
