"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717513,"2023-07-03",6,"2023-07-04T01:57:03.050Z","2023-07-04T01:57:11.801Z",TRUE,"pitch","000af503-5967-4ec7-a991-5ac0be78eae5",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.33,1.63,NA,86.65,164.47,"ground_ball","medium","3",149.09,172.03,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Anthony Rizzo to pitcher Clay Holmes.",0,3,6,72,"top",9,"2023-07-04T01:54:51.066Z","2023-07-04T01:57:11.801Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98,89.4,6,0.88,0.3852,6.1905,34.3289,-25.7541,-8.2703,3.136,0.7962,2.7523,6.5831,-142.4923,-5.5121,-0.4756,50.0019,6.3504,-16.9178,30,6,24,2166,225,64.2,-2,31,NA,NA,NA,TRUE,-24,4.7,13.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717513,"2023-07-03",5,"2023-07-04T01:56:45.670Z","2023-07-04T01:56:50.326Z",TRUE,"pitch","e211899c-dcd5-476e-a4e3-eb91b010997a",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.3041,1.6303,NA,99.66,141.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Anthony Rizzo to pitcher Clay Holmes.",0,3,6,72,"top",9,"2023-07-04T01:54:51.066Z","2023-07-04T01:57:11.801Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.5,89.5,12,0.9,0.3836,6.104,35.8073,-28.8862,-9.9725,1.5991,0.455,3.5889,6.0225,-143.2774,-3.2742,-0.3882,50.006,6.5691,-20.5562,32.4,7.2,24,2161,223,NA,NA,NA,NA,NA,NA,FALSE,-26,2.4,16.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717513,"2023-07-03",3,"2023-07-04T01:56:03.456Z","2023-07-04T01:56:08.917Z",TRUE,"pitch","365417da-c486-48d5-b075-428c5fb931e9",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.33,1.63,NA,116.45,175.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Anthony Rizzo to pitcher Clay Holmes.",0,3,6,72,"top",9,"2023-07-04T01:54:51.066Z","2023-07-04T01:57:11.801Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,80.6,5,0.91,0.4312,5.8369,24.6998,-35.6538,0.5195,-2.1302,0.0145,2.3512,1.0593,-126.7825,-3.4151,-0.4753,50.0003,6.5464,0.8498,1.2,8.4,24,2507,50,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-4.3,-1.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717513,"2023-07-03",2,"2023-07-04T01:55:46.733Z","2023-07-04T01:55:51.379Z",TRUE,"pitch","860254c8-114c-40c5-94e7-a87668779e2d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3041,1.6303,NA,160.42,136.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Anthony Rizzo to pitcher Clay Holmes.",0,3,6,72,"top",9,"2023-07-04T01:54:51.066Z","2023-07-04T01:57:11.801Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.3,89.3,11,0.9,0.3862,5.8596,32.4364,-30.0651,-8.7892,1.0393,-1.1392,3.7792,1.7088,-141.8062,-2.2673,-0.6075,50.0067,6.5072,-17.9031,30,7.2,24,2179,219,NA,NA,NA,NA,NA,NA,FALSE,-27.2,1.6,15.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717513,"2023-07-03",1,"2023-07-04T01:55:29.333Z","2023-07-04T01:55:34.254Z",TRUE,"pitch","98a62fb0-a6ef-4cbc-ba50-e8737b29a8f9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3305,1.6566,NA,79.86,172.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Anthony Rizzo to pitcher Clay Holmes.",0,3,6,72,"top",9,"2023-07-04T01:54:51.066Z","2023-07-04T01:57:11.801Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,91.1,14,0.9,0.3812,5.8584,29.6661,-26.8554,-8.7501,2.5347,0.9744,2.4567,7.1082,-143.0895,-6.3993,-0.3918,50.0004,6.3795,-18.3387,31.2,6,24,2090,230,NA,NA,NA,NA,NA,NA,FALSE,-24.5,3.6,14.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717513,"2023-07-03",0,"2023-07-04T01:55:14.767Z","2023-07-04T01:55:18.868Z",TRUE,"pitch","573d4d1a-3c73-4253-880c-9880913d2997",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3041,1.6303,NA,108.72,167.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Anthony Rizzo to pitcher Clay Holmes.",0,3,6,72,"top",9,"2023-07-04T01:54:51.066Z","2023-07-04T01:57:11.801Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,88.6,5,0.91,0.3921,5.802,28.7215,-32.4339,-8.6811,-0.1357,0.2173,2.6554,5.161,-139.2515,-4.7131,-0.5239,50.0005,6.4941,-17.1944,26.4,7.2,24,2106,233,NA,NA,NA,NA,NA,NA,FALSE,-30.6,-1,14.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717513,"2023-07-03",4,"2023-07-04T01:56:29.066Z","2023-07-04T01:56:45.670Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,668939,"/api/v1/people/668939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Adley Rutschman grounds out, first baseman Anthony Rizzo to pitcher Clay Holmes.",0,3,6,72,"top",9,"2023-07-04T01:54:51.066Z","2023-07-04T01:57:11.801Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717513,"2023-07-03",4,"2023-07-04T01:54:46.021Z","2023-07-04T01:54:54.508Z",TRUE,"pitch","828eeff0-cb4d-4be2-8a4f-ff3ed1ce85d2",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.7,1.78,NA,117.9,132.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Gunnar Henderson strikes out swinging.",0,3,6,71,"top",9,"2023-07-04T01:53:21.178Z","2023-07-04T01:54:54.508Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,89,11,0.9,0.3887,5.7649,29.5379,-30.3839,-8.2169,0.8898,-0.0235,3.9283,4.4224,-140.5101,-2.0483,-0.5438,50.0044,6.6261,-16.5582,26.4,7.2,24,2163,242,NA,NA,NA,NA,NA,NA,TRUE,-27.7,1.4,14,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717513,"2023-07-03",3,"2023-07-04T01:54:27.449Z","2023-07-04T01:54:32.350Z",TRUE,"pitch","b8374896-64cc-447b-beb9-2dc31c33a58c",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.7,1.78,NA,89.86,192.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Gunnar Henderson strikes out swinging.",0,3,6,71,"top",9,"2023-07-04T01:53:21.178Z","2023-07-04T01:54:54.508Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,80.8,9,0.91,0.4298,5.7607,26.8214,-35.0666,0.4384,-1.7546,0.712,1.7114,3.1769,-127.5668,-5.0502,-0.6078,50.006,6.4886,0.7208,2.4,8.4,24,2581,31,NA,NA,NA,NA,NA,NA,FALSE,-39.7,-4.1,-1.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717513,"2023-07-03",2,"2023-07-04T01:54:11.807Z","2023-07-04T01:54:15.630Z",TRUE,"pitch","1cd93ff7-4448-4726-a6d2-76515e3335bf",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.7227,1.8179,NA,88.77,199.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Gunnar Henderson strikes out swinging.",0,3,6,71,"top",9,"2023-07-04T01:53:21.178Z","2023-07-04T01:54:54.508Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,88.2,14,0.91,0.3923,5.7942,32.5794,-28.3626,-9.8769,1.9313,0.7407,1.4373,7.1293,-139.8202,-8.1883,-0.5636,50.001,6.2747,-19.4838,31.2,7.2,24,2157,230,NA,NA,NA,NA,NA,NA,FALSE,-27.8,1.9,16.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
