"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718307,"2023-05-05",2,"2023-05-06T00:45:31.095Z","2023-05-06T00:45:49.511Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Connor Joe replaces Austin Hedges.","Offensive Substitution",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,656582,"/api/v1/people/656582",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","61","atBat","Lineout","field_out","Connor Joe lines out to center fielder Daulton Varsho.",0,4,0,61,"bottom",8,"2023-05-06T00:45:47.150Z","2023-05-06T00:47:01.536Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,656582,"Connor Joe","/api/v1/people/656582","R","Right",657024,"Erik Swanson","/api/v1/people/657024","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,595978,"/api/v1/people/595978",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",6,"2023-05-06T00:43:13.244Z","2023-05-06T00:43:20.254Z",TRUE,"pitch","c94dd1d1-9100-422b-98c5-ba828fd3bf6d",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.29,1.53,NA,154.35,184.77,"line_drive","medium","7",64.21,100.99,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Daulton Varsho lines out to left fielder Bryan Reynolds.",0,4,0,60,"top",8,"2023-05-06T00:41:25.541Z","2023-05-06T00:43:20.254Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",83.9,76.9,13,0.57,0.449,6.1017,25.2199,-26.5233,-0.1532,3.7507,-0.9798,2.0005,0.6778,-122.2197,-4.1316,-1.2414,50.0004,6.0038,-0.2307,0,7.2,24,746,224,83.7,25,289,NA,NA,NA,TRUE,-32.9,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",5,"2023-05-06T00:42:46.520Z","2023-05-06T00:42:49.805Z",TRUE,"pitch","6b49eb4f-41a8-4405-94fb-21434ee5a7af",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.29,1.53,NA,100.85,205.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Daulton Varsho lines out to left fielder Bryan Reynolds.",0,4,0,60,"top",8,"2023-05-06T00:41:25.541Z","2023-05-06T00:43:20.254Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,77.1,14,0.9,0.4527,5.7829,22.8749,-36.6462,3.2996,-3.0185,0.4238,1.2366,2.7511,-120.8439,-4.0398,-1.1567,50.0001,6.1388,4.8939,8.4,10.8,24,2537,68,NA,NA,NA,NA,NA,NA,FALSE,-45.7,-6.1,-6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",4,"2023-05-06T00:42:29.175Z","2023-05-06T00:42:32.175Z",TRUE,"pitch","c66a64e5-342f-40ca-b5d2-e411943af262",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2648,1.5303,NA,182.72,139.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Daulton Varsho lines out to left fielder Bryan Reynolds.",0,4,0,60,"top",8,"2023-05-06T00:41:25.541Z","2023-05-06T00:43:20.254Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.7,75.7,11,0.99,0.455,5.9541,23.5571,-24.5034,-6.02,5.2282,-1.7241,3.6907,0.7786,-120.4094,-0.6528,-1.2698,50.0019,6.1349,-8.832,19.2,7.2,24,702,208,NA,NA,NA,NA,NA,NA,FALSE,-30.4,9.6,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",3,"2023-05-06T00:42:05.491Z","2023-05-06T00:42:08.897Z",TRUE,"pitch","037faad4-e9a5-40bd-99ab-e2ea2288663e",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.29,1.53,NA,89.34,183.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Daulton Varsho lines out to left fielder Bryan Reynolds.",0,4,0,60,"top",8,"2023-05-06T00:41:25.541Z","2023-05-06T00:43:20.254Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.8,9,0.9,0.4069,6.0198,28.9957,-11.028,-0.9388,11.5224,0.7255,2.061,4.9049,-134.5631,-8.3383,-0.9983,50.0023,5.9797,-1.7231,3.6,2.4,24,2427,193,NA,NA,NA,NA,NA,NA,FALSE,-12.7,19.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",2,"2023-05-06T00:41:48.095Z","2023-05-06T00:41:51.522Z",TRUE,"pitch","1bd3f94a-f382-4c5f-89db-e1ad5ff30300",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2648,1.5303,NA,76.22,139.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Daulton Varsho lines out to left fielder Bryan Reynolds.",0,4,0,60,"top",8,"2023-05-06T00:41:25.541Z","2023-05-06T00:43:20.254Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.5,12,0.89,0.4078,5.9642,28.5003,-12.6697,-0.646,10.6744,1.0697,3.6793,5.404,-134.2002,-4.4878,-0.8845,50.0061,6.2729,-1.1809,0,3.6,24,2370,193,NA,NA,NA,NA,NA,NA,FALSE,-13.6,18.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",1,"2023-05-06T00:41:27.809Z","2023-05-06T00:41:31.147Z",TRUE,"pitch","df8ce8ea-a140-4b81-9f03-7e89a2b590e0",1,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,1,2,NA,NA,3.29,1.53,NA,102.95,211.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Daulton Varsho lines out to left fielder Bryan Reynolds.",0,4,0,60,"top",8,"2023-05-06T00:41:25.541Z","2023-05-06T00:43:20.254Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.7,69.7,14,0.9,0.5001,5.8457,22.2014,-42.6288,5.345,-8.6316,0.3686,1.008,2.3437,-110.1409,-1.4233,-1.4086,50.0038,6.2294,6.4721,9.6,14.4,24,2696,37,NA,NA,NA,NA,NA,NA,FALSE,-64,-15.6,-10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",0,"2023-05-06T00:41:45.238Z","2023-05-06T00:41:46.238Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Nathan Lukes replaces Alejandro Kirk.","Offensive Substitution",4,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,664770,"/api/v1/people/664770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","501","60","atBat","Lineout","field_out","Daulton Varsho lines out to left fielder Bryan Reynolds.",0,4,0,60,"top",8,"2023-05-06T00:41:25.541Z","2023-05-06T00:43:20.254Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,662139,"Daulton Varsho","/api/v1/people/662139","L","Left",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,2,672386,"/api/v1/people/672386",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",2,"2023-05-06T00:40:36.537Z","2023-05-06T00:40:47.534Z",TRUE,"pitch","3ad7fb7b-9c8d-462b-b65b-5a00e527d874",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.27,1.57,NA,113.39,158.81,"ground_ball","medium","5",107.56,165.89,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Grounded Into DP","grounded_into_double_play","Whit Merrifield grounds into a double play, third baseman Rodolfo Castro to first baseman Carlos Santana. Matt Chapman out at 3rd. Alejandro Kirk to 2nd. Whit Merrifield out at 1st.",0,4,0,59,"top",8,"2023-05-06T00:39:49.255Z","2023-05-06T00:40:47.534Z",TRUE,FALSE,FALSE,TRUE,24,1,1,2,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.3,76.4,2,0.91,0.4552,5.7417,21.2056,-33.5031,3.7588,-0.9066,0.0946,2.9617,2.0057,-119.906,-0.6765,-1.2386,50.0022,6.2134,5.522,9.6,9.6,24,2534,70,71.6,-8,18,NA,NA,NA,TRUE,-41.5,-1.6,-7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,672386,"Alejandro Kirk","/api/v1/people/672386",NA,NA,NA,NA,NA,NA
718307,"2023-05-05",1,"2023-05-06T00:40:17.663Z","2023-05-06T00:40:20.663Z",TRUE,"pitch","0cab17cf-aab6-4151-a932-bbe8ffcd9e1b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2448,1.5703,NA,104.31,129.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Grounded Into DP","grounded_into_double_play","Whit Merrifield grounds into a double play, third baseman Rodolfo Castro to first baseman Carlos Santana. Matt Chapman out at 3rd. Alejandro Kirk to 2nd. Whit Merrifield out at 1st.",0,4,0,59,"top",8,"2023-05-06T00:39:49.255Z","2023-05-06T00:40:47.534Z",TRUE,FALSE,FALSE,TRUE,24,1,1,2,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,83.9,12,0.89,0.4096,6.1787,29.2724,-14.121,-0.3323,9.9743,0.333,4.0644,3.3594,-133.7949,-2.8653,-0.8965,50.0053,6.1632,-0.6019,0,3.6,24,2362,193,NA,NA,NA,NA,NA,NA,FALSE,-14.8,17.6,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",0,"2023-05-06T00:39:59.881Z","2023-05-06T00:40:03.250Z",TRUE,"pitch","eb7ec367-f557-4669-b81c-6c0debbc5a40",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3733,1.5703,NA,102.84,171.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Grounded Into DP","grounded_into_double_play","Whit Merrifield grounds into a double play, third baseman Rodolfo Castro to first baseman Carlos Santana. Matt Chapman out at 3rd. Alejandro Kirk to 2nd. Whit Merrifield out at 1st.",0,4,0,59,"top",8,"2023-05-06T00:39:49.255Z","2023-05-06T00:40:47.534Z",TRUE,FALSE,FALSE,TRUE,24,1,1,2,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85,6,0.9,0.4052,5.9443,29.4654,-11.1187,-1.9557,11.3794,0.3716,2.476,4.1261,-135.1617,-7.3966,-0.9207,50.0036,6.029,-3.6194,12,2.4,24,2428,195,NA,NA,NA,NA,NA,NA,FALSE,-12.5,19.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",4,"2023-05-06T00:39:29.307Z","2023-05-06T00:39:34.327Z",TRUE,"pitch","7bca55bc-8777-4920-a4ad-1cad2c419436",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,0,NA,NA,3.048,1.4563,NA,103.78,201.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Alejandro Kirk walks. Matt Chapman to 2nd.",0,4,0,58,"top",8,"2023-05-06T00:38:10.625Z","2023-05-06T00:39:34.327Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,84.1,9,0.89,0.4103,6.1803,28.9597,-11.1778,-1.7219,11.6393,0.3469,1.3738,3.7656,-133.5228,-9.7382,-0.8584,50.0064,5.8745,-3.1075,9.6,3.6,24,2401,193,NA,NA,NA,NA,NA,NA,FALSE,-13.3,19.2,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656305,"Matt Chapman","/api/v1/people/656305",672386,"Alejandro Kirk","/api/v1/people/672386",NA,NA,NA
718307,"2023-05-05",3,"2023-05-06T00:39:11.977Z","2023-05-06T00:39:15.513Z",TRUE,"pitch","7e0154a9-bbda-4595-a275-05ceca8cf675",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,2.8934,1.4303,NA,139.16,145.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Alejandro Kirk walks. Matt Chapman to 2nd.",0,4,0,58,"top",8,"2023-05-06T00:38:10.625Z","2023-05-06T00:39:34.327Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.2,77.3,11,0.91,0.4495,5.7303,21.1915,-34.1783,2.9386,-1.3276,-0.5813,3.4714,0.7805,-121.3342,0.1657,-1.2881,50.0032,6.3526,4.4317,7.2,9.6,24,2540,77,NA,NA,NA,NA,NA,NA,FALSE,-41.2,-2.2,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",2,"2023-05-06T00:38:56.364Z","2023-05-06T00:38:59.983Z",TRUE,"pitch","2beb19e8-507a-4671-8012-491c9f0f19d0",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,2.8934,1.4303,NA,156.08,148.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Alejandro Kirk walks. Matt Chapman to 2nd.",0,4,0,58,"top",8,"2023-05-06T00:38:10.625Z","2023-05-06T00:39:34.327Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76,69.9,11,0.9,0.4962,5.7776,20.3969,-42.7281,4.4306,-8.5616,-1.0252,3.3478,-0.2056,-110.5537,2.9681,-1.5061,50.0016,6.4845,5.4632,7.2,14.4,24,2510,36,NA,NA,NA,NA,NA,NA,FALSE,-61.9,-14.4,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",1,"2023-05-06T00:38:37.868Z","2023-05-06T00:38:41.270Z",TRUE,"pitch","f84b66e8-5b09-470e-9ac0-9f01aacbb199",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,0,NA,NA,2.9191,1.4303,NA,106.39,230.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Alejandro Kirk walks. Matt Chapman to 2nd.",0,4,0,58,"top",8,"2023-05-06T00:38:10.625Z","2023-05-06T00:39:34.327Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,78.9,14,0.9,0.4435,5.9349,22.698,-33.5409,1.9069,-0.8844,0.2782,0.3245,2.959,-123.1528,-6.957,-1.183,50.0018,5.9959,2.9511,6,9.6,24,2568,57,NA,NA,NA,NA,NA,NA,FALSE,-40.8,-2.9,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718307,"2023-05-05",0,"2023-05-06T00:38:22.457Z","2023-05-06T00:38:26.252Z",TRUE,"pitch","12763f42-ea2f-4c6b-91b2-73b51c18e91a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,2.9962,1.4303,NA,123.44,187.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Alejandro Kirk walks. Matt Chapman to 2nd.",0,4,0,58,"top",8,"2023-05-06T00:38:10.625Z","2023-05-06T00:39:34.327Z",TRUE,FALSE,FALSE,FALSE,0,4,1,0,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",608328,"Chase De Jong","/api/v1/people/608328","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.2,8,0.91,0.4047,6.0262,29.908,-9.0525,-0.5853,12.4652,-0.1691,1.8978,2.5146,-135.4214,-9.4278,-1.0341,50.0042,6.06,-1.0858,2.4,2.4,24,2519,196,NA,NA,NA,NA,NA,NA,FALSE,-10.9,20.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
