"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718604,"2023-04-12",5,"2023-04-12T19:53:59.083Z","2023-04-12T19:54:05.106Z",TRUE,"pitch","1c31d996-8489-4c04-b38f-a0add2011c83",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.3,1.58,NA,76,186.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Amed Rosario strikes out swinging.",0,4,3,71,"bottom",9,"2023-04-12T19:52:47.141Z","2023-04-12T19:54:05.106Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642708,"Amed Rosario","/api/v1/people/642708","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.9,14,0.91,0.426,6.0101,24.1101,-37.5248,-0.1161,-3.1891,1.0757,1.9282,3.9127,-128.0997,-3.8802,-0.4504,50.0035,6.3672,-0.1953,1.2,9.6,24,2625,59,NA,NA,NA,NA,NA,NA,TRUE,-41.4,-6.4,-0.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718604,"2023-04-12",4,"2023-04-12T19:53:39.608Z","2023-04-12T19:53:43.252Z",TRUE,"pitch","20956a44-1777-4e19-b8b8-d464c0d9a175",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.3,1.58,NA,87.01,184.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Amed Rosario strikes out swinging.",0,4,3,71,"bottom",9,"2023-04-12T19:52:47.141Z","2023-04-12T19:54:05.106Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642708,"Amed Rosario","/api/v1/people/642708","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,82.2,9,0.9,0.4243,6.2561,23.9962,-35.9955,-0.5337,-2.2619,0.7866,1.9978,3.7158,-128.5681,-4.0024,-0.6014,50.0021,6.337,-0.904,0,8.4,24,2563,62,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-4.7,0.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718604,"2023-04-12",3,"2023-04-12T19:53:21.317Z","2023-04-12T19:53:24.967Z",TRUE,"pitch","15af04a8-372c-4213-952a-797740d9f7d7",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2097,1.48,NA,95.57,147.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Amed Rosario strikes out swinging.",0,4,3,71,"bottom",9,"2023-04-12T19:52:47.141Z","2023-04-12T19:54:05.106Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642708,"Amed Rosario","/api/v1/people/642708","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,89.9,12,0.83,0.3857,6.1774,28.2617,-25.5146,-7.4752,3.2515,0.5622,3.37,6.1373,-141.3127,-3.7296,-0.6525,50.0035,6.3212,-15.3165,28.8,6,24,2273,222,NA,NA,NA,NA,NA,NA,FALSE,-23.3,5.4,12.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718604,"2023-04-12",2,"2023-04-12T19:53:04.425Z","2023-04-12T19:53:08.150Z",TRUE,"pitch","3182c756-9378-4651-92e0-ccb08cbbf1ce",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2575,1.5784,NA,93.33,180.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Amed Rosario strikes out swinging.",0,4,3,71,"bottom",9,"2023-04-12T19:52:47.141Z","2023-04-12T19:54:05.106Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642708,"Amed Rosario","/api/v1/people/642708","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,82.3,6,0.91,0.425,6.048,21.7201,-35.109,0.0772,-1.7381,0.6209,2.1701,3.255,-127.9475,-3.7719,-0.6678,50.0018,6.3604,0.1302,1.2,8.4,24,2598,57,NA,NA,NA,NA,NA,NA,FALSE,-38.5,-3.7,-0.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718604,"2023-04-12",1,"2023-04-12T19:52:49.276Z","2023-04-12T19:52:53.931Z",TRUE,"pitch","bfb36b6c-3778-427f-9595-5d72f3e12ad6",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3325,1.5822,NA,70.4,182.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Amed Rosario strikes out swinging.",0,4,3,71,"bottom",9,"2023-04-12T19:52:47.141Z","2023-04-12T19:54:05.106Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642708,"Amed Rosario","/api/v1/people/642708","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.6,89.9,14,0.88,0.3853,6.3023,30.8684,-25.1376,-9.1111,3.4365,1.2225,2.0671,8.1025,-141.8716,-7.0382,-0.4793,50.0066,6.1701,-18.6745,32.4,6,24,2311,209,NA,NA,NA,NA,NA,NA,FALSE,-23.6,5,15,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718604,"2023-04-12",0,"2023-04-12T19:52:06.874Z","2023-04-12T19:52:49.276Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Amed Rosario strikes out swinging.",0,4,3,71,"bottom",9,"2023-04-12T19:52:47.141Z","2023-04-12T19:54:05.106Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642708,"Amed Rosario","/api/v1/people/642708","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718604,"2023-04-12",5,"2023-04-12T19:51:51.923Z","2023-04-12T19:52:00.163Z",TRUE,"pitch","294c40e5-0d34-4e31-8b91-631a1ea81f1a",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.2325,1.503,NA,167.84,168.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Steven Kwan walks. Myles Straw to 3rd. Oscar Gonzalez to 2nd.",0,4,3,70,"bottom",9,"2023-04-12T19:50:38.200Z","2023-04-12T19:52:00.163Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.3,90.5,11,0.9,0.3821,6.1837,32.242,-26.9666,-9.4927,2.5019,-1.3337,2.6072,2.0123,-143.1943,-5.5157,-0.8109,50.0034,6.2396,-19.7663,34.8,7.2,24,2307,217,NA,NA,NA,NA,NA,NA,FALSE,-24.6,3.6,16.8,NA,NA,NA,NA,NA,NA,FALSE,FALSE,660757,"Oscar Gonzalez","/api/v1/people/660757",664702,"Myles Straw","/api/v1/people/664702",680757,"Steven Kwan","/api/v1/people/680757",NA,NA,NA,NA
718604,"2023-04-12",4,"2023-04-12T19:51:33.227Z","2023-04-12T19:51:36.790Z",TRUE,"pitch","badcedd7-37ca-47b3-9515-4f324a77b4b4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.2325,1.5281,NA,152.07,140.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Steven Kwan walks. Myles Straw to 3rd. Oscar Gonzalez to 2nd.",0,4,3,70,"bottom",9,"2023-04-12T19:50:38.200Z","2023-04-12T19:52:00.163Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98,89.6,11,0.89,0.384,6.2343,33.2525,-23.4635,-9.9043,4.2292,-0.92,3.652,3.3608,-142.6996,-3.2733,-0.8271,50.0042,6.2945,-20.3987,39.6,6,24,2267,206,NA,NA,NA,NA,NA,NA,FALSE,-21.4,7.2,17.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,660757,"Oscar Gonzalez","/api/v1/people/660757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718604,"2023-04-12",3,"2023-04-12T19:51:13.685Z","2023-04-12T19:51:18.066Z",TRUE,"pitch","b362b30d-56b4-45ed-b81d-b47fbb8475a8",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.1575,1.5281,NA,106.82,167.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Steven Kwan walks. Myles Straw to 3rd. Oscar Gonzalez to 2nd.",0,4,3,70,"bottom",9,"2023-04-12T19:50:38.200Z","2023-04-12T19:52:00.163Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.5,89.9,2,0.91,0.385,6.1301,30.5433,-26.8538,-10.208,2.5951,0.2672,2.6552,6.2864,-141.9107,-5.3957,-0.6431,50.0067,6.2779,-20.9573,34.8,7.2,24,2257,221,NA,NA,NA,NA,NA,NA,FALSE,-24.8,3.8,17.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,660757,"Oscar Gonzalez","/api/v1/people/660757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718604,"2023-04-12",2,"2023-04-12T19:50:56.292Z","2023-04-12T19:51:00.087Z",TRUE,"pitch","ff2cc4fa-c388-4b8d-b883-e6fda044ef32",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.1825,1.4275,NA,157.91,149.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Walk","walk","Steven Kwan walks. Myles Straw to 3rd. Oscar Gonzalez to 2nd.",0,4,3,70,"bottom",9,"2023-04-12T19:50:38.200Z","2023-04-12T19:52:00.163Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,680757,"Steven Kwan","/api/v1/people/680757","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,89.2,11,0.87,0.3869,6.1284,31.972,-27.505,-8.5901,2.2976,-1.0732,3.3228,2.7127,-141.5112,-3.4288,-0.9277,50.0015,6.3101,-17.4382,31.2,6,24,2276,220,NA,NA,NA,NA,NA,NA,FALSE,-25.2,3.7,15,NA,NA,NA,NA,NA,NA,FALSE,FALSE,660757,"Oscar Gonzalez","/api/v1/people/660757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
