"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716935,"2023-08-19",2,"2023-08-20T00:39:48.259Z","2023-08-20T00:39:52.393Z",TRUE,"pitch","dc1276a2-da6f-443e-84b6-34af9c70b565",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,2.957,1.3519,NA,115.49,206.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","TJ Friedl strikes out swinging.",0,4,3,59,"bottom",7,"2023-08-20T00:39:30.805Z","2023-08-20T00:40:44.943Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,670770,"TJ Friedl","/api/v1/people/670770","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.5,87.1,14,0.9,0.3984,6.8274,29.0056,-21.0622,9.9252,5.7957,0.0397,1.1855,-7.1336,-137.2424,-9.7422,1.3769,50.0031,6.203,19.0251,37.2,6,24,2099,140,NA,NA,NA,NA,NA,NA,FALSE,-22,8.6,-16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716935,"2023-08-19",1,"2023-08-20T00:39:33.187Z","2023-08-20T00:39:37.130Z",TRUE,"pitch","0495bcc1-d570-4708-9426-735045079e49",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,2.747,1.166,NA,97.92,192.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","TJ Friedl strikes out swinging.",0,4,3,59,"bottom",7,"2023-08-20T00:39:30.805Z","2023-08-20T00:40:44.943Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,670770,"TJ Friedl","/api/v1/people/670770","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,86.1,6,0.89,0.4025,6.6007,28.8771,-22.2244,9.5245,5.2985,0.5006,1.7246,-5.8813,-135.9182,-8.0186,1.4514,50.0028,6.2482,17.8784,34.8,6,24,2024,140,NA,NA,NA,NA,NA,NA,FALSE,-23.2,8.2,-16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716935,"2023-08-19",0,"2023-08-20T00:38:38.311Z","2023-08-20T00:39:33.187Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","TJ Friedl strikes out swinging.",0,4,3,59,"bottom",7,"2023-08-20T00:39:30.805Z","2023-08-20T00:40:44.943Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,670770,"TJ Friedl","/api/v1/people/670770","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716935,"2023-08-19",4,"2023-08-20T00:40:20.965Z","2023-08-20T00:40:39.544Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,670770,"/api/v1/people/670770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","TJ Friedl strikes out swinging.",0,4,3,59,"bottom",7,"2023-08-20T00:39:30.805Z","2023-08-20T00:40:44.943Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,670770,"TJ Friedl","/api/v1/people/670770","L","Left",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716935,"2023-08-19",4,"2023-08-20T00:38:13.589Z","2023-08-20T00:38:20.491Z",TRUE,"pitch","4687cf3b-2ee2-4229-ad12-91138578edea",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.3558,1.4986,NA,64.21,195.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Stuart Fairchild walks. Henry Ramos to 2nd.",0,4,3,58,"bottom",7,"2023-08-20T00:36:42.713Z","2023-08-20T00:38:20.491Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,86.9,14,0.9,0.3997,6.4756,28.3246,-21.7371,10.025,5.4758,1.385,1.6025,-3.5164,-136.7088,-8.5964,1.3807,50.0001,6.2633,19.0939,38.4,6,24,2037,136,NA,NA,NA,NA,NA,NA,FALSE,-22.4,8.4,-17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656413,"Stuart Fairchild","/api/v1/people/656413",592656,"Henry Ramos","/api/v1/people/592656",687952,"Christian Encarnacion-Strand","/api/v1/people/687952"
716935,"2023-08-19",3,"2023-08-20T00:37:50.960Z","2023-08-20T00:37:54.458Z",TRUE,"pitch","2ce62758-a2f8-4880-9f8e-79f30618a9e2",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.3558,1.5251,NA,51.64,152.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Stuart Fairchild walks. Henry Ramos to 2nd.",0,4,3,58,"bottom",7,"2023-08-20T00:36:42.713Z","2023-08-20T00:38:20.491Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87,12,0.91,0.396,6.2939,31.3799,-23.3627,10.9767,4.5478,1.7146,3.1922,-3.3821,-138.4126,-4.436,1.5275,50.0029,6.3835,21.261,39.6,7.2,24,2086,138,NA,NA,NA,NA,NA,NA,FALSE,-22.8,7.4,-19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716935,"2023-08-19",2,"2023-08-20T00:37:33.140Z","2023-08-20T00:37:36.572Z",TRUE,"pitch","992bdb45-af70-4c80-ab20-43c4e11c46bd",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.38,1.55,NA,110.95,169.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Stuart Fairchild walks. Henry Ramos to 2nd.",0,4,3,58,"bottom",7,"2023-08-20T00:36:42.713Z","2023-08-20T00:38:20.491Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.8,86.6,5,0.9,0.4001,6.5541,27.5448,-20.5593,9.2698,6.1027,0.1587,2.5537,-6.3326,-136.4507,-6.4811,1.295,50.0008,6.3572,17.632,37.2,6,24,2026,146,NA,NA,NA,NA,NA,NA,FALSE,-20.9,10,-15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716935,"2023-08-19",1,"2023-08-20T00:37:11.542Z","2023-08-20T00:37:15.557Z",TRUE,"pitch","3c2e5a5b-a83f-47a1-9a2b-d6be8d5f0045",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3297,1.4986,NA,76.91,155.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Stuart Fairchild walks. Henry Ramos to 2nd.",0,4,3,58,"bottom",7,"2023-08-20T00:36:42.713Z","2023-08-20T00:38:20.491Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,86.6,12,0.9,0.3983,6.4062,30.1106,-22.0483,9.9863,5.2872,1.0518,3.0937,-4.7088,-137.4393,-4.7934,1.4887,50.0048,6.3554,19.1301,38.4,6,24,1721,159,NA,NA,NA,NA,NA,NA,FALSE,-21.8,8.8,-17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716935,"2023-08-19",0,"2023-08-20T00:36:45.748Z","2023-08-20T00:36:49.929Z",TRUE,"pitch","4b8e58e0-7a44-4cb6-b0fa-f9f035a0f965",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3558,1.4986,NA,88.41,202.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Walk","walk","Stuart Fairchild walks. Henry Ramos to 2nd.",0,4,3,58,"bottom",7,"2023-08-20T00:36:42.713Z","2023-08-20T00:38:20.491Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,86.3,14,0.9,0.4013,6.351,29.4952,-21.0539,9.5174,5.8894,0.75,1.3547,-5.4166,-136.4093,-9.3136,1.523,50.002,6.2599,17.9677,36,6,24,1932,133,NA,NA,NA,NA,NA,NA,FALSE,-22.2,8.9,-16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716935,"2023-08-19",3,"2023-08-20T00:35:51.982Z","2023-08-20T00:36:05.985Z",TRUE,"pitch","41a00b3d-3acc-4421-aa35-a9496e692e9f",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.47,1.64,NA,91.62,175.58,"ground_ball","medium","6",106.61,149.11,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Forceout","force_out","Henry Ramos grounds into a force out, shortstop Bo Bichette to second baseman Santiago Espinal. Christian Encarnacion-Strand to 3rd. Tyler Stephenson out at 2nd. Henry Ramos to 1st.",0,4,3,57,"bottom",7,"2023-08-20T00:35:49.845Z","2023-08-20T00:36:05.985Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,592656,"Henry Ramos","/api/v1/people/592656","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,84.6,6,0.9,0.4077,6.5151,29.8018,-20.8951,9.9968,6.172,0.6658,2.3407,-5.4542,-134.4761,-6.6278,1.4241,50.0037,6.3251,18.2666,37.2,6,24,1911,137,91.2,-1,42,NA,NA,NA,TRUE,-22.2,10,-16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592656,"Henry Ramos","/api/v1/people/592656",NA,NA,NA,687952,"Christian Encarnacion-Strand","/api/v1/people/687952"
716935,"2023-08-19",0,"2023-08-20T00:33:11.110Z","2023-08-20T00:33:55.203Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"57","atBat","Forceout","force_out","Henry Ramos grounds into a force out, shortstop Bo Bichette to second baseman Santiago Espinal. Christian Encarnacion-Strand to 3rd. Tyler Stephenson out at 2nd. Henry Ramos to 1st.",0,4,3,57,"bottom",7,"2023-08-20T00:35:49.845Z","2023-08-20T00:36:05.985Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,592656,"Henry Ramos","/api/v1/people/592656","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716935,"2023-08-19",1,"2023-08-20T00:33:55.203Z","2023-08-20T00:35:13.662Z",FALSE,"action",NA,NA,"Pitching Change: Tim Mayza replaces Trevor Richards.","Pitching Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,641835,"/api/v1/people/641835",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"57","atBat","Forceout","force_out","Henry Ramos grounds into a force out, shortstop Bo Bichette to second baseman Santiago Espinal. Christian Encarnacion-Strand to 3rd. Tyler Stephenson out at 2nd. Henry Ramos to 1st.",0,4,3,57,"bottom",7,"2023-08-20T00:35:49.845Z","2023-08-20T00:36:05.985Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,592656,"Henry Ramos","/api/v1/people/592656","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716935,"2023-08-19",2,"2023-08-20T00:35:13.662Z","2023-08-20T00:35:51.982Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Henry Ramos replaces Will Benson.","Offensive Substitution",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,592656,"/api/v1/people/592656",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","57","atBat","Forceout","force_out","Henry Ramos grounds into a force out, shortstop Bo Bichette to second baseman Santiago Espinal. Christian Encarnacion-Strand to 3rd. Tyler Stephenson out at 2nd. Henry Ramos to 1st.",0,4,3,57,"bottom",7,"2023-08-20T00:35:49.845Z","2023-08-20T00:36:05.985Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,592656,"Henry Ramos","/api/v1/people/592656","R","Right",641835,"Tim Mayza","/api/v1/people/641835","L","Left","vs_LHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,666181,"/api/v1/people/666181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716935,"2023-08-19",4,"2023-08-20T00:32:19.014Z","2023-08-20T00:32:29.015Z",TRUE,"pitch","0c029378-a4aa-47d2-80e0-d46c37d2dfff",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,1,NA,NA,3.18,1.53,NA,132.44,179.67,"ground_ball","medium","7",84.19,107.3,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Tyler Stephenson singles on a ground ball to left fielder Whit Merrifield. Christian Encarnacion-Strand to 2nd.",0,4,3,56,"bottom",7,"2023-08-20T00:31:00.377Z","2023-08-20T00:32:29.015Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.7,77.2,4,0.9,0.4524,6.4692,19.6387,-29.7837,-9.2673,1.6024,-0.405,2.1891,7.0199,-120.3047,-3.5377,-2.1328,50.0029,6.2718,-13.8146,22.8,8.4,24,2702,256,97.9,0,42,NA,NA,NA,FALSE,-37.1,2.4,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663886,"Tyler Stephenson","/api/v1/people/663886",687952,"Christian Encarnacion-Strand","/api/v1/people/687952",NA,NA,NA
716935,"2023-08-19",3,"2023-08-20T00:31:59.909Z","2023-08-20T00:32:03.999Z",TRUE,"pitch","a16bf590-f202-4746-a156-84079f1e081a",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.1557,1.4786,NA,132.78,196.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Tyler Stephenson singles on a ground ball to left fielder Whit Merrifield. Christian Encarnacion-Strand to 2nd.",0,4,3,56,"bottom",7,"2023-08-20T00:31:00.377Z","2023-08-20T00:32:29.015Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.3,77.5,7,0.9,0.4502,6.3419,20.9172,-29.5173,-10.6007,1.7721,-0.4139,1.5786,7.5474,-121.0917,-4.681,-2.1749,50.0056,6.0831,-15.9393,26.4,9.6,24,2728,252,NA,NA,NA,NA,NA,NA,FALSE,-36.7,2.4,17.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716935,"2023-08-19",1,"2023-08-20T00:31:21.043Z","2023-08-20T00:31:25.036Z",TRUE,"pitch","6aee7cbf-b551-4766-8c69-a98b2a86b9b0",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1295,1.4786,NA,163.69,214.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Single","single","Tyler Stephenson singles on a ground ball to left fielder Whit Merrifield. Christian Encarnacion-Strand to 2nd.",0,4,3,56,"bottom",7,"2023-08-20T00:31:00.377Z","2023-08-20T00:32:29.015Z",TRUE,FALSE,FALSE,FALSE,33,1,2,1,663886,"Tyler Stephenson","/api/v1/people/663886","R","Right",670950,"Trevor Richards","/api/v1/people/670950","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Toronto Blue Jays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.7,76.2,13,0.91,0.459,6.2284,20.5333,-30.7913,-9.2673,0.9558,-1.225,0.8879,5.0121,-118.8618,-5.7768,-2.1455,50.0034,6.1108,-13.4006,21.6,9.6,24,2711,253,NA,NA,NA,NA,NA,NA,FALSE,-40,0.7,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
