"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
716516,"2023-09-20",7,"2023-09-20T04:23:12.295Z","2023-09-20T04:23:45.520Z",TRUE,"pitch","b07109b7-6904-424a-948c-c017139765e6",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,2,NA,NA,3.55,1.64,NA,124.2,185.67,"fly_ball","medium","7",34.87,88.59,NA,NA,TRUE,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Xander Bogaerts homers (19) on a fly ball to left field. Trent Grisham scores.",2,0,2,68,"bottom",9,"2023-09-20T04:20:23.524Z","2023-09-20T04:23:45.520Z",TRUE,TRUE,FALSE,FALSE,75,3,2,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.9,84,8,0.88,0.4105,5.6909,29.8992,-22.3952,-0.8107,5.4282,-0.1888,1.9671,1.9879,-133.6482,-6.6162,-0.8383,50.0036,6.093,-1.4609,2.4,4.8,24,2680,204,93.8,32,339,NA,NA,NA,FALSE,-24,8.5,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716516,"2023-09-20",4,"2023-09-20T04:22:11.707Z","2023-09-20T04:22:15.470Z",TRUE,"pitch","21d3d125-98f6-4c45-b6cb-72ae39fa6177",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.5754,1.6723,NA,110.68,187.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Xander Bogaerts homers (19) on a fly ball to left field. Trent Grisham scores.",2,0,2,68,"bottom",9,"2023-09-20T04:20:23.524Z","2023-09-20T04:23:45.520Z",TRUE,TRUE,FALSE,FALSE,75,3,2,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.8,83.2,8,0.84,0.4149,5.6894,28.7676,-20.2759,-1.3539,6.7466,0.1657,1.9104,3.0956,-132.1365,-7.039,-0.8464,50.0044,6.104,-2.3886,4.8,4.8,24,2672,209,NA,NA,NA,NA,NA,NA,FALSE,-22.4,10.8,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716516,"2023-09-20",3,"2023-09-20T04:21:48.556Z","2023-09-20T04:21:55.409Z",TRUE,"pitch","df85a8f2-02e1-4d9f-a815-fa259f507eb6",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.6043,1.64,NA,106.26,182.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Xander Bogaerts homers (19) on a fly ball to left field. Trent Grisham scores.",2,0,2,68,"bottom",9,"2023-09-20T04:20:23.524Z","2023-09-20T04:23:45.520Z",TRUE,TRUE,FALSE,FALSE,75,3,2,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.1,83.5,9,0.89,0.4134,5.6275,29.0225,-21.3272,-0.0266,6.1042,0.2818,2.093,2.8542,-132.6106,-6.3929,-0.8062,50.0028,6.0967,-0.048,1.2,4.8,24,2688,192,NA,NA,NA,NA,NA,NA,FALSE,-23.2,9.8,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716516,"2023-09-20",2,"2023-09-20T04:21:25.059Z","2023-09-20T04:21:28.139Z",TRUE,"pitch","7e2eb9ee-89a3-485c-ab96-fd92208bfad6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.4927,1.6174,NA,38.57,186.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Xander Bogaerts homers (19) on a fly ball to left field. Trent Grisham scores.",2,0,2,68,"bottom",9,"2023-09-20T04:20:23.524Z","2023-09-20T04:23:45.520Z",TRUE,TRUE,FALSE,FALSE,75,3,2,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.7,81.6,14,0.92,0.4222,5.7318,30.2099,-22.6561,0.2908,5.5968,2.0576,1.9534,6.3627,-130.2882,-6.403,-0.4653,50.0016,6.1825,0.4933,4.8,6,24,2646,188,NA,NA,NA,NA,NA,NA,FALSE,-25.7,8.8,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716516,"2023-09-20",1,"2023-09-20T04:21:00.834Z","2023-09-20T04:21:04.411Z",TRUE,"pitch","03d1995d-96bf-4b80-989f-9d8f0ebd434a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.5542,1.7076,NA,40.42,204.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Xander Bogaerts homers (19) on a fly ball to left field. Trent Grisham scores.",2,0,2,68,"bottom",9,"2023-09-20T04:20:23.524Z","2023-09-20T04:23:45.520Z",TRUE,TRUE,FALSE,FALSE,75,3,2,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",92.5,84.2,14,0.8,0.4094,5.748,31.4521,-19.4062,-1.9179,7.0563,2.009,1.2738,7.6426,-134.2539,-8.6091,-0.6365,50.0041,5.9256,-3.4718,4.8,4.8,24,2689,203,NA,NA,NA,NA,NA,NA,FALSE,-21.5,10.9,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716516,"2023-09-20",0,"2023-09-20T04:20:38.423Z","2023-09-20T04:20:42.801Z",TRUE,"pitch","2719f8df-79ac-4627-aa49-c4b78152ab55",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5815,1.6782,NA,64.92,157.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Xander Bogaerts homers (19) on a fly ball to left field. Trent Grisham scores.",2,0,2,68,"bottom",9,"2023-09-20T04:20:23.524Z","2023-09-20T04:23:45.520Z",TRUE,TRUE,FALSE,FALSE,75,3,2,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.6,82.8,12,0.92,0.4161,5.6732,29.3358,-25.0722,0.0628,4.0544,1.3662,3.0211,4.5447,-131.882,-3.7692,-0.3912,50.0058,6.3288,0.1097,2.4,6,24,2642,167,NA,NA,NA,NA,NA,NA,FALSE,-26.8,6.7,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716516,"2023-09-20",5,"2023-09-20T04:22:24.102Z","2023-09-20T04:22:47.224Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,2,593428,"/api/v1/people/593428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Xander Bogaerts homers (19) on a fly ball to left field. Trent Grisham scores.",2,0,2,68,"bottom",9,"2023-09-20T04:20:23.524Z","2023-09-20T04:23:45.520Z",TRUE,TRUE,FALSE,FALSE,75,3,2,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716516,"2023-09-20",6,"2023-09-20T04:22:47.224Z","2023-09-20T04:22:52.943Z",FALSE,"pickoff","14c72932-3c59-4695-b4d6-702f902ecff2",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Xander Bogaerts homers (19) on a fly ball to left field. Trent Grisham scores.",2,0,2,68,"bottom",9,"2023-09-20T04:20:23.524Z","2023-09-20T04:23:45.520Z",TRUE,TRUE,FALSE,FALSE,75,3,2,2,593428,"Xander Bogaerts","/api/v1/people/593428","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716516,"2023-09-20",2,"2023-09-20T04:20:06.757Z","2023-09-20T04:20:11.335Z",TRUE,"pitch","f276f56d-5a2a-4587-9dab-fb1936ee0aaa",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,3,1,NA,NA,3.179,1.474,NA,100.06,184.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Eguy Rosario strikes out on a foul tip.",0,0,0,67,"bottom",9,"2023-09-20T04:18:41.788Z","2023-09-20T04:20:11.335Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,666703,"Eguy Rosario","/api/v1/people/666703","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.9,84.3,6,0.86,0.4098,5.6383,29.3195,-22.8045,-1.8733,5.1861,0.4445,2.0226,3.1274,-133.7388,-6.5153,-0.4976,50.0066,6.1302,-3.388,6,6,24,2536,189,NA,NA,NA,NA,NA,NA,TRUE,-24.2,8.2,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,663757,"Trent Grisham","/api/v1/people/663757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716516,"2023-09-20",1,"2023-09-20T04:19:25.194Z","2023-09-20T04:19:33.060Z",TRUE,"pitch","8ed2468a-8c95-4711-b316-0a27082dfe58",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.179,1.474,NA,117.92,183.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Eguy Rosario strikes out on a foul tip.",0,0,0,67,"bottom",9,"2023-09-20T04:18:41.788Z","2023-09-20T04:20:11.335Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,666703,"Eguy Rosario","/api/v1/people/666703","R","Right",641755,"Tyler Kinley","/api/v1/people/641755","R","Right","vs_RHP","vs_RHB","Men_On",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Colorado Rockies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.4,81.7,5,0.9,0.4219,5.7211,28.7819,-24.9763,-1.5213,4.223,-0.024,2.0589,2.2379,-130.0984,-5.4465,-0.7,50.0011,6.0868,-2.5923,4.8,6,24,2543,180,NA,NA,NA,NA,NA,NA,FALSE,-27.7,6.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
