"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717131,"2023-08-05",6,"2023-08-05T03:08:33.686Z","2023-08-05T03:08:42.079Z",TRUE,"pitch","a0ff5bb9-12d7-4dc2-a63d-95f7a09b051b",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.3,1.54,NA,104.98,161.57,"fly_ball","medium","8",153.63,57.92,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Mark Canha flies out to center fielder Jack Suwinski.",0,8,4,83,"bottom",9,"2023-08-05T03:06:18.539Z","2023-08-05T03:08:42.079Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592192,"Mark Canha","/api/v1/people/592192","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,88.6,3,0.9,0.3878,6.7148,33.39,-12.4643,-5.3525,9.7617,0.3154,2.8596,8.0048,-141.4571,-5.3618,-1.8605,50.004,5.5843,-10.8089,33.6,3.6,24,2446,211,98,35,357,NA,NA,NA,TRUE,-12.4,16.7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717131,"2023-08-05",5,"2023-08-05T03:08:08.098Z","2023-08-05T03:08:13.160Z",TRUE,"pitch","07acb4cf-e4ed-4ac4-826f-4b18a5a87647",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.3,1.54,NA,106.46,175.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Mark Canha flies out to center fielder Jack Suwinski.",0,8,4,83,"bottom",9,"2023-08-05T03:06:18.539Z","2023-08-05T03:08:42.079Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592192,"Mark Canha","/api/v1/people/592192","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.3,6,0.91,0.3898,6.6269,31.8139,-8.8404,-3.8127,11.6686,0.2764,2.3375,7.1489,-140.5122,-7.642,-1.8053,50.0035,5.6667,-7.6252,30,2.4,24,2383,214,NA,NA,NA,NA,NA,NA,FALSE,-9.6,19.7,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717131,"2023-08-05",4,"2023-08-05T03:07:49.453Z","2023-08-05T03:07:53.698Z",TRUE,"pitch","b9083e97-c34c-4bbb-8af0-1c205bfec783",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.129,1.3688,NA,87.56,190.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Mark Canha flies out to center fielder Jack Suwinski.",0,8,4,83,"bottom",9,"2023-08-05T03:06:18.539Z","2023-08-05T03:08:42.079Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592192,"Mark Canha","/api/v1/people/592192","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.8,9,0.91,0.3888,6.619,31.2811,-9.4098,-4.226,11.3193,0.7723,1.7917,8.3627,-140.7548,-9.0161,-1.6853,50.0039,5.6418,-8.5004,30,2.4,24,2430,214,NA,NA,NA,NA,NA,NA,FALSE,-10.3,18.8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717131,"2023-08-05",3,"2023-08-05T03:07:31.095Z","2023-08-05T03:07:35.466Z",TRUE,"pitch","3bb180da-af61-47c5-b9d3-ba922c1ea74c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.1571,1.4812,NA,126.42,211.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Mark Canha flies out to center fielder Jack Suwinski.",0,8,4,83,"bottom",9,"2023-08-05T03:06:18.539Z","2023-08-05T03:08:42.079Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592192,"Mark Canha","/api/v1/people/592192","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,89.1,13,0.91,0.388,6.694,30.8249,-9.2791,-4.9112,11.334,-0.2472,1.0201,6.3543,-140.9489,-10.7645,-1.8886,50.0062,5.4797,-9.924,36,2.4,24,2386,213,NA,NA,NA,NA,NA,NA,FALSE,-10.4,18.6,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717131,"2023-08-05",2,"2023-08-05T03:07:12.541Z","2023-08-05T03:07:16.573Z",TRUE,"pitch","91e6b930-2300-4717-ad62-95b345df475f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1571,1.4812,NA,112.78,226.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Mark Canha flies out to center fielder Jack Suwinski.",0,8,4,83,"bottom",9,"2023-08-05T03:06:18.539Z","2023-08-05T03:08:42.079Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592192,"Mark Canha","/api/v1/people/592192","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.6,73.3,14,0.89,0.4778,6.2254,20.2249,-36.3169,3.0634,-3.1136,0.1108,0.472,3.773,-114.446,-3.5755,-1.9542,50.0002,5.595,4.081,7.2,10.8,24,2313,47,NA,NA,NA,NA,NA,NA,FALSE,-50.3,-6.2,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717131,"2023-08-05",1,"2023-08-05T03:06:50.928Z","2023-08-05T03:06:54.609Z",TRUE,"pitch","4beec210-9946-4b8d-a88c-8518e815927c",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.3,1.54,NA,93.43,155.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Mark Canha flies out to center fielder Jack Suwinski.",0,8,4,83,"bottom",9,"2023-08-05T03:06:18.539Z","2023-08-05T03:08:42.079Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592192,"Mark Canha","/api/v1/people/592192","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,89.1,3,0.9,0.3878,6.5573,29.688,-12.3231,-4.7225,9.8072,0.6182,3.0864,8.437,-140.8299,-5.0959,-1.7925,50.0024,5.7056,-9.5594,30,3.6,24,2463,212,NA,NA,NA,NA,NA,NA,FALSE,-12,16.9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717131,"2023-08-05",0,"2023-08-05T03:06:35.350Z","2023-08-05T03:06:39.792Z",TRUE,"pitch","3841821a-7fbf-489e-989c-7247d7ab1b4d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.129,1.3969,NA,135.4,146.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Mark Canha flies out to center fielder Jack Suwinski.",0,8,4,83,"bottom",9,"2023-08-05T03:06:18.539Z","2023-08-05T03:08:42.079Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,592192,"Mark Canha","/api/v1/people/592192","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,89.1,11,0.91,0.3866,6.5594,31.369,-11.2426,-3.7479,10.288,-0.4827,3.4019,5.4189,-141.5224,-4.7775,-1.9326,50.0034,5.828,-7.6262,27.6,2.4,24,2519,209,NA,NA,NA,NA,NA,NA,FALSE,-10.9,17.9,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717131,"2023-08-05",1,"2023-08-05T03:06:00.589Z","2023-08-05T03:06:10.080Z",TRUE,"pitch","2dbb93f6-53be-44dc-949e-d10b3e276b22",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,2.9,1.37,NA,109.28,187.3,"fly_ball","medium","7",95.81,110.93,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","Sal Frelick flies out to left fielder Josh Palacios.",0,8,4,82,"bottom",9,"2023-08-05T03:05:33.560Z","2023-08-05T03:06:10.080Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,686217,"Sal Frelick","/api/v1/people/686217","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.6,84,5,0.9,0.4136,6.4963,25.3594,-28.758,-2.1954,1.9149,0.2024,1.9065,6.4356,-131.9041,-4.0971,-1.9727,50.0005,5.5758,-3.9092,4.8,7.2,24,1500,221,79.2,48,235,NA,NA,NA,TRUE,-30.1,2.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717131,"2023-08-05",0,"2023-08-05T03:05:46.691Z","2023-08-05T03:05:51.918Z",TRUE,"pitch","4deb5d8b-d399-4873-93fc-d4410c7b5afc",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,2.8696,1.3393,NA,113.78,171.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Flyout","field_out","Sal Frelick flies out to left fielder Josh Palacios.",0,8,4,82,"bottom",9,"2023-08-05T03:05:33.560Z","2023-08-05T03:06:10.080Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,686217,"Sal Frelick","/api/v1/people/686217","L","Left",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.8,2,0.91,0.3886,6.5454,30.7887,-10.9641,-4.58,10.5344,0.0844,2.476,7.1428,-140.7272,-6.8866,-1.8871,50.0043,5.659,-9.2232,31.2,2.4,24,2377,216,NA,NA,NA,NA,NA,NA,FALSE,-11.3,17.9,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717131,"2023-08-05",9,"2023-08-05T03:05:11.657Z","2023-08-05T03:05:19.933Z",TRUE,"pitch","94c980f9-3e6d-4d53-94f0-eca0d3ce82a4",9,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.54,1.7,NA,126.64,167.01,"ground_ball","medium","6",114.95,142.52,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Willy Adames grounds out, shortstop Alika Williams to first baseman Alfonso Rivas.",0,8,4,81,"bottom",9,"2023-08-05T03:02:37.477Z","2023-08-05T03:05:19.933Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,642715,"Willy Adames","/api/v1/people/642715","R","Right",670280,"David Bednar","/api/v1/people/670280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Pittsburgh Pirates",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.4,84.1,5,0.91,0.4112,6.5701,27.842,-29.6714,-1.1886,1.3899,-0.2529,2.6582,5.2754,-133.0679,-2.0683,-2.1043,50.001,5.5895,-2.1377,2.4,7.2,24,1319,216,95.8,6,101,NA,NA,NA,TRUE,-30.4,2.3,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
