"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745272,"2024-04-14",6,"2024-04-14T04:05:06.029Z","2024-04-14T04:05:11.432Z",TRUE,"pitch","c00df4ed-7130-4bc3-9dd2-6717e82d0bbf",7,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,3,2,NA,NA,3.25,1.54,NA,102.97,200.65,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","J.P. Crawford strikes out on a foul tip.",0,4,1,69,"bottom",9,"2024-04-14T04:02:53.952Z","2024-04-14T04:05:11.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.2,83.6,14,2,0.416,6.3891,25.7167,-23.4552,3.7633,4.9589,0.3681,1.4121,2.9899,-131.2648,-7.0623,-1.2716,50.0049,5.8634,6.6199,15.6,6,24,2461,167,NA,NA,NA,NA,NA,NA,TRUE,-25.7,7.8,-7.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745272,"2024-04-14",5,"2024-04-14T04:04:39.073Z","2024-04-14T04:04:42.297Z",TRUE,"pitch","cc7ce96c-abe5-4967-9060-bcee2492eaaf",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.25,1.54,NA,88.25,201.74,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","J.P. Crawford strikes out on a foul tip.",0,4,1,69,"bottom",9,"2024-04-14T04:02:53.952Z","2024-04-14T04:05:11.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,86.8,14,2,0.3975,6.5019,31.8829,-18.6398,-9.8773,7.0439,0.7544,1.3717,7.8079,-138.0063,-8.8268,-0.834,50.0005,5.8766,-18.9724,39.6,6,24,2206,212,NA,NA,NA,NA,NA,NA,FALSE,-19.6,10.9,16.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745272,"2024-04-14",4,"2024-04-14T04:04:21.406Z","2024-04-14T04:04:25.147Z",TRUE,"pitch","b76e8399-3358-445b-9a1b-76ff4a926bff",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.126,1.4942,NA,146.77,200.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","J.P. Crawford strikes out on a foul tip.",0,4,1,69,"bottom",9,"2024-04-14T04:02:53.952Z","2024-04-14T04:05:11.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.7,80.1,7,2,0.4333,6.349,25.2925,-30.2043,3.992,1.2166,-0.7809,1.4007,0.0249,-126.3118,-5.2565,-1.3097,50.0023,5.932,6.4618,12,8.4,24,2612,129,NA,NA,NA,NA,NA,NA,FALSE,-35,1.3,-7.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745272,"2024-04-14",3,"2024-04-14T04:03:58.555Z","2024-04-14T04:04:01.555Z",TRUE,"pitch","981697c8-fc7f-4664-a6be-91689de26782",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.0432,1.4274,NA,127.33,227.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","J.P. Crawford strikes out on a foul tip.",0,4,1,69,"bottom",9,"2024-04-14T04:02:53.952Z","2024-04-14T04:05:11.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80.9,13,2,0.4321,6.4897,23.6671,-29.8395,4.4816,1.4287,-0.2711,0.4029,1.032,-126.3549,-7.5984,-1.2664,50.0015,5.8187,7.3079,13.2,8.4,24,2479,135,NA,NA,NA,NA,NA,NA,FALSE,-34.8,1.2,-8.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745272,"2024-04-14",2,"2024-04-14T04:03:35.545Z","2024-04-14T04:03:38.545Z",TRUE,"pitch","5814755a-8858-4ae4-8ccd-e70335b7ce6b",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.1042,1.4561,NA,117.58,215.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","J.P. Crawford strikes out on a foul tip.",0,4,1,69,"bottom",9,"2024-04-14T04:02:53.952Z","2024-04-14T04:05:11.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,79.9,13,2,0.437,6.5937,23.0533,-30.4094,5.8618,1.1121,-0.0151,0.8682,0.9583,-124.9032,-6.2551,-1.1652,50.0057,5.8778,9.3465,16.8,8.4,24,2655,119,NA,NA,NA,NA,NA,NA,FALSE,-36,1,-10.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745272,"2024-04-14",1,"2024-04-14T04:03:12.777Z","2024-04-14T04:03:15.777Z",TRUE,"pitch","d1b16bfa-1d43-44d0-8177-157bfbea8b52",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.25,1.54,NA,121.79,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","J.P. Crawford strikes out on a foul tip.",0,4,1,69,"bottom",9,"2024-04-14T04:02:53.952Z","2024-04-14T04:05:11.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,80.7,13,2,0.431,6.4036,24.6672,-28.5602,3.6879,2.2102,-0.1257,1.2882,1.3636,-126.8152,-5.919,-1.1489,50.0054,5.9158,6.0387,12,7.2,24,2603,146,NA,NA,NA,NA,NA,NA,FALSE,-32.9,3,-7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745272,"2024-04-14",0,"2024-04-14T04:02:57.026Z","2024-04-14T04:03:00.750Z",TRUE,"pitch","83ccdab8-79ec-4f7e-a3ff-e90298d5fb52",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.0815,1.4983,NA,114.8,165.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","J.P. Crawford strikes out on a foul tip.",0,4,1,69,"bottom",9,"2024-04-14T04:02:53.952Z","2024-04-14T04:05:11.432Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.6,82.5,2,2,0.4191,6.2816,26.2875,-21.6433,3.8421,6.0812,0.0576,2.7214,2.339,-130.4749,-4.0691,-1.3483,50.004,5.9231,6.6542,18,6,24,2526,185,NA,NA,NA,NA,NA,NA,FALSE,-23.5,10.4,-7.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745272,"2024-04-14",4,"2024-04-14T04:02:24.020Z","2024-04-14T04:02:34.459Z",TRUE,"pitch","e0f80bbf-b1d3-4bfe-9d30-dba76b63417a",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,2,NA,NA,3.59,1.68,NA,138.36,171.66,"ground_ball","medium","7",97.77,101.9,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Cal Raleigh singles on a ground ball to left fielder Ian Happ.",0,4,1,68,"bottom",9,"2024-04-14T04:01:15.013Z","2024-04-14T04:02:34.459Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,86.9,4,2,0.3947,6.4084,33.5885,-11.2691,-4.847,10.7398,-0.5604,2.486,3.0706,-139.2096,-7.5027,-1.0525,50.0063,5.9764,-9.439,33.6,3.6,24,2331,218,105.4,3,80,NA,NA,NA,FALSE,-12.1,17.9,8,NA,NA,NA,NA,FALSE,FALSE,663728,"Cal Raleigh","/api/v1/people/663728",NA,NA,NA,NA,NA,NA
745272,"2024-04-14",2,"2024-04-14T04:01:51.770Z","2024-04-14T04:01:54.799Z",TRUE,"pitch","240aeb51-3dd0-41f4-9829-031cfc0b667e",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.59,1.68,NA,84.6,168.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Cal Raleigh singles on a ground ball to left fielder Ian Happ.",0,4,1,68,"bottom",9,"2024-04-14T04:01:15.013Z","2024-04-14T04:02:34.459Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,79,14,2,0.4381,6.4337,25.6028,-32.1416,4.0262,0.0223,0.8499,2.6096,3.6553,-125.1054,-2.1956,-1.1541,50.0037,6.137,6.3725,12,8.4,24,2412,113,NA,NA,NA,NA,NA,NA,FALSE,-37.3,-0.2,-8.2,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745272,"2024-04-14",1,"2024-04-14T04:01:36.039Z","2024-04-14T04:01:39.039Z",TRUE,"pitch","a427f28a-d874-4bdb-b41f-7870cb5ce8f2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.6082,1.6977,NA,150.33,210.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Cal Raleigh singles on a ground ball to left fielder Ian Happ.",0,4,1,68,"bottom",9,"2024-04-14T04:01:15.013Z","2024-04-14T04:02:34.459Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,79.8,13,2,0.4362,6.4101,24.0701,-29.0554,5.237,1.9538,-0.8743,1.0494,-0.6043,-125.3087,-6.2917,-1.3116,50.0053,5.9508,8.3734,15.6,8.4,24,2545,125,NA,NA,NA,NA,NA,NA,FALSE,-34.3,2.4,-9.4,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
