"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717027,"2023-08-13",4,"2023-08-14T01:45:02.374Z","2023-08-14T01:45:12.039Z",TRUE,"pitch","7216b3e6-f523-45ff-a03f-0f9dac3582a9",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.16,1.52,NA,113.53,194.59,"fly_ball","medium","8",126.16,83.25,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Flyout","field_out","Endy Rodriguez flies out to center fielder Stuart Fairchild.",0,6,5,86,"bottom",10,"2023-08-14T01:44:02.651Z","2023-08-14T01:45:12.039Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",650960,"Daniel Duarte","/api/v1/people/650960","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,88.2,8,0.91,0.3904,6.5644,32.5433,-12.4394,-4.3314,9.906,0.091,1.6365,3.8144,-140.4386,-8.4787,-0.7237,50.005,5.5087,-8.6317,28.8,3.6,24,2209,208,85.5,45,290,NA,NA,NA,TRUE,-13.1,16.3,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717027,"2023-08-13",3,"2023-08-14T01:44:42.153Z","2023-08-14T01:44:45.944Z",TRUE,"pitch","c2e4bde0-a885-4619-b8d7-83b941996d55",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.16,1.52,NA,138.3,178.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Flyout","field_out","Endy Rodriguez flies out to center fielder Stuart Fairchild.",0,6,5,86,"bottom",10,"2023-08-14T01:44:02.651Z","2023-08-14T01:45:12.039Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",650960,"Daniel Duarte","/api/v1/people/650960","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,88.4,4,0.91,0.389,6.4827,32.8012,-13.8023,-4.7754,9.1531,-0.5588,2.2289,2.9538,-140.9566,-6.533,-1.0012,50.0047,5.4724,-9.5859,30,3.6,24,2223,219,NA,NA,NA,NA,NA,NA,FALSE,-13.8,15.4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717027,"2023-08-13",2,"2023-08-14T01:44:21.962Z","2023-08-14T01:44:27.256Z",TRUE,"pitch","aeebf805-3b22-4551-a056-4f747175f5fc",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.16,1.52,NA,105.46,172.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Flyout","field_out","Endy Rodriguez flies out to center fielder Stuart Fairchild.",0,6,5,86,"bottom",10,"2023-08-14T01:44:02.651Z","2023-08-14T01:45:12.039Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",650960,"Daniel Duarte","/api/v1/people/650960","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.8,86.9,6,0.91,0.3989,6.4515,26.8111,-19.2444,1.767,6.7498,0.3026,2.4573,2.8632,-136.7054,-4.7395,-0.9831,50.0012,5.5131,3.3826,10.8,4.8,24,2560,185,NA,NA,NA,NA,NA,NA,FALSE,-19.2,11.5,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717027,"2023-08-13",1,"2023-08-14T01:44:05.033Z","2023-08-14T01:44:09.194Z",TRUE,"pitch","e6e6197b-6a45-44ca-bd9e-8036c85132b3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1924,1.5298,NA,84.37,158.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Flyout","field_out","Endy Rodriguez flies out to center fielder Stuart Fairchild.",0,6,5,86,"bottom",10,"2023-08-14T01:44:02.651Z","2023-08-14T01:45:12.039Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",650960,"Daniel Duarte","/api/v1/people/650960","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.3,12,0.82,0.3936,6.473,32.3647,-17.096,-6.0013,7.6954,0.8559,2.9645,6.656,-139.3408,-3.9524,-0.7881,50.0033,5.5365,-11.7593,30,4.8,24,2153,218,NA,NA,NA,NA,NA,NA,FALSE,-16.7,13.2,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717027,"2023-08-13",0,"2023-08-14T01:43:36.436Z","2023-08-14T01:44:05.033Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"86","atBat","Flyout","field_out","Endy Rodriguez flies out to center fielder Stuart Fairchild.",0,6,5,86,"bottom",10,"2023-08-14T01:44:02.651Z","2023-08-14T01:45:12.039Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",650960,"Daniel Duarte","/api/v1/people/650960","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717027,"2023-08-13",4,"2023-08-14T01:43:02.768Z","2023-08-14T01:43:11.173Z",TRUE,"pitch","dfd9036a-7448-4679-86f6-656d58314a78",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.26,1.57,NA,111.34,186.29,"ground_ball","medium","6",106.54,157.75,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Henry Davis grounds out, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand. Andrew McCutchen to 3rd.",0,6,5,85,"bottom",10,"2023-08-14T01:41:35.742Z","2023-08-14T01:43:11.173Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,680779,"Henry Davis","/api/v1/people/680779","R","Right",650960,"Daniel Duarte","/api/v1/people/650960","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,87.1,8,2,0.3962,6.8761,30.2296,-18.1857,-7.5554,7.224,0.1485,1.9441,5.7774,-138.1557,-5.6497,-0.9861,50.0044,5.2343,-14.6347,34.8,4.8,24,2039,226,86.5,-25,5,NA,NA,NA,TRUE,-18.2,12.1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,457705,"Andrew McCutchen","/api/v1/people/457705"
717027,"2023-08-13",3,"2023-08-14T01:42:44.655Z","2023-08-14T01:42:48.245Z",TRUE,"pitch","50aa6358-484f-4f34-84b4-00553dd3c253",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.3557,1.5857,NA,110.1,200.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Henry Davis grounds out, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand. Andrew McCutchen to 3rd.",0,6,5,85,"bottom",10,"2023-08-14T01:41:35.742Z","2023-08-14T01:43:11.173Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,680779,"Henry Davis","/api/v1/people/680779","R","Right",650960,"Daniel Duarte","/api/v1/people/650960","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86.5,14,0.91,0.3995,6.7552,30.074,-24.2467,-9.541,4.16,0.1811,1.4186,6.2407,-137.0699,-5.8191,-0.8847,50.0015,5.2229,-18.1676,33.6,6,24,2034,224,NA,NA,NA,NA,NA,NA,FALSE,-24.4,6.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717027,"2023-08-13",2,"2023-08-14T01:42:26.247Z","2023-08-14T01:42:29.247Z",TRUE,"pitch","dc3241f3-02da-41f3-9991-7aecbc42d0d8",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3814,1.5857,NA,47.37,210.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Henry Davis grounds out, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand. Andrew McCutchen to 3rd.",0,6,5,85,"bottom",10,"2023-08-14T01:41:35.742Z","2023-08-14T01:43:11.173Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,680779,"Henry Davis","/api/v1/people/680779","R","Right",650960,"Daniel Duarte","/api/v1/people/650960","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.3,84.5,14,0.89,0.4111,6.6653,26.0143,-19.4548,-0.6502,7.0617,1.8267,1.0524,7.3657,-132.769,-7.424,-0.8884,50.005,5.2796,-1.1724,0,4.8,24,2392,196,NA,NA,NA,NA,NA,NA,FALSE,-21.1,11.5,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717027,"2023-08-13",1,"2023-08-14T01:42:06.450Z","2023-08-14T01:42:10.514Z",TRUE,"pitch","429da381-5db0-4a20-9ba6-b9a297a8e055",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.33,1.5857,NA,151.98,148.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Henry Davis grounds out, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand. Andrew McCutchen to 3rd.",0,6,5,85,"bottom",10,"2023-08-14T01:41:35.742Z","2023-08-14T01:43:11.173Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,680779,"Henry Davis","/api/v1/people/680779","R","Right",650960,"Daniel Duarte","/api/v1/people/650960","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,87.5,11,2,0.3935,6.5152,30.7552,-20.7018,-8.1871,5.8428,-0.9178,3.3476,3.112,-139.1232,-2.0629,-0.9862,50.0022,5.4685,-16.073,36,6,24,2092,224,NA,NA,NA,NA,NA,NA,FALSE,-19.6,10.3,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717027,"2023-08-13",0,"2023-08-14T01:41:47.611Z","2023-08-14T01:41:52.832Z",TRUE,"pitch","49e2e84a-9ae8-49e6-9e00-898c9048dd89",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.26,1.57,NA,172.84,172.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Henry Davis grounds out, shortstop Elly De La Cruz to first baseman Christian Encarnacion-Strand. Andrew McCutchen to 3rd.",0,6,5,85,"bottom",10,"2023-08-14T01:41:35.742Z","2023-08-14T01:43:11.173Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,680779,"Henry Davis","/api/v1/people/680779","R","Right",650960,"Daniel Duarte","/api/v1/people/650960","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Cincinnati Reds","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,88,11,0.81,0.3922,6.5618,30.4696,-23.4098,-9.0852,4.4343,-1.4651,2.4685,2.5863,-139.5094,-3.7877,-1.2218,50.0062,5.3812,-17.9669,36,6,24,2066,226,NA,NA,NA,NA,NA,NA,FALSE,-22.2,7.4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
