"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","base","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718769,"2023-03-31",1,"2023-03-31T04:10:05.371Z","2023-03-31T04:10:10.362Z",TRUE,"pitch","c9f43410-9ca8-487c-abf3-97aa844102ad",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.509,1.6059,NA,80.18,193.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Anthony Rendon strikes out swinging.",0,1,0,56,"top",8,"2023-03-31T04:09:10.756Z","2023-03-31T04:10:50.820Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543685,"Anthony Rendon","/api/v1/people/543685","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.2,75.9,14,2,0.4546,6.9707,26.3557,-33.7154,2.9447,-1.0521,0.9659,1.6612,3.642,-121.0615,-2.5989,-0.9476,50.0024,5.7361,4.3163,8.4,9.6,24,2428,72,NA,NA,NA,NA,NA,NA,FALSE,-42.2,-2.3,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718769,"2023-03-31",0,"2023-03-31T04:09:45.094Z","2023-03-31T04:09:49.506Z",TRUE,"pitch","8b63f584-819e-4d0d-a339-bc521d428183",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3955,1.6906,NA,86.53,176.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Anthony Rendon strikes out swinging.",0,1,0,56,"top",8,"2023-03-31T04:09:10.756Z","2023-03-31T04:10:50.820Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,543685,"Anthony Rendon","/api/v1/people/543685","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.5,76.2,6,2,0.4525,7.0266,26.3888,-34.0388,2.2218,-1.2607,0.7994,2.3113,4.1297,-121.5791,-1.1467,-1.2176,50.0035,5.7741,3.2868,7.2,9.6,24,2336,72,NA,NA,NA,NA,NA,NA,FALSE,-41.8,-2.3,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718769,"2023-03-31",0,"2023-03-31T04:09:07.269Z","2023-03-31T04:09:07.305Z",FALSE,"no_pitch","07187696-0566-1003-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Intent Walk","intent_walk","Trevor May intentionally walks Shohei Ohtani.",0,1,0,55,"top",8,"2023-03-31T04:08:53.916Z","2023-03-31T04:09:08.971Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718769,"2023-03-31",1,"2023-03-31T04:09:07.305Z","2023-03-31T04:09:07.306Z",FALSE,"no_pitch","07187696-0566-1013-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Intent Walk","intent_walk","Trevor May intentionally walks Shohei Ohtani.",0,1,0,55,"top",8,"2023-03-31T04:08:53.916Z","2023-03-31T04:09:08.971Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718769,"2023-03-31",2,"2023-03-31T04:09:07.306Z","2023-03-31T04:09:07.308Z",FALSE,"no_pitch","07187696-0566-1023-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Intent Walk","intent_walk","Trevor May intentionally walks Shohei Ohtani.",0,1,0,55,"top",8,"2023-03-31T04:08:53.916Z","2023-03-31T04:09:08.971Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718769,"2023-03-31",3,"2023-03-31T04:09:07.308Z","2023-03-31T04:09:08.971Z",FALSE,"no_pitch","07187696-0566-1033-000c-f08cd117d70a",0,"Automatic Ball - Intentional",NA,NA,NA,NA,FALSE,"VB",NA,FALSE,FALSE,TRUE,"VB","Automatic Ball - Intentional",4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Intent Walk","intent_walk","Trevor May intentionally walks Shohei Ohtani.",0,1,0,55,"top",8,"2023-03-31T04:08:53.916Z","2023-03-31T04:09:08.971Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics","true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660271,"Shohei Ohtani","/api/v1/people/660271",621493,"Taylor Ward","/api/v1/people/621493",NA,NA,NA
718769,"2023-03-31",6,"2023-03-31T04:08:39.411Z","2023-03-31T04:08:50.536Z",TRUE,"pitch","6c67d76a-2c1e-4872-84c8-d0abd0176a5f",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.58,1.72,NA,114.33,201.7,"line_drive","hard","7",68.76,91.68,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Lineout","field_out","Mike Trout lines out sharply to left fielder Seth Brown.",0,1,0,54,"top",8,"2023-03-31T04:06:18.276Z","2023-03-31T04:08:50.536Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.8,80.7,14,2,0.4315,7.1542,22.632,-25.2179,-8.087,4.25,0.0701,1.3732,5.4599,-126.315,-5.6118,-1.0549,50.0034,5.6179,-13.2366,25.2,7.2,24,1458,221,106.1,16,303,NA,NA,NA,TRUE,-29.2,6.8,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,621493,"Taylor Ward","/api/v1/people/621493",NA,NA,NA
718769,"2023-03-31",5,"2023-03-31T04:08:21.860Z","2023-03-31T04:08:26.357Z",TRUE,"pitch","de3d00c1-ccdb-48ab-b503-7f4f412f8241",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.5802,1.6906,NA,52.38,188.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Lineout","field_out","Mike Trout lines out sharply to left fielder Seth Brown.",0,1,0,54,"top",8,"2023-03-31T04:06:18.276Z","2023-03-31T04:08:50.536Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.8,14,2,0.3988,7.1236,28.2239,-12.7813,-3.7637,10.1364,1.6951,1.8507,7.6881,-136.9638,-8.052,-0.6502,50.0042,5.6888,-7.2023,21.6,3.6,24,2218,204,NA,NA,NA,NA,NA,NA,FALSE,-13.8,16.9,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718769,"2023-03-31",3,"2023-03-31T04:07:43.340Z","2023-03-31T04:07:49.313Z",TRUE,"pitch","f2a433d1-ed21-4e44-b749-2a32634e54af",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.58,1.72,NA,132.22,199.41,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"54","atBat","Lineout","field_out","Mike Trout lines out sharply to left fielder Seth Brown.",0,1,0,54,"top",8,"2023-03-31T04:06:18.276Z","2023-03-31T04:08:50.536Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.6,81.1,13,2,0.4284,7.1239,24.5304,-26.2632,-9.2969,3.5618,-0.3992,1.4583,4.5313,-127.5203,-5.5457,-0.9848,50.0015,5.715,-15.4154,27.6,7.2,24,1508,217,NA,NA,NA,NA,NA,NA,FALSE,-29.9,5.5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718769,"2023-03-31",2,"2023-03-31T04:07:23.764Z","2023-03-31T04:07:28.683Z",TRUE,"pitch","81c5f2ef-f979-4212-a20f-1c077f46c7a5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.5661,1.7754,NA,92.03,189.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Lineout","field_out","Mike Trout lines out sharply to left fielder Seth Brown.",0,1,0,54,"top",8,"2023-03-31T04:06:18.276Z","2023-03-31T04:08:50.536Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.2,9,2,0.4003,7.1968,29.9685,-12.328,-3.9256,10.4629,0.655,1.8321,5.867,-136.803,-7.7949,-1.0066,50.0019,5.5619,-7.446,24,3.6,24,2090,213,NA,NA,NA,NA,NA,NA,FALSE,-13.4,17.5,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718769,"2023-03-31",1,"2023-03-31T04:07:03.044Z","2023-03-31T04:07:07.776Z",TRUE,"pitch","652c6f7f-165f-4015-b0ef-b9d722dce9db",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.566,1.6343,NA,119.37,191.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Lineout","field_out","Mike Trout lines out sharply to left fielder Seth Brown.",0,1,0,54,"top",8,"2023-03-31T04:06:18.276Z","2023-03-31T04:08:50.536Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.5,79.7,8,2,0.4346,7.1627,24.5057,-25.2627,-9.1173,4.2889,-0.0622,1.7412,5.6927,-125.8251,-4.4968,-1.1646,50.0002,5.588,-14.6795,27.6,7.2,24,1453,227,NA,NA,NA,NA,NA,NA,FALSE,-29.4,7,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718769,"2023-03-31",0,"2023-03-31T04:06:41.830Z","2023-03-31T04:06:46.616Z",TRUE,"pitch","358bf6e2-c1cf-4ba3-9689-e6edb717c5ab",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,1,NA,NA,3.6794,1.7188,NA,113.27,239.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Lineout","field_out","Mike Trout lines out sharply to left fielder Seth Brown.",0,1,0,54,"top",8,"2023-03-31T04:06:18.276Z","2023-03-31T04:08:50.536Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.6,81.5,14,2,0.4283,7.2103,23.3077,-21.5754,-8.1593,6.3793,0.0977,-0.0151,5.114,-127.3217,-9.7689,-0.8651,50.0023,5.5442,-13.5507,28.8,6,24,1739,221,NA,NA,NA,NA,NA,NA,FALSE,-25.6,9.8,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718769,"2023-03-31",4,"2023-03-31T04:07:55.668Z","2023-03-31T04:08:21.860Z",FALSE,"action",NA,NA,"Taylor Ward steals (1) 2nd base.","Stolen Base 2B",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,621493,"/api/v1/people/621493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f2a433d1-ed21-4e44-b749-2a32634e54af","stolen_base_2b",NA,NA,NA,NA,NA,NA,"54","atBat","Lineout","field_out","Mike Trout lines out sharply to left fielder Seth Brown.",0,1,0,54,"top",8,"2023-03-31T04:06:18.276Z","2023-03-31T04:08:50.536Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,545361,"Mike Trout","/api/v1/people/545361","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718769,"2023-03-31",0,"2023-03-31T04:06:02.880Z","2023-03-31T04:06:10.826Z",TRUE,"pitch","2ca6e829-1960-48a6-909e-673dd57341c8",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.54,1.72,NA,119.79,187.58,"ground_ball","medium","6",98.93,153.18,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Single","single","Taylor Ward singles on a ground ball to shortstop Aledmys Diaz.",0,1,0,53,"top",8,"2023-03-31T04:05:45.677Z","2023-03-31T04:06:10.826Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,621493,"Taylor Ward","/api/v1/people/621493","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.3,76.6,8,2,0.4521,6.9357,24.3293,-32.9891,3.0525,-0.5492,-0.0733,1.8965,1.9721,-121.2723,-2.2424,-1.2944,50.0026,5.7184,4.5336,8.4,9.6,24,2409,72,100.7,5,107,NA,NA,NA,FALSE,-40.7,-1.3,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,621493,"Taylor Ward","/api/v1/people/621493",NA,NA,NA,NA,NA,NA
718769,"2023-03-31",6,"2023-03-31T04:05:33.098Z","2023-03-31T04:05:42.636Z",TRUE,"pitch","4f67283d-5694-4421-af5e-444ecc07867e",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.467,1.589,NA,152.77,164.59,"fly_ball","medium","7",100.09,104.28,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Logan O'Hoppe flies out to left fielder Seth Brown.",0,1,0,52,"top",8,"2023-03-31T04:03:41.025Z","2023-03-31T04:05:42.636Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.1,78.2,11,2,0.4389,7.117,27.4696,-22.6207,-9.7161,6.0732,-0.9384,2.7478,3.39,-125.2362,-2.8313,-1.0544,50.0057,5.762,-15.2937,32.4,7.2,24,1377,226,90.2,48,248,NA,NA,NA,TRUE,-26.6,10.6,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718769,"2023-03-31",5,"2023-03-31T04:05:09.696Z","2023-03-31T04:05:13.986Z",TRUE,"pitch","d96f59f0-d94c-43fd-bec3-b9af5b5664d7",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.1403,1.493,NA,-9.08,216.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Flyout","field_out","Logan O'Hoppe flies out to left fielder Seth Brown.",0,1,0,52,"top",8,"2023-03-31T04:03:41.025Z","2023-03-31T04:05:42.636Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.6,14,2,0.399,7.3584,31.6013,-7.6978,-4.7033,12.8361,3.3076,0.829,12.9775,-137.4802,-11.1029,-0.8711,50.0022,5.4509,-8.9693,31.2,2.4,24,2277,208,NA,NA,NA,NA,NA,NA,FALSE,-10,20.8,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
