"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717009,"2023-08-13",6,"2023-08-13T20:19:15.351Z","2023-08-13T20:19:25.688Z",TRUE,"pitch","ca8d3f9f-0582-44d9-ab9e-d9e03a5e93bb",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,2.94,1.35,NA,118.24,169.33,"line_drive","medium","3",150.38,175.85,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Double Play","double_play","Garrett Stubbs lines into an unassisted double play, first baseman Joey Gallo. Trea Turner out at 1st.",0,3,0,74,"bottom",9,"2023-08-13T20:17:30.563Z","2023-08-13T20:19:25.688Z",TRUE,FALSE,FALSE,TRUE,25,3,2,3,596117,"Garrett Stubbs","/api/v1/people/596117","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",97.3,90.2,2,0.88,0.385,6.5204,28.0477,-27.4227,-9.5928,2.3123,-0.0326,2.5723,9.0329,-141.5186,-4.8109,-1.9979,50.0046,6.0207,-19.733,32.4,7.2,24,1738,224,101.4,5,106,NA,NA,NA,TRUE,-25.1,3.5,15.8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717009,"2023-08-13",5,"2023-08-13T20:18:53.865Z","2023-08-13T20:18:57.509Z",TRUE,"pitch","510d87e6-93bd-4913-a6b9-eb18ac18d6af",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,2.7207,1.1808,NA,162.94,129.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Double Play","double_play","Garrett Stubbs lines into an unassisted double play, first baseman Joey Gallo. Trea Turner out at 1st.",0,3,0,74,"bottom",9,"2023-08-13T20:17:30.563Z","2023-08-13T20:19:25.688Z",TRUE,FALSE,FALSE,TRUE,25,3,2,3,596117,"Garrett Stubbs","/api/v1/people/596117","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.9,91.2,11,0.93,0.3767,6.41,34.1657,-14.9987,-7.1429,8.0197,-1.2053,4.0575,4.99,-145.4316,-3.2833,-2.0155,50.004,6.1112,-15.2989,42,3.6,24,2048,223,NA,NA,NA,NA,NA,NA,FALSE,-13.3,14,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717009,"2023-08-13",4,"2023-08-13T20:18:34.155Z","2023-08-13T20:18:38.362Z",TRUE,"pitch","ab1a1e30-8027-4926-bf46-c6f50c1d4b8f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,2.6728,1.1328,NA,129.19,136.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Double Play","double_play","Garrett Stubbs lines into an unassisted double play, first baseman Joey Gallo. Trea Turner out at 1st.",0,3,0,74,"bottom",9,"2023-08-13T20:17:30.563Z","2023-08-13T20:19:25.688Z",TRUE,FALSE,FALSE,TRUE,25,3,2,3,596117,"Garrett Stubbs","/api/v1/people/596117","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.8,92.8,11,0.94,0.3702,6.2505,35.7,-13.0888,-8.3636,8.6127,-0.3197,3.7805,8.1179,-148.0087,-4.02,-2.0129,50.0044,5.9243,-18.5369,49.2,3.6,24,1955,230,NA,NA,NA,NA,NA,NA,FALSE,-11.5,15,13.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717009,"2023-08-13",3,"2023-08-13T20:18:07.137Z","2023-08-13T20:18:10.626Z",TRUE,"pitch","fb79de9e-975e-4edb-a93c-cb179b89a4b7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,2.94,1.35,NA,133.3,173.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Double Play","double_play","Garrett Stubbs lines into an unassisted double play, first baseman Joey Gallo. Trea Turner out at 1st.",0,3,0,74,"bottom",9,"2023-08-13T20:17:30.563Z","2023-08-13T20:19:25.688Z",TRUE,FALSE,FALSE,TRUE,25,3,2,3,596117,"Garrett Stubbs","/api/v1/people/596117","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.4,91.7,4,0.94,0.3735,6.5314,38.7078,-12.5022,-7.2449,9.0554,-0.4277,2.4286,6.9988,-147.2897,-7.9654,-1.9067,50.0013,5.9275,-15.7356,43.2,3.6,24,2184,225,NA,NA,NA,NA,NA,NA,FALSE,-12.1,14.8,11.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717009,"2023-08-13",2,"2023-08-13T20:17:49.640Z","2023-08-13T20:17:53.974Z",TRUE,"pitch","737dbb2a-f1ce-4fb6-9768-171bb9f7ef09",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,2.6968,1.2288,NA,129.04,180.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Double Play","double_play","Garrett Stubbs lines into an unassisted double play, first baseman Joey Gallo. Trea Turner out at 1st.",0,3,0,74,"bottom",9,"2023-08-13T20:17:30.563Z","2023-08-13T20:19:25.688Z",TRUE,FALSE,FALSE,TRUE,25,3,2,3,596117,"Garrett Stubbs","/api/v1/people/596117","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,89.4,4,0.67,0.3864,6.5701,31.7336,-20.4163,-7.8041,5.776,-0.3158,2.1737,7.7708,-141.6353,-6.6961,-2.0784,50.0053,5.8701,-15.8908,33.6,4.8,24,1849,224,NA,NA,NA,NA,NA,NA,FALSE,-19.6,9.2,12.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717009,"2023-08-13",1,"2023-08-13T20:17:32.735Z","2023-08-13T20:17:36.725Z",TRUE,"pitch","b9db74c2-79e6-4961-9b32-fa9f3cc43f50",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,2.7207,1.2048,NA,182.24,151.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Double Play","double_play","Garrett Stubbs lines into an unassisted double play, first baseman Joey Gallo. Trea Turner out at 1st.",0,3,0,74,"bottom",9,"2023-08-13T20:17:30.563Z","2023-08-13T20:19:25.688Z",TRUE,FALSE,FALSE,TRUE,25,3,2,3,596117,"Garrett Stubbs","/api/v1/people/596117","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.9,92.1,11,0.93,0.3732,6.3692,35.0452,-14.2641,-6.8241,8.2125,-1.7115,3.2295,4.0578,-146.8047,-5.7537,-2.2257,50.0031,6.0653,-14.8818,42,3.6,24,2186,227,NA,NA,NA,NA,NA,NA,FALSE,-13,13.9,11.5,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717009,"2023-08-13",0,"2023-08-13T20:16:48.018Z","2023-08-13T20:17:32.735Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"74","atBat","Double Play","double_play","Garrett Stubbs lines into an unassisted double play, first baseman Joey Gallo. Trea Turner out at 1st.",0,3,0,74,"bottom",9,"2023-08-13T20:17:30.563Z","2023-08-13T20:19:25.688Z",TRUE,FALSE,FALSE,TRUE,25,3,2,3,596117,"Garrett Stubbs","/api/v1/people/596117","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717009,"2023-08-13",3,"2023-08-13T20:16:22.338Z","2023-08-13T20:16:33.336Z",TRUE,"pitch","8553aa02-3dc4-4bdf-b99a-62d60250ca8b",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.34,1.64,NA,82.58,196.71,"fly_ball","medium","8",153.35,54.82,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Jake Cave flies out to center fielder Michael A. Taylor.",0,3,0,73,"bottom",9,"2023-08-13T20:15:04.448Z","2023-08-13T20:16:33.336Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,595909,"Jake Cave","/api/v1/people/595909","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Minnesota Twins","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.5,79.7,14,2,0.4386,6.4453,22.9756,-38.8673,0.6266,-4.2323,0.9031,1.5581,7.2725,-124.4687,-3.2374,-2.1274,50.0006,6.0664,0.9912,3.6,9.6,24,2611,58,97.7,33,364,NA,NA,NA,TRUE,-45.2,-8.2,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,607208,"Trea Turner","/api/v1/people/607208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717009,"2023-08-13",2,"2023-08-13T20:16:03.287Z","2023-08-13T20:16:07.959Z",TRUE,"pitch","f79e9ba2-6999-4dec-b3c5-4097d3caea56",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,0,NA,NA,3.168,1.5662,NA,116.5,159.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Jake Cave flies out to center fielder Michael A. Taylor.",0,3,0,73,"bottom",9,"2023-08-13T20:15:04.448Z","2023-08-13T20:16:33.336Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,595909,"Jake Cave","/api/v1/people/595909","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100,91.3,2,0.92,0.3771,6.3711,33.8664,-15.6678,-8.7932,7.7247,0.0132,2.918,9.2667,-145.2153,-5.8828,-2.0761,50.0032,5.9226,-18.7892,44.4,4.8,24,2126,224,NA,NA,NA,NA,NA,NA,FALSE,-14.5,13,14,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717009,"2023-08-13",1,"2023-08-13T20:15:42.975Z","2023-08-13T20:15:47.378Z",TRUE,"pitch","60846d97-c217-4ce5-9fde-876a075b2de3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.1919,1.5662,NA,154.08,152.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Jake Cave flies out to center fielder Michael A. Taylor.",0,3,0,73,"bottom",9,"2023-08-13T20:15:04.448Z","2023-08-13T20:16:33.336Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,595909,"Jake Cave","/api/v1/people/595909","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Philadelphia Phillies","Minnesota Twins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.5,91.3,11,0.94,0.3756,6.4038,36.3824,-13.4611,-6.6978,8.702,-0.9727,3.1882,5.8019,-146.1578,-5.6741,-2.1192,50.0052,5.9723,-14.406,40.8,3.6,24,2181,227,NA,NA,NA,NA,NA,NA,FALSE,-12.5,14.8,10.9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
