"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717958,"2023-05-31",3,"2023-05-31T03:59:50.293Z","2023-05-31T03:59:57.743Z",TRUE,"pitch","29e4fcac-7416-4129-8299-dea869d97d6e",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,1,NA,NA,3.17,1.55,NA,125.92,163.86,"ground_ball","medium","5",102.12,164.42,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Fielders Choice","fielders_choice","Jonah Bride reaches on a fielder's choice, fielded by third baseman Austin Riley. Seth Brown scores. Ramon Laureano to 3rd. JJ Bleday to 2nd. Fielding error by third baseman Austin Riley.",0,1,2,63,"bottom",9,"2023-05-31T03:59:25.293Z","2023-05-31T03:59:57.743Z",TRUE,TRUE,FALSE,FALSE,36,1,0,1,681146,"Jonah Bride","/api/v1/people/681146","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.5,84.7,2,2,0.4068,6.0995,28.6884,-14.5556,-5.2465,9.5942,-0.2341,2.775,5.7903,-134.5387,-4.4419,-1.7307,50.0035,5.4761,-9.6361,28.8,3.6,24,2244,224,85,-14,12,NA,NA,NA,FALSE,-15.4,16.7,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,681146,"Jonah Bride","/api/v1/people/681146",668709,"JJ Bleday","/api/v1/people/668709",657656,"Ramón Laureano","/api/v1/people/657656"
717958,"2023-05-31",1,"2023-05-31T03:59:27.584Z","2023-05-31T03:59:32.623Z",TRUE,"pitch","123cd98a-ca1f-481e-93cd-260228d01a72",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0423,1.4544,NA,179.24,158.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Fielders Choice","fielders_choice","Jonah Bride reaches on a fielder's choice, fielded by third baseman Austin Riley. Seth Brown scores. Ramon Laureano to 3rd. JJ Bleday to 2nd. Fielding error by third baseman Austin Riley.",0,1,2,63,"bottom",9,"2023-05-31T03:59:25.293Z","2023-05-31T03:59:57.743Z",TRUE,TRUE,FALSE,FALSE,36,1,0,1,681146,"Jonah Bride","/api/v1/people/681146","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Atlanta Braves",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.5,73.6,11,2,0.4679,5.989,22.9001,-23.7988,4.8162,6.0427,-1.6329,2.9601,-0.3312,-117.2274,-0.9025,-2.115,50.0054,5.5789,6.6802,15.6,7.2,24,2511,70,NA,NA,NA,NA,NA,NA,FALSE,-31.3,11,-8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,681146,"Jonah Bride","/api/v1/people/681146",NA,NA,NA,NA,NA,NA
717958,"2023-05-31",0,"2023-05-31T03:58:37.726Z","2023-05-31T03:59:27.584Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"63","atBat","Fielders Choice","fielders_choice","Jonah Bride reaches on a fielder's choice, fielded by third baseman Austin Riley. Seth Brown scores. Ramon Laureano to 3rd. JJ Bleday to 2nd. Fielding error by third baseman Austin Riley.",0,1,2,63,"bottom",9,"2023-05-31T03:59:25.293Z","2023-05-31T03:59:57.743Z",TRUE,TRUE,FALSE,FALSE,36,1,0,1,681146,"Jonah Bride","/api/v1/people/681146","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,681146,"Jonah Bride","/api/v1/people/681146",NA,NA,NA,NA,NA,NA
717958,"2023-05-31",2,"2023-05-31T03:59:43.785Z","2023-05-31T03:59:47.018Z",FALSE,"stepoff","ad9728ec-7fda-449e-8925-5349048ba0b6",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Fielders Choice","fielders_choice","Jonah Bride reaches on a fielder's choice, fielded by third baseman Austin Riley. Seth Brown scores. Ramon Laureano to 3rd. JJ Bleday to 2nd. Fielding error by third baseman Austin Riley.",0,1,2,63,"bottom",9,"2023-05-31T03:59:25.293Z","2023-05-31T03:59:57.743Z",TRUE,TRUE,FALSE,FALSE,36,1,0,1,681146,"Jonah Bride","/api/v1/people/681146","R","Right",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,681146,"Jonah Bride","/api/v1/people/681146",NA,NA,NA,NA,NA,NA
717958,"2023-05-31",5,"2023-05-31T03:58:12.338Z","2023-05-31T03:58:18.604Z",TRUE,"pitch","062f99d0-6983-445e-8c73-72ef330b8438",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.2804,1.7195,NA,166.5,213.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","JJ Bleday walks. Seth Brown to 3rd. Ramon Laureano to 2nd.",0,1,1,62,"bottom",9,"2023-05-31T03:56:55.006Z","2023-05-31T03:58:18.604Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,668709,"JJ Bleday","/api/v1/people/668709","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Atlanta Braves",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,84.2,13,2,0.411,6.3478,28.6926,-22.0554,-12.2903,5.6253,-1.2987,0.9485,5.3043,-133.2799,-7.4479,-1.7181,50.0018,5.3723,-22.1058,42,7.2,24,2184,222,NA,NA,NA,NA,NA,NA,FALSE,-23.9,8.8,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668709,"JJ Bleday","/api/v1/people/668709",657656,"Ramón Laureano","/api/v1/people/657656",664913,"Seth Brown","/api/v1/people/664913"
717958,"2023-05-31",4,"2023-05-31T03:57:49.005Z","2023-05-31T03:57:54.634Z",TRUE,"pitch","8426dfa4-200d-447f-b85c-1f0201274cfd",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.3122,1.6244,NA,91.05,212.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","JJ Bleday walks. Seth Brown to 3rd. Ramon Laureano to 2nd.",0,1,1,62,"bottom",9,"2023-05-31T03:56:55.006Z","2023-05-31T03:58:18.604Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,668709,"JJ Bleday","/api/v1/people/668709","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.6,80.2,14,2,0.4312,6.1368,26.7736,-24.955,-9.5345,4.4233,0.6808,0.9593,8.7607,-127.1684,-6.1366,-1.5748,50.0056,5.391,-15.5743,27.6,7.2,24,2016,237,NA,NA,NA,NA,NA,NA,FALSE,-29.2,6.7,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668709,"JJ Bleday","/api/v1/people/668709",NA,NA,NA,NA,NA,NA
717958,"2023-05-31",3,"2023-05-31T03:57:29.280Z","2023-05-31T03:57:33.701Z",TRUE,"pitch","ff34b144-d8b9-4f96-b0d3-ff95149ba8b0",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.3441,1.7195,NA,195.41,167.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","JJ Bleday walks. Seth Brown to 3rd. Ramon Laureano to 2nd.",0,1,1,62,"bottom",9,"2023-05-31T03:56:55.006Z","2023-05-31T03:58:18.604Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,668709,"JJ Bleday","/api/v1/people/668709","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Atlanta Braves",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87,79.1,11,2,0.4343,5.9966,28.4364,-26.4279,-10.6063,3.5776,-2.057,2.6238,3.0842,-126.6242,-1.9374,-1.9208,50.0032,5.5358,-17.0392,31.2,8.4,24,2088,237,NA,NA,NA,NA,NA,NA,FALSE,-30.2,6.2,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668709,"JJ Bleday","/api/v1/people/668709",NA,NA,NA,NA,NA,NA
717958,"2023-05-31",2,"2023-05-31T03:57:12.437Z","2023-05-31T03:57:18.821Z",TRUE,"pitch","6eb17332-d7e7-4382-9c5f-049a1ddbf890",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.3122,1.6878,NA,145.38,145.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","JJ Bleday walks. Seth Brown to 3rd. Ramon Laureano to 2nd.",0,1,1,62,"bottom",9,"2023-05-31T03:56:55.006Z","2023-05-31T03:58:18.604Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,668709,"JJ Bleday","/api/v1/people/668709","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,84.9,11,2,0.4031,6.1069,32.2134,-12.8758,-5.1182,10.342,-0.7445,3.4487,4.4048,-136.2906,-3.485,-1.7231,50.0033,5.6437,-9.5513,32.4,3.6,24,2311,218,NA,NA,NA,NA,NA,NA,FALSE,-13.3,18.1,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668709,"JJ Bleday","/api/v1/people/668709",NA,NA,NA,NA,NA,NA
717958,"2023-05-31",1,"2023-05-31T03:56:56.955Z","2023-05-31T03:57:01.550Z",TRUE,"pitch","c2a5a0c7-25e5-40a2-952c-632295256e4a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3441,1.6244,NA,142.28,163.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","JJ Bleday walks. Seth Brown to 3rd. Ramon Laureano to 2nd.",0,1,1,62,"bottom",9,"2023-05-31T03:56:55.006Z","2023-05-31T03:58:18.604Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,668709,"JJ Bleday","/api/v1/people/668709","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.7,4,2,0.4052,6.1102,31.2362,-13.3083,-6.3832,10.211,-0.6633,2.771,5.3603,-135.4698,-4.9671,-1.8442,50.0021,5.5678,-11.7933,36,3.6,24,2259,220,NA,NA,NA,NA,NA,NA,FALSE,-14.2,17.5,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668709,"JJ Bleday","/api/v1/people/668709",NA,NA,NA,NA,NA,NA
717958,"2023-05-31",0,"2023-05-31T03:56:17.455Z","2023-05-31T03:56:56.955Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","JJ Bleday walks. Seth Brown to 3rd. Ramon Laureano to 2nd.",0,1,1,62,"bottom",9,"2023-05-31T03:56:55.006Z","2023-05-31T03:58:18.604Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,668709,"JJ Bleday","/api/v1/people/668709","L","Left",628452,"Raisel Iglesias","/api/v1/people/628452","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668709,"JJ Bleday","/api/v1/people/668709",NA,NA,NA,NA,NA,NA
