"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718312,"2023-05-04",2,"2023-05-04T20:58:06.306Z","2023-05-04T20:58:10.984Z",TRUE,"pitch","8ed39028-4576-4668-8e42-33782d480473",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.44,1.65,NA,118.79,207.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","MJ Melendez strikes out swinging.",0,10,9,78,"bottom",8,"2023-05-04T20:57:24.641Z","2023-05-04T20:58:10.984Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.1,82.7,13,0.92,0.4187,6.109,27.8627,-33.8234,-11.6072,-0.9506,-0.0469,1.171,9.0404,-130.8556,-4.0762,-2.0401,50.0041,5.2857,-20.1114,27.6,9.6,24,1815,268,NA,NA,NA,NA,NA,NA,TRUE,-36.2,-2.4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",1,"2023-05-04T20:57:50.996Z","2023-05-04T20:57:55.562Z",TRUE,"pitch","dfe192ff-9268-49cc-9631-cd89df500d2a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.44,1.65,NA,108.89,161.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","MJ Melendez strikes out swinging.",0,10,9,78,"bottom",8,"2023-05-04T20:57:24.641Z","2023-05-04T20:58:10.984Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,87.4,5,0.91,0.3949,6.0897,30.1214,-33.4043,-12.4752,-0.6279,0.2129,2.8783,10.4391,-138.5414,-0.0628,-1.9778,50.0061,5.1286,-24.3251,33.6,8.4,24,2006,268,NA,NA,NA,NA,NA,NA,FALSE,-31.1,-1,20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",0,"2023-05-04T20:57:36.405Z","2023-05-04T20:57:41.171Z",TRUE,"pitch","ce6ff41a-1114-4952-81c1-6ffa168c15df",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4081,1.6463,NA,94.67,155.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","MJ Melendez strikes out swinging.",0,10,9,78,"bottom",8,"2023-05-04T20:57:24.641Z","2023-05-04T20:58:10.984Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,87.2,3,0.91,0.3952,6.1075,30.4304,-32.642,-12.798,-0.2423,0.5857,3.0775,11.8967,-138.5094,0.2047,-2.0987,50.0009,5.1822,-24.9079,34.8,8.4,24,2053,267,NA,NA,NA,NA,NA,NA,FALSE,-30.4,-0.1,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",6,"2023-05-04T20:56:59.736Z","2023-05-04T20:57:07.864Z",TRUE,"pitch","75d15eb9-65dd-467a-a14f-61aca0a509dd",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.55,1.67,NA,124.46,169.26,"ground_ball","medium","6",104.93,159.76,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Salvador Perez grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.",0,10,9,77,"bottom",8,"2023-05-04T20:55:45.769Z","2023-05-04T20:57:07.864Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,88.4,5,0.91,0.3904,6.1418,30.7397,-34.8561,-11.9305,-1.3487,-0.1957,2.5749,9.6146,-140.1188,-0.7454,-2.1162,50.0003,5.1157,-23.7935,32.4,8.4,24,2071,258,67.5,-6,18,NA,NA,NA,TRUE,-31.8,-2.4,19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",4,"2023-05-04T20:56:35.095Z","2023-05-04T20:56:38.256Z",TRUE,"pitch","beaff155-040d-4431-9360-cff18c509cf8",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.55,1.67,NA,94.84,190.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Salvador Perez grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.",0,10,9,77,"bottom",8,"2023-05-04T20:55:45.769Z","2023-05-04T20:57:07.864Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,88,9,0.91,0.3917,6.1608,32.712,-32.022,-12.3521,0.075,0.5814,1.7713,12.0062,-140.0396,-3.1716,-2.1643,50.0022,5.0215,-24.4431,33.6,8.4,24,2053,267,NA,NA,NA,NA,NA,NA,FALSE,-30,-0.4,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",3,"2023-05-04T20:56:17.439Z","2023-05-04T20:56:20.835Z",TRUE,"pitch","012e064d-d82c-4337-84da-6b4a1f4b2cd0",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.55,1.67,NA,116.79,188.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Salvador Perez grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.",0,10,9,77,"bottom",8,"2023-05-04T20:55:45.769Z","2023-05-04T20:57:07.864Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.7,82.1,8,0.92,0.4209,5.9868,28.2802,-34.6477,-10.9531,-1.4457,0.0055,1.8643,8.9469,-130.3195,-2.5147,-2.055,50.0012,5.4679,-18.7723,25.2,9.6,24,1731,270,NA,NA,NA,NA,NA,NA,FALSE,-37.2,-3,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",2,"2023-05-04T20:56:01.865Z","2023-05-04T20:56:05.068Z",TRUE,"pitch","209e562c-2f72-4ff1-95bd-eb3878f1ce5f",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.5745,1.6381,NA,32.46,220.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Salvador Perez grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.",0,10,9,77,"bottom",8,"2023-05-04T20:55:45.769Z","2023-05-04T20:57:07.864Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90,82.2,14,0.9,0.4217,6.1689,27.9995,-29.5822,-14.0327,1.5166,2.2179,0.6708,14.7345,-130.0398,-6.3536,-1.7063,50.0038,5.3985,-23.9672,34.8,8.4,24,1812,271,NA,NA,NA,NA,NA,NA,FALSE,-33,1.3,22.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",1,"2023-05-04T20:55:48.140Z","2023-05-04T20:55:51.415Z",TRUE,"pitch","f9cf6a27-d3eb-4017-9644-c6ed69c83dcd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5181,1.6381,NA,105.41,185.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Salvador Perez grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.",0,10,9,77,"bottom",8,"2023-05-04T20:55:45.769Z","2023-05-04T20:57:07.864Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,86.3,9,0.9,0.3992,5.9283,31.52,-33.1943,-12.7512,-0.5332,0.304,1.9721,10.8276,-137.4051,-2.4098,-2.0383,50.0049,5.1245,-24.2932,33.6,8.4,24,2068,261,NA,NA,NA,NA,NA,NA,FALSE,-32,-1.3,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",0,"2023-05-04T20:54:55.859Z","2023-05-04T20:55:48.140Z",FALSE,"action",NA,NA,"Ramon Urias remains in the game as the third baseman.","Defensive Switch",10,9,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,602104,"/api/v1/people/602104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"5","Third Base","Infielder","3B","801","77","atBat","Groundout","field_out","Salvador Perez grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.",0,10,9,77,"bottom",8,"2023-05-04T20:55:45.769Z","2023-05-04T20:57:07.864Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,683002,"/api/v1/people/683002",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",5,"2023-05-04T20:56:50.040Z","2023-05-04T20:56:59.736Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",10,9,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,0,521692,"/api/v1/people/521692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"77","atBat","Groundout","field_out","Salvador Perez grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.",0,10,9,77,"bottom",8,"2023-05-04T20:55:45.769Z","2023-05-04T20:57:07.864Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",666974,"Yennier Cano","/api/v1/people/666974","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",4,"2023-05-04T20:53:26.718Z","2023-05-04T20:53:34.341Z",TRUE,"pitch","b4e36e65-bed2-42a3-b9d8-1d484cba4310",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.71,1.8,NA,115.05,202.62,"ground_ball","medium","1",128.9,180.06,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Ryan Mountcastle grounds into a double play, pitcher Amir Garrett to catcher Freddy Fermin to first baseman Nick Pratto. Ramon Urias out at home. Ryan Mountcastle out at 1st.",0,10,9,76,"top",8,"2023-05-04T20:51:54.190Z","2023-05-04T20:53:34.341Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.5,14,0.74,0.4308,6.3939,24.6185,-23.606,2.7752,5.2256,0.0512,1.3394,-6.5043,-126.8847,-5.6722,2.281,50.0035,5.4712,4.5513,8.4,6,24,1894,148,99.4,-14,5,NA,NA,NA,TRUE,-27.4,8.4,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",3,"2023-05-04T20:52:58.886Z","2023-05-04T20:53:02.320Z",TRUE,"pitch","9bf5012b-e490-4bad-97d8-a1120c22398e",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.71,1.8,NA,78.67,142.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Ryan Mountcastle grounds into a double play, pitcher Amir Garrett to catcher Freddy Fermin to first baseman Nick Pratto. Ramon Urias out at home. Ryan Mountcastle out at 1st.",0,10,9,76,"top",8,"2023-05-04T20:51:54.190Z","2023-05-04T20:53:34.341Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,86.8,12,2,0.3932,6.4468,35.638,-13.8126,7.1733,9.3737,1.0057,3.5787,-5.817,-140.0223,-3.3446,2.1923,50.0011,5.7097,14.0486,40.8,3.6,24,2239,146,NA,NA,NA,NA,NA,NA,FALSE,-13.6,16.3,-11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",2,"2023-05-04T20:52:36.645Z","2023-05-04T20:52:41.366Z",TRUE,"pitch","eff11ba4-4a72-4995-a319-4f31c2cb489b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.71,1.8,NA,128.35,185.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Ryan Mountcastle grounds into a double play, pitcher Amir Garrett to catcher Freddy Fermin to first baseman Nick Pratto. Ramon Urias out at home. Ryan Mountcastle out at 1st.",0,10,9,76,"top",8,"2023-05-04T20:51:54.190Z","2023-05-04T20:53:34.341Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87,7,2,0.3954,6.5715,32.9437,-17.9414,7.9857,7.3315,-0.2977,1.9864,-9.631,-138.8712,-6.5911,2.1882,50.002,5.5968,15.4991,34.8,4.8,24,2215,141,NA,NA,NA,NA,NA,NA,FALSE,-18.2,11.9,-12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",1,"2023-05-04T20:52:16.857Z","2023-05-04T20:52:20.681Z",TRUE,"pitch","dbb1b138-224c-461f-98c9-747dc239749a",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.71,1.8,NA,114.35,163.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Ryan Mountcastle grounds into a double play, pitcher Amir Garrett to catcher Freddy Fermin to first baseman Nick Pratto. Ramon Urias out at home. Ryan Mountcastle out at 1st.",0,10,9,76,"top",8,"2023-05-04T20:51:54.190Z","2023-05-04T20:53:34.341Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.9,5,2,0.3978,6.5654,27.8675,-16.4607,7.9754,8.1647,0.0694,2.7992,-8.6502,-137.2395,-4.3653,2.2128,50.0032,5.5177,15.3489,38.4,4.8,24,2146,138,NA,NA,NA,NA,NA,NA,FALSE,-16.4,14.2,-12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",0,"2023-05-04T20:51:57.048Z","2023-05-04T20:52:00.520Z",TRUE,"pitch","358f061a-7683-4003-808f-400f000a42a7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6781,1.7681,NA,99.18,121.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Grounded Into DP","grounded_into_double_play","Ryan Mountcastle grounds into a double play, pitcher Amir Garrett to catcher Freddy Fermin to first baseman Nick Pratto. Ramon Urias out at home. Ryan Mountcastle out at 1st.",0,10,9,76,"top",8,"2023-05-04T20:51:54.190Z","2023-05-04T20:53:34.341Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,86.7,12,2,0.3954,6.6832,32.2871,-14.8824,8.5021,8.91,0.4674,4.3434,-7.9426,-138.7461,-1.0553,2.2686,50.0061,5.7247,16.5079,44.4,4.8,24,2172,141,NA,NA,NA,NA,NA,NA,FALSE,-14,16.1,-13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718312,"2023-05-04",6,"2023-05-04T20:51:26.146Z","2023-05-04T20:51:30.430Z",TRUE,"pitch","342ef11e-25d8-43a2-8dfe-bbfaf0c11e37",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.2617,1.5517,NA,164.57,152.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Walk","walk","Adley Rutschman walks. Cedric Mullins to 2nd.",0,10,9,75,"top",8,"2023-05-04T20:50:07.096Z","2023-05-04T20:51:30.430Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,668939,"Adley Rutschman","/api/v1/people/668939","R","Right",607237,"Amir Garrett","/api/v1/people/607237","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,86.2,11,2,0.3999,6.4644,29.8936,-21.8498,10.4959,5.4353,-1.2481,3.2049,-12.9463,-136.9083,-2.3695,2.1758,50.0068,5.5752,19.9533,37.2,6,24,2122,142,NA,NA,NA,NA,NA,NA,FALSE,-21.4,9.5,-16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,656775,"Cedric Mullins","/api/v1/people/656775",668939,"Adley Rutschman","/api/v1/people/668939",602104,"Ramón Urías","/api/v1/people/602104",NA,NA,NA,NA
