"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716896,"2023-08-22",3,"2023-08-23T01:30:08.936Z","2023-08-23T01:30:16.422Z",TRUE,"pitch","c271c8d5-e4db-4f3c-b5c6-04766a04bca2",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.49,1.61,NA,141.87,200.52,"ground_ball","medium","4",141.23,157.53,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Ian Happ grounds out, second baseman Zach McKinstry to first baseman Spencer Torkelson.",0,6,8,79,"top",9,"2023-08-23T01:29:04.445Z","2023-08-23T01:30:16.422Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,664023,"Ian Happ","/api/v1/people/664023","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.9,81,13,2,0.4281,6.4239,26.4458,-34.1059,-1.2467,-1.1678,-0.6524,1.4169,4.0563,-127.9542,-3.6691,-2.0963,50.0007,5.5422,-2.0668,2.4,8.4,24,2129,29,75.9,-13,7,NA,NA,NA,TRUE,-38,-2.8,1.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716896,"2023-08-22",1,"2023-08-23T01:29:45.744Z","2023-08-23T01:29:49.734Z",TRUE,"pitch","b9ff1664-f8e9-4954-9cbd-e214c9c976d8",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5406,1.6178,NA,57.69,233.16,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Ian Happ grounds out, second baseman Zach McKinstry to first baseman Spencer Torkelson.",0,6,8,79,"top",9,"2023-08-23T01:29:04.445Z","2023-08-23T01:30:16.422Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,664023,"Ian Happ","/api/v1/people/664023","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.1,81.7,14,2,0.4278,6.3942,25.194,-35.1622,-3.9035,-1.7923,1.556,0.2083,10.3316,-127.8184,-6.1156,-2.0231,50.0061,5.3776,-6.4902,7.2,8.4,24,2243,20,NA,NA,NA,NA,NA,NA,FALSE,-39.7,-4.4,4.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716896,"2023-08-22",0,"2023-08-23T01:29:23.613Z","2023-08-23T01:29:26.613Z",TRUE,"pitch","822cb3e4-4cbd-41a5-9366-62732cb5d322",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.49,1.61,NA,154.22,172.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Ian Happ grounds out, second baseman Zach McKinstry to first baseman Spencer Torkelson.",0,6,8,79,"top",9,"2023-08-23T01:29:04.445Z","2023-08-23T01:30:16.422Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,664023,"Ian Happ","/api/v1/people/664023","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.1,80.5,13,2,0.4308,6.2294,24.9446,-35.3405,-0.8049,-1.9314,-0.9765,2.4479,3.2204,-126.9329,-1.1287,-2.1547,50.0029,5.7014,-1.3192,1.2,8.4,24,2321,44,NA,NA,NA,NA,NA,NA,FALSE,-39.4,-3.5,0.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716896,"2023-08-22",2,"2023-08-23T01:30:01.372Z","2023-08-23T01:30:08.936Z",FALSE,"action",NA,NA,"Nick Madrigal steals (9) 2nd base.","Stolen Base 2B",6,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,663611,"/api/v1/people/663611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b9ff1664-f8e9-4954-9cbd-e214c9c976d8","stolen_base_2b",NA,NA,NA,NA,NA,NA,"79","atBat","Groundout","field_out","Ian Happ grounds out, second baseman Zach McKinstry to first baseman Spencer Torkelson.",0,6,8,79,"top",9,"2023-08-23T01:29:04.445Z","2023-08-23T01:30:16.422Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,664023,"Ian Happ","/api/v1/people/664023","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716896,"2023-08-22",5,"2023-08-23T01:28:50.466Z","2023-08-23T01:28:55.869Z",TRUE,"pitch","f9130548-6cf4-4d52-80b2-a783eaf57177",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.2527,1.5295,NA,103.49,200.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Nico Hoerner called out on strikes.",0,6,8,78,"top",9,"2023-08-23T01:27:10.449Z","2023-08-23T01:28:55.869Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,89.4,9,0.9,0.3879,6.5712,29.7022,-21.9564,-10.3682,5.0498,0.3546,1.4181,9.9338,-140.8022,-7.5208,-1.8593,50.0015,5.527,-20.9743,38.4,6,24,2136,226,NA,NA,NA,NA,NA,NA,TRUE,-21.2,7.8,16.9,NA,NA,NA,NA,NA,TRUE,TRUE,663611,"Nick Madrigal","/api/v1/people/663611",NA,NA,NA,NA,NA,NA
716896,"2023-08-22",4,"2023-08-23T01:28:32.170Z","2023-08-23T01:28:36.922Z",TRUE,"pitch","5b602d3a-bbd9-4218-8390-e6538b22cc3d",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,1,NA,NA,3.2084,1.5074,NA,123.46,155.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Nico Hoerner called out on strikes.",0,6,8,78,"top",9,"2023-08-23T01:27:10.449Z","2023-08-23T01:28:55.869Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.7,81.1,4,2,0.4277,6.2926,24.9108,-30.5767,-1.9896,0.9569,-0.5477,2.1409,4.1975,-127.7878,-3.1011,-1.9488,50.0001,5.7577,-3.3093,4.8,7.2,24,2181,332,NA,NA,NA,NA,NA,NA,FALSE,-34,1.3,2.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716896,"2023-08-22",3,"2023-08-23T01:28:14.552Z","2023-08-23T01:28:20.151Z",TRUE,"pitch","2e281a4d-610f-46c5-9c82-ef5ea9ff77ad",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.2969,1.5957,NA,80.86,188.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Nico Hoerner called out on strikes.",0,6,8,78,"top",9,"2023-08-23T01:27:10.449Z","2023-08-23T01:28:55.869Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.7,79.7,14,2,0.4347,6.4148,25.9739,-33.0315,-3.1223,-0.5304,0.9481,1.8601,7.5674,-126.0831,-2.9184,-1.6885,50.0041,5.702,-5.02,6,8.4,24,2224,18,NA,NA,NA,NA,NA,NA,FALSE,-37.9,-1.4,3.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716896,"2023-08-22",2,"2023-08-23T01:27:49.023Z","2023-08-23T01:27:52.509Z",TRUE,"pitch","e711dda0-1218-4402-a353-e567654b9056",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.11,1.51,NA,102.49,195.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Nico Hoerner called out on strikes.",0,6,8,78,"top",9,"2023-08-23T01:27:10.449Z","2023-08-23T01:28:55.869Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.8,80.7,9,2,0.4291,6.427,26.7112,-30.7298,-1.4914,0.8715,0.3807,1.5939,5.9394,-127.7388,-4.2139,-1.7823,50,5.6851,-2.4611,2.4,7.2,24,2195,23,NA,NA,NA,NA,NA,NA,FALSE,-34.7,0.8,1.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716896,"2023-08-22",0,"2023-08-23T01:27:19.699Z","2023-08-23T01:27:23.832Z",TRUE,"pitch","72bd6d06-a890-417d-b390-5fcc147927e3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5902,1.7555,NA,100.19,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Nico Hoerner called out on strikes.",0,6,8,78,"top",9,"2023-08-23T01:27:10.449Z","2023-08-23T01:28:55.869Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.1,79.5,14,2,0.437,6.5155,25.1448,-33.8264,-2.8976,-1.0379,0.441,1.2141,6.539,-125.2928,-4.3426,-1.8254,50.0037,5.7319,-4.6111,6,8.4,24,2249,13,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-2.6,3.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716896,"2023-08-22",1,"2023-08-23T01:27:34.945Z","2023-08-23T01:27:49.023Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,1,663538,"/api/v1/people/663538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"78","atBat","Strikeout","strikeout","Nico Hoerner called out on strikes.",0,6,8,78,"top",9,"2023-08-23T01:27:10.449Z","2023-08-23T01:28:55.869Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
