"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718052,"2023-05-24",2,"2023-05-25T01:30:40.424Z","2023-05-25T01:30:45.696Z",TRUE,"pitch","cc98bea8-a737-4e7a-9bc9-b66404330db5",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,2,NA,NA,3.5243,1.653,NA,154.29,174.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Trent Grisham called out on strikes.",0,3,5,68,"top",9,"2023-05-25T01:29:23.094Z","2023-05-25T01:30:45.696Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Washington Nationals","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",91.1,84.3,13,0.91,0.4113,6.8353,25.7608,-30.2784,-5.0905,1.0533,-0.9782,2.3775,4.8922,-132.6596,-2.7235,-2.1762,50.0032,5.6025,-9.163,15.6,7.2,24,938,233,NA,NA,NA,NA,NA,NA,TRUE,-31.1,1.6,8.3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718052,"2023-05-24",1,"2023-05-25T01:30:01.384Z","2023-05-25T01:30:13.759Z",TRUE,"pitch","ea95ccb6-bcd9-4712-8043-4c6bd425c0a6",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.42,1.66,NA,131.06,140.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Trent Grisham called out on strikes.",0,3,5,68,"top",9,"2023-05-25T01:29:23.094Z","2023-05-25T01:30:45.696Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.2,90.7,11,2,0.3792,6.5594,33.1975,-10.6749,-6.984,10.1717,-0.3688,3.6249,6.068,-144.374,-4.0594,-1.5891,50.0044,5.7048,-14.7644,49.2,3.6,24,2220,217,NA,NA,NA,NA,NA,NA,FALSE,-10,17.8,11.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718052,"2023-05-24",0,"2023-05-25T01:29:44.525Z","2023-05-25T01:29:49.748Z",TRUE,"pitch","0e197c74-fa9b-4854-a951-56bac938fc95",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3372,1.653,NA,103.87,159.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Trent Grisham called out on strikes.",0,3,5,68,"top",9,"2023-05-25T01:29:23.094Z","2023-05-25T01:30:45.696Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,663757,"Trent Grisham","/api/v1/people/663757","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,89.7,3,2,0.3834,6.6729,32.7044,-12.6162,-7.7525,9.4627,0.3445,2.936,8.2186,-142.8287,-5.267,-1.5622,50.0066,5.5966,-16.0307,45.6,3.6,24,2108,216,NA,NA,NA,NA,NA,NA,FALSE,-12.1,16.2,12.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718052,"2023-05-24",1,"2023-05-25T01:29:06.591Z","2023-05-25T01:29:16.510Z",TRUE,"pitch","a5084096-6084-4e8d-a105-095f3fe4c032",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3.02,1.34,NA,97.65,178.72,"popup","medium","6",112.1,127.27,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Rougned Odor pops out to shortstop CJ Abrams.",0,3,5,67,"top",9,"2023-05-25T01:28:28.869Z","2023-05-25T01:29:16.510Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,596059,"Rougned Odor","/api/v1/people/596059","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,90.3,6,2,0.3832,6.7835,29.9953,-14.1643,-7.8769,8.6866,0.5076,2.2246,8.6076,-142.4537,-6.7934,-1.517,50.0054,5.5203,-16.3362,43.2,3.6,24,2038,221,84.9,61,188,NA,NA,NA,TRUE,-13.7,14.6,12.7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718052,"2023-05-24",0,"2023-05-25T01:28:49.179Z","2023-05-25T01:28:54.507Z",TRUE,"pitch","7f32a7ef-744c-45b7-8077-fba1608b9dc7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0079,1.4427,NA,142.77,149.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Pop Out","field_out","Rougned Odor pops out to shortstop CJ Abrams.",0,3,5,67,"top",9,"2023-05-25T01:28:28.869Z","2023-05-25T01:29:16.510Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,596059,"Rougned Odor","/api/v1/people/596059","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Washington Nationals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,89.7,11,2,0.385,6.6965,29.6843,-15.9408,-7.0446,7.9038,-0.6761,3.2892,5.4008,-141.7689,-3.8211,-1.682,50.0023,5.6594,-14.4681,38.4,4.8,24,1889,225,NA,NA,NA,NA,NA,NA,FALSE,-14.8,13.8,11.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718052,"2023-05-24",5,"2023-05-25T01:28:13.227Z","2023-05-25T01:28:22.463Z",TRUE,"pitch","36711abb-092f-42a5-929a-aebd79503b4f",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.61,1.74,NA,92.34,169.56,"popup","medium","6",101.94,151.1,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Matt Carpenter pops out to shortstop CJ Abrams.",0,3,5,66,"top",9,"2023-05-25T01:26:46.172Z","2023-05-25T01:28:22.463Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,572761,"Matt Carpenter","/api/v1/people/572761","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.6,6,2,0.3891,6.8629,30.8729,-15.3791,-7.4834,8.3636,0.6469,2.5636,8.6913,-140.5759,-5.6329,-1.5077,50.0016,5.586,-15.0263,38.4,4.8,24,2021,221,79.3,65,147,NA,NA,NA,TRUE,-15,14.2,11.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718052,"2023-05-24",4,"2023-05-25T01:27:53.603Z","2023-05-25T01:27:57.102Z",TRUE,"pitch","eb548af2-ac3c-4337-b3f0-1255f6bd091a",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.4775,1.7698,NA,88.2,117.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Matt Carpenter pops out to shortstop CJ Abrams.",0,3,5,66,"top",9,"2023-05-25T01:26:46.172Z","2023-05-25T01:28:22.463Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,572761,"Matt Carpenter","/api/v1/people/572761","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.5,89.5,12,2,0.3852,6.6807,30.2443,-14.5444,-6.6591,8.5952,0.7556,4.4819,9.0085,-141.8018,-1.0833,-1.5866,50.0016,5.7901,-13.6579,38.4,3.6,24,2073,217,NA,NA,NA,NA,NA,NA,FALSE,-13.1,15.6,10.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718052,"2023-05-24",3,"2023-05-25T01:27:35.024Z","2023-05-25T01:27:38.760Z",TRUE,"pitch","092054a8-e285-4340-9559-3174fbec4163",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.5711,1.7464,NA,130.98,100.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Matt Carpenter pops out to shortstop CJ Abrams.",0,3,5,66,"top",9,"2023-05-25T01:26:46.172Z","2023-05-25T01:28:22.463Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,572761,"Matt Carpenter","/api/v1/people/572761","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,89.7,11,2,0.3834,6.6805,31.7887,-14.7865,-6.7336,8.4063,-0.3666,5.1241,6.4024,-142.6788,0.5457,-1.7611,50.0047,5.8598,-13.9316,40.8,3.6,24,2047,220,NA,NA,NA,NA,NA,NA,FALSE,-12.8,15.5,10.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718052,"2023-05-24",2,"2023-05-25T01:27:16.176Z","2023-05-25T01:27:20.334Z",TRUE,"pitch","c636522a-f56d-40e4-b55e-c9f470569e5a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.61,1.74,NA,127.03,159.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Matt Carpenter pops out to shortstop CJ Abrams.",0,3,5,66,"top",9,"2023-05-25T01:26:46.172Z","2023-05-25T01:28:22.463Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,572761,"Matt Carpenter","/api/v1/people/572761","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,88.4,5,2,0.3899,6.6943,30.4875,-15.9338,-6.874,8.117,-0.2633,2.9235,6.5536,-140.2678,-4.6338,-1.7321,50.0033,5.6293,-13.7552,36,4.8,24,1987,222,NA,NA,NA,NA,NA,NA,FALSE,-15.4,13.9,11.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718052,"2023-05-24",1,"2023-05-25T01:26:48.581Z","2023-05-25T01:26:55.907Z",TRUE,"pitch","d9840c39-ed74-4dea-b01a-3c491f4486c9",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.61,1.74,NA,156.32,141.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Pop Out","field_out","Matt Carpenter pops out to shortstop CJ Abrams.",0,3,5,66,"top",9,"2023-05-25T01:26:46.172Z","2023-05-25T01:28:22.463Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,572761,"Matt Carpenter","/api/v1/people/572761","L","Left",640448,"Kyle Finnegan","/api/v1/people/640448","R","Right","vs_RHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.2,11,2,0.3892,6.7344,33.0991,-18.4695,-7.9236,6.8405,-1.0314,3.5935,5.1381,-140.9201,-2.6885,-1.8522,50.0053,5.7581,-15.8812,37.2,4.8,24,1970,223,NA,NA,NA,NA,NA,NA,FALSE,-17.3,12,13.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
