"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
716556,"2023-09-16",5,"2023-09-17T01:51:58.613Z","2023-09-17T01:52:09.603Z",TRUE,"pitch","61245321-8a89-444e-9bc9-7452893bd2f4",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.54,1.64,NA,121.41,153.54,"popup","medium","3",174.4,171.23,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Willi Castro pops out to first baseman Andrew Vaughn in foul territory.",0,6,7,75,"top",9,"2023-09-17T01:50:27.306Z","2023-09-17T01:52:09.603Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650489,"Willi Castro","/api/v1/people/650489","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,80.6,2,0.9,0.4308,6.2135,23.7519,-29.9585,-1.8926,1.351,-0.1157,3.1572,-5.8479,-126.7241,-1.7584,2.4595,50.003,6.2332,-3.1051,7.2,7.2,24,2401,236,69.7,65,141,NA,NA,NA,TRUE,-33.5,2.3,4.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716556,"2023-09-16",4,"2023-09-17T01:51:37.059Z","2023-09-17T01:51:41.309Z",TRUE,"pitch","a6d3c14a-bbf0-48db-912c-8c4fd4d7237c",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.54,1.64,NA,100.71,194.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Willi Castro pops out to first baseman Andrew Vaughn in foul territory.",0,6,7,75,"top",9,"2023-09-17T01:50:27.306Z","2023-09-17T01:52:09.603Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650489,"Willi Castro","/api/v1/people/650489","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,82,9,0.91,0.4245,6.1997,24.3244,-27.0095,-2.7784,3.0551,0.4272,1.637,-4.6099,-128.5632,-5.9577,2.5979,50.0004,6.0553,-4.6938,10.8,7.2,24,2431,184,NA,NA,NA,NA,NA,NA,FALSE,-30.2,4.6,6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716556,"2023-09-16",3,"2023-09-17T01:51:21.549Z","2023-09-17T01:51:24.549Z",TRUE,"pitch","6d93a26d-335a-4367-8d96-aebc3f2c228c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3291,1.5145,NA,98.49,110.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Willi Castro pops out to first baseman Andrew Vaughn in foul territory.",0,6,7,75,"top",9,"2023-09-17T01:50:27.306Z","2023-09-17T01:52:09.603Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650489,"Willi Castro","/api/v1/people/650489","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.6,12,0.91,0.3987,5.9752,27.9084,-19.2699,1.2969,6.7409,0.4857,4.7494,-5.3274,-136.9443,-1.1912,2.2809,50.0053,6.4977,2.4838,3.6,3.6,24,2078,158,NA,NA,NA,NA,NA,NA,FALSE,-18.5,12.2,-1.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716556,"2023-09-16",1,"2023-09-17T01:50:49.023Z","2023-09-17T01:50:54.326Z",TRUE,"pitch","a2339bbc-7d78-40df-98f0-5ff17562ad50",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.54,1.64,NA,120.45,185.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Willi Castro pops out to first baseman Andrew Vaughn in foul territory.",0,6,7,75,"top",9,"2023-09-17T01:50:27.306Z","2023-09-17T01:52:09.603Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650489,"Willi Castro","/api/v1/people/650489","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,82,8,0.91,0.4249,6.0121,23.753,-26.9868,-2.2533,3.0705,-0.0905,1.9663,-6.4454,-128.3633,-5.0575,2.7342,50.0013,6.0344,-3.8004,9.6,7.2,24,2483,217,NA,NA,NA,NA,NA,NA,FALSE,-30.1,4.8,5.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716556,"2023-09-16",0,"2023-09-17T01:50:36.665Z","2023-09-17T01:50:39.667Z",TRUE,"pitch","6c4bfb00-2853-4196-b584-27fc66587305",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3507,1.5794,NA,96.57,164.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Willi Castro pops out to first baseman Andrew Vaughn in foul territory.",0,6,7,75,"top",9,"2023-09-17T01:50:27.306Z","2023-09-17T01:52:09.603Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650489,"Willi Castro","/api/v1/people/650489","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Chicago White Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.1,80.6,6,0.9,0.4305,6.9348,23.5635,-27.5449,7.0037,2.8169,0.536,2.755,-6.906,-126.756,-3.3798,2.3734,50.0023,6.282,11.5069,20.4,7.2,24,1878,146,NA,NA,NA,NA,NA,NA,FALSE,-31.2,4.6,-11.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716556,"2023-09-16",2,"2023-09-17T01:51:09.265Z","2023-09-17T01:51:21.549Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,650489,"/api/v1/people/650489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"75","atBat","Pop Out","field_out","Willi Castro pops out to first baseman Andrew Vaughn in foul territory.",0,6,7,75,"top",9,"2023-09-17T01:50:27.306Z","2023-09-17T01:52:09.603Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,650489,"Willi Castro","/api/v1/people/650489","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716556,"2023-09-16",7,"2023-09-17T01:50:07.335Z","2023-09-17T01:50:12.329Z",TRUE,"pitch","132e587b-4dec-4ac1-b9c1-81096ba3f1c9",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.2235,1.4928,NA,65.73,167.17,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Kyle Farmer walks. Jorge Polanco scores. Andrew Stevenson to 3rd. Carlos Correa to 2nd.",1,6,7,74,"top",9,"2023-09-17T01:47:21.462Z","2023-09-17T01:50:12.329Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,80.4,12,0.9,0.4334,6.079,21.2651,-28.5921,-2.0991,2.2061,1.3451,2.6521,-2.7124,-125.5482,-2.9941,2.7051,50.0041,6.1454,-3.409,7.2,7.2,24,2399,192,NA,NA,NA,NA,NA,NA,FALSE,-32.6,3.6,4.3,NA,NA,NA,NA,NA,NA,FALSE,TRUE,621043,"Carlos Correa","/api/v1/people/621043",664057,"Andrew Stevenson","/api/v1/people/664057",571657,"Kyle Farmer","/api/v1/people/571657"
716556,"2023-09-16",6,"2023-09-17T01:49:52.475Z","2023-09-17T01:49:56.128Z",TRUE,"pitch","a04fb1f0-a3eb-47dc-aaf2-ecee082b1ba6",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.2451,1.4928,NA,75.24,149.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Kyle Farmer walks. Jorge Polanco scores. Andrew Stevenson to 3rd. Carlos Correa to 2nd.",1,6,7,74,"top",9,"2023-09-17T01:47:21.462Z","2023-09-17T01:50:12.329Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.6,12,0.91,0.4034,6.1781,28.2633,-15.7728,0.9433,8.772,1.0956,3.3236,-4.0966,-135.5322,-5.0529,2.5009,50.0003,6.3052,1.7635,3.6,3.6,24,2318,161,NA,NA,NA,NA,NA,NA,FALSE,-16.3,15.1,-0.8,1,NA,NA,NA,NA,NA,FALSE,TRUE,621043,"Carlos Correa","/api/v1/people/621043",NA,NA,NA,NA,NA,NA
716556,"2023-09-16",5,"2023-09-17T01:49:38.071Z","2023-09-17T01:49:41.448Z",TRUE,"pitch","91df33b2-4a62-4351-965d-a8dd7c31b459",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2882,1.5145,NA,83.92,210.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Kyle Farmer walks. Jorge Polanco scores. Andrew Stevenson to 3rd. Carlos Correa to 2nd.",1,6,7,74,"top",9,"2023-09-17T01:47:21.462Z","2023-09-17T01:50:12.329Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,82.5,14,0.89,0.4245,6.1191,22.2529,-26.431,-1.7588,3.3883,0.8679,1.0308,-4.1532,-128.2082,-7.5431,2.7263,50.0003,6.0239,-2.9767,7.2,7.2,24,2411,196,NA,NA,NA,NA,NA,NA,FALSE,-29.9,4.9,4,1,NA,NA,NA,NA,NA,FALSE,TRUE,621043,"Carlos Correa","/api/v1/people/621043",NA,NA,NA,NA,NA,NA
716556,"2023-09-16",2,"2023-09-17T01:48:15.829Z","2023-09-17T01:48:18.829Z",TRUE,"pitch","37a3abf2-2dd8-42f0-b430-47814885a8a9",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.37,1.51,NA,137.23,160.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Kyle Farmer walks. Jorge Polanco scores. Andrew Stevenson to 3rd. Carlos Correa to 2nd.",1,6,7,74,"top",9,"2023-09-17T01:47:21.462Z","2023-09-17T01:50:12.329Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",621383,"Tanner Banks","/api/v1/people/621383","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,86.3,1,0.91,0.4009,5.9355,27.8898,-14.374,2.5127,9.4014,-0.5306,2.8948,-8.3579,-136.2363,-6.4041,2.2409,50.0058,6.2566,4.7604,10.8,3.6,24,2306,158,NA,NA,NA,NA,NA,NA,FALSE,-15.1,16,-2.9,NA,NA,NA,NA,NA,NA,FALSE,TRUE,621043,"Carlos Correa","/api/v1/people/621043",NA,NA,NA,NA,NA,NA
