"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link"
745823,"2024-05-25",0,"2024-05-25T20:44:24.288Z","2024-05-25T20:44:33.726Z",TRUE,"pitch","cb967349-7d6d-4cc4-82b1-79c3361fdb22",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.08,1.48,NA,114.82,165.67,"fly_ball","medium","9",192.1,120.86,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Flyout","field_out","Harrison Bader flies out to right fielder Mike Yastrzemski.",0,7,2,83,"bottom",10,"2024-05-25T20:44:01.194Z","2024-05-25T20:44:33.726Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,664056,"Harrison Bader","/api/v1/people/664056","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.1,91.9,2,0.82,0.3754,6.4317,33.0993,-24.9126,-5.5636,3.365,0.0571,2.7076,6.6309,-145.7076,-3.1509,-1.5214,50.0033,5.3024,-12.0062,22.8,4.8,24,2538,216,85.8,48,255,NA,NA,NA,TRUE,-21.6,5.6,8.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745823,"2024-05-25",3,"2024-05-25T20:43:56.000Z","2024-05-25T20:44:00.582Z",TRUE,"pitch","fca4a592-4512-4f1e-8b42-79c96cbe24c7",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.74,1.75,NA,77.85,171.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","J.D. Martinez strikes out swinging.",0,7,2,82,"bottom",10,"2024-05-25T20:42:35.709Z","2024-05-25T20:44:00.582Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.5,92.7,14,0.91,0.3732,6.4495,31.5388,-17.4658,-2.5926,6.7294,1.027,2.4783,8.3181,-146.2469,-5.1213,-1.506,50.0052,5.2852,-5.6694,12,3.6,24,2735,217,NA,NA,NA,NA,NA,NA,TRUE,-15.5,11.4,3.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624413,"Pete Alonso","/api/v1/people/624413",NA,NA,NA,NA,NA,NA
745823,"2024-05-25",2,"2024-05-25T20:43:36.023Z","2024-05-25T20:43:39.770Z",TRUE,"pitch","d3c8aa8b-3200-4394-8114-5545e4659cba",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.74,1.75,NA,114.95,185.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","J.D. Martinez strikes out swinging.",0,7,2,82,"bottom",10,"2024-05-25T20:42:35.709Z","2024-05-25T20:44:00.582Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.1,81.9,8,0.9,0.4223,6.3346,27.1738,-30.6979,1.9101,0.8663,0.0539,1.9885,3.4746,-129.7164,-2.6531,-1.5512,50.0017,5.3652,3.2544,7.2,7.2,24,2611,71,NA,NA,NA,NA,NA,NA,FALSE,-33.2,1.2,-4.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745823,"2024-05-25",1,"2024-05-25T20:43:14.302Z","2024-05-25T20:43:18.253Z",TRUE,"pitch","bac06559-cd14-4614-ad15-f6eb3be35feb",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.74,1.75,NA,104.96,163.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","J.D. Martinez strikes out swinging.",0,7,2,82,"bottom",10,"2024-05-25T20:42:35.709Z","2024-05-25T20:44:00.582Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.6,90.2,6,0.9,0.3819,6.3648,33.4894,-29.9728,-6.0095,1.0555,0.316,2.7926,7.2862,-143.4706,-1.9509,-1.4769,50.0021,5.3512,-12.5163,19.2,6,24,2548,233,NA,NA,NA,NA,NA,NA,FALSE,-26.4,1.7,9.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745823,"2024-05-25",0,"2024-05-25T20:42:56.802Z","2024-05-25T20:43:01.470Z",TRUE,"pitch","bfdfeb59-e9a6-426c-a849-36656a5f700e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.7558,1.9408,NA,92.4,190.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","J.D. Martinez strikes out swinging.",0,7,2,82,"bottom",10,"2024-05-25T20:42:35.709Z","2024-05-25T20:44:00.582Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_RHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.4,91.8,14,0.91,0.3757,6.298,34.9929,-31.3398,-7.103,0.3886,0.6454,1.771,8.6937,-145.9134,-4.498,-1.4528,50.0043,5.2256,-15.2865,22.8,7.2,24,2436,225,NA,NA,NA,NA,NA,NA,FALSE,-27.2,0,11.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745823,"2024-05-25",5,"2024-05-25T20:42:30.587Z","2024-05-25T20:42:34.959Z",TRUE,"pitch","403c6cb5-e951-45a0-ad57-75bac6ab68e0",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.5,1.7,NA,114.62,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Brandon Nimmo strikes out swinging.",0,7,2,81,"bottom",10,"2024-05-25T20:41:37.501Z","2024-05-25T20:42:34.959Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",102,93.3,8,0.91,0.3694,6.4303,35.3319,-15.4566,-5.939,7.5094,0.0625,1.8437,7.1059,-148.2549,-7.3559,-1.5935,50.0069,5.2587,-13.2284,33.6,3.6,24,2549,223,NA,NA,NA,NA,NA,NA,TRUE,-14,12.4,9.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,624413,"Pete Alonso","/api/v1/people/624413",NA,NA,NA,NA,NA,NA
745823,"2024-05-25",4,"2024-05-25T20:42:12.867Z","2024-05-25T20:42:17.491Z",TRUE,"pitch","e8b262fb-a3dd-4603-9afe-16332353385e",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.4401,1.7049,NA,135.41,178.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Brandon Nimmo strikes out swinging.",0,7,2,81,"bottom",10,"2024-05-25T20:41:37.501Z","2024-05-25T20:42:34.959Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90,82.7,7,0.88,0.4176,5.9793,27.4964,-28.6499,1.6874,2.0228,-0.483,2.2397,2.1586,-131.1258,-2.6367,-1.5358,50.003,5.3938,2.941,6,7.2,24,2562,114,NA,NA,NA,NA,NA,NA,FALSE,-30.4,3.4,-3.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745823,"2024-05-25",3,"2024-05-25T20:41:56.067Z","2024-05-25T20:42:07.040Z",TRUE,"pitch","3b650d0d-5165-4742-922e-22c54540a14d",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.4137,1.7049,NA,122.39,187.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Brandon Nimmo strikes out swinging.",0,7,2,81,"bottom",10,"2024-05-25T20:41:37.501Z","2024-05-25T20:42:34.959Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.2,89.6,8,0.91,0.384,6.2889,34.1496,-24.258,-7.7255,3.8495,-0.1415,1.8886,6.7311,-142.8418,-4.8499,-1.5295,50.0061,5.1418,-15.9028,30,6,24,2399,226,NA,NA,NA,NA,NA,NA,FALSE,-22.3,6.1,12.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745823,"2024-05-25",2,"2024-05-25T20:41:39.882Z","2024-05-25T20:41:45.309Z",TRUE,"pitch","1cf3964c-923a-44ac-8be4-86da2186a655",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4584,1.7448,NA,67.93,201.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Brandon Nimmo strikes out swinging.",0,7,2,81,"bottom",10,"2024-05-25T20:41:37.501Z","2024-05-25T20:42:34.959Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",100.8,92.5,14,0.91,0.3739,6.346,33.1864,-16.3318,-4.9173,7.2818,1.2874,1.3972,10.6128,-146.2719,-7.8105,-1.7423,50.0027,5.0733,-10.6988,25.2,3.6,24,2498,232,NA,NA,NA,NA,NA,NA,FALSE,-15.1,11.8,7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745823,"2024-05-25",0,"2024-05-25T20:40:27.077Z","2024-05-25T20:40:42.534Z",FALSE,"action",NA,NA,"Pitching Change: Camilo Doval replaces Luke Jackson.","Pitching Substitution",7,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,666808,"/api/v1/people/666808",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"81","atBat","Strikeout","strikeout","Brandon Nimmo strikes out swinging.",0,7,2,81,"bottom",10,"2024-05-25T20:41:37.501Z","2024-05-25T20:42:34.959Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",666808,"Camilo Doval","/api/v1/people/666808","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
