"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745834,"2024-04-28",6,"2024-04-28T20:39:59.602Z","2024-04-28T20:40:21.838Z",TRUE,"pitch","ce60ec44-5eeb-499e-b10c-17bcedcda527",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,2,NA,NA,3.58,1.66,NA,108.76,147.19,"fly_ball","medium","8",151.81,37.58,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Home Run","home_run","Mark Vientos homers (1) on a fly ball to center field. Harrison Bader scores.",2,2,4,82,"bottom",11,"2024-04-28T20:37:34.579Z","2024-04-28T20:40:21.838Z",TRUE,TRUE,FALSE,FALSE,75,1,2,2,668901,"Mark Vientos","/api/v1/people/668901","R","Right",669461,"Matthew Liberatore","/api/v1/people/669461","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,87.5,2,2,0.3913,6.2738,35.1472,-12.6732,8.4112,9.8484,0.2161,3.3924,-3.8848,-140.5876,-5.5926,0.5316,50.0007,6.2469,16.6491,48,4.8,24,2165,147,105.8,31,404,NA,NA,NA,FALSE,-12.8,16.7,-14.3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745834,"2024-04-28",5,"2024-04-28T20:39:37.444Z","2024-04-28T20:39:40.610Z",TRUE,"pitch","aeb51759-bd78-493b-9ec3-3e57532cbb77",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.58,1.66,NA,133.89,193.11,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"82","atBat","Home Run","home_run","Mark Vientos homers (1) on a fly ball to center field. Harrison Bader scores.",2,2,4,82,"bottom",11,"2024-04-28T20:37:34.579Z","2024-04-28T20:40:21.838Z",TRUE,TRUE,FALSE,FALSE,75,1,2,2,668901,"Mark Vientos","/api/v1/people/668901","R","Right",669461,"Matthew Liberatore","/api/v1/people/669461","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","St. Louis Cardinals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.1,72.7,7,0.88,0.4748,6.4824,27.1973,-45.432,-5.0513,-9.8946,-0.443,1.6914,-1.0199,-116.5289,-0.6499,0.6586,50.0039,6.3641,-6.7667,8.4,14.4,24,2964,330,NA,NA,NA,NA,NA,NA,FALSE,-61.2,-17.6,9.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745834,"2024-04-28",3,"2024-04-28T20:38:58.033Z","2024-04-28T20:39:02.190Z",TRUE,"pitch","48ffc78b-9e2e-43dd-b568-f7fe3041ace7",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.58,1.66,NA,117.52,159.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Home Run","home_run","Mark Vientos homers (1) on a fly ball to center field. Harrison Bader scores.",2,2,4,82,"bottom",11,"2024-04-28T20:37:34.579Z","2024-04-28T20:40:21.838Z",TRUE,TRUE,FALSE,FALSE,75,1,2,2,668901,"Mark Vientos","/api/v1/people/668901","R","Right",669461,"Matthew Liberatore","/api/v1/people/669461","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","St. Louis Cardinals",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.2,85.6,5,2,0.4033,6.2241,29.0325,-20.6937,-1.5329,6.1413,-0.0135,2.9371,-1.3469,-135.6875,-4.7784,0.688,50.0013,6.1582,-2.8646,8.4,4.8,24,2663,166,NA,NA,NA,NA,NA,NA,FALSE,-21,10.3,3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745834,"2024-04-28",2,"2024-04-28T20:38:38.808Z","2024-04-28T20:38:41.915Z",TRUE,"pitch","35616ce0-2886-4a62-8e3b-82710a810d82",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.6826,1.6155,NA,156.23,202.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Home Run","home_run","Mark Vientos homers (1) on a fly ball to center field. Harrison Bader scores.",2,2,4,82,"bottom",11,"2024-04-28T20:37:34.579Z","2024-04-28T20:40:21.838Z",TRUE,TRUE,FALSE,FALSE,75,1,2,2,668901,"Mark Vientos","/api/v1/people/668901","R","Right",669461,"Matthew Liberatore","/api/v1/people/669461","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","St. Louis Cardinals",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.4,84.1,13,2,0.412,6.32,28.8762,-26.8006,-1.7593,3.0039,-1.0291,1.3597,-3.4812,-133.0109,-7.2433,0.526,50.0045,6.0653,-3.1479,7.2,6,24,2827,134,NA,NA,NA,NA,NA,NA,FALSE,-28.7,4.1,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745834,"2024-04-28",1,"2024-04-28T20:38:16.123Z","2024-04-28T20:38:19.496Z",TRUE,"pitch","fc6d49d5-e776-430e-98eb-5010b5bb1990",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.58,1.66,NA,120.7,170.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Home Run","home_run","Mark Vientos homers (1) on a fly ball to center field. Harrison Bader scores.",2,2,4,82,"bottom",11,"2024-04-28T20:37:34.579Z","2024-04-28T20:40:21.838Z",TRUE,TRUE,FALSE,FALSE,75,1,2,2,668901,"Mark Vientos","/api/v1/people/668901","R","Right",669461,"Matthew Liberatore","/api/v1/people/669461","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","St. Louis Cardinals",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.3,84.6,5,2,0.4078,6.2048,28.9759,-18.3122,-1.1861,7.5862,-0.097,2.5446,-1.7177,-134.3079,-5.9764,0.7049,50.0048,6.1002,-2.1679,7.2,4.8,24,2649,164,NA,NA,NA,NA,NA,NA,FALSE,-19.4,12.7,2.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745834,"2024-04-28",0,"2024-04-28T20:37:59.549Z","2024-04-28T20:38:03.139Z",TRUE,"pitch","c985aaf4-4008-4b12-a7ab-2ab8f1d21eb6",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.58,1.66,NA,108.58,142.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Home Run","home_run","Mark Vientos homers (1) on a fly ball to center field. Harrison Bader scores.",2,2,4,82,"bottom",11,"2024-04-28T20:37:34.579Z","2024-04-28T20:40:21.838Z",TRUE,TRUE,FALSE,FALSE,75,1,2,2,668901,"Mark Vientos","/api/v1/people/668901","R","Right",669461,"Matthew Liberatore","/api/v1/people/669461","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","St. Louis Cardinals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.3,2,2,0.3973,6.3345,32.4433,-11.4181,4.038,10.7962,0.2209,3.5691,-2.4407,-138.176,-5.1276,0.5937,50.0011,6.2242,7.7624,30,3.6,24,2066,149,NA,NA,NA,NA,NA,NA,FALSE,-11.9,18.6,-6.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745834,"2024-04-28",4,"2024-04-28T20:39:22.978Z","2024-04-28T20:39:37.444Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,668901,"/api/v1/people/668901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"82","atBat","Home Run","home_run","Mark Vientos homers (1) on a fly ball to center field. Harrison Bader scores.",2,2,4,82,"bottom",11,"2024-04-28T20:37:34.579Z","2024-04-28T20:40:21.838Z",TRUE,TRUE,FALSE,FALSE,75,1,2,2,668901,"Mark Vientos","/api/v1/people/668901","R","Right",669461,"Matthew Liberatore","/api/v1/people/669461","L","Left","vs_LHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745834,"2024-04-28",2,"2024-04-28T20:37:21.386Z","2024-04-28T20:37:32.230Z",TRUE,"pitch","2c3be95c-a630-4f14-9bf9-3dc39b95b26c",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,2,NA,NA,3.1,1.53,NA,104.81,157.31,"line_drive","medium","8",130.92,87.02,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Single","single","Harrison Bader singles on a line drive to center fielder Michael Siani. DJ Stewart scores.",1,2,2,81,"bottom",11,"2024-04-28T20:36:19.163Z","2024-04-28T20:37:32.230Z",TRUE,TRUE,FALSE,FALSE,70,0,2,2,664056,"Harrison Bader","/api/v1/people/664056","R","Right",669461,"Matthew Liberatore","/api/v1/people/669461","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","St. Louis Cardinals","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.7,89.3,3,2,0.3853,6.3075,32.9611,-13.3091,8.3159,9.2206,0.3197,3.0175,-3.341,-142.2168,-6.7223,0.43,50.0022,6.2579,17.0147,48,4.8,24,2125,146,99.7,11,212,NA,NA,NA,FALSE,-13.2,15.5,-14.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,664056,"Harrison Bader","/api/v1/people/664056",NA,NA,NA
745834,"2024-04-28",1,"2024-04-28T20:36:56.174Z","2024-04-28T20:37:02.498Z",TRUE,"pitch","3124ed44-2373-4b1c-8831-9329520e5c96",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.1,1.53,NA,78.94,150.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Single","single","Harrison Bader singles on a line drive to center fielder Michael Siani. DJ Stewart scores.",1,2,2,81,"bottom",11,"2024-04-28T20:36:19.163Z","2024-04-28T20:37:32.230Z",TRUE,TRUE,FALSE,FALSE,70,0,2,2,664056,"Harrison Bader","/api/v1/people/664056","R","Right",669461,"Matthew Liberatore","/api/v1/people/669461","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","St. Louis Cardinals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,88.8,12,2,0.3872,6.2954,32.6414,-11.4906,8.1168,10.2091,0.9984,3.2673,-2.3094,-141.5102,-6.0635,0.7712,50.0023,6.1757,16.4412,51.6,3.6,24,2307,149,NA,NA,NA,NA,NA,NA,FALSE,-11.5,17.4,-14.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745834,"2024-04-28",0,"2024-04-28T20:36:37.975Z","2024-04-28T20:36:41.113Z",TRUE,"pitch","17abe87f-bab1-4bfc-9e84-d57349805398",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.1,1.53,NA,124.26,205.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Single","single","Harrison Bader singles on a line drive to center fielder Michael Siani. DJ Stewart scores.",1,2,2,81,"bottom",11,"2024-04-28T20:36:19.163Z","2024-04-28T20:37:32.230Z",TRUE,TRUE,FALSE,FALSE,70,0,2,2,664056,"Harrison Bader","/api/v1/people/664056","R","Right",669461,"Matthew Liberatore","/api/v1/people/669461","L","Left","vs_LHP","vs_RHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","St. Louis Cardinals","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.5,86.8,13,2,0.3985,6.2787,29.5232,-14.0818,1.3479,9.4473,-0.1903,1.247,-2.6977,-137.2912,-10.3276,0.6285,50.002,6.0086,2.5811,7.2,3.6,24,2684,150,NA,NA,NA,NA,NA,NA,FALSE,-15.5,15.2,-1.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
