"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716909,"2023-08-19",3,"2023-08-19T20:48:53.317Z","2023-08-19T20:49:03.187Z",TRUE,"pitch","52d4bd66-ff95-4059-a0cd-3ff659f3210b",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.76,1.82,NA,124.58,167.75,"popup","medium","3",170.61,172.32,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Pop Out","field_out","Josh Bell pops out to first baseman Freddie Freeman in foul territory.",0,1,0,52,"top",8,"2023-08-19T20:47:51.846Z","2023-08-19T20:49:03.187Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,605137,"Josh Bell","/api/v1/people/605137","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Los Angeles Dodgers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.8,81.2,5,2,0.4246,6.7359,26.8055,-24.5302,9.1322,4.539,-0.1988,2.6306,-10.2069,-128.9866,-2.4097,2.623,50.0063,5.4683,15.3931,27.6,7.2,24,1733,119,84.7,72,127,NA,NA,NA,TRUE,-26.9,7.9,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",2,"2023-08-19T20:48:35.112Z","2023-08-19T20:48:39.313Z",TRUE,"pitch","41cbb725-c312-4b2d-8ba2-56bba6c22f7c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.8782,1.8576,NA,50.06,209.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Pop Out","field_out","Josh Bell pops out to first baseman Freddie Freeman in foul territory.",0,1,0,52,"top",8,"2023-08-19T20:47:51.846Z","2023-08-19T20:49:03.187Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,605137,"Josh Bell","/api/v1/people/605137","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Los Angeles Dodgers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.6,73.3,14,2,0.4727,6.4798,21.2082,-27.0819,9.2126,3.7481,1.756,1.0733,-5.2123,-115.7724,-3.3253,2.8373,50.0053,5.1147,12.5327,22.8,8.4,24,1807,89,NA,NA,NA,NA,NA,NA,FALSE,-37,6.2,-15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",1,"2023-08-19T20:48:15.848Z","2023-08-19T20:48:19.440Z",TRUE,"pitch","00eb9da7-9b2e-4b31-8da0-9e7ad984397f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.76,1.82,NA,67.45,166.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Pop Out","field_out","Josh Bell pops out to first baseman Freddie Freeman in foul territory.",0,1,0,52,"top",8,"2023-08-19T20:47:51.846Z","2023-08-19T20:49:03.187Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,605137,"Josh Bell","/api/v1/people/605137","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Los Angeles Dodgers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.1,73.3,14,2,0.4736,6.3865,18.8207,-29.0409,8.62,2.3032,1.2999,2.683,-6.0106,-115.0916,0.2758,2.8092,50.0014,5.3455,11.7102,20.4,9.6,24,1881,90,NA,NA,NA,NA,NA,NA,FALSE,-38.8,4.6,-14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",0,"2023-08-19T20:47:59.262Z","2023-08-19T20:48:02.262Z",TRUE,"pitch","bc7be1db-e35b-4bea-8f8c-90ce6f536245",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.76,1.82,NA,97.2,180.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Pop Out","field_out","Josh Bell pops out to first baseman Freddie Freeman in foul territory.",0,1,0,52,"top",8,"2023-08-19T20:47:51.846Z","2023-08-19T20:49:03.187Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,605137,"Josh Bell","/api/v1/people/605137","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.5,81.7,9,2,0.424,6.4743,24.2262,-20.24,7.577,7.0444,0.5195,2.1732,-7.6111,-128.6961,-4.5323,2.5169,50.0022,5.5047,12.8359,28.8,6,24,1850,121,NA,NA,NA,NA,NA,NA,FALSE,-22.7,12,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",1,"2023-08-19T20:47:23.503Z","2023-08-19T20:47:31.403Z",TRUE,"pitch","e8b385b0-d27c-44ba-8a1b-07b2e6d66d4e",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.14,1.5,NA,105.25,151.81,"ground_ball","medium","4",149.41,159,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Luis Arraez grounds out, second baseman Amed Rosario to first baseman Freddie Freeman.",0,1,0,51,"top",8,"2023-08-19T20:46:58.945Z","2023-08-19T20:47:31.403Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,650333,"Luis Arraez","/api/v1/people/650333","L","Left",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Los Angeles Dodgers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.1,80.6,3,2,0.4276,6.3911,26.1599,-23.1581,8.9842,5.4253,0.3083,3.2211,-8.7798,-128.0484,-1.5339,2.6125,50.0046,5.6378,14.9379,28.8,6,24,1765,113,71.4,-57,2,NA,NA,NA,TRUE,-25.6,9.7,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",0,"2023-08-19T20:47:07.970Z","2023-08-19T20:47:11.686Z",TRUE,"pitch","d1d5a3a6-7860-4c38-adca-3c99b4154499",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1935,1.6361,NA,125,181.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Groundout","field_out","Luis Arraez grounds out, second baseman Amed Rosario to first baseman Freddie Freeman.",0,1,0,51,"top",8,"2023-08-19T20:46:58.945Z","2023-08-19T20:47:31.403Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,650333,"Luis Arraez","/api/v1/people/650333","L","Left",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Los Angeles Dodgers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",88.3,81.1,5,2,0.4264,6.4905,25.6458,-21.215,8.3771,6.5512,-0.2098,2.1245,-9.671,-128.2776,-4.5701,2.5144,50.0019,5.5755,14.0109,28.8,6,24,1835,120,NA,NA,NA,NA,NA,NA,FALSE,-24,11,-13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",5,"2023-08-19T20:46:34.755Z","2023-08-19T20:46:43.652Z",TRUE,"pitch","337ba66a-e8f8-497a-8699-1c3a5b80fffb",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.5,1.7,NA,130.9,135.8,"popup","medium","4",156.21,140.32,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Pop Out","field_out","Jorge Soler pops out to second baseman Amed Rosario.",0,1,0,50,"top",8,"2023-08-19T20:45:44.730Z","2023-08-19T20:46:43.652Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.5,79.4,11,0.89,0.4375,6.4004,20.9099,-23.5679,2.5168,5.4018,-0.3648,3.8139,-9.1612,-124.377,1.5722,3.012,50.0047,5.1049,4.0129,6,6,24,2003,141,63.7,53,170,NA,NA,NA,TRUE,-26.6,10.3,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",4,"2023-08-19T20:46:18.388Z","2023-08-19T20:46:22.559Z",TRUE,"pitch","aee52486-8d39-4c7e-8f4f-db4b812b025f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.693,1.7653,NA,12.36,171.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Pop Out","field_out","Jorge Soler pops out to second baseman Amed Rosario.",0,1,0,50,"top",8,"2023-08-19T20:45:44.730Z","2023-08-19T20:46:43.652Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Los Angeles Dodgers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",77.7,71.6,14,2,0.4834,6.3934,20.0247,-28.9408,9.0249,2.4801,2.7451,2.4903,-3.1981,-113.1677,0.1564,3.0016,50.0003,5.3116,11.7417,21.6,9.6,24,1938,88,NA,NA,NA,NA,NA,NA,FALSE,-40.3,4.8,-15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",3,"2023-08-19T20:46:01.383Z","2023-08-19T20:46:05.894Z",TRUE,"pitch","a9f18d05-094e-4ac6-aa68-dad7126b3349",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.619,1.7837,NA,96.8,143.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Pop Out","field_out","Jorge Soler pops out to second baseman Amed Rosario.",0,1,0,50,"top",8,"2023-08-19T20:45:44.730Z","2023-08-19T20:46:43.652Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.2,79,3,0.89,0.4393,6.4954,21.4538,-25.6316,3.0074,4.1436,0.53,3.525,-7.1045,-123.9977,0.8582,3.0234,50.0042,5.2898,4.7514,8.4,6,24,1860,137,NA,NA,NA,NA,NA,NA,FALSE,-29.3,7.9,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",2,"2023-08-19T20:45:47.068Z","2023-08-19T20:45:50.670Z",TRUE,"pitch","89a6803a-3fb0-4e02-a478-d9f891c8b51f",1,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,1,0,NA,NA,3.5,1.7,NA,108.28,148.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Pop Out","field_out","Jorge Soler pops out to second baseman Amed Rosario.",0,1,0,50,"top",8,"2023-08-19T20:45:44.730Z","2023-08-19T20:46:43.652Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.8,79.7,2,0.89,0.4359,6.4797,21.2343,-23.6096,2.4305,5.3331,0.2286,3.3469,-7.871,-124.8717,0.2343,3.083,50.0008,5.1685,3.9022,6,6,24,1889,129,NA,NA,NA,NA,NA,NA,FALSE,-26.8,10,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",0,"2023-08-19T20:44:56.351Z","2023-08-19T20:44:56.367Z",FALSE,"action",NA,NA,"Defensive switch from second base to right field for Mookie Betts.","Defensive Switch",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,605141,"/api/v1/people/605141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"9","Outfielder","Outfielder","RF","100","50","atBat","Pop Out","field_out","Jorge Soler pops out to second baseman Amed Rosario.",0,1,0,50,"top",8,"2023-08-19T20:45:44.730Z","2023-08-19T20:46:43.652Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",1,"2023-08-19T20:44:56.367Z","2023-08-19T20:45:47.068Z",FALSE,"action",NA,NA,"Amed Rosario remains in the game as the second baseman.","Defensive Switch",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,642708,"/api/v1/people/642708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"4","Second Base","Infielder","2B","501","50","atBat","Pop Out","field_out","Jorge Soler pops out to second baseman Amed Rosario.",0,1,0,50,"top",8,"2023-08-19T20:45:44.730Z","2023-08-19T20:46:43.652Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,624585,"Jorge Soler","/api/v1/people/624585","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,444482,"/api/v1/people/444482",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",2,"2023-08-19T20:43:31.543Z","2023-08-19T20:43:40.228Z",TRUE,"pitch","957b17fc-1a25-41d2-9ae2-2a4c7c18c2a0",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.29,1.59,NA,110.25,169.42,"ground_ball","medium","4",137.48,147.33,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Amed Rosario grounds out, second baseman Luis Arraez to first baseman Josh Bell.",0,1,0,49,"bottom",7,"2023-08-19T20:43:29.161Z","2023-08-19T20:43:40.228Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,642708,"Amed Rosario","/api/v1/people/642708","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88,5,0.91,0.3927,6.5765,29.9926,-15.2656,3.046,8.5753,0.177,2.5689,-7.6373,-139.246,-6.0916,2.5543,50.0054,5.7874,6.0084,14.4,3.6,24,2231,150,94.2,8,140,NA,NA,NA,TRUE,-15.2,14.5,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",0,"2023-08-19T20:42:39.070Z","2023-08-19T20:42:48.014Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Amed Rosario replaces David Peralta.","Offensive Substitution",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,642708,"/api/v1/people/642708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","501","49","atBat","Groundout","field_out","Amed Rosario grounds out, second baseman Luis Arraez to first baseman Josh Bell.",0,1,0,49,"bottom",7,"2023-08-19T20:43:29.161Z","2023-08-19T20:43:40.228Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,642708,"Amed Rosario","/api/v1/people/642708","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,444482,"/api/v1/people/444482",NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",1,"2023-08-19T20:42:48.014Z","2023-08-19T20:43:31.543Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"49","atBat","Groundout","field_out","Amed Rosario grounds out, second baseman Luis Arraez to first baseman Josh Bell.",0,1,0,49,"bottom",7,"2023-08-19T20:43:29.161Z","2023-08-19T20:43:40.228Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,642708,"Amed Rosario","/api/v1/people/642708","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",0,"2023-08-19T20:42:18.140Z","2023-08-19T20:42:27.054Z",TRUE,"pitch","984b7809-15b2-468d-8642-3b0e70fb14f9",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.08,1.54,NA,135.22,187.37,"fly_ball","medium","9",152.98,85.62,NA,NA,NA,NA,NA,NA,NA,NA,"48","atBat","Flyout","field_out","Max Muncy flies out to right fielder Jesus Sanchez.",0,1,0,48,"bottom",7,"2023-08-19T20:42:03.363Z","2023-08-19T20:42:27.054Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,571970,"Max Muncy","/api/v1/people/571970","L","Left",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,77.2,7,0.9,0.4508,6.6132,23.5297,-31.4282,-9.4119,0.4971,-0.478,1.9042,-4.8648,-121.4548,-2.8852,2.7729,50.0025,5.8376,-14.0752,25.2,9.6,24,2401,292,79.7,32,292,NA,NA,NA,TRUE,-38.8,0.5,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716909,"2023-08-19",5,"2023-08-19T20:41:49.449Z","2023-08-19T20:41:54.840Z",TRUE,"pitch","d9a372ca-62f0-4a43-ac23-1544fa28d36f",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,0,NA,NA,3.39,1.6,NA,109.49,162.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","atBat","Strikeout","strikeout","Will Smith strikes out swinging.",0,1,0,47,"bottom",7,"2023-08-19T20:40:48.699Z","2023-08-19T20:41:54.840Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,669257,"Will Smith","/api/v1/people/669257","R","Right",677053,"Andrew Nardi","/api/v1/people/677053","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,89.1,5,0.91,0.3888,6.699,28.4316,-14.5164,3.5034,8.7646,0.1969,2.8116,-7.8832,-140.2816,-5.6495,2.5745,50.0053,5.7799,7.0607,19.2,3.6,24,2346,150,NA,NA,NA,NA,NA,NA,TRUE,-14.2,15,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
