"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
718686,"2023-04-06",2,"2023-04-06T20:04:22.811Z","2023-04-06T20:04:25.811Z",TRUE,"pitch","40937468-3573-44f4-92bc-331e4f221997",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3413,1.6028,NA,94.21,221.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,6,0,60,"top",8,"2023-04-06T20:03:37.946Z","2023-04-06T20:04:58.990Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,643376,"Danny Jansen","/api/v1/people/643376","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.4,83.3,14,0.85,0.4151,6.5399,28.9453,-35.1824,-12.7047,-1.7043,0.5979,0.638,15.5792,-132.1033,-2.0221,-3.7338,50.0047,4.0072,-22.3886,28.8,9.6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-36.6,-3.4,19.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",1,"2023-04-06T20:04:09.513Z","2023-04-06T20:04:13.555Z",TRUE,"pitch","d98f74f6-6e9d-4c21-b1a1-81243138f730",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.2,1.52,NA,109.56,195.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,6,0,60,"top",8,"2023-04-06T20:03:37.946Z","2023-04-06T20:04:58.990Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,643376,"Danny Jansen","/api/v1/people/643376","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.7,74.4,8,0.9,0.4669,6.3849,21.8978,-32.7776,4.6545,-0.4311,0.1952,1.6177,7.9896,-117.2503,1.3876,-3.8595,50.0042,4.0738,6.4881,13.2,9.6,24,2607,61,NA,NA,NA,NA,NA,NA,FALSE,-42.2,-0.1,-10.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",0,"2023-04-06T20:03:52.737Z","2023-04-06T20:03:58.021Z",TRUE,"pitch","06d2c68c-c701-4e5c-98ff-d2b36c3e22b7",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.2,1.52,NA,128.28,168.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Danny Jansen strikes out swinging.",0,6,0,60,"top",8,"2023-04-06T20:03:37.946Z","2023-04-06T20:04:58.990Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,643376,"Danny Jansen","/api/v1/people/643376","R","Right",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.3,83.1,4,0.91,0.4144,6.3032,28.3714,-30.4247,-12.388,0.9876,-0.2959,2.6031,13.2365,-132.221,2.0568,-3.7591,50.0013,4.0487,-21.9174,32.4,8.4,24,2441,255,NA,NA,NA,NA,NA,NA,FALSE,-30.6,2.5,19.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",2,"2023-04-06T20:03:22.850Z","2023-04-06T20:03:30.605Z",TRUE,"pitch","d2ec2ef0-69fb-4a07-a688-2a2816983fdf",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,0,NA,NA,3.16,1.61,NA,102.7,185.86,"line_drive","medium","7",68.78,100.08,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Lineout","field_out","Brandon Belt lines out to left fielder Edward Olivares.",0,6,0,59,"top",8,"2023-04-06T20:02:35.407Z","2023-04-06T20:03:30.605Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,474832,"Brandon Belt","/api/v1/people/474832","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.7,83.6,9,0.9,0.4149,6.4637,24.7984,-31.5085,-11.3981,0.3727,0.3751,1.9598,14.2417,-131.4438,0.7419,-3.6028,50.0009,3.9923,-20.1788,28.8,8.4,24,2424,254,88.1,23,285,NA,NA,NA,TRUE,-32.2,1.1,18,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",1,"2023-04-06T20:03:08.538Z","2023-04-06T20:03:13.228Z",TRUE,"pitch","03bf6fde-3ae9-40bd-a0f9-663b55155fb8",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.3304,1.6349,NA,156.25,199.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Lineout","field_out","Brandon Belt lines out to left fielder Edward Olivares.",0,6,0,59,"top",8,"2023-04-06T20:02:35.407Z","2023-04-06T20:03:30.605Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,474832,"Brandon Belt","/api/v1/people/474832","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.2,83.8,13,0.82,0.413,6.3832,26.8512,-36.0258,-11.1812,-2.1564,-1.0297,1.4534,11.4496,-132.358,0.3469,-3.9481,50.0046,3.9474,-19.9455,26.4,9.6,24,2465,254,NA,NA,NA,NA,NA,NA,FALSE,-36.5,-3.6,17.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",0,"2023-04-06T20:02:53.025Z","2023-04-06T20:02:56.258Z",TRUE,"pitch","e7ea3581-cde1-4150-8c05-0daf76b011c6",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3266,1.6308,NA,74.9,204.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Lineout","field_out","Brandon Belt lines out to left fielder Edward Olivares.",0,6,0,59,"top",8,"2023-04-06T20:02:35.407Z","2023-04-06T20:03:30.605Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,474832,"Brandon Belt","/api/v1/people/474832","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Kansas City Royals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.7,76.1,14,0.9,0.4594,6.368,20.047,-33.3273,2.0191,-0.7956,1.1045,1.2828,10.8783,-118.6634,0.5075,-3.7784,50.0045,4.0723,2.9153,7.2,9.6,24,2641,51,NA,NA,NA,NA,NA,NA,FALSE,-41.8,-1.1,-6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",3,"2023-04-06T20:00:43.558Z","2023-04-06T20:00:48.543Z",TRUE,"pitch","99ffbb70-0862-4834-92a2-6802ed14ef10",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,3,2,NA,NA,3.3,1.59,NA,117.87,174.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Nate Eaton strikes out on a foul tip.",0,6,0,58,"bottom",7,"2023-04-06T19:59:42.384Z","2023-04-06T20:00:48.543Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681987,"Nate Eaton","/api/v1/people/681987","R","Right",542914,"Anthony Bass","/api/v1/people/542914","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,79.4,5,0.89,0.435,6.5394,25.969,-31.1581,1.0451,0.6303,-0.0228,2.3857,2.9016,-125.9843,-1.9983,-1.3259,50.0009,5.7113,1.6767,3.6,8.4,24,2174,139,NA,NA,NA,NA,NA,NA,TRUE,-35.6,1,-2.5,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",2,"2023-04-06T20:00:22.472Z","2023-04-06T20:00:27.456Z",TRUE,"pitch","1eaa3004-fd3b-4bd7-8d91-f65b8111ef4a",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,2,2,NA,NA,3.3,1.59,NA,97.4,230.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Nate Eaton strikes out on a foul tip.",0,6,0,58,"bottom",7,"2023-04-06T19:59:42.384Z","2023-04-06T20:00:48.543Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681987,"Nate Eaton","/api/v1/people/681987","R","Right",542914,"Anthony Bass","/api/v1/people/542914","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,80.6,14,0.9,0.432,6.544,25.2747,-29.3848,2.7207,1.7098,0.5143,0.3162,3.3735,-126.6781,-7.2603,-1.1868,50.0027,5.5607,4.4314,9.6,7.2,24,2311,128,NA,NA,NA,NA,NA,NA,FALSE,-34.3,1.7,-5.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",1,"2023-04-06T20:00:04.326Z","2023-04-06T20:00:07.714Z",TRUE,"pitch","59688012-1cc5-4949-819b-ae04b963c955",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2671,1.6149,NA,140.14,198.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Nate Eaton strikes out on a foul tip.",0,6,0,58,"bottom",7,"2023-04-06T19:59:42.384Z","2023-04-06T20:00:48.543Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681987,"Nate Eaton","/api/v1/people/681987","R","Right",542914,"Anthony Bass","/api/v1/people/542914","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,85.6,7,0.89,0.4022,6.696,31.3588,-14.2605,-9.4466,9.5513,-0.607,1.5,4.7586,-136.4189,-8.1974,-1.151,50.0058,5.5372,-17.7222,45.6,4.8,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-15.6,15.6,16.1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",0,"2023-04-06T19:59:45.191Z","2023-04-06T19:59:48.401Z",TRUE,"pitch","b3d6a873-1352-43dd-ac74-a38693de4f9e",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.3833,1.6439,NA,101.23,227.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Strikeout","strikeout","Nate Eaton strikes out on a foul tip.",0,6,0,58,"bottom",7,"2023-04-06T19:59:42.384Z","2023-04-06T20:00:48.543Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,681987,"Nate Eaton","/api/v1/people/681987","R","Right",542914,"Anthony Bass","/api/v1/people/542914","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,80,14,0.91,0.436,6.6115,24.3555,-32.8519,3.4753,-0.4261,0.4138,0.3999,2.9327,-125.414,-6.3444,-1.2204,50.0013,5.6278,5.5585,9.6,8.4,24,2214,114,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-1.9,-7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",0,"2023-04-06T19:59:03.580Z","2023-04-06T19:59:14.588Z",TRUE,"pitch","8e3101d5-8032-4a59-93c1-f8eb4897b2b7",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.38,1.64,NA,102.45,177.85,"ground_ball","medium","3",164.62,155.44,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Forceout","force_out","Nick Pratto grounds into a force out, first baseman Brandon Belt to shortstop Bo Bichette. Edward Olivares to 3rd. Michael Massey out at 2nd. Nick Pratto to 1st.",0,6,0,57,"bottom",7,"2023-04-06T19:58:48.167Z","2023-04-06T19:59:14.588Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,668472,"Nick Pratto","/api/v1/people/668472","L","Left",542914,"Anthony Bass","/api/v1/people/542914","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.4,6,0.9,0.4025,6.6811,31.0887,-11.9888,0.6407,10.7733,0.3818,2.2566,4.1437,-136.2919,-6.9744,-1.244,50.0039,5.684,1.1996,8.4,2.4,24,2055,186,106.2,3,81,NA,NA,NA,TRUE,-13.1,18.1,-2,NA,NA,NA,NA,TRUE,FALSE,668472,"Nick Pratto","/api/v1/people/668472",NA,NA,NA,658668,"Edward Olivares","/api/v1/people/658668",NA,NA,NA
718686,"2023-04-06",4,"2023-04-06T19:58:35.476Z","2023-04-06T19:58:39.692Z",TRUE,"pitch","a9f40e9f-67cd-47c1-91d0-9f7190442380",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,0,NA,NA,3.34,1.58,NA,86.82,206.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Hunter Dozier strikes out swinging.",0,6,0,56,"bottom",7,"2023-04-06T19:57:57.534Z","2023-04-06T19:58:39.692Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641531,"Hunter Dozier","/api/v1/people/641531","R","Right",542914,"Anthony Bass","/api/v1/people/542914","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,80.6,14,0.91,0.4336,6.47,22.303,-32.2321,3.6102,-0.0417,0.7918,1.2006,3.8936,-125.6779,-4.5912,-1.2388,50.0001,5.6303,5.8489,10.8,8.4,24,2386,116,NA,NA,NA,NA,NA,NA,TRUE,-37.1,-0.7,-7.3,NA,NA,NA,NA,TRUE,FALSE,686681,"Michael Massey","/api/v1/people/686681",658668,"Edward Olivares","/api/v1/people/658668",NA,NA,NA,NA,NA,NA
718686,"2023-04-06",3,"2023-04-06T19:58:17.143Z","2023-04-06T19:58:22.721Z",TRUE,"pitch","b85b77cc-2751-42fd-b9d8-d51227d40dc7",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.34,1.58,NA,75.17,200.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Hunter Dozier strikes out swinging.",0,6,0,56,"bottom",7,"2023-04-06T19:57:57.534Z","2023-04-06T19:58:39.692Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641531,"Hunter Dozier","/api/v1/people/641531","R","Right",542914,"Anthony Bass","/api/v1/people/542914","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,80.1,14,0.9,0.4339,6.5849,25.0982,-31.8966,1.9573,0.173,1.0973,1.4271,5.1315,-126.1133,-4.2032,-1.2162,50.0032,5.6816,3.1599,7.2,8.4,24,1879,157,NA,NA,NA,NA,NA,NA,FALSE,-36.7,-0.4,-4.7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",2,"2023-04-06T19:57:59.858Z","2023-04-06T19:58:03.473Z",TRUE,"pitch","69054873-658a-4309-87c2-210a0f47c3d4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3652,1.6629,NA,145.07,157.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Hunter Dozier strikes out swinging.",0,6,0,56,"bottom",7,"2023-04-06T19:57:57.534Z","2023-04-06T19:58:39.692Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641531,"Hunter Dozier","/api/v1/people/641531","R","Right",542914,"Anthony Bass","/api/v1/people/542914","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,77.6,1,0.9,0.446,6.4439,23.3176,-32.5863,2.2289,-0.2727,-0.7363,3.0179,1.1634,-122.6162,-0.1361,-1.5058,50.0004,5.845,3.407,6,8.4,24,2258,228,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-0.2,-4.3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",0,"2023-04-06T19:55:36.351Z","2023-04-06T19:56:08.551Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Hunter Dozier strikes out swinging.",0,6,0,56,"bottom",7,"2023-04-06T19:57:57.534Z","2023-04-06T19:58:39.692Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641531,"Hunter Dozier","/api/v1/people/641531","R","Right",542914,"Anthony Bass","/api/v1/people/542914","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",1,"2023-04-06T19:56:08.551Z","2023-04-06T19:57:59.858Z",FALSE,"action",NA,NA,"Pitching Change: Anthony Bass replaces Kevin Gausman.","Pitching Substitution",6,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,542914,"/api/v1/people/542914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"56","atBat","Strikeout","strikeout","Hunter Dozier strikes out swinging.",0,6,0,56,"bottom",7,"2023-04-06T19:57:57.534Z","2023-04-06T19:58:39.692Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641531,"Hunter Dozier","/api/v1/people/641531","R","Right",542914,"Anthony Bass","/api/v1/people/542914","R","Right","vs_RHP","vs_RHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718686,"2023-04-06",0,"2023-04-06T19:55:11.810Z","2023-04-06T19:55:21.232Z",TRUE,"pitch","7a166a55-ecbf-4e9f-b404-375a3b156304",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.51,1.7,NA,147.01,175.67,"line_drive","medium","8",150.35,89.3,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Michael Massey singles on a line drive to center fielder Kevin Kiermaier. Edward Olivares to 2nd.",0,6,0,55,"bottom",7,"2023-04-06T19:54:58.087Z","2023-04-06T19:55:21.232Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,686681,"Michael Massey","/api/v1/people/686681","L","Left",592332,"Kevin Gausman","/api/v1/people/592332","R","Right","vs_RHP","vs_LHB","RISP",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Toronto Blue Jays","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81,74.6,4,0.9,0.4639,6.3982,21.6092,-25.6,-9.3944,4.6495,-0.7872,2.3373,6.5966,-117.8878,-2.5949,-2.3959,50.0001,5.806,-13.2714,25.2,8.4,24,1467,198,90.9,14,186,NA,NA,NA,FALSE,-33.5,8,15.5,NA,NA,NA,NA,FALSE,FALSE,686681,"Michael Massey","/api/v1/people/686681",658668,"Edward Olivares","/api/v1/people/658668",NA,NA,NA,NA,NA,NA
