"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716432,"2023-09-26",1,"2023-09-27T00:43:41.938Z","2023-09-27T00:44:07.232Z",TRUE,"pitch","67b1f670-b351-42e9-85f5-0dfc08080dd1",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,1,NA,NA,3.25,1.59,NA,136.56,188.17,"line_drive","medium","7",16.58,90.33,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Home Run","home_run","Henry Davis homers (7) on a line drive to left field.",1,2,2,51,"top",8,"2023-09-27T00:43:08.505Z","2023-09-27T00:44:07.232Z",TRUE,TRUE,FALSE,FALSE,75,1,0,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Philadelphia Phillies","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.2,80,7,0.9,0.435,6.5365,23.9966,-40.6512,4.7806,-5.2661,-0.5131,1.8746,4.5037,-125.6231,0.5144,-2.9465,50.0057,4.9555,7.689,12,10.8,24,2568,56,108.7,19,379,NA,NA,NA,FALSE,-45.7,-9.2,-9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",0,"2023-09-27T00:43:23.668Z","2023-09-27T00:43:28.925Z",TRUE,"pitch","f277ec34-8350-4d17-8e79-63c68100ae6f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4324,1.6605,NA,103.75,192.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Home Run","home_run","Henry Davis homers (7) on a line drive to left field.",1,2,2,51,"top",8,"2023-09-27T00:43:08.505Z","2023-09-27T00:44:07.232Z",TRUE,TRUE,FALSE,FALSE,75,1,0,1,680779,"Henry Davis","/api/v1/people/680779","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Philadelphia Phillies","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.6,79,9,0.9,0.4399,6.5158,25.4313,-41.9464,5.5687,-6.2288,0.3476,1.7006,5.7176,-124.5958,0.5514,-2.7017,50.0015,4.9475,8.7385,13.2,10.8,24,2538,62,NA,NA,NA,NA,NA,NA,FALSE,-48.2,-10.9,-11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",6,"2023-09-27T00:42:54.194Z","2023-09-27T00:42:59.568Z",TRUE,"pitch","f9aea042-785a-4a28-9a11-d14a1333b23b",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.18,1.52,NA,167.72,167.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Endy Rodriguez strikes out swinging.",0,1,2,50,"top",8,"2023-09-27T00:41:05.987Z","2023-09-27T00:42:59.568Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.4,11,0.88,0.3946,6.4809,29.0474,-21.8797,-7.8262,5.2646,-1.3307,2.6258,7.3642,-138.4751,-1.7328,-2.9994,50.0009,4.7139,-15.2961,31.2,6,24,2273,221,NA,NA,NA,NA,NA,NA,TRUE,-20.6,9.4,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",5,"2023-09-27T00:42:31.744Z","2023-09-27T00:42:35.438Z",TRUE,"pitch","b43a4b2a-e612-4a23-8012-d5fd697aca7b",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.18,1.52,NA,135.45,178.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Endy Rodriguez strikes out swinging.",0,1,2,50,"top",8,"2023-09-27T00:41:05.987Z","2023-09-27T00:42:59.568Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Philadelphia Phillies",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88,81.3,4,0.9,0.4268,6.3447,25.9036,-39.7359,6.0971,-4.5265,-0.4841,2.2187,4.4599,-128.2121,1.17,-3.037,50.005,4.8515,10.1773,15.6,9.6,24,2451,62,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-7.7,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",4,"2023-09-27T00:42:11.772Z","2023-09-27T00:42:15.668Z",TRUE,"pitch","982233f1-3970-4421-b974-931c3aac72c4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.1994,1.5313,NA,62.14,252.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Endy Rodriguez strikes out swinging.",0,1,2,50,"top",8,"2023-09-27T00:41:05.987Z","2023-09-27T00:42:59.568Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Philadelphia Phillies",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.7,81.2,14,0.89,0.4307,6.4908,27.5196,-39.5998,5.6541,-4.5402,1.4393,-0.4933,8.4211,-127.4425,-5.49,-2.6492,50.002,4.8357,9.2487,14.4,10.8,24,2496,53,NA,NA,NA,NA,NA,NA,FALSE,-45.1,-9.4,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",3,"2023-09-27T00:41:42.781Z","2023-09-27T00:41:46.594Z",TRUE,"pitch","54e3e49a-394c-4b4c-99db-ad1d490b214e",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.18,1.52,NA,115.64,182.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Endy Rodriguez strikes out swinging.",0,1,2,50,"top",8,"2023-09-27T00:41:05.987Z","2023-09-27T00:42:59.568Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.2,5,0.91,0.3932,6.6106,33.5572,-14.0906,-7.6385,9.2204,0.0356,2.0929,10.3468,-139.6718,-4.5573,-2.7369,50.0065,4.6829,-14.9878,39.6,3.6,24,2309,224,NA,NA,NA,NA,NA,NA,FALSE,-14,15.8,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",2,"2023-09-27T00:41:25.183Z","2023-09-27T00:41:28.662Z",TRUE,"pitch","f86b0d57-1024-40a3-a6cb-81275f896d75",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2253,1.52,NA,140.38,131.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Endy Rodriguez strikes out swinging.",0,1,2,50,"top",8,"2023-09-27T00:41:05.987Z","2023-09-27T00:42:59.568Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Philadelphia Phillies",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.1,11,0.9,0.3934,6.4134,32.3038,-16.5826,-7.8864,7.9507,-0.6134,3.9714,8.8554,-139.3985,0.3778,-2.8117,50.0065,4.9317,-15.4734,39.6,4.8,24,2336,222,NA,NA,NA,NA,NA,NA,FALSE,-15.2,14.6,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",1,"2023-09-27T00:41:08.320Z","2023-09-27T00:41:12.626Z",TRUE,"pitch","81e1297b-1ac3-47f5-9066-e588c3002d00",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.1477,1.52,NA,122.62,185.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50","atBat","Strikeout","strikeout","Endy Rodriguez strikes out swinging.",0,1,2,50,"top",8,"2023-09-27T00:41:05.987Z","2023-09-27T00:42:59.568Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Philadelphia Phillies",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.4,79.4,8,0.9,0.4366,6.4606,26.7717,-44.098,5.95,-7.4922,-0.1475,1.9854,4.8154,-125.7177,1.1932,-2.8644,50.0023,5.0991,9.4702,13.2,12,24,2620,56,NA,NA,NA,NA,NA,NA,FALSE,-49.8,-13,-11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",0,"2023-09-27T00:39:43.309Z","2023-09-27T00:41:08.320Z",FALSE,"action",NA,NA,"Pitching Change: Craig Kimbrel replaces Matt Strahm.","Pitching Substitution",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,518886,"/api/v1/people/518886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"50","atBat","Strikeout","strikeout","Endy Rodriguez strikes out swinging.",0,1,2,50,"top",8,"2023-09-27T00:41:05.987Z","2023-09-27T00:42:59.568Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,682848,"Endy Rodríguez","/api/v1/people/682848","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",6,"2023-09-27T00:38:29.828Z","2023-09-27T00:38:35.279Z",TRUE,"pitch","a1a185b1-d79d-4e14-bd13-3000defb3933",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,2,NA,NA,3.1218,1.5054,NA,99.54,166.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Brandon Marsh called out on strikes.",0,1,2,49,"bottom",7,"2023-09-27T00:36:29.153Z","2023-09-27T00:38:35.279Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.3,78.5,3,0.9,0.4407,6.098,24.6599,-31.972,-3.7423,0.1257,0.4581,2.6927,4.9426,-124.2418,-1.7361,-1.0699,50.0013,6.0552,-5.8564,8.4,8.4,24,2010,249,NA,NA,NA,NA,NA,NA,TRUE,-37.4,0.1,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",5,"2023-09-27T00:38:10.851Z","2023-09-27T00:38:15.547Z",TRUE,"pitch","9ca004e2-271c-4b40-a2a7-6e0868b6f4d4",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1994,1.5313,NA,162.44,164.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Brandon Marsh called out on strikes.",0,1,2,49,"bottom",7,"2023-09-27T00:36:29.153Z","2023-09-27T00:38:35.279Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,78.9,11,0.9,0.4371,6.0269,26.4077,-31.6313,-3.4496,0.3414,-1.1921,2.7385,1.0833,-125.5234,-1.7295,-1.1822,50.0029,6.0221,-5.4814,9.6,8.4,24,2052,242,NA,NA,NA,NA,NA,NA,FALSE,-36.4,0.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",4,"2023-09-27T00:37:33.802Z","2023-09-27T00:37:38.722Z",TRUE,"pitch","8ab6fb13-d646-4652-ab20-4f9433b509ea",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.1735,1.5054,NA,74.34,238.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Brandon Marsh called out on strikes.",0,1,2,49,"bottom",7,"2023-09-27T00:36:29.153Z","2023-09-27T00:38:35.279Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,79.6,14,0.88,0.4365,6.1618,26.23,-26.8928,-4.9459,3.3146,1.1192,0.0241,7.0173,-125.6467,-8.8365,-1.0715,50.0045,5.7828,-7.8836,13.2,7.2,24,2140,252,NA,NA,NA,NA,NA,NA,FALSE,-32.6,4.1,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",3,"2023-09-27T00:37:10.679Z","2023-09-27T00:37:14.979Z",TRUE,"pitch","76cc27e6-1e38-48ab-85d0-7ea54dc49a97",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.1477,1.5054,NA,118.97,190.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Brandon Marsh called out on strikes.",0,1,2,49,"bottom",7,"2023-09-27T00:36:29.153Z","2023-09-27T00:38:35.279Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Pittsburgh Pirates",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.3,8,0.9,0.3973,6.095,34.0495,-9.7237,-4.3885,11.6958,-0.0516,1.7767,4.2195,-138.4375,-9.3927,-1.0335,50.006,5.8863,-8.4267,31.2,2.4,24,2420,209,NA,NA,NA,NA,NA,NA,FALSE,-11.3,19.1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",2,"2023-09-27T00:36:51.582Z","2023-09-27T00:36:55.992Z",TRUE,"pitch","9d6b6e6e-406e-42b7-b2aa-e52684ffc10c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1218,1.4796,NA,85.11,180.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Brandon Marsh called out on strikes.",0,1,2,49,"bottom",7,"2023-09-27T00:36:29.153Z","2023-09-27T00:38:35.279Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,78.7,14,0.9,0.4399,6.1799,25.1976,-29.4359,-6.476,1.7439,0.8365,2.1688,6.8148,-124.5557,-3.3115,-1.0945,50.0038,5.9517,-10.1688,16.8,8.4,24,2081,249,NA,NA,NA,NA,NA,NA,FALSE,-34.7,2.6,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",1,"2023-09-27T00:36:31.497Z","2023-09-27T00:36:35.833Z",TRUE,"pitch","6dfd9d27-8bf6-4be5-80b0-067b444ff58a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.0959,1.5313,NA,134.58,187.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Brandon Marsh called out on strikes.",0,1,2,49,"bottom",7,"2023-09-27T00:36:29.153Z","2023-09-27T00:38:35.279Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Pittsburgh Pirates",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,78.6,7,0.84,0.4393,6.0012,26.3326,-27.6031,-5.256,2.9075,-0.4613,1.8831,3.3805,-124.9057,-4.3094,-1.1528,50.003,5.9136,-8.2635,14.4,7.2,24,2109,243,NA,NA,NA,NA,NA,NA,FALSE,-32.8,4.4,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716432,"2023-09-26",0,"2023-09-27T00:35:23.897Z","2023-09-27T00:36:31.497Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"49","atBat","Strikeout","strikeout","Brandon Marsh called out on strikes.",0,1,2,49,"bottom",7,"2023-09-27T00:36:29.153Z","2023-09-27T00:38:35.279Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,669016,"Brandon Marsh","/api/v1/people/669016","L","Left",664294,"Dauri Moreta","/api/v1/people/664294","R","Right","vs_RHP","vs_LHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Pittsburgh Pirates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
