"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746719,"2024-05-05",3,"2024-05-05T22:23:22.271Z","2024-05-05T22:23:25.770Z",TRUE,"pitch","3dce4b25-3ae3-45f2-a9fe-fa18168ad9af",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.705,1.7341,NA,147.46,116.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Gunnar Henderson walks. Ramón Urías to 2nd.",0,7,0,62,"top",9,"2024-05-05T22:22:20.328Z","2024-05-05T22:24:39.960Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.6,11,0.9,0.3933,7.5192,28.3735,-21.8997,-5.4756,5.2225,-0.7992,4.5415,5.0754,-138.7705,3.9786,-1.9323,50.0059,4.5425,-10.7798,25.2,4.8,24,2672,234,NA,NA,NA,NA,NA,NA,FALSE,-19.4,10.4,9,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",2,"2024-05-05T22:22:56.936Z","2024-05-05T22:23:00.097Z",TRUE,"pitch","68a2c178-321e-4b84-9dcd-7d701a13b1a6",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.73,1.73,NA,104.5,144.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Gunnar Henderson walks. Ramón Urías to 2nd.",0,7,0,62,"top",9,"2024-05-05T22:22:20.328Z","2024-05-05T22:24:39.960Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,86.2,3,0.9,0.4,7.7954,27.6765,-21.6487,-7.0064,5.5354,0.3278,3.4765,8.6063,-136.4832,1.3783,-1.9437,50.0061,4.4473,-13.3322,28.8,4.8,24,2622,241,NA,NA,NA,NA,NA,NA,FALSE,-20.4,10.6,11,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",1,"2024-05-05T22:22:38.346Z","2024-05-05T22:22:43.438Z",TRUE,"pitch","169e9c71-14f2-4ab7-8c68-54b654e02395",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.763,1.7704,NA,91.86,134.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Gunnar Henderson walks. Ramón Urías to 2nd.",0,7,0,62,"top",9,"2024-05-05T22:22:20.328Z","2024-05-05T22:24:39.960Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.7,3,0.89,0.3974,7.4815,28.8379,-24.0308,-6.0914,4.2258,0.6595,3.8767,9.183,-137.5267,2.834,-1.9225,50.0018,4.4575,-11.7369,22.8,4.8,24,2742,237,NA,NA,NA,NA,NA,NA,FALSE,-22.1,8.4,9.2,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",0,"2024-05-05T22:22:23.462Z","2024-05-05T22:22:26.475Z",TRUE,"pitch","73ea10ed-f5c0-493e-b1bb-4d1c87745c3e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.4243,1.5113,NA,138.1,169.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Walk","walk","Gunnar Henderson walks. Ramón Urías to 2nd.",0,7,0,62,"top",9,"2024-05-05T22:22:20.328Z","2024-05-05T22:24:39.960Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,683002,"Gunnar Henderson","/api/v1/people/683002","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.8,4,0.89,0.4011,7.7359,29.5292,-21.751,-7.4318,5.5175,-0.5535,2.5539,6.6355,-136.467,-0.8525,-2.0488,50.0049,4.3662,-14.0445,30,6,24,2551,243,NA,NA,NA,NA,NA,NA,FALSE,-21,10,12.1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",0,"2024-05-05T22:21:35.968Z","2024-05-05T22:21:46.897Z",TRUE,"pitch","26459090-ae0d-430b-9c1f-9e98c6296700",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.22,1.53,NA,106.39,171.91,"line_drive","medium","9",177.32,121.78,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Ramón Urías singles on a line drive to right fielder Jake Fraley. Colton Cowser to 3rd.",0,7,0,61,"top",9,"2024-05-05T22:21:34.076Z","2024-05-05T22:21:46.897Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,602104,"Ramón Urías","/api/v1/people/602104","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,80.4,6,0.9,0.432,7.7852,21.9412,-26.8479,1.0067,3.2577,0.2783,2.4766,5.4391,-126.0504,0.3093,-2.0247,50.0004,4.4935,1.644,6,7.2,24,2597,172,72.5,21,192,NA,NA,NA,FALSE,-29.9,6.2,-2.9,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,602104,"Ramón Urías","/api/v1/people/602104",681297,"Colton Cowser","/api/v1/people/681297"
746719,"2024-05-05",2,"2024-05-05T22:20:51.881Z","2024-05-05T22:21:04.171Z",TRUE,"pitch","06ad77fd-316d-4683-8b92-6d27110d78f4",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,0,NA,NA,3.39,1.64,NA,125.89,180,"line_drive","hard","7",69.62,62.11,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Double","double","Colton Cowser doubles (8) on a sharp line drive to left fielder Spencer Steer. Ryan McKenna scores.",1,7,0,60,"top",9,"2024-05-05T22:20:16.136Z","2024-05-05T22:21:04.171Z",TRUE,TRUE,FALSE,FALSE,34,1,1,0,681297,"Colton Cowser","/api/v1/people/681297","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86.3,8,0.9,0.3995,7.693,28.6711,-18.8517,-7.3964,6.992,-0.2332,2.177,7.1527,-136.8108,-2.3294,-1.9138,50.0041,4.3239,-14.0971,33.6,4.8,24,2701,244,103.8,19,335,NA,NA,NA,FALSE,-18.5,12.4,12,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,681297,"Colton Cowser","/api/v1/people/681297",NA,NA,NA,NA,NA,NA
746719,"2024-05-05",1,"2024-05-05T22:20:36.166Z","2024-05-05T22:20:39.599Z",TRUE,"pitch","4eca87d3-6ca1-4407-a64c-a3b0beb213e8",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.4391,1.6529,NA,111.16,168.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Double","double","Colton Cowser doubles (8) on a sharp line drive to left fielder Spencer Steer. Ryan McKenna scores.",1,7,0,60,"top",9,"2024-05-05T22:20:16.136Z","2024-05-05T22:21:04.171Z",TRUE,TRUE,FALSE,FALSE,34,1,1,0,681297,"Colton Cowser","/api/v1/people/681297","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,79.2,5,0.9,0.4376,7.7772,22.939,-28.4606,1.3598,2.3377,0.1531,2.5996,5.1998,-124.7238,0.9058,-2.1278,50.0053,4.5625,2.1608,6,7.2,24,2535,204,NA,NA,NA,NA,NA,NA,FALSE,-32.3,4.7,-3.6,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",0,"2024-05-05T22:20:21.926Z","2024-05-05T22:20:25.456Z",TRUE,"pitch","be150160-caec-497b-8dfa-bcbb384e0d8b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4173,1.6529,NA,152.34,192.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Double","double","Colton Cowser doubles (8) on a sharp line drive to left fielder Spencer Steer. Ryan McKenna scores.",1,7,0,60,"top",9,"2024-05-05T22:20:16.136Z","2024-05-05T22:21:04.171Z",TRUE,TRUE,FALSE,FALSE,34,1,1,0,681297,"Colton Cowser","/api/v1/people/681297","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.8,13,0.9,0.4012,7.6497,29.5535,-19.4969,-7.5048,6.7131,-0.9271,1.7298,5.5193,-136.4298,-3.2414,-1.9997,50.0011,4.2743,-14.1692,32.4,4.8,24,2685,239,NA,NA,NA,NA,NA,NA,FALSE,-19.4,11.6,12.5,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",7,"2024-05-05T22:19:54.401Z","2024-05-05T22:19:57.805Z",TRUE,"pitch","faee76be-daf1-4b15-a6d4-91101aff375a",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.3453,1.552,NA,65.41,190.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Ryan McKenna walks.",0,6,0,59,"top",9,"2024-05-05T22:18:24.767Z","2024-05-05T22:19:57.805Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,663630,"Ryan McKenna","/api/v1/people/663630","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.9,14,0.89,0.406,7.7717,29.053,-17.6997,-6.5379,7.8486,1.3534,1.7957,10.7436,-134.8531,-3.3723,-1.8308,50.0006,4.3095,-12.0538,27.6,4.8,24,2653,231,NA,NA,NA,NA,NA,NA,FALSE,-18.1,13.7,9.6,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,663630,"Ryan McKenna","/api/v1/people/663630",NA,NA,NA
746719,"2024-05-05",6,"2024-05-05T22:19:34.897Z","2024-05-05T22:19:37.926Z",TRUE,"pitch","0dd848b0-2edc-401c-a858-5fd371c9f639",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.2909,1.6259,NA,11.19,199.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Ryan McKenna walks.",0,6,0,59,"top",9,"2024-05-05T22:18:24.767Z","2024-05-05T22:19:57.805Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,663630,"Ryan McKenna","/api/v1/people/663630","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,81,14,0.9,0.4303,7.819,23.366,-29.8098,0.728,1.4354,2.7759,1.44,11.5007,-126.771,-1.6041,-1.8941,50.0008,4.4371,1.1962,6,7.2,24,2713,127,NA,NA,NA,NA,NA,NA,FALSE,-33.2,2.5,-3.7,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",5,"2024-05-05T22:19:19.216Z","2024-05-05T22:19:22.766Z",TRUE,"pitch","ac34d40a-4f4f-4771-949b-cc644d184c9f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.358,1.6115,NA,77.25,202.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Ryan McKenna walks.",0,6,0,59,"top",9,"2024-05-05T22:18:24.767Z","2024-05-05T22:19:57.805Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,663630,"Ryan McKenna","/api/v1/people/663630","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,81.3,14,0.9,0.4285,7.663,22.4448,-30.3464,0.5692,1.1016,1.0427,1.339,7.3785,-127.1176,-1.7268,-1.9538,50.0035,4.4028,0.9448,3.6,7.2,24,2835,117,NA,NA,NA,NA,NA,NA,FALSE,-33.6,1.9,-2.5,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",4,"2024-05-05T22:19:06.057Z","2024-05-05T22:19:09.057Z",TRUE,"pitch","9d743361-f5dd-4c1a-af4d-c8968b7d4032",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.4015,1.5681,NA,53.99,146.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Ryan McKenna walks.",0,6,0,59,"top",9,"2024-05-05T22:18:24.767Z","2024-05-05T22:19:57.805Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,663630,"Ryan McKenna","/api/v1/people/663630","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.8,12,0.9,0.397,7.6054,29.2861,-20.3366,-6.6713,6.1348,1.653,3.4089,11.8221,-137.7204,1.1253,-1.8197,50.0021,4.3661,-12.873,27.6,4.8,24,2725,243,NA,NA,NA,NA,NA,NA,FALSE,-18.8,11.5,9.7,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",2,"2024-05-05T22:18:40.259Z","2024-05-05T22:18:43.479Z",TRUE,"pitch","05bd9add-b4eb-4869-9246-b54510e49802",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.4,1.61,NA,83.86,183.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Ryan McKenna walks.",0,6,0,59,"top",9,"2024-05-05T22:18:24.767Z","2024-05-05T22:19:57.805Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,663630,"Ryan McKenna","/api/v1/people/663630","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,80,14,0.9,0.4337,7.6943,23.3397,-29.5642,0.2743,1.6098,0.8694,2.0488,7.1709,-125.8434,0.0814,-2.0416,50.0006,4.3929,0.443,3.6,7.2,24,2688,133,NA,NA,NA,NA,NA,NA,FALSE,-33.1,3.1,-2,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",1,"2024-05-05T22:18:27.123Z","2024-05-05T22:18:30.123Z",TRUE,"pitch","5c2920e5-9bcc-4ecb-a915-77e40ea81d5a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3943,1.5681,NA,97.05,161.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Ryan McKenna walks.",0,6,0,59,"top",9,"2024-05-05T22:18:24.767Z","2024-05-05T22:19:57.805Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,663630,"Ryan McKenna","/api/v1/people/663630","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85.2,3,0.89,0.4037,7.7535,29.0872,-20.7871,-6.8364,6.1081,0.5235,2.8678,8.8858,-135.5653,-0.084,-1.9056,50.0065,4.3479,-12.7533,27.6,4.8,24,2599,242,NA,NA,NA,NA,NA,NA,FALSE,-20.2,11.3,10.6,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",0,"2024-05-05T22:17:55.611Z","2024-05-05T22:18:27.123Z",FALSE,"action",NA,NA,"Pitching Change: Alexis Díaz replaces Sam Moll.","Pitching Substitution",6,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,664747,"/api/v1/people/664747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"59","atBat","Walk","walk","Ryan McKenna walks.",0,6,0,59,"top",9,"2024-05-05T22:18:24.767Z","2024-05-05T22:19:57.805Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,663630,"Ryan McKenna","/api/v1/people/663630","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",3,"2024-05-05T22:18:55.906Z","2024-05-05T22:19:06.057Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,0,663630,"/api/v1/people/663630",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Ryan McKenna walks.",0,6,0,59,"top",9,"2024-05-05T22:18:24.767Z","2024-05-05T22:19:57.805Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,663630,"Ryan McKenna","/api/v1/people/663630","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",0,"2024-05-05T22:15:43.021Z","2024-05-05T22:15:50.133Z",TRUE,"pitch","8e68ec2d-c951-45ca-a18d-38a3922c8a14",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.38,1.62,NA,123.05,181.8,"ground_ball","medium","6",111.45,154.5,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Groundout","field_out","Santiago Espinal grounds out, shortstop Jorge Mateo to first baseman Ryan Mountcastle.",0,6,0,58,"bottom",8,"2024-05-05T22:15:40.798Z","2024-05-05T22:15:50.133Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,669289,"Santiago Espinal","/api/v1/people/669289","R","Right",544150,"Albert Suárez","/api/v1/people/544150","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.7,80.1,8,0.91,0.4328,6.6749,23.9971,-21.7254,0.2583,6.4329,-0.1587,2.1103,2.9501,-126.2207,-5.6975,-1.3728,50.0052,6.1295,0.4196,2.4,6,24,2276,213,63.9,-27,7,NA,NA,NA,TRUE,-25.4,10.7,-1.1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
