"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746719,"2024-05-05",1,"2024-05-05T22:48:48.047Z","2024-05-05T22:48:56.021Z",TRUE,"pitch","499a9bb4-4bc7-47dd-b045-fc8e1d3819a1",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.33,1.56,NA,111.05,174.52,"fly_ball","medium","8",146.36,56.26,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Jonathan India flies out to center fielder Ryan McKenna.",0,11,1,73,"bottom",9,"2024-05-05T22:48:28.959Z","2024-05-05T22:48:56.021Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",93.5,86.6,5,0.9,0.4008,6.7188,26.8713,-20.0678,0.7952,6.3845,0.156,2.3799,5.0764,-136.1064,-5.6843,-1.8284,50.0033,5.8635,1.5074,7.2,4.8,24,2371,197,93,27,358,NA,NA,NA,TRUE,-20.3,10.7,-2.4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",0,"2024-05-05T22:48:34.218Z","2024-05-05T22:48:37.901Z",TRUE,"pitch","07847f19-aafd-4d6d-8cf6-b8ab271bd4b9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.354,1.5841,NA,115.35,128.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Jonathan India flies out to center fielder Ryan McKenna.",0,11,1,73,"bottom",9,"2024-05-05T22:48:28.959Z","2024-05-05T22:48:56.021Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,663697,"Jonathan India","/api/v1/people/663697","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",93.6,86.7,12,0.9,0.3994,6.9701,26.3907,-22.4076,1.5502,5.1108,0.0434,4.0702,4.3925,-136.4602,-1.507,-1.7802,50.0005,6.1539,2.9603,9.6,4.8,24,2412,175,NA,NA,NA,NA,NA,NA,FALSE,-21.6,9.2,-3.6,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",3,"2024-05-05T22:48:05.856Z","2024-05-05T22:48:10.284Z",TRUE,"pitch","ce729bc4-9785-41a3-a5c2-4cb69780fafe",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.3856,1.5854,NA,86.71,180.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Christian Encarnacion-Strand called out on strikes.",0,11,1,72,"bottom",9,"2024-05-05T22:47:18.010Z","2024-05-05T22:48:10.284Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.6,90.4,6,0.92,0.382,6.7616,31.6303,-9.1511,-5.3516,11.0467,0.7947,2.1717,7.7407,-143.1387,-9.2222,-1.2437,50.006,6.0001,-11.1575,40.8,2.4,24,2493,206,NA,NA,NA,NA,NA,NA,TRUE,-9.8,18.4,8.2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",641584,"Jake Fraley","/api/v1/people/641584",682829,"Elly De La Cruz","/api/v1/people/682829"
746719,"2024-05-05",1,"2024-05-05T22:47:42.513Z","2024-05-05T22:47:45.937Z",TRUE,"pitch","f5531c56-9c49-4954-8d44-d8c7223a4205",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.23,1.48,NA,119.91,153.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Christian Encarnacion-Strand called out on strikes.",0,11,1,72,"bottom",9,"2024-05-05T22:47:18.010Z","2024-05-05T22:48:10.284Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",93.7,86.5,2,0.9,0.4001,6.8242,27.9083,-23.9915,3.082,4.3071,-0.0762,3.1543,3.7486,-136.4903,-3.2848,-1.8642,50.0065,6.0114,5.8598,14.4,6,24,2435,176,NA,NA,NA,NA,NA,NA,FALSE,-23.5,7.3,-6.4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",0,"2024-05-05T22:47:22.949Z","2024-05-05T22:47:25.949Z",TRUE,"pitch","83ad25bc-21bf-4fc9-baf0-fd44d90c3f30",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.23,1.48,NA,146.49,159.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Christian Encarnacion-Strand called out on strikes.",0,11,1,72,"bottom",9,"2024-05-05T22:47:18.010Z","2024-05-05T22:48:10.284Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,89,1,0.92,0.3858,6.9048,33.9898,-9.9622,-5.9957,10.8922,-0.7737,2.9299,4.1083,-142.2168,-6.9215,-1.4614,50.0035,6.0343,-12.2267,44.4,3.6,24,2333,214,NA,NA,NA,NA,NA,NA,FALSE,-10.3,18.4,10,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",2,"2024-05-05T22:47:58.458Z","2024-05-05T22:48:05.856Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",11,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,687952,"/api/v1/people/687952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Christian Encarnacion-Strand called out on strikes.",0,11,1,72,"bottom",9,"2024-05-05T22:47:18.010Z","2024-05-05T22:48:10.284Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,687952,"Christian Encarnacion-Strand","/api/v1/people/687952","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",0,"2024-05-05T22:46:38.608Z","2024-05-05T22:46:47.935Z",TRUE,"pitch","bbeb6024-d0b7-47fa-9563-136725b8d36d",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,1,NA,NA,3.33,1.57,NA,127.6,163.34,"line_drive","medium","8",123.56,82.65,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Jake Fraley singles on a line drive to center fielder Ryan McKenna. Will Benson scores. Elly De La Cruz to 3rd. Spencer Steer to 2nd.",1,11,1,71,"bottom",9,"2024-05-05T22:46:35.945Z","2024-05-05T22:46:47.935Z",TRUE,TRUE,FALSE,FALSE,33,0,0,1,641584,"Jake Fraley","/api/v1/people/641584","L","Left",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_LHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.2,83.2,1,0.77,0.4158,6.5243,25.4769,-17.4107,-7.4217,8.3835,-0.2781,2.794,6.8127,-131.2854,-4.471,-1.9313,50.0045,5.7992,-13.0726,32.4,4.8,24,2230,240,96,15,292,NA,NA,NA,FALSE,-18.8,14.5,12.1,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668715,"Spencer Steer","/api/v1/people/668715",641584,"Jake Fraley","/api/v1/people/641584",682829,"Elly De La Cruz","/api/v1/people/682829"
746719,"2024-05-05",5,"2024-05-05T22:45:48.920Z","2024-05-05T22:46:05.135Z",TRUE,"pitch","fb52ddd1-20fb-46b8-85cf-ed17d3eca1c2",5,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,1,NA,NA,3.34,1.61,NA,110.87,190.08,"fly_ball","medium","8",127.41,104.98,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Spencer Steer singles on a fly ball to second baseman Jordan Westburg, deflected by center fielder Ryan McKenna. Will Benson to 3rd. Elly De La Cruz to 2nd.",0,11,0,70,"bottom",9,"2024-05-05T22:44:29.103Z","2024-05-05T22:46:05.135Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",93.7,87.2,8,0.9,0.3992,6.8632,26.2606,-23.6127,1.5075,4.4797,0.1609,1.8038,4.3502,-136.5051,-6.6563,-1.6409,50.0059,5.868,2.8839,8.4,4.8,24,2434,187,78.7,47,238,NA,NA,NA,FALSE,-23.6,7.1,-3.5,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,682829,"Elly De La Cruz","/api/v1/people/682829",668715,"Spencer Steer","/api/v1/people/668715",666181,"Will Benson","/api/v1/people/666181"
746719,"2024-05-05",4,"2024-05-05T22:45:29.367Z","2024-05-05T22:45:32.588Z",TRUE,"pitch","3f100301-0b49-4ae1-8258-23ad12fb121e",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.3699,1.6327,NA,65.31,222.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Spencer Steer singles on a fly ball to second baseman Jordan Westburg, deflected by center fielder Ryan McKenna. Will Benson to 3rd. Elly De La Cruz to 2nd.",0,11,0,70,"bottom",9,"2024-05-05T22:44:29.103Z","2024-05-05T22:46:05.135Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",89.2,83.7,14,0.91,0.4197,6.8532,23.0667,-37.4128,0.189,-3.0219,1.3561,0.5994,7.5475,-129.7293,-6.3457,-1.5962,50.0043,5.8752,0.3275,2.4,8.4,24,2356,21,NA,NA,NA,NA,NA,NA,FALSE,-40.6,-6.6,-1.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746719,"2024-05-05",3,"2024-05-05T22:45:04.635Z","2024-05-05T22:45:08.467Z",TRUE,"pitch","1df37127-aedc-465e-afca-0156c6f0dfb2",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,1,NA,NA,3.3996,1.6406,NA,65.05,241.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Single","single","Spencer Steer singles on a fly ball to second baseman Jordan Westburg, deflected by center fielder Ryan McKenna. Will Benson to 3rd. Elly De La Cruz to 2nd.",0,11,0,70,"bottom",9,"2024-05-05T22:44:29.103Z","2024-05-05T22:46:05.135Z",TRUE,FALSE,FALSE,FALSE,33,2,2,1,668715,"Spencer Steer","/api/v1/people/668715","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",93.5,86.6,14,0.9,0.403,6.8069,28.0991,-24.0723,-0.2135,4.327,1.3629,-0.1169,8.3249,-135.612,-11.078,-1.7119,50.0057,5.6831,-0.4013,2.4,6,24,2456,201,NA,NA,NA,NA,NA,NA,FALSE,-25.7,5.8,-1.3,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
