"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746734,"2024-04-07",5,"2024-04-07T20:19:22.878Z","2024-04-07T20:19:27.636Z",TRUE,"pitch","8c4abaf1-da7b-4b8b-90f2-62985a53df8d",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.42,1.63,NA,74.85,210.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Nick Martini strikes out swinging.",0,3,1,73,"bottom",9,"2024-04-07T20:18:12.727Z","2024-04-07T20:19:27.636Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","New York Mets",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,83.4,14,0.9,0.4163,7.0271,26.5087,-26.5439,-0.2353,3.2065,1.1059,1.0391,7.6336,-131.3334,-5.1985,-1.8016,50.0034,5.0061,-0.4147,2.4,6,24,2243,225,NA,NA,NA,NA,NA,NA,TRUE,-28.6,4.9,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746734,"2024-04-07",4,"2024-04-07T20:19:06.074Z","2024-04-07T20:19:09.889Z",TRUE,"pitch","d1e41e51-feec-4722-b56c-35fe51a969f0",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2509,1.5554,NA,123.92,129.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Nick Martini strikes out swinging.",0,3,1,73,"bottom",9,"2024-04-07T20:18:12.727Z","2024-04-07T20:19:27.636Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,86.9,11,0.87,0.3939,7.1301,33.2234,-17.9257,-10.6816,7.2893,-0.1815,4.0411,8.4568,-139.3972,0.738,-1.8765,50.0063,4.9621,-20.8902,46.8,4.8,24,2238,233,NA,NA,NA,NA,NA,NA,FALSE,-16.4,13.6,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746734,"2024-04-07",3,"2024-04-07T20:18:43.470Z","2024-04-07T20:18:48.111Z",TRUE,"pitch","bf96d920-89c5-4522-8581-f0b736e09de3",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.42,1.63,NA,119.02,169.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Nick Martini strikes out swinging.",0,3,1,73,"bottom",9,"2024-04-07T20:18:12.727Z","2024-04-07T20:19:27.636Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,88.1,5,0.82,0.3891,7.2945,33.8202,-15.5165,-11.1227,8.3136,-0.053,2.5536,9.0742,-141.0795,-3.5727,-1.8751,50.0065,4.8445,-22.2968,50.4,4.8,24,2406,233,NA,NA,NA,NA,NA,NA,FALSE,-14.8,14.4,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746734,"2024-04-07",2,"2024-04-07T20:18:27.997Z","2024-04-07T20:18:31.546Z",TRUE,"pitch","a093fe15-c847-46a3-ba1d-5f57865ce95a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.42,1.63,NA,139.18,165.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Nick Martini strikes out swinging.",0,3,1,73,"bottom",9,"2024-04-07T20:18:12.727Z","2024-04-07T20:19:27.636Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,86.9,4,0.87,0.3931,7.0511,35.6704,-17.8697,-10.3826,7.2965,-0.5819,2.7011,7.5432,-140.0726,-2.6362,-1.9796,50.0002,4.8417,-20.3469,44.4,6,24,2397,232,NA,NA,NA,NA,NA,NA,FALSE,-17,12.7,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746734,"2024-04-07",1,"2024-04-07T20:18:15.030Z","2024-04-07T20:18:19.446Z",TRUE,"pitch","bb577e33-c6df-4e29-82ba-e76a8e4af0c5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2754,1.5799,NA,51.05,197.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Nick Martini strikes out swinging.",0,3,1,73,"bottom",9,"2024-04-07T20:18:12.727Z","2024-04-07T20:19:27.636Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","New York Mets",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,81.1,14,0.91,0.4272,7.2742,26.3887,-27.8785,-0.501,2.5811,1.7302,1.5215,9.1472,-128.1935,-3.4453,-1.8186,50.0043,5.0581,-0.8354,1.2,7.2,24,2256,257,NA,NA,NA,NA,NA,NA,FALSE,-31.1,4.1,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746734,"2024-04-07",0,"2024-04-07T20:18:01.769Z","2024-04-07T20:18:15.030Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Nick Martini replaces Bubba Thompson.","Offensive Substitution",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,605361,"/api/v1/people/605361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","73","atBat","Strikeout","strikeout","Nick Martini strikes out swinging.",0,3,1,73,"bottom",9,"2024-04-07T20:18:12.727Z","2024-04-07T20:19:27.636Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,605361,"Nick Martini","/api/v1/people/605361","L","Left",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,669352,"/api/v1/people/669352",NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746734,"2024-04-07",3,"2024-04-07T20:17:35.514Z","2024-04-07T20:17:43.643Z",TRUE,"pitch","ab8d31af-4edc-4bde-a578-e4a815f3c8e1",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.21,1.49,NA,92.14,185.73,"fly_ball","medium","8",146.44,73.53,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Luke Maile flies out to center fielder Harrison Bader.",0,3,1,72,"bottom",9,"2024-04-07T20:16:59.215Z","2024-04-07T20:17:43.643Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,571912,"Luke Maile","/api/v1/people/571912","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","New York Mets",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91,83.5,9,0.9,0.4137,6.9327,28.3211,-25.6544,0.7697,3.673,0.6523,1.965,6.1941,-132.3951,-3.2568,-1.8178,50.0025,5.089,1.3653,6,6,24,2307,219,87,32,317,NA,NA,NA,TRUE,-26.9,6.1,-2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746734,"2024-04-07",1,"2024-04-07T20:17:12.447Z","2024-04-07T20:17:18.087Z",TRUE,"pitch","31902a6a-b28e-4fdd-8787-cefab09f1148",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.2285,1.4806,NA,136.09,153.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Luke Maile flies out to center fielder Harrison Bader.",0,3,1,72,"bottom",9,"2024-04-07T20:16:59.215Z","2024-04-07T20:17:43.643Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,571912,"Luke Maile","/api/v1/people/571912","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","New York Mets",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,82.4,1,0.91,0.4214,7.1408,23.2419,-28.9732,0.4015,1.8668,-0.5009,3.1441,3.6232,-129.2545,0.0925,-1.9646,50.0043,5.306,0.6894,2.4,7.2,24,2288,200,NA,NA,NA,NA,NA,NA,FALSE,-30.7,3.6,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746734,"2024-04-07",0,"2024-04-07T20:17:01.678Z","2024-04-07T20:17:06.325Z",TRUE,"pitch","b626c5b9-cb59-411e-a0ae-c9c4a5a340ae",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2423,1.4943,NA,115.08,184.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Luke Maile flies out to center fielder Harrison Bader.",0,3,1,72,"bottom",9,"2024-04-07T20:16:59.215Z","2024-04-07T20:17:43.643Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,571912,"Luke Maile","/api/v1/people/571912","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","New York Mets",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.3,80.7,8,0.91,0.4297,7.2585,24.6685,-28.0488,1.2584,2.5,0.0504,1.9967,4.478,-127.1743,-2.5502,-1.8925,50.0005,5.2242,2.0713,6,7.2,24,2223,229,NA,NA,NA,NA,NA,NA,FALSE,-31.4,4.2,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746734,"2024-04-07",2,"2024-04-07T20:17:23.437Z","2024-04-07T20:17:35.514Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,571912,"/api/v1/people/571912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Luke Maile flies out to center fielder Harrison Bader.",0,3,1,72,"bottom",9,"2024-04-07T20:16:59.215Z","2024-04-07T20:17:43.643Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,571912,"Luke Maile","/api/v1/people/571912","R","Right",621242,"Edwin Díaz","/api/v1/people/621242","R","Right","vs_RHP","vs_RHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
