"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717291,"2023-07-23",5,"2023-07-23T19:51:44.194Z","2023-07-23T19:51:54.254Z",TRUE,"pitch","7dc7d3a8-40ee-40d3-b594-936f5a541e86",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.55,1.74,NA,130.56,178.54,"fly_ball","medium","7",82.68,54.16,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Christian Bethancourt flies out to left fielder Austin Hays.",0,5,3,57,"bottom",7,"2023-07-23T19:51:14.257Z","2023-07-23T19:51:54.254Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,542194,"Christian Bethancourt","/api/v1/people/542194","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.2,81.4,7,0.91,0.4259,6.519,26.2512,-37.3014,-0.3006,-3.0632,-0.3559,2.2313,3.0827,-128.5323,-1.9423,-1.5309,50.0007,5.889,-0.5042,0,9.6,24,2389,35,97.1,32,375,NA,NA,NA,TRUE,-40.8,-5.8,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",4,"2023-07-23T19:51:29.451Z","2023-07-23T19:51:32.549Z",TRUE,"pitch","dfc55206-e7b7-4a5d-bda4-c16908987f03",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.55,1.7002,NA,79.36,210.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Christian Bethancourt flies out to left fielder Austin Hays.",0,5,3,57,"bottom",7,"2023-07-23T19:51:14.257Z","2023-07-23T19:51:54.254Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,542194,"Christian Bethancourt","/api/v1/people/542194","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",88.3,81.6,14,0.9,0.4265,6.6401,26.2592,-36.547,-2.4015,-2.6121,0.9875,1.0417,6.928,-128.3509,-4.7486,-1.4334,50.006,5.758,-4.0123,4.8,9.6,24,2376,23,NA,NA,NA,NA,NA,NA,FALSE,-40.7,-5.6,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",3,"2023-07-23T19:51:16.531Z","2023-07-23T19:51:19.531Z",TRUE,"pitch","281fac97-9f39-4894-a27d-3ac5612f6b18",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.55,1.7239,NA,133.49,165.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Flyout","field_out","Christian Bethancourt flies out to left fielder Austin Hays.",0,5,3,57,"bottom",7,"2023-07-23T19:51:14.257Z","2023-07-23T19:51:54.254Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,542194,"Christian Bethancourt","/api/v1/people/542194","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,86.9,4,0.9,0.3954,6.5989,32.2229,-11.5974,-6.7446,10.6004,-0.4326,2.7006,5.0879,-138.7386,-6.3574,-1.4177,50.0067,5.8014,-13.0976,42,3.6,24,2358,212,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",0,"2023-07-23T19:50:30.717Z","2023-07-23T19:50:30.776Z",FALSE,"action",NA,NA,"Defensive switch from shortstop to third base for Gunnar Henderson.","Defensive Switch",5,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,683002,"/api/v1/people/683002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"5","Third Base","Infielder","3B","100","57","atBat","Flyout","field_out","Christian Bethancourt flies out to left fielder Austin Hays.",0,5,3,57,"bottom",7,"2023-07-23T19:51:14.257Z","2023-07-23T19:51:54.254Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,542194,"Christian Bethancourt","/api/v1/people/542194","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",1,"2023-07-23T19:50:30.776Z","2023-07-23T19:50:30.780Z",FALSE,"action",NA,NA,"Defensive switch from third base to second base for Ramon Urias.","Defensive Switch",5,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,602104,"/api/v1/people/602104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"4","Second Base","Infielder","2B","700","57","atBat","Flyout","field_out","Christian Bethancourt flies out to left fielder Austin Hays.",0,5,3,57,"bottom",7,"2023-07-23T19:51:14.257Z","2023-07-23T19:51:54.254Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,542194,"Christian Bethancourt","/api/v1/people/542194","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",2,"2023-07-23T19:50:30.780Z","2023-07-23T19:51:16.531Z",FALSE,"action",NA,NA,"Jorge Mateo remains in the game as the shortstop.","Defensive Switch",5,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,622761,"/api/v1/people/622761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"6","Shortstop","Infielder","SS","901","57","atBat","Flyout","field_out","Christian Bethancourt flies out to left fielder Austin Hays.",0,5,3,57,"bottom",7,"2023-07-23T19:51:14.257Z","2023-07-23T19:51:54.254Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,542194,"Christian Bethancourt","/api/v1/people/542194","R","Right",657508,"Mike Baumann","/api/v1/people/657508","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,624428,"/api/v1/people/624428",NA,NA,TRUE,FALSE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",6,"2023-07-23T19:47:32.034Z","2023-07-23T19:47:36.846Z",TRUE,"pitch","f15f94f5-0dc6-4005-adb0-eeb5a397f568",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.4,1.65,NA,88.99,189.57,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Ryan O'Hearn strikes out swinging.",0,5,3,56,"top",7,"2023-07-23T19:45:36.839Z","2023-07-23T19:47:36.846Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.5,72.6,9,0.9,0.4756,6.5059,24.1815,-33.5158,8.8935,-0.9998,0.7349,1.8225,2.4646,-115.7228,-1.0818,-1.5027,50.0035,5.5437,11.908,20.4,10.8,24,2698,56,NA,NA,NA,NA,NA,NA,TRUE,-45.5,-1.8,-16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",5,"2023-07-23T19:47:08.400Z","2023-07-23T19:47:11.612Z",TRUE,"pitch","3a500d71-d9c0-436a-b93e-12866d6b0f65",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.4459,1.7614,NA,145.62,177.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Ryan O'Hearn strikes out swinging.",0,5,3,56,"top",7,"2023-07-23T19:45:36.839Z","2023-07-23T19:47:36.846Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,86.3,7,0.9,0.3973,6.8433,33.3677,-11.6242,-6.2641,10.697,-0.7508,2.2628,3.5852,-138.3354,-7.1,-1.2557,50.0044,5.6572,-12.036,39.6,3.6,24,2590,215,NA,NA,NA,NA,NA,NA,FALSE,-12.6,17.9,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",4,"2023-07-23T19:46:43.506Z","2023-07-23T19:46:47.129Z",TRUE,"pitch","6ffcd782-64a5-4d9f-851c-78e50252e7c3",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,1,2,NA,NA,3.4,1.65,NA,116.98,141.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Ryan O'Hearn strikes out swinging.",0,5,3,56,"top",7,"2023-07-23T19:45:36.839Z","2023-07-23T19:47:36.846Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,86.4,12,0.9,0.3956,6.9024,34.2482,-10.8066,-4.984,11.0356,4e-04,3.5944,4.972,-139.0147,-4.0449,-1.173,50.0052,5.7986,-9.6527,36,3.6,24,2677,211,NA,NA,NA,NA,NA,NA,FALSE,-11,19.2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",3,"2023-07-23T19:46:21.151Z","2023-07-23T19:46:24.151Z",TRUE,"pitch","0343c0b3-00f4-43d6-9822-7d53714d25f4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.463,1.709,NA,179.86,139.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Ryan O'Hearn strikes out swinging.",0,5,3,56,"top",7,"2023-07-23T19:45:36.839Z","2023-07-23T19:47:36.846Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.8,80.6,11,0.91,0.4256,6.4218,30.0153,-29.6306,-11.0755,1.5178,-1.6491,3.6595,2.5929,-129.2846,-0.1476,-1.2344,50.0003,6.0151,-18.5171,31.2,8.4,24,2373,226,NA,NA,NA,NA,NA,NA,FALSE,-32,3,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",2,"2023-07-23T19:46:00.390Z","2023-07-23T19:46:03.390Z",TRUE,"pitch","43d3976e-a1ee-4b43-8259-5983c47bdd91",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4,1.6655,NA,165.97,138.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Ryan O'Hearn strikes out swinging.",0,5,3,56,"top",7,"2023-07-23T19:45:36.839Z","2023-07-23T19:47:36.846Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.8,80.6,11,0.9,0.4255,6.5273,29.7169,-29.732,-11.2267,1.4561,-1.2848,3.6993,3.7807,-129.2791,0.2625,-1.3172,50.0012,5.8993,-18.7916,31.2,8.4,24,2384,228,NA,NA,NA,NA,NA,NA,FALSE,-32,3,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",1,"2023-07-23T19:45:39.115Z","2023-07-23T19:45:42.606Z",TRUE,"pitch","79d39c7f-4af5-45cf-b4b5-11836d1504c7",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4,1.65,NA,90.03,199.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Ryan O'Hearn strikes out swinging.",0,5,3,56,"top",7,"2023-07-23T19:45:36.839Z","2023-07-23T19:47:36.846Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.1,82.8,14,0.9,0.4159,6.7537,31.3154,-29.5507,-11.1256,1.4986,0.7076,1.4468,8.7996,-132.2916,-5.2598,-1.2357,50.0035,5.6582,-19.4892,30,8.4,24,2268,232,NA,NA,NA,NA,NA,NA,FALSE,-31.8,1.6,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",0,"2023-07-23T19:44:33.911Z","2023-07-23T19:45:39.115Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"56","atBat","Strikeout","strikeout","Ryan O'Hearn strikes out swinging.",0,5,3,56,"top",7,"2023-07-23T19:45:36.839Z","2023-07-23T19:47:36.846Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,677551,"Wander Franco","/api/v1/people/677551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",3,"2023-07-23T19:43:53.674Z","2023-07-23T19:44:04.604Z",TRUE,"pitch","98d062e0-237a-4eab-be24-5fa79f55dfd9",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,1,2,NA,NA,3.41,1.66,NA,149.09,180.78,"line_drive","medium","9",197.56,109.84,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Anthony Santander singles on a line drive to right fielder Manuel Margot. Colton Cowser scores. Gunnar Henderson to 3rd.",1,5,3,55,"top",7,"2023-07-23T19:42:12.959Z","2023-07-23T19:44:04.604Z",TRUE,TRUE,FALSE,FALSE,70,2,1,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.7,82.7,13,0.91,0.4187,6.565,26.465,-25.9814,-10.3858,3.5666,-0.8419,2.1481,4.3907,-130.6169,-4.2309,-1.1917,50.0002,5.7331,-18.0153,32.4,7.2,24,2329,230,94,9,153,NA,NA,NA,FALSE,-28.1,5.8,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,623993,"Anthony Santander","/api/v1/people/623993",NA,NA,NA,683002,"Gunnar Henderson","/api/v1/people/683002",NA,NA,NA,NA
717291,"2023-07-23",2,"2023-07-23T19:43:30.041Z","2023-07-23T19:43:33.194Z",TRUE,"pitch","2c72a058-251a-4c58-b31a-00b834a90329",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3566,1.6021,NA,143.65,133.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Anthony Santander singles on a line drive to right fielder Manuel Margot. Colton Cowser scores. Gunnar Henderson to 3rd.",1,5,3,55,"top",7,"2023-07-23T19:42:12.959Z","2023-07-23T19:44:04.604Z",TRUE,TRUE,FALSE,FALSE,70,2,1,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.2,11,0.9,0.394,6.7675,30.7484,-9.9815,-5.0509,11.338,-0.6991,3.9115,3.2177,-138.9357,-3.6503,-1.2152,50.0066,5.9044,-9.8894,40.8,2.4,24,2663,212,NA,NA,NA,NA,NA,NA,FALSE,-10,20,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,623993,"Anthony Santander","/api/v1/people/623993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717291,"2023-07-23",1,"2023-07-23T19:42:56.969Z","2023-07-23T19:42:59.969Z",TRUE,"pitch","40fe0cf7-025c-4be6-900b-6d591e7c9f61",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,2,NA,NA,3.41,1.66,NA,167.22,169.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Anthony Santander singles on a line drive to right fielder Manuel Margot. Colton Cowser scores. Gunnar Henderson to 3rd.",1,5,3,55,"top",7,"2023-07-23T19:42:12.959Z","2023-07-23T19:44:04.604Z",TRUE,TRUE,FALSE,FALSE,70,2,1,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",592094,"Jason Adam","/api/v1/people/592094","R","Right","vs_RHP","vs_LHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.7,83.1,11,0.9,0.4151,6.5177,28.8929,-26.0691,-9.6466,3.4646,-1.3174,2.549,2.9945,-132.1092,-3.4329,-1.2142,50.004,5.7877,-17.0035,31.2,7.2,24,2389,230,NA,NA,NA,NA,NA,NA,FALSE,-27.5,5.8,16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,623993,"Anthony Santander","/api/v1/people/623993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
