"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718464,"2023-04-23",5,"2023-04-23T04:10:28.774Z","2023-04-23T04:10:36.737Z",TRUE,"pitch","ce9c7696-275c-4209-9df8-362b835f633f",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.43,1.63,NA,155.79,161.44,"fly_ball","medium","8",88.14,53.15,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Alec Burleson flies out to center fielder Julio Rodriguez.",0,4,5,71,"top",9,"2023-04-23T04:08:55.266Z","2023-04-23T04:10:36.737Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,676475,"Alec Burleson","/api/v1/people/676475","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.2,11,0.9,0.4042,6.5551,28.1918,-18.7128,-8.8541,7.2322,-1.0176,2.8646,9.9745,-135.2533,-0.3746,-3.5946,50.003,4.3117,-16.4824,37.2,4.8,24,2568,229,97.8,24,374,NA,NA,NA,TRUE,-18.4,13.2,14,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718464,"2023-04-23",4,"2023-04-23T04:10:08.809Z","2023-04-23T04:10:14.572Z",TRUE,"pitch","7552dd78-460c-47a9-b994-429ca79825d3",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.43,1.63,NA,147.24,185.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Alec Burleson flies out to center fielder Julio Rodriguez.",0,4,5,71,"top",9,"2023-04-23T04:08:55.266Z","2023-04-23T04:10:36.737Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,676475,"Alec Burleson","/api/v1/people/676475","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.9,77.6,7,0.9,0.4443,6.4485,25.6669,-25.6151,5.1602,4.2635,-0.7933,1.963,5.4486,-123.5019,-0.7147,-3.7021,50.0003,4.4194,7.9323,19.2,7.2,24,2622,98,NA,NA,NA,NA,NA,NA,FALSE,-30.4,7.8,-10.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718464,"2023-04-23",3,"2023-04-23T04:09:54.336Z","2023-04-23T04:09:57.622Z",TRUE,"pitch","e7d1452d-5235-4d7b-8f78-f0d766a4003f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3833,1.5586,NA,158.91,212.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Alec Burleson flies out to center fielder Julio Rodriguez.",0,4,5,71,"top",9,"2023-04-23T04:08:55.266Z","2023-04-23T04:10:36.737Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,676475,"Alec Burleson","/api/v1/people/676475","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.3,77.2,13,0.9,0.4471,6.6355,25.3686,-24.6569,6.2416,4.95,-1.0995,0.9759,4.3055,-122.7244,-2.9434,-3.6902,50.0017,4.3017,9.4735,21.6,7.2,24,2515,107,NA,NA,NA,NA,NA,NA,FALSE,-30.1,8.5,-12.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718464,"2023-04-23",1,"2023-04-23T04:09:28.477Z","2023-04-23T04:09:31.626Z",TRUE,"pitch","6211212a-526e-4665-8a85-032eb5638ea8",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.43,1.63,NA,140.61,157.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Alec Burleson flies out to center fielder Julio Rodriguez.",0,4,5,71,"top",9,"2023-04-23T04:08:55.266Z","2023-04-23T04:10:36.737Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,676475,"Alec Burleson","/api/v1/people/676475","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85.1,1,0.9,0.4041,6.5491,29.2192,-17.648,-8.5992,7.8045,-0.6195,3.0258,10.5002,-135.4692,-0.2815,-3.426,50.0015,4.3632,-16.0038,38.4,4.8,24,2556,244,NA,NA,NA,NA,NA,NA,FALSE,-17.3,14.3,13.3,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718464,"2023-04-23",0,"2023-04-23T04:09:12.203Z","2023-04-23T04:09:16.604Z",TRUE,"pitch","47872067-45d4-4654-bc51-72dbdd992274",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.43,1.63,NA,145.87,168.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Alec Burleson flies out to center fielder Julio Rodriguez.",0,4,5,71,"top",9,"2023-04-23T04:08:55.266Z","2023-04-23T04:10:36.737Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,676475,"Alec Burleson","/api/v1/people/676475","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,84.3,4,0.9,0.4091,6.6323,27.077,-16.6564,-8.3957,8.5335,-0.7573,2.5995,10.3284,-133.5665,-1.3163,-3.5722,50.0007,4.289,-15.2638,38.4,4.8,24,2584,267,NA,NA,NA,NA,NA,NA,FALSE,-16.9,15.4,13.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718464,"2023-04-23",2,"2023-04-23T04:09:42.768Z","2023-04-23T04:09:54.336Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,676475,"/api/v1/people/676475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Alec Burleson flies out to center fielder Julio Rodriguez.",0,4,5,71,"top",9,"2023-04-23T04:08:55.266Z","2023-04-23T04:10:36.737Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,676475,"Alec Burleson","/api/v1/people/676475","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718464,"2023-04-23",3,"2023-04-23T04:08:41.704Z","2023-04-23T04:08:46.763Z",TRUE,"pitch","30937101-eab9-4a05-a2d8-1b7040004413",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,1,NA,NA,3.2782,1.4747,NA,130.62,186.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Lars Nootbaar called out on strikes.",0,4,5,70,"top",9,"2023-04-23T04:07:40.356Z","2023-04-23T04:08:46.763Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.9,78,7,0.9,0.4431,6.3866,24.6281,-21.8814,6.7121,6.6537,-0.3573,1.932,5.8741,-123.6031,-1.514,-3.6367,50.0036,4.3897,10.3869,27.6,6,24,2558,103,NA,NA,NA,NA,NA,NA,TRUE,-25.9,11.9,-13.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718464,"2023-04-23",2,"2023-04-23T04:08:24.716Z","2023-04-23T04:08:29.317Z",TRUE,"pitch","b07b2d49-6fa4-44a4-bc6a-114e7ebd23f6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3413,1.5376,NA,78.57,218.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Lars Nootbaar called out on strikes.",0,4,5,70,"top",9,"2023-04-23T04:07:40.356Z","2023-04-23T04:08:46.763Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.7,77.1,14,0.89,0.4505,6.5965,23.722,-25.196,3.6436,4.6621,1.0082,0.7532,9.4832,-121.566,-3.3315,-3.4162,50.0053,4.3275,5.455,15.6,7.2,24,2552,88,NA,NA,NA,NA,NA,NA,FALSE,-31.3,7.9,-8.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718464,"2023-04-23",1,"2023-04-23T04:08:10.449Z","2023-04-23T04:08:14.213Z",TRUE,"pitch","316e21ae-d78d-4e00-806a-4ba491d38fa4",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.4044,1.5796,NA,129.28,166.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Lars Nootbaar called out on strikes.",0,4,5,70,"top",9,"2023-04-23T04:07:40.356Z","2023-04-23T04:08:46.763Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,84.3,4,0.9,0.4094,6.9499,26.5589,-17.7723,-7.1147,7.9291,-0.3223,2.6681,10.7469,-133.3743,-0.963,-3.4648,50.0006,4.306,-12.9197,31.2,4.8,24,2523,237,NA,NA,NA,NA,NA,NA,FALSE,-18,14.4,10.8,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718464,"2023-04-23",0,"2023-04-23T04:07:53.790Z","2023-04-23T04:07:57.894Z",TRUE,"pitch","9da80e62-942c-4b0d-8095-2c83ee148864",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.35,1.62,NA,129.82,155.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Lars Nootbaar called out on strikes.",0,4,5,70,"top",9,"2023-04-23T04:07:40.356Z","2023-04-23T04:08:46.763Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,663457,"Lars Nootbaar","/api/v1/people/663457","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,83.8,1,0.9,0.41,6.5882,29.1669,-18.8434,-7.4109,7.3791,-0.3362,3.0916,10.5815,-133.6494,0.0732,-3.3863,50.0035,4.4187,-13.3906,30,4.8,24,2523,235,NA,NA,NA,NA,NA,NA,FALSE,-18.8,13.6,11.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
