"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745913,"2024-05-05",2,"2024-05-05T21:01:55.938Z","2024-05-05T21:02:03.429Z",TRUE,"pitch","5e10e15d-d1ff-4b75-9887-9805f5014870",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.33,1.62,NA,141.68,182.02,"popup","medium","4",136.08,130.14,NA,NA,NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Ryan Jeffers pops out to second baseman Vaughn Grissom.",0,9,2,79,"bottom",9,"2024-05-05T21:01:12.657Z","2024-05-05T21:02:03.429Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.8,85.1,7,0.9,0.4058,6.8218,29.4445,-13.3157,2.5117,10.2221,-0.6476,2.1021,2.9096,-134.9842,-8.8101,-2.0659,50.0039,6.3463,4.6337,19.2,3.6,24,2613,174,61.4,40,180,NA,NA,NA,TRUE,-15,16.8,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745913,"2024-05-05",0,"2024-05-05T21:01:35.913Z","2024-05-05T21:01:40.045Z",TRUE,"pitch","6b57bd0d-f5c9-4120-848f-e45031247bc0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2487,1.5029,NA,100.5,206.26,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Ryan Jeffers pops out to second baseman Vaughn Grissom.",0,9,2,79,"bottom",9,"2024-05-05T21:01:12.657Z","2024-05-05T21:02:03.429Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.5,84.8,14,0.9,0.4081,6.9745,29.9125,-16.5038,3.8343,8.5921,0.4328,1.2044,4.8942,-134.3701,-10.1338,-1.9122,50.0018,6.2049,6.9882,22.8,4.8,24,2581,173,NA,NA,NA,NA,NA,NA,FALSE,-18.6,13.6,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745913,"2024-05-05",1,"2024-05-05T21:01:46.000Z","2024-05-05T21:01:55.938Z",FALSE,"action",NA,NA,"Kyle Farmer advances to 2nd on defensive indifference.","Defensive Indiff",9,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,2,571657,"/api/v1/people/571657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6b57bd0d-f5c9-4120-848f-e45031247bc0","defensive_indiff",NA,NA,NA,NA,NA,NA,"79","atBat","Pop Out","field_out","Ryan Jeffers pops out to second baseman Vaughn Grissom.",0,9,2,79,"bottom",9,"2024-05-05T21:01:12.657Z","2024-05-05T21:02:03.429Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,680777,"Ryan Jeffers","/api/v1/people/680777","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745913,"2024-05-05",3,"2024-05-05T21:00:53.562Z","2024-05-05T21:01:02.953Z",TRUE,"pitch","cd9d2baf-d527-4c44-9e7a-1ef419de6fc5",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,2,NA,NA,3.4,1.54,NA,97.77,190.2,"line_drive","medium","9",194.33,108.6,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","Kyle Farmer singles on a line drive to right fielder Wilyer Abreu. Jose Miranda to 3rd.",0,9,2,78,"bottom",9,"2024-05-05T21:00:13.720Z","2024-05-05T21:01:02.953Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.9,85.3,9,0.9,0.4055,6.8595,29.4929,-17.739,3.3678,7.81,0.5045,1.7993,4.7351,-135.096,-8.6347,-1.7084,50.0004,6.2841,6.2225,20.4,4.8,24,2649,167,97.1,13,245,NA,NA,NA,FALSE,-19.2,12.5,-7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,571657,"Kyle Farmer","/api/v1/people/571657",NA,NA,NA,669304,"Jose Miranda","/api/v1/people/669304"
745913,"2024-05-05",2,"2024-05-05T21:00:32.052Z","2024-05-05T21:00:36.628Z",TRUE,"pitch","82b58c6f-5760-4d43-b372-50f0f318b70a",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.4,1.54,NA,115.53,152.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","Kyle Farmer singles on a line drive to right fielder Wilyer Abreu. Jose Miranda to 3rd.",0,9,2,78,"bottom",9,"2024-05-05T21:00:13.720Z","2024-05-05T21:01:02.953Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.4,85.6,2,0.9,0.4051,6.8802,25.9864,-14.347,2.5136,9.5996,0.0385,3.2114,4.4265,-134.6137,-5.8642,-1.9462,50.0024,6.4132,4.6663,19.2,3.6,24,2595,173,NA,NA,NA,NA,NA,NA,FALSE,-15.1,16.6,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745913,"2024-05-05",0,"2024-05-05T21:00:13.720Z","2024-05-05T21:00:17.938Z",TRUE,"pitch","680d1561-64ff-4164-a4f7-ce20ecea2500",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6451,1.7587,NA,129.61,154.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","Kyle Farmer singles on a line drive to right fielder Wilyer Abreu. Jose Miranda to 3rd.",0,9,2,78,"bottom",9,"2024-05-05T21:00:13.720Z","2024-05-05T21:01:02.953Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.7,83.8,1,0.89,0.4134,6.8983,25.9203,-17.559,2.5006,8.202,-0.3308,3.1209,3.5139,-132.0709,-5.1713,-1.999,50.0001,6.3798,4.4526,15.6,4.8,24,2555,161,NA,NA,NA,NA,NA,NA,FALSE,-19,14,-5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745913,"2024-05-05",1,"2024-05-05T21:00:28.220Z","2024-05-05T21:00:32.052Z",FALSE,"action",NA,NA,"Jose Miranda advances to 2nd on defensive indifference.","Defensive Indiff",9,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,669304,"/api/v1/people/669304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"680d1561-64ff-4164-a4f7-ce20ecea2500","defensive_indiff",NA,NA,NA,NA,NA,NA,"78","atBat","Single","single","Kyle Farmer singles on a line drive to right fielder Wilyer Abreu. Jose Miranda to 3rd.",0,9,2,78,"bottom",9,"2024-05-05T21:00:13.720Z","2024-05-05T21:01:02.953Z",TRUE,FALSE,FALSE,FALSE,33,0,2,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745913,"2024-05-05",1,"2024-05-05T20:59:39.783Z","2024-05-05T20:59:52.148Z",TRUE,"pitch","8b1c46c8-f53a-40fa-a542-23c9ddc78a66",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.45,1.61,NA,117.67,152.79,"fly_ball","medium","9",202.78,97.36,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Manuel Margot flies out to right fielder Wilyer Abreu.",0,9,2,77,"bottom",9,"2024-05-05T20:59:10.343Z","2024-05-05T20:59:52.148Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,622534,"Manuel Margot","/api/v1/people/622534","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.9,84.7,2,0.89,0.4107,6.9012,23.7742,-18.0615,4.3952,7.8018,-0.0175,3.1847,3.6037,-132.5076,-4.9453,-1.958,50.0026,6.3631,7.9481,24,4.8,24,2539,175,88.1,27,316,NA,NA,NA,TRUE,-19.1,13.4,-8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,669304,"Jose Miranda","/api/v1/people/669304",NA,NA,NA,NA,NA,NA
745913,"2024-05-05",0,"2024-05-05T20:59:21.833Z","2024-05-05T20:59:24.879Z",TRUE,"pitch","e8b30d72-956a-404d-bab3-33135b984a8e",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.45,1.61,NA,128.72,155.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Manuel Margot flies out to right fielder Wilyer Abreu.",0,9,2,77,"bottom",9,"2024-05-05T20:59:10.343Z","2024-05-05T20:59:52.148Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,622534,"Manuel Margot","/api/v1/people/622534","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",90.5,83.6,1,0.9,0.4142,6.9192,26.0552,-15.6689,3.1197,9.3061,-0.3075,3.069,3.687,-131.854,-5.3754,-2.1255,50.0061,6.2768,5.5353,20.4,3.6,24,2518,172,NA,NA,NA,NA,NA,NA,FALSE,-17.2,16,-6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745913,"2024-05-05",0,"2024-05-05T20:58:44.032Z","2024-05-05T20:58:53.743Z",TRUE,"pitch","e008d9ec-2221-41c1-a2e7-d555f9c739fe",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.08,1.44,NA,87.43,193.63,"ground_ball","medium","6",120.57,157.39,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Field Error","field_error","Jose Miranda reaches on a fielding error by shortstop Ceddanne Rafaela.",0,9,2,76,"bottom",9,"2024-05-05T20:58:23.935Z","2024-05-05T20:58:53.743Z",TRUE,FALSE,FALSE,FALSE,0,0,0,1,669304,"Jose Miranda","/api/v1/people/669304","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Boston Red Sox","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.9,85.5,9,0.9,0.4076,6.919,24.7513,-15.5389,4.2635,9.0674,0.7758,1.6721,5.2628,-133.604,-9.2994,-1.7628,50.0067,6.2797,7.8232,26.4,4.8,24,2663,168,72,-12,11,NA,NA,NA,FALSE,-17.2,14.9,-8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669304,"Jose Miranda","/api/v1/people/669304",NA,NA,NA,NA,NA,NA
