"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717682,"2023-06-21",3,"2023-06-21T02:04:41.664Z","2023-06-21T02:04:44.717Z",TRUE,"pitch","1962fd59-8f5f-4af3-b962-287be251cb0f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.5903,1.7324,NA,178.85,138.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Kyle Tucker grounds out, pitcher Jeff Brigham to first baseman Pete Alonso.",0,2,4,57,"bottom",8,"2023-06-21T02:03:41.101Z","2023-06-21T02:05:03.772Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",656257,"Jeff Brigham","/api/v1/people/656257","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,84.9,11,2,0.4027,6.0721,32.8624,-13.3418,-5.8425,10.0773,-1.6226,3.732,3.6602,-136.5296,-2.8943,-2.2285,50.0036,5.7362,-10.9203,36,3.6,24,2337,215,NA,NA,NA,NA,NA,NA,FALSE,-13.6,17.8,9.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",2,"2023-06-21T02:04:03.348Z","2023-06-21T02:04:09.477Z",TRUE,"pitch","752015a6-c17c-40ce-a3fd-d51daf594cd2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.5619,1.675,NA,14.72,148.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Kyle Tucker grounds out, pitcher Jeff Brigham to first baseman Pete Alonso.",0,2,4,57,"bottom",8,"2023-06-21T02:03:41.101Z","2023-06-21T02:05:03.772Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",656257,"Jeff Brigham","/api/v1/people/656257","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","New York Mets",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.9,81,12,0.91,0.4258,7.0157,28.1777,-21.7255,-0.4803,6.2437,2.6833,3.3395,11.6791,-128.8977,-1.4453,-1.8546,50.0019,5.594,-0.8046,4.8,4.8,24,2505,206,NA,NA,NA,NA,NA,NA,FALSE,-23.9,11.2,-1.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",1,"2023-06-21T02:03:43.333Z","2023-06-21T02:03:48.376Z",TRUE,"pitch","278459bb-a226-448a-bbec-af4f85b28cf0",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.46,1.62,NA,102.44,159.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Groundout","field_out","Kyle Tucker grounds out, pitcher Jeff Brigham to first baseman Pete Alonso.",0,2,4,57,"bottom",8,"2023-06-21T02:03:41.101Z","2023-06-21T02:05:03.772Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",656257,"Jeff Brigham","/api/v1/people/656257","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","New York Mets",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,83.6,3,2,0.409,6.9376,32.6717,-11.2018,-6.4155,11.5805,0.3821,2.9292,8.0023,-134.5737,-5.3334,-1.8144,50.0018,5.7495,-11.6176,38.4,3.6,24,2385,214,NA,NA,NA,NA,NA,NA,FALSE,-12.5,19.8,9.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",0,"2023-06-21T02:02:08.446Z","2023-06-21T02:03:43.333Z",FALSE,"action",NA,NA,"Pitching Change: Jeff Brigham replaces Justin Verlander.","Pitching Substitution",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,656257,"/api/v1/people/656257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"57","atBat","Groundout","field_out","Kyle Tucker grounds out, pitcher Jeff Brigham to first baseman Pete Alonso.",0,2,4,57,"bottom",8,"2023-06-21T02:03:41.101Z","2023-06-21T02:05:03.772Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",656257,"Jeff Brigham","/api/v1/people/656257","R","Right","vs_RHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros","New York Mets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",4,"2023-06-21T02:00:41.226Z","2023-06-21T02:00:50.937Z",TRUE,"pitch","667ef4bd-f650-4e62-8c50-d719db04bbfc",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.36,1.63,NA,124.22,157.05,"popup","medium","6",122.45,151.81,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Brandon Nimmo pops out to shortstop Jeremy Pena.",0,2,4,56,"top",8,"2023-06-21T01:59:04.403Z","2023-06-21T02:00:50.937Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,78.5,2,2,0.4398,6.0611,26.2027,-33.9969,-1.641,-1.1607,-0.1893,3.0271,-1.8325,-124.7574,-0.84,0.7692,50.0031,6.1819,-2.5745,4.8,8.4,24,2665,301,86.5,67,126,NA,NA,NA,TRUE,-39.4,-2,3.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",3,"2023-06-21T02:00:13.539Z","2023-06-21T02:00:16.719Z",TRUE,"pitch","c68de245-0d51-4799-aea7-18bc1938344a",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.2498,1.7037,NA,174.25,220.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Brandon Nimmo pops out to shortstop Jeremy Pena.",0,2,4,56,"top",8,"2023-06-21T01:59:04.403Z","2023-06-21T02:00:50.937Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.2,13,2,0.4286,5.9905,26.5163,-33.6106,-0.6116,-0.8658,-1.5019,0.6943,-4.9318,-127.8146,-6.4848,0.5327,50.0045,5.906,-1.0114,3.6,8.4,24,2757,328,NA,NA,NA,NA,NA,NA,FALSE,-38.3,-2.9,2.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",2,"2023-06-21T01:59:51.403Z","2023-06-21T01:59:55.147Z",TRUE,"pitch","77f1ffdb-0008-4ff5-b8fc-21132c0b40eb",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.3905,1.5867,NA,122.61,198.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Brandon Nimmo pops out to shortstop Jeremy Pena.",0,2,4,56,"top",8,"2023-06-21T01:59:04.403Z","2023-06-21T02:00:50.937Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.5,87.7,8,2,0.3922,6.301,34.6931,-17.5568,9.1899,7.4202,-0.1472,1.4863,-4.3514,-140.1943,-9.3386,0.2397,50.0044,6.0305,18.1095,40.8,4.8,24,2221,142,NA,NA,NA,NA,NA,NA,FALSE,-18.2,11.5,-15.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",1,"2023-06-21T01:59:23.793Z","2023-06-21T01:59:28.383Z",TRUE,"pitch","7db979ba-baed-4aad-b59c-f337108ff536",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.335,1.675,NA,184.28,249.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Brandon Nimmo pops out to shortstop Jeremy Pena.",0,2,4,56,"top",8,"2023-06-21T01:59:04.403Z","2023-06-21T02:00:50.937Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.5,13,2,0.433,6.0997,26.4906,-27.9127,-0.8517,2.6301,-1.765,-0.4033,-5.2078,-126.6363,-9.8415,0.431,50.0038,5.7754,-1.3787,4.8,7.2,24,2659,332,NA,NA,NA,NA,NA,NA,FALSE,-33.5,2.6,2.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",0,"2023-06-21T01:59:06.494Z","2023-06-21T01:59:10.058Z",TRUE,"pitch","d787b290-e6f7-4495-8320-4301b8e8c8ce",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3634,1.675,NA,123.4,161.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Pop Out","field_out","Brandon Nimmo pops out to shortstop Jeremy Pena.",0,2,4,56,"top",8,"2023-06-21T01:59:04.403Z","2023-06-21T02:00:50.937Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,607043,"Brandon Nimmo","/api/v1/people/607043","L","Left",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,78.9,2,2,0.4385,5.894,24.9199,-33.0375,0.3584,-0.5495,-0.1678,2.8801,-2.4675,-124.8638,-1.306,0.7862,50.0005,6.1259,0.5667,0,8.4,24,2612,345,NA,NA,NA,NA,NA,NA,FALSE,-38.2,-1.1,-0.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",2,"2023-06-21T01:58:27.070Z","2023-06-21T01:58:38.729Z",TRUE,"pitch","48d189ef-1bec-48d0-bb22-10a1cb92e391",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,2,NA,NA,3.04,1.42,NA,99.54,186.94,"line_drive","medium","8",154.1,63.51,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Eduardo Escobar singles on a line drive to center fielder Jake Meyers. Francisco Alvarez scores.",1,2,4,55,"top",8,"2023-06-21T01:58:02.420Z","2023-06-21T01:58:38.729Z",TRUE,TRUE,FALSE,FALSE,33,1,0,2,500871,"Eduardo Escobar","/api/v1/people/500871","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,87.3,9,2,0.3919,5.9128,37.6431,-21.439,10.7997,5.4525,0.4581,1.9199,-3.7431,-140.7898,-7.4785,0.4169,50.0065,6.0425,21.2709,40.8,6,24,2185,140,94.8,21,311,NA,NA,NA,FALSE,-21.5,8.2,-18.5,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,500871,"Eduardo Escobar","/api/v1/people/500871",NA,NA,NA
717682,"2023-06-21",1,"2023-06-21T01:58:04.719Z","2023-06-21T01:58:07.719Z",TRUE,"pitch","fb2ad88e-7515-4d67-8cff-a4136b92cc8e",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,2.8512,1.4452,NA,159.31,220.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Eduardo Escobar singles on a line drive to center fielder Jake Meyers. Francisco Alvarez scores.",1,2,4,55,"top",8,"2023-06-21T01:58:02.420Z","2023-06-21T01:58:38.729Z",TRUE,TRUE,FALSE,FALSE,33,1,0,2,500871,"Eduardo Escobar","/api/v1/people/500871","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",82.1,75.7,13,2,0.4598,5.9454,24.9427,-39.2454,-3.7092,-4.9338,-1.1101,0.6777,-3.1645,-119.5197,-4.2512,0.7172,50.0021,6.0367,-5.3177,8.4,12,24,2787,320,NA,NA,NA,NA,NA,NA,FALSE,-50.5,-9.7,7.6,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",0,"2023-06-21T01:57:18.099Z","2023-06-21T01:58:04.719Z",FALSE,"action",NA,NA,"Injury Delay.","Game Advisory",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,500871,"/api/v1/people/500871",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"game_advisory",NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Eduardo Escobar singles on a line drive to center fielder Jake Meyers. Francisco Alvarez scores.",1,2,4,55,"top",8,"2023-06-21T01:58:02.420Z","2023-06-21T01:58:38.729Z",TRUE,TRUE,FALSE,FALSE,33,1,0,2,500871,"Eduardo Escobar","/api/v1/people/500871","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",4,"2023-06-21T01:56:32.212Z","2023-06-21T01:56:45.236Z",TRUE,"pitch","8af7cdbd-c7d6-4ffa-b4f9-0ded66050477",5,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,1,NA,NA,3.29,1.53,NA,82.04,179.57,"line_drive","medium","9",166.67,109.64,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Sac Fly","sac_fly","Mark Canha out on a sacrifice fly to right fielder Kyle Tucker. Tommy Pham scores.",1,1,4,54,"top",8,"2023-06-21T01:54:35.990Z","2023-06-21T01:56:45.236Z",TRUE,TRUE,FALSE,TRUE,0,2,2,2,592192,"Mark Canha","/api/v1/people/592192","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.6,87.7,14,2,0.3894,5.4088,39.1772,-19.3305,9.676,6.4422,0.9172,2.193,-1.3846,-141.8737,-7.5615,0.1639,50.0024,6.1734,19.2853,42,6,24,2249,144,85.7,18,247,NA,NA,NA,TRUE,-19.3,10,-17,NA,NA,NA,NA,NA,NA,TRUE,TRUE,682626,"Francisco Alvarez","/api/v1/people/682626",NA,NA,NA,NA,NA,NA
717682,"2023-06-21",3,"2023-06-21T01:56:05.181Z","2023-06-21T01:56:13.310Z",TRUE,"pitch","d831daf1-ec1b-4e5c-9a51-a9473e791510",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.136,1.5027,NA,96.81,216.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Sac Fly","sac_fly","Mark Canha out on a sacrifice fly to right fielder Kyle Tucker. Tommy Pham scores.",1,1,4,54,"top",8,"2023-06-21T01:54:35.990Z","2023-06-21T01:56:45.236Z",TRUE,TRUE,FALSE,TRUE,0,2,2,2,592192,"Mark Canha","/api/v1/people/592192","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,76.6,14,2,0.4525,5.6258,27.2806,-40.5305,-5.1713,-5.6535,0.5297,0.836,1.0901,-121.7513,-4.1352,0.7434,50.0022,6.1198,-7.6456,9.6,12,24,2987,322,NA,NA,NA,NA,NA,NA,FALSE,-50.5,-11,9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",2,"2023-06-21T01:55:31.344Z","2023-06-21T01:55:35.318Z",TRUE,"pitch","0b5a67fe-7e0c-443a-bced-a1fd16145929",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.29,1.53,NA,147.03,197.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Sac Fly","sac_fly","Mark Canha out on a sacrifice fly to right fielder Kyle Tucker. Tommy Pham scores.",1,1,4,54,"top",8,"2023-06-21T01:54:35.990Z","2023-06-21T01:56:45.236Z",TRUE,TRUE,FALSE,TRUE,0,2,2,2,592192,"Mark Canha","/api/v1/people/592192","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.7,73.7,7,2,0.4699,5.7759,25.9893,-44.1106,-3.7497,-8.711,-0.7878,1.5308,-2.3406,-117.3936,-1.1972,0.7155,50.0034,6.2206,-5.1378,7.2,13.2,24,2813,328,NA,NA,NA,NA,NA,NA,FALSE,-58.3,-15.7,7.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",1,"2023-06-21T01:55:09.718Z","2023-06-21T01:55:13.813Z",TRUE,"pitch","57369ca6-a20b-4e2e-9ef0-43f0f6881cc3",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.29,1.53,NA,94.98,169.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Sac Fly","sac_fly","Mark Canha out on a sacrifice fly to right fielder Kyle Tucker. Tommy Pham scores.",1,1,4,54,"top",8,"2023-06-21T01:54:35.990Z","2023-06-21T01:56:45.236Z",TRUE,TRUE,FALSE,TRUE,0,2,2,2,592192,"Mark Canha","/api/v1/people/592192","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.4,73.5,6,2,0.4704,5.6302,24.6492,-41.1657,-4.9735,-6.573,0.5777,2.5751,0.5725,-117,0.3314,0.9732,50.0011,6.3294,-6.8079,9.6,12,24,2711,317,NA,NA,NA,NA,NA,NA,FALSE,-54.1,-11.4,8.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717682,"2023-06-21",0,"2023-06-21T01:54:45.294Z","2023-06-21T01:54:48.852Z",TRUE,"pitch","bd987b4f-4ddf-4853-b7e8-4ba055dc05b1",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,1,NA,NA,3.136,1.5287,NA,168.55,213.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Sac Fly","sac_fly","Mark Canha out on a sacrifice fly to right fielder Kyle Tucker. Tommy Pham scores.",1,1,4,54,"top",8,"2023-06-21T01:54:35.990Z","2023-06-21T01:56:45.236Z",TRUE,TRUE,FALSE,TRUE,0,2,2,2,592192,"Mark Canha","/api/v1/people/592192","R","Right",664285,"Framber Valdez","/api/v1/people/664285","L","Left","vs_LHP","vs_RHB","RISP",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.5,74.9,13,2,0.4639,5.8568,24.9204,-37.6297,-4.2479,-3.869,-1.3524,0.9396,-3.1799,-118.5646,-3.932,0.5632,50.0045,6.0916,-5.9842,9.6,10.8,24,2864,321,NA,NA,NA,NA,NA,NA,FALSE,-49.3,-7.8,8.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
