"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718594,"2023-04-13",1,"2023-04-13T19:48:19.160Z","2023-04-13T19:48:28.438Z",TRUE,"pitch","e4e06977-df98-4cd2-8f23-9971bcf1bffc",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.52,1.67,NA,125.98,191.71,"fly_ball","medium","8",155.3,66.23,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Yu Chang flies out to center fielder Manuel Margot.",0,3,9,70,"top",9,"2023-04-13T19:47:38.840Z","2023-04-13T19:48:28.438Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,644374,"Yu Chang","/api/v1/people/644374","R","Right",668754,"Braden Bristo","/api/v1/people/668754","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.5,83.7,8,0.92,0.4098,5.7526,32.3325,-24.0404,-11.7139,4.5102,-0.2357,1.7435,8.5395,-134.2669,-4.0474,-1.9548,50.0039,5.0061,-21.1317,37.2,7.2,24,2272,229,94.7,35,338,NA,NA,NA,TRUE,-25.1,7.3,19.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718594,"2023-04-13",0,"2023-04-13T19:48:00.909Z","2023-04-13T19:48:04.910Z",TRUE,"pitch","5b69f3be-1151-4664-8d16-ac9c70dbe21e",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.52,1.67,NA,133.83,157.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Yu Chang flies out to center fielder Manuel Margot.",0,3,9,70,"top",9,"2023-04-13T19:47:38.840Z","2023-04-13T19:48:28.438Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,644374,"Yu Chang","/api/v1/people/644374","R","Right",668754,"Braden Bristo","/api/v1/people/668754","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,82.9,1,0.91,0.413,5.7927,31.5113,-25.1752,-11.7169,3.939,-0.4414,3.0093,7.8916,-133.1916,-0.6456,-1.9369,50.004,5.0931,-20.8241,37.2,7.2,24,2267,231,NA,NA,NA,NA,NA,NA,FALSE,-25.7,7.2,19.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718594,"2023-04-13",7,"2023-04-13T19:47:30.140Z","2023-04-13T19:47:34.955Z",TRUE,"pitch","c0c6297c-7277-4199-8a91-61809b248df0",8,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,3,1,NA,NA,3.33,1.65,NA,138.49,184.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Reese McGuire strikes out on a foul tip.",0,3,9,69,"top",9,"2023-04-13T19:44:50.424Z","2023-04-13T19:47:34.955Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624512,"Reese McGuire","/api/v1/people/624512","L","Left",668754,"Braden Bristo","/api/v1/people/668754","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.6,82.7,7,0.9,0.4165,5.6303,28.8362,-26.2647,-11.1472,3.3799,-0.5637,2.0152,7.3656,-131.6857,-2.785,-1.9534,50.0057,5.0363,-19.5155,33.6,7.2,24,2235,233,NA,NA,NA,NA,NA,NA,TRUE,-27.8,5.6,18.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718594,"2023-04-13",6,"2023-04-13T19:47:10.333Z","2023-04-13T19:47:15.408Z",TRUE,"pitch","6899aa5a-d6e7-44ba-b1e6-d0cd987c17d3",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.3721,1.6085,NA,145.18,129.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Reese McGuire strikes out on a foul tip.",0,3,9,69,"top",9,"2023-04-13T19:44:50.424Z","2023-04-13T19:47:34.955Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624512,"Reese McGuire","/api/v1/people/624512","L","Left",668754,"Braden Bristo","/api/v1/people/668754","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88,81.6,11,0.9,0.4247,5.6519,22.7817,-25.0242,1.8948,4.2307,-0.7393,4.0365,3.1599,-128.2487,2.0793,-2.2265,50.0053,5.148,3.2034,8.4,6,24,2651,173,NA,NA,NA,NA,NA,NA,FALSE,-26.5,8.3,-4.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718594,"2023-04-13",5,"2023-04-13T19:46:47.278Z","2023-04-13T19:46:51.811Z",TRUE,"pitch","b9c01854-f7c5-461f-91b4-6acd7905cd96",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.33,1.65,NA,149.86,207.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Reese McGuire strikes out on a foul tip.",0,3,9,69,"top",9,"2023-04-13T19:44:50.424Z","2023-04-13T19:47:34.955Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624512,"Reese McGuire","/api/v1/people/624512","L","Left",668754,"Braden Bristo","/api/v1/people/668754","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.7,82.3,13,0.91,0.4173,5.571,31.0969,-25.7459,-11.9969,3.6979,-0.8621,1.1691,6.97,-131.8408,-4.7915,-1.9975,50.0059,4.9381,-20.8757,36,7.2,24,2317,232,NA,NA,NA,NA,NA,NA,FALSE,-28,5.8,19.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718594,"2023-04-13",4,"2023-04-13T19:46:26.813Z","2023-04-13T19:46:30.382Z",TRUE,"pitch","12268437-6195-43f5-83fb-22ba68d04c4d",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.2484,1.6291,NA,91.27,198.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Reese McGuire strikes out on a foul tip.",0,3,9,69,"top",9,"2023-04-13T19:44:50.424Z","2023-04-13T19:47:34.955Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624512,"Reese McGuire","/api/v1/people/624512","L","Left",668754,"Braden Bristo","/api/v1/people/668754","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.4,76.9,14,0.92,0.4479,5.7781,25.4516,-23.4345,-10.8375,5.7769,0.6749,1.4918,9.6652,-122.5432,-3.6286,-1.9227,50.0026,5.0063,-16.3928,31.2,7.2,24,1722,239,NA,NA,NA,NA,NA,NA,FALSE,-28.9,9.7,17.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718594,"2023-04-13",3,"2023-04-13T19:46:06.273Z","2023-04-13T19:46:10.141Z",TRUE,"pitch","132cc604-1969-4b33-a356-e2b3fcfbd1a9",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.33,1.65,NA,112.68,145.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Reese McGuire strikes out on a foul tip.",0,3,9,69,"top",9,"2023-04-13T19:44:50.424Z","2023-04-13T19:47:34.955Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624512,"Reese McGuire","/api/v1/people/624512","L","Left",668754,"Braden Bristo","/api/v1/people/668754","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.6,80.8,12,0.9,0.4283,5.5628,24.5381,-27.4865,4.2101,2.8227,0.1133,3.4568,4.249,-127.5574,1.2906,-2.1166,50.0001,5.1005,6.9841,15.6,7.2,24,2686,161,NA,NA,NA,NA,NA,NA,FALSE,-29.8,5.6,-8.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718594,"2023-04-13",2,"2023-04-13T19:45:47.958Z","2023-04-13T19:45:53.572Z",TRUE,"pitch","dee0b170-cac3-4a47-b75a-a09d8ea2dbc6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3307,1.6499,NA,82.99,195.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Reese McGuire strikes out on a foul tip.",0,3,9,69,"top",9,"2023-04-13T19:44:50.424Z","2023-04-13T19:47:34.955Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624512,"Reese McGuire","/api/v1/people/624512","L","Left",668754,"Braden Bristo","/api/v1/people/668754","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.8,77.6,14,0.92,0.4451,5.8745,23.9448,-20.8864,-11.0878,7.3522,0.8922,1.5896,10.3222,-122.9807,-4.0004,-1.915,50.0014,5.0048,-17.0164,34.8,7.2,24,1888,236,NA,NA,NA,NA,NA,NA,FALSE,-25.7,12.6,17.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718594,"2023-04-13",1,"2023-04-13T19:45:27.851Z","2023-04-13T19:45:31.924Z",TRUE,"pitch","1638a02d-3f06-449a-9113-de297d2bddbe",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.33,1.65,NA,69.12,179.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Reese McGuire strikes out on a foul tip.",0,3,9,69,"top",9,"2023-04-13T19:44:50.424Z","2023-04-13T19:47:34.955Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624512,"Reese McGuire","/api/v1/people/624512","L","Left",668754,"Braden Bristo","/api/v1/people/668754","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.2,80.3,14,0.9,0.4315,5.8209,25.5255,-28.7919,1.9592,2.0726,1.2562,2.1819,7.4453,-126.857,-1.4761,-1.9693,50.0048,5.0629,3.197,8.4,7.2,24,2748,117,NA,NA,NA,NA,NA,NA,FALSE,-32.3,3.6,-5.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718594,"2023-04-13",0,"2023-04-13T19:45:10.860Z","2023-04-13T19:45:14.535Z",TRUE,"pitch","90a91563-4cc2-4035-9d3b-b0c8b463aa22",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.33,1.65,NA,100.17,139.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Reese McGuire strikes out on a foul tip.",0,3,9,69,"top",9,"2023-04-13T19:44:50.424Z","2023-04-13T19:47:34.955Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,624512,"Reese McGuire","/api/v1/people/624512","L","Left",668754,"Braden Bristo","/api/v1/people/668754","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.4,81.3,12,0.91,0.4249,5.7098,25.437,-27.4883,1.2249,2.7819,0.4415,3.6894,6.047,-128.6615,1.5675,-2.0936,50.0029,5.1948,2.0639,7.2,6,24,2674,173,NA,NA,NA,NA,NA,NA,FALSE,-29.3,5.6,-3.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
