"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717300,"2023-07-22",3,"2023-07-22T23:06:12.647Z","2023-07-22T23:06:19.980Z",TRUE,"pitch","110953b3-1b1c-4f30-b0fd-1638a34ad1f4",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.41,1.63,NA,138.53,154.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,6,5,74,"bottom",9,"2023-07-22T23:05:01.060Z","2023-07-22T23:06:19.980Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.1,91.8,1,2,0.3737,6.4635,37.1224,-2.8664,-2.8236,13.4918,-0.5648,3.1264,-1.0348,-146.9747,-9.2635,0.1593,50.0031,6.4996,-6.1341,50.4,1.2,24,2477,185,NA,NA,NA,NA,NA,NA,TRUE,-4.3,22.7,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717300,"2023-07-22",1,"2023-07-22T23:05:30.057Z","2023-07-22T23:05:33.057Z",TRUE,"pitch","07ec7110-c4b5-4395-ab34-6eb4afb27470",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.41,1.63,NA,73.72,199.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,6,5,74,"bottom",9,"2023-07-22T23:05:01.060Z","2023-07-22T23:06:19.980Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.9,82.3,14,0.9,0.4226,6.7938,26.1383,-27.7408,1.9425,2.6063,1.1355,1.4404,3.6862,-129.4234,-7.1386,-0.5577,50.0039,6.3489,3.3069,7.2,7.2,24,2341,131,NA,NA,NA,NA,NA,NA,FALSE,-31.1,3.4,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717300,"2023-07-22",0,"2023-07-22T23:05:10.906Z","2023-07-22T23:05:13.906Z",TRUE,"pitch","49c56083-b106-4027-9dea-b7f537152fad",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.41,1.63,NA,117.58,166.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,6,5,74,"bottom",9,"2023-07-22T23:05:01.060Z","2023-07-22T23:06:19.980Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100,91.2,5,2,0.3773,6.5343,34.7395,-4.5781,-4.3379,12.9352,-0.0152,2.6633,0.993,-145.2973,-10.3208,0.2016,50.0003,6.5432,-9.2533,51.6,2.4,24,2407,187,NA,NA,NA,NA,NA,NA,FALSE,-6,21.5,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717300,"2023-07-22",2,"2023-07-22T23:05:48.603Z","2023-07-22T23:06:12.647Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,642350,"/api/v1/people/642350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Jose Siri strikes out swinging.",0,6,5,74,"bottom",9,"2023-07-22T23:05:01.060Z","2023-07-22T23:06:19.980Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642350,"Jose Siri","/api/v1/people/642350","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717300,"2023-07-22",4,"2023-07-22T23:04:38.204Z","2023-07-22T23:04:41.978Z",TRUE,"pitch","fe850406-75ae-4f9e-b46f-2e13b9fd426b",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.77,1.84,NA,104.82,188.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,6,5,73,"bottom",9,"2023-07-22T23:03:12.820Z","2023-07-22T23:04:41.978Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666139,"Josh Lowe","/api/v1/people/666139","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.6,91.8,9,2,0.3753,6.7773,34.5415,-3.4473,-4.7104,13.321,0.3194,1.8673,1.9997,-145.9597,-12.6155,0.2372,50.003,6.4543,-10.1572,56.4,2.4,24,2435,186,NA,NA,NA,NA,NA,NA,TRUE,-5.4,21.8,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717300,"2023-07-22",3,"2023-07-22T23:04:16.727Z","2023-07-22T23:04:21.847Z",TRUE,"pitch","94059949-a5e0-40f8-ba86-7708b10c8835",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.6686,1.8416,NA,106.8,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,6,5,73,"bottom",9,"2023-07-22T23:03:12.820Z","2023-07-22T23:04:41.978Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666139,"Josh Lowe","/api/v1/people/666139","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.8,90.9,12,2,0.3774,6.7041,35.0243,-6.6223,-4.8444,11.9838,0.2676,4.4364,1.5475,-145.3166,-5.3678,0.3565,50.0009,6.7132,-10.3276,51.6,2.4,24,2345,183,NA,NA,NA,NA,NA,NA,FALSE,-6.7,20.8,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717300,"2023-07-22",2,"2023-07-22T23:03:57.525Z","2023-07-22T23:04:00.525Z",TRUE,"pitch","449e16ef-25b1-4a6c-9ee4-ead6544b38ad",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.77,1.84,NA,129.48,173.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,6,5,73,"bottom",9,"2023-07-22T23:03:12.820Z","2023-07-22T23:04:41.978Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666139,"Josh Lowe","/api/v1/people/666139","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.2,91.3,7,2,0.3769,6.5813,35.2155,-3.033,-4.8297,13.633,-0.3273,2.4117,0.7244,-145.5242,-11.2578,0.0473,50.0022,6.52,-10.3239,60,2.4,24,2439,190,NA,NA,NA,NA,NA,NA,FALSE,-4.9,22.6,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717300,"2023-07-22",1,"2023-07-22T23:03:37.351Z","2023-07-22T23:03:40.351Z",TRUE,"pitch","b6a8294c-5922-48b3-9f4b-533d4b37a852",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6433,1.8416,NA,143.84,225.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,6,5,73,"bottom",9,"2023-07-22T23:03:12.820Z","2023-07-22T23:04:41.978Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666139,"Josh Lowe","/api/v1/people/666139","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90.1,83.1,13,0.89,0.4182,6.6126,27.4611,-22.3974,-5.4748,5.6271,-0.7042,0.4743,0.8177,-130.9297,-10.9479,-0.3091,50.0035,6.3839,-9.5119,20.4,6,24,941,225,NA,NA,NA,NA,NA,NA,FALSE,-25.8,8,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717300,"2023-07-22",0,"2023-07-22T23:03:19.144Z","2023-07-22T23:03:22.203Z",TRUE,"pitch","53673b6d-12ab-4546-b1d3-93aca946d79b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6686,1.8416,NA,115.98,142.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,6,5,73,"bottom",9,"2023-07-22T23:03:12.820Z","2023-07-22T23:04:41.978Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,666139,"Josh Lowe","/api/v1/people/666139","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.6,91.8,2,2,0.3744,6.8293,34.5581,-4.9632,-4.1802,12.5555,0.0268,3.5735,1.7878,-146.2909,-8.0783,-0.0492,50.0025,6.6685,-9.0586,51.6,2.4,24,2443,188,NA,NA,NA,NA,NA,NA,FALSE,-5.8,21.4,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717300,"2023-07-22",12,"2023-07-22T23:02:46.012Z","2023-07-22T23:02:52.748Z",TRUE,"pitch","54a74aab-1284-466b-8e2b-302d2da45e64",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.25,1.57,NA,81.42,147.9,"line_drive","medium","7",75.1,94.57,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Lineout","field_out","Isaac Paredes lines out to left fielder Austin Hays.",0,6,5,72,"bottom",9,"2023-07-22T23:00:06.533Z","2023-07-22T23:02:52.748Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.4,90.6,12,2,0.3792,6.658,34.1588,-4.3483,-3.2011,13.1725,0.9334,3.3661,3.095,-144.5311,-8.549,0.2638,50.0001,6.6314,-6.7612,43.2,1.2,24,2380,185,95,17,290,NA,NA,NA,TRUE,-5.5,22.3,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
