"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716390,"2023-09-29",3,"2023-09-30T01:29:39.727Z","2023-09-30T01:29:44.059Z",TRUE,"pitch","19beb110-9768-4c43-9a5f-b5178a97e924",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.45,1.64,NA,62.05,208.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Ryan O'Hearn strikes out swinging.",0,3,0,62,"bottom",9,"2023-09-30T01:28:31.473Z","2023-09-30T01:29:44.059Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.6,73.5,14,2,0.4707,7.5644,26.3146,-36.9983,7.6623,-3.541,1.4415,1.1075,3.8894,-117.2633,-2.6711,-1.2447,50.0007,5.7815,10.4537,16.8,12,24,2199,39,NA,NA,NA,NA,NA,NA,TRUE,-49.6,-6.8,-15,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716390,"2023-09-29",2,"2023-09-30T01:29:24.748Z","2023-09-30T01:29:28.007Z",TRUE,"pitch","6ebeb826-81ad-44f9-b92f-c020e64bd231",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3915,1.6395,NA,169.44,192.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Ryan O'Hearn strikes out swinging.",0,3,0,62,"bottom",9,"2023-09-30T01:28:31.473Z","2023-09-30T01:29:44.059Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.2,77.5,13,2,0.4444,7.1808,27.8555,-28.1378,-10.0795,2.6344,-1.3758,1.7246,2.2402,-123.8877,-4.5073,-0.9902,50.0057,5.9566,-15.4592,27.6,8.4,24,2135,251,NA,NA,NA,NA,NA,NA,FALSE,-34.3,3.8,17.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716390,"2023-09-29",1,"2023-09-30T01:29:04.007Z","2023-09-30T01:29:07.085Z",TRUE,"pitch","613df1aa-da82-4452-b9c5-2883b1653854",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.45,1.64,NA,80.86,166.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Ryan O'Hearn strikes out swinging.",0,3,0,62,"bottom",9,"2023-09-30T01:28:31.473Z","2023-09-30T01:29:44.059Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93,85,12,2,0.4053,7.5096,29.7165,-17.0372,-9.1619,8.1833,0.9481,2.6837,8.0614,-135.1969,-5.1477,-0.8832,50.0023,5.8098,-16.9455,39.6,4.8,24,2104,226,NA,NA,NA,NA,NA,NA,FALSE,-17.9,13.9,14.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716390,"2023-09-29",0,"2023-09-30T01:28:48.507Z","2023-09-30T01:28:52.683Z",TRUE,"pitch","c91f3b46-eb6f-4e8a-8130-6cd318c9e58b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4382,1.7082,NA,86.8,158.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Ryan O'Hearn strikes out swinging.",0,3,0,62,"bottom",9,"2023-09-30T01:28:31.473Z","2023-09-30T01:29:44.059Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,85.6,3,2,0.4015,7.4384,30.6675,-14.7081,-8.4615,9.2697,0.7923,2.9551,7.5876,-136.5396,-4.9052,-0.9262,50.0028,5.7905,-15.9425,42,4.8,24,2132,228,NA,NA,NA,NA,NA,NA,FALSE,-15.2,15.8,13.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716390,"2023-09-29",5,"2023-09-30T01:28:15.614Z","2023-09-30T01:28:26.564Z",TRUE,"pitch","67aea49b-4813-40f8-8c0e-b4ba059a8b27",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.74,1.87,NA,118.1,160.42,"ground_ball","medium","7",87.77,128.52,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Ryan Mountcastle singles on a ground ball to left fielder Wilyer Abreu.",0,3,0,61,"bottom",9,"2023-09-30T01:26:23.732Z","2023-09-30T01:28:26.564Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.5,73.7,5,2,0.4685,7.3705,23.4449,-36.1348,4.9621,-2.8707,-0.0288,2.9021,1.3526,-117.1847,0.9788,-1.2589,50.0003,5.8713,6.8561,10.8,10.8,24,2130,47,99.9,-7,22,NA,NA,NA,FALSE,-47,-4.7,-9.4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663624,"Ryan Mountcastle","/api/v1/people/663624",NA,NA,NA,NA,NA,NA
716390,"2023-09-29",4,"2023-09-30T01:27:57.492Z","2023-09-30T01:28:00.556Z",TRUE,"pitch","5c56f1dd-9666-48c8-a658-49ceec0cd1ca",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.74,1.87,NA,92.62,156.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Ryan Mountcastle singles on a ground ball to left fielder Wilyer Abreu.",0,3,0,61,"bottom",9,"2023-09-30T01:26:23.732Z","2023-09-30T01:28:26.564Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.2,6,2,0.3973,7.4994,33.7839,-15.567,-9.5384,8.6446,0.6396,3.0412,7.6628,-138.4113,-4.624,-0.9395,50.001,5.7917,-18.3197,44.4,4.8,24,2229,225,NA,NA,NA,NA,NA,NA,FALSE,-15.7,14.8,15.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716390,"2023-09-29",3,"2023-09-30T01:27:35.860Z","2023-09-30T01:27:39.062Z",TRUE,"pitch","9e5cc786-b195-4201-abed-1a553a76a663",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.74,1.87,NA,101.93,168.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Ryan Mountcastle singles on a ground ball to left fielder Wilyer Abreu.",0,3,0,61,"bottom",9,"2023-09-30T01:26:23.732Z","2023-09-30T01:28:26.564Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.2,85.8,6,2,0.4005,7.5096,31.4525,-15.1032,-9.1463,9.0233,0.3953,2.5857,6.9782,-136.9662,-5.9556,-1.0026,50.0027,5.8287,-17.3037,43.2,4.8,24,2154,228,NA,NA,NA,NA,NA,NA,FALSE,-15.8,15.2,15,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716390,"2023-09-29",2,"2023-09-30T01:27:16.628Z","2023-09-30T01:27:20.452Z",TRUE,"pitch","7f63bcb8-f16d-40b1-9bc7-86e99fe41bf7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.74,1.87,NA,137.61,160.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Ryan Mountcastle singles on a ground ball to left fielder Wilyer Abreu.",0,3,0,61,"bottom",9,"2023-09-30T01:26:23.732Z","2023-09-30T01:28:26.564Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,85.8,4,2,0.4007,7.4121,30.9557,-15.8686,-8.2165,8.622,-0.5408,2.8929,4.13,-136.8245,-4.8214,-1.0046,50.0011,5.7697,-15.5345,40.8,4.8,24,2134,231,NA,NA,NA,NA,NA,NA,FALSE,-16.2,14.8,13.9,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716390,"2023-09-29",1,"2023-09-30T01:27:00.345Z","2023-09-30T01:27:03.594Z",TRUE,"pitch","d10f548a-60fd-41e4-aa86-38207e2cebd3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.6715,1.8696,NA,53.48,228.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Ryan Mountcastle singles on a ground ball to left fielder Wilyer Abreu.",0,3,0,61,"bottom",9,"2023-09-30T01:26:23.732Z","2023-09-30T01:28:26.564Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.8,75.8,14,2,0.4607,7.4644,22.8506,-34.6518,1.0944,-1.7264,1.6664,0.375,6.4286,-118.8931,-5.0189,-1.2152,50.0056,5.6591,1.5664,3.6,9.6,24,2182,36,NA,NA,NA,NA,NA,NA,FALSE,-45.1,-4.1,-3.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716390,"2023-09-29",0,"2023-09-30T01:26:46.242Z","2023-09-30T01:26:49.933Z",TRUE,"pitch","ba0caa28-ebd6-4d57-9e12-3e8967d6e059",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7415,1.8953,NA,50.12,187.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Ryan Mountcastle singles on a ground ball to left fielder Wilyer Abreu.",0,3,0,61,"bottom",9,"2023-09-30T01:26:23.732Z","2023-09-30T01:28:26.564Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,663624,"Ryan Mountcastle","/api/v1/people/663624","R","Right",676477,"Garrett Whitlock","/api/v1/people/676477","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,87.2,14,2,0.3959,7.4133,30.2116,-14.063,-7.9712,9.3364,1.7547,1.8947,9.6508,-138.2467,-8.0627,-0.7423,50.0012,5.7885,-15.4608,40.8,4.8,24,2147,229,NA,NA,NA,NA,NA,NA,FALSE,-14.9,15.4,12.5,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
