"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716726,"2023-09-04",3,"2023-09-04T22:21:57.063Z","2023-09-04T22:22:03.815Z",TRUE,"pitch","3d211d64-eff0-4cd9-b3a5-203f71c346de",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,2.9706,1.4206,NA,57.07,117.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Alejandro Kirk pops out to first baseman Ryan Noda.",0,3,3,62,"top",9,"2023-09-04T22:21:21.067Z","2023-09-04T22:22:36.099Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,89.7,12,0.92,0.3845,6.4553,30.7784,-14.7165,-5.1593,8.4835,1.5723,4.4892,10.4943,-142.1366,-2.1619,-1.4876,50.0065,6.1878,-10.623,28.8,3.6,24,2110,210,NA,NA,NA,NA,NA,NA,FALSE,-13.4,15.1,7.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",2,"2023-09-04T22:21:41.404Z","2023-09-04T22:21:46.161Z",TRUE,"pitch","5349dbc1-4544-4ebf-b0aa-9966db0afa6b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.0978,1.4206,NA,128.14,187.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Alejandro Kirk pops out to first baseman Ryan Noda.",0,3,3,62,"top",9,"2023-09-04T22:21:21.067Z","2023-09-04T22:22:36.099Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.1,90.2,7,0.9,0.3834,6.6875,30.8454,-16.6592,-9.7086,7.4948,-0.2922,1.9163,7.7183,-142.509,-8.244,-1.7659,50.0016,5.886,-20.0919,45.6,4.8,24,1861,223,NA,NA,NA,NA,NA,NA,FALSE,-16.2,12.1,16.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",1,"2023-09-04T22:21:23.271Z","2023-09-04T22:21:27.088Z",TRUE,"pitch","c6b42b62-88a0-4cf1-8582-624750a20d69",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,2.97,1.42,NA,120.81,164.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Alejandro Kirk pops out to first baseman Ryan Noda.",0,3,3,62,"top",9,"2023-09-04T22:21:21.067Z","2023-09-04T22:22:36.099Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,89.9,2,0.91,0.3834,6.5313,32.7184,-14.5907,-6.6686,8.5037,-0.0999,2.7496,7.7533,-142.8326,-6.5128,-1.9824,50.0002,5.9757,-13.7849,37.2,3.6,24,2082,218,NA,NA,NA,NA,NA,NA,FALSE,-14.2,14.3,10.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",0,"2023-09-04T22:21:10.428Z","2023-09-04T22:21:23.271Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,672386,"/api/v1/people/672386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"62","atBat","Pop Out","field_out","Alejandro Kirk pops out to first baseman Ryan Noda.",0,3,3,62,"top",9,"2023-09-04T22:21:21.067Z","2023-09-04T22:22:36.099Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,672386,"Alejandro Kirk","/api/v1/people/672386","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",5,"2023-09-04T22:18:48.116Z","2023-09-04T22:18:55.740Z",TRUE,"pitch","75077abb-f2f0-43c9-b764-43e6b84cd5da",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.47,1.67,NA,121.08,191.44,"ground_ball","medium","3",163.45,162.33,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Ryan Noda grounds out, first baseman Spencer Horwitz to pitcher Genesis Cabrera.",0,3,3,61,"bottom",8,"2023-09-04T22:17:44.607Z","2023-09-04T22:18:55.740Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676116,"Ryan Noda","/api/v1/people/676116","L","Left",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88.3,8,0.92,0.3919,5.9808,29.7788,-16.1574,9.4238,8.0817,-0.1071,1.7534,-7.4193,-139.482,-8.3549,1.3558,50.0003,5.8414,18.6669,43.2,4.8,24,2233,140,107.2,-18,6,NA,NA,NA,TRUE,-16.4,13.2,-15.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",4,"2023-09-04T22:18:23.778Z","2023-09-04T22:18:27.965Z",TRUE,"pitch","8b92cc85-472f-46d0-8281-6f62ed813bdd",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.47,1.67,NA,123.76,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Ryan Noda grounds out, first baseman Spencer Horwitz to pitcher Genesis Cabrera.",0,3,3,61,"bottom",8,"2023-09-04T22:17:44.607Z","2023-09-04T22:18:55.740Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676116,"Ryan Noda","/api/v1/people/676116","L","Left",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Toronto Blue Jays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89,81.5,8,0.9,0.4238,5.8621,27.9854,-26.8163,0.7905,3.1714,-0.1774,1.8809,-5.6323,-129.4326,-4.6005,1.9277,50.0039,5.7443,1.3364,0,7.2,24,1987,152,NA,NA,NA,NA,NA,NA,FALSE,-29.8,4.9,-0.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",3,"2023-09-04T22:18:05.029Z","2023-09-04T22:18:09.484Z",TRUE,"pitch","ce59130b-5071-4283-88ee-8fe3f36a6ef1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4706,1.6706,NA,138.26,218.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Ryan Noda grounds out, first baseman Spencer Horwitz to pitcher Genesis Cabrera.",0,3,3,61,"bottom",8,"2023-09-04T22:17:44.607Z","2023-09-04T22:18:55.740Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676116,"Ryan Noda","/api/v1/people/676116","L","Left",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.6,87.7,13,0.91,0.3949,6.03,30.3948,-17.4992,9.3509,7.5283,-0.5576,0.761,-8.6131,-138.6046,-10.3538,1.3722,50.0034,5.7083,18.2311,39.6,4.8,24,2237,138,NA,NA,NA,NA,NA,NA,FALSE,-18.5,11.6,-15.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",2,"2023-09-04T22:17:46.320Z","2023-09-04T22:17:51.265Z",TRUE,"pitch","a604eb61-d452-4e5c-aa6b-26217f328ddb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4706,1.6706,NA,78.14,219.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Ryan Noda grounds out, first baseman Spencer Horwitz to pitcher Genesis Cabrera.",0,3,3,61,"bottom",8,"2023-09-04T22:17:44.607Z","2023-09-04T22:18:55.740Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676116,"Ryan Noda","/api/v1/people/676116","L","Left",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Toronto Blue Jays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,87.1,14,0.9,0.3979,6.0017,29.2397,-18.5289,9.4994,7.1056,1.0195,0.7221,-5.387,-137.4357,-10.0731,1.7663,50.0054,5.6822,18.253,39.6,6,24,2236,135,NA,NA,NA,NA,NA,NA,FALSE,-19.6,11,-16.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",0,"2023-09-04T22:15:11.809Z","2023-09-04T22:15:25.765Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Ryan Noda grounds out, first baseman Spencer Horwitz to pitcher Genesis Cabrera.",0,3,3,61,"bottom",8,"2023-09-04T22:17:44.607Z","2023-09-04T22:18:55.740Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676116,"Ryan Noda","/api/v1/people/676116","L","Left",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",1,"2023-09-04T22:15:25.765Z","2023-09-04T22:17:46.320Z",FALSE,"action",NA,NA,"Pitching Change: Genesis Cabrera replaces Jay Jackson.","Pitching Substitution",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,650893,"/api/v1/people/650893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"61","atBat","Groundout","field_out","Ryan Noda grounds out, first baseman Spencer Horwitz to pitcher Genesis Cabrera.",0,3,3,61,"bottom",8,"2023-09-04T22:17:44.607Z","2023-09-04T22:18:55.740Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676116,"Ryan Noda","/api/v1/people/676116","L","Left",650893,"Génesis Cabrera","/api/v1/people/650893","L","Left","vs_LHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",1,"2023-09-04T22:14:19.629Z","2023-09-04T22:14:27.128Z",TRUE,"pitch","371e8c84-2ceb-4120-9b34-e6ed943f7c5d",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.35,1.54,NA,104.35,187.4,"ground_ball","medium","5",112.58,159.9,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Zack Gelof grounds out, third baseman Cavan Biggio to first baseman Spencer Horwitz. Nick Allen to 3rd.",0,3,3,60,"bottom",8,"2023-09-04T22:13:46.791Z","2023-09-04T22:14:27.128Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,680869,"Zack Gelof","/api/v1/people/680869","R","Right",543351,"Jay Jackson","/api/v1/people/543351","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,77.8,9,0.9,0.4468,6.2936,22.9145,-29.2446,2.5064,1.9243,0.332,1.9031,5.5257,-122.336,-2.8995,-2.2769,50.0045,5.5966,3.8193,9.6,8.4,24,2154,72,90.6,-7,17,NA,NA,NA,TRUE,-35.5,3.1,-5.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,669397,"Nick Allen","/api/v1/people/669397",NA,NA,NA,NA
716726,"2023-09-04",0,"2023-09-04T22:13:58.425Z","2023-09-04T22:14:02.747Z",TRUE,"pitch","3066046d-000f-4747-ab8b-cbb1877328bf",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.35,1.54,NA,106.47,174.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Groundout","field_out","Zack Gelof grounds out, third baseman Cavan Biggio to first baseman Spencer Horwitz. Nick Allen to 3rd.",0,3,3,60,"bottom",8,"2023-09-04T22:13:46.791Z","2023-09-04T22:14:27.128Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,680869,"Zack Gelof","/api/v1/people/680869","R","Right",543351,"Jay Jackson","/api/v1/people/543351","R","Right","vs_RHP","vs_RHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.6,76.8,6,0.9,0.4503,6.292,24.3966,-27.4761,1.7993,3.1409,0.2763,2.3786,5.329,-121.7301,-2.1401,-2.1771,50.0056,5.6532,2.6943,7.2,7.2,24,2135,97,NA,NA,NA,NA,NA,NA,FALSE,-33.7,5.4,-4.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",0,"2023-09-04T22:13:18.777Z","2023-09-04T22:13:27.044Z",TRUE,"pitch","2e05f70b-bb84-431e-9f82-3e119f403566",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.12,1.48,NA,130.56,197.71,"bunt_grounder","soft","3",132.92,191.8,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Sac Bunt","sac_bunt","Tony Kemp out on a sacrifice bunt, first baseman Spencer Horwitz to second baseman Whit Merrifield. Nick Allen to 2nd.",0,3,3,59,"bottom",8,"2023-09-04T22:12:51.016Z","2023-09-04T22:13:27.044Z",TRUE,FALSE,FALSE,TRUE,4,0,0,1,643393,"Tony Kemp","/api/v1/people/643393","L","Left",543351,"Jay Jackson","/api/v1/people/543351","R","Right","vs_RHP","vs_LHB","RISP",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Toronto Blue Jays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.2,83.1,7,0.9,0.4143,6.5608,30.0278,-17.1406,-5.6771,8.5057,-0.3558,1.521,6.6088,-132.547,-6.9339,-2.1515,50.0049,5.4363,-10.0379,25.2,4.8,24,2220,221,45,-55,1,NA,NA,NA,TRUE,-19.2,13.9,8.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,669397,"Nick Allen","/api/v1/people/669397",NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",1,"2023-09-04T22:12:39.184Z","2023-09-04T22:12:50.222Z",TRUE,"pitch","a6cb1ddf-cba7-4e95-a240-0a2e2239b437",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,2.96,1.38,NA,104.92,172.14,"ground_ball","medium","8",119.92,98.31,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Single","single","Nick Allen singles on a ground ball to center fielder Kevin Kiermaier.",0,3,3,58,"bottom",8,"2023-09-04T22:12:36.830Z","2023-09-04T22:12:50.222Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,669397,"Nick Allen","/api/v1/people/669397","R","Right",543351,"Jay Jackson","/api/v1/people/543351","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Toronto Blue Jays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.1,6,0.91,0.4052,6.5076,28.8037,-16.1575,-6.5733,8.6518,0.3168,2.4681,8.3363,-135.0453,-5.1368,-1.9529,50.0006,5.5275,-12.1664,31.2,4.8,24,2218,219,99.6,-4,28,NA,NA,NA,FALSE,-16.9,14.8,10.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,669397,"Nick Allen","/api/v1/people/669397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",0,"2023-09-04T22:10:47.190Z","2023-09-04T22:12:39.184Z",FALSE,"action",NA,NA,"Pitching Change: Jay Jackson replaces Yimi Garcia.","Pitching Substitution",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,543351,"/api/v1/people/543351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"58","atBat","Single","single","Nick Allen singles on a ground ball to center fielder Kevin Kiermaier.",0,3,3,58,"bottom",8,"2023-09-04T22:12:36.830Z","2023-09-04T22:12:50.222Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,669397,"Nick Allen","/api/v1/people/669397","R","Right",543351,"Jay Jackson","/api/v1/people/543351","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Toronto Blue Jays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716726,"2023-09-04",5,"2023-09-04T22:09:38.273Z","2023-09-04T22:09:42.626Z",TRUE,"pitch","21dd95fd-849e-4757-92bc-3d55c7c634f6",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.3,1.53,NA,121.27,159.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Whit Merrifield strikes out swinging.",0,3,3,57,"top",8,"2023-09-04T22:07:39.343Z","2023-09-04T22:09:42.626Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,593160,"Whit Merrifield","/api/v1/people/593160","R","Right",668674,"Lucas Erceg","/api/v1/people/668674","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays","Oakland Athletics",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.3,91.1,2,0.9,0.3786,6.5695,32.2669,-19.0719,-9.6032,6.1777,-0.112,2.9342,7.5695,-144.4213,-5.5199,-1.5135,50.0056,6.0357,-20.3774,43.2,4.8,24,1750,224,NA,NA,NA,NA,NA,NA,TRUE,-17.4,10.3,16,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
