"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718499,"2023-04-20",0,"2023-04-21T03:37:55.286Z","2023-04-21T03:38:04.265Z",TRUE,"pitch","837df6eb-82d3-4526-a42c-7257c277d594",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.18,1.54,NA,146.3,169.04,"fly_ball","medium","8",103.54,64.68,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Flyout","field_out","Nico Hoerner flies out to center fielder Trayce Thompson.",0,6,2,75,"bottom",9,"2023-04-21T03:37:52.258Z","2023-04-21T03:38:04.265Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Los Angeles Dodgers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.2,92,4,0.9,0.3753,6.0472,33.1214,-21.7463,-11.1909,4.8284,-0.7687,2.583,5.4945,-145.7593,-6.1166,-1.2206,50.003,6.0148,-24.1651,44.4,6,24,2034,216,89.2,35,339,NA,NA,NA,TRUE,-19.4,7.8,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718499,"2023-04-20",3,"2023-04-21T03:37:31.295Z","2023-04-21T03:37:35.630Z",TRUE,"pitch","8a38aa2e-a46c-4a24-9749-67cf0f9a9a9a",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,1,NA,NA,3.1395,1.4396,NA,144.46,175.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Tucker Barnhart called out on strikes.",0,6,2,74,"bottom",9,"2023-04-21T03:36:53.854Z","2023-04-21T03:37:35.630Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571466,"Tucker Barnhart","/api/v1/people/571466","L","Left",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.1,78.9,4,0.9,0.4378,5.8856,27.1308,-36.553,2.723,-2.7632,-0.7204,2.3461,0.8091,-125.4533,-2.0223,-1.4015,50.0053,6.1631,4.309,7.2,9.6,24,2800,59,NA,NA,NA,NA,NA,NA,TRUE,-42.2,-5.3,-5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718499,"2023-04-20",1,"2023-04-21T03:37:11.424Z","2023-04-21T03:37:15.767Z",TRUE,"pitch","8fe911f2-d1ff-4638-931b-a0d798fab48d",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.1,1.44,NA,129.03,158.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Tucker Barnhart called out on strikes.",0,6,2,74,"bottom",9,"2023-04-21T03:36:53.854Z","2023-04-21T03:37:35.630Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571466,"Tucker Barnhart","/api/v1/people/571466","L","Left",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.8,90.4,1,0.95,0.3809,6.1274,32.9016,-13.7736,-4.8177,8.7803,-0.3157,2.9871,4.6631,-143.7414,-6.1177,-1.332,50.0028,5.9962,-10.0952,31.2,3.6,24,2197,210,NA,NA,NA,NA,NA,NA,FALSE,-13.1,14.9,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718499,"2023-04-20",0,"2023-04-21T03:36:53.854Z","2023-04-21T03:36:57.388Z",TRUE,"pitch","161b3cee-9c48-46eb-aeb8-4f3d352fcffd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2063,1.4396,NA,86.16,173.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Tucker Barnhart called out on strikes.",0,6,2,74,"bottom",9,"2023-04-21T03:36:53.854Z","2023-04-21T03:37:35.630Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571466,"Tucker Barnhart","/api/v1/people/571466","L","Left",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",97.3,89.5,6,0.89,0.3865,6.0094,31.0175,-19.7442,-1.1113,6.1031,0.809,2.4199,6.4108,-141.5019,-6.3767,-1.3375,50.0034,5.9594,-2.2647,2.4,4.8,24,2267,236,NA,NA,NA,NA,NA,NA,FALSE,-18.8,10,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718499,"2023-04-20",2,"2023-04-21T03:37:22.592Z","2023-04-21T03:37:31.295Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,571466,"/api/v1/people/571466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"74","atBat","Strikeout","strikeout","Tucker Barnhart called out on strikes.",0,6,2,74,"bottom",9,"2023-04-21T03:36:53.854Z","2023-04-21T03:37:35.630Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,571466,"Tucker Barnhart","/api/v1/people/571466","L","Left",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718499,"2023-04-20",4,"2023-04-21T03:36:26.357Z","2023-04-21T03:36:31.326Z",TRUE,"pitch","69964b18-411c-4b26-98bd-e1cabda726ba",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,0,NA,NA,3.72,1.72,NA,66.91,219.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Trey Mancini strikes out swinging.",0,6,2,73,"bottom",9,"2023-04-21T03:35:56.424Z","2023-04-21T03:36:31.326Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641820,"Trey Mancini","/api/v1/people/641820","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Los Angeles Dodgers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,81.3,14,0.9,0.4278,5.9492,27.3638,-32.3248,1.2738,-0.0881,1.314,0.7119,6.2332,-128.1947,-6.7568,-1.3181,50.005,5.9164,2.1125,6,8.4,24,2747,64,NA,NA,NA,NA,NA,NA,TRUE,-36.8,-1.6,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718499,"2023-04-20",3,"2023-04-21T03:36:10.919Z","2023-04-21T03:36:14.160Z",TRUE,"pitch","60a4308b-d130-4880-a9db-e9e5ffde00be",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.72,1.72,NA,160.1,149.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Trey Mancini strikes out swinging.",0,6,2,73,"bottom",9,"2023-04-21T03:35:56.424Z","2023-04-21T03:36:31.326Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641820,"Trey Mancini","/api/v1/people/641820","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Los Angeles Dodgers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.3,90.2,11,0.91,0.3803,6.0023,36.1981,-23.2093,-10.4013,4.2732,-1.1307,3.3242,4.3824,-144.462,-3.9686,-1.3232,50.0008,6.1569,-21.8024,40.8,6,24,1999,216,NA,NA,NA,NA,NA,NA,FALSE,-20.9,7.1,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718499,"2023-04-20",2,"2023-04-21T03:35:58.808Z","2023-04-21T03:36:02.798Z",TRUE,"pitch","d5762f97-1eba-490a-a57f-b8c9382314f3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.7635,1.7196,NA,122.24,153.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Trey Mancini strikes out swinging.",0,6,2,73,"bottom",9,"2023-04-21T03:35:56.424Z","2023-04-21T03:36:31.326Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641820,"Trey Mancini","/api/v1/people/641820","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Los Angeles Dodgers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.5,90.4,2,0.89,0.3797,6.0015,35.7447,-22.6244,-12.1938,4.5382,-0.1374,3.1439,7.7752,-144.6181,-4.1514,-1.2855,50.0052,5.9973,-25.6663,45.6,6,24,1965,216,NA,NA,NA,NA,NA,NA,FALSE,-20.3,7.4,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718499,"2023-04-20",0,"2023-04-21T03:35:34.693Z","2023-04-21T03:35:34.739Z",FALSE,"action",NA,NA,"Defensive Substitution: Austin Wynns replaces Jason Heyward, batting 9th, playing catcher.","Defensive Sub",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,642851,"/api/v1/people/642851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_substitution",NA,"2","Catcher","Catcher","C","902","73","atBat","Strikeout","strikeout","Trey Mancini strikes out swinging.",0,6,2,73,"bottom",9,"2023-04-21T03:35:56.424Z","2023-04-21T03:36:31.326Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641820,"Trey Mancini","/api/v1/people/641820","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,518792,"/api/v1/people/518792",NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718499,"2023-04-20",1,"2023-04-21T03:35:34.739Z","2023-04-21T03:35:58.808Z",FALSE,"action",NA,NA,"Pitching Change: Brusdar Graterol replaces Caleb Ferguson.","Pitching Substitution",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,660813,"/api/v1/people/660813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"73","atBat","Strikeout","strikeout","Trey Mancini strikes out swinging.",0,6,2,73,"bottom",9,"2023-04-21T03:35:56.424Z","2023-04-21T03:36:31.326Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,641820,"Trey Mancini","/api/v1/people/641820","R","Right",660813,"Brusdar Graterol","/api/v1/people/660813","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
