"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717692,"2023-06-19",5,"2023-06-20T01:00:23.354Z","2023-06-20T01:00:31.671Z",TRUE,"pitch","e23ccd73-f0e6-4b26-9a21-70a7c6281abc",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.26,1.481,NA,119.05,183.07,"ground_ball","medium","3",148.34,182.98,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Samad Taylor grounds out to first baseman Spencer Torkelson.",0,4,6,68,"top",9,"2023-06-20T00:58:50.705Z","2023-06-20T01:00:31.671Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669392,"Samad Taylor","/api/v1/people/669392","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,87.8,5,2,0.394,6.295,29.5612,-25.2628,-8.5566,3.5286,-0.0539,2.0633,9.1281,-138.762,-4.8918,-2.2664,50.006,5.5213,-16.7753,30,6,24,2099,225,80.1,-65,1,NA,NA,NA,TRUE,-24.4,5.5,13.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717692,"2023-06-19",4,"2023-06-20T01:00:09.097Z","2023-06-20T01:00:14.393Z",TRUE,"pitch","a649887f-0d4a-4c21-bcda-b9f6c321d6f4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.1182,1.3671,NA,131.84,208.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Samad Taylor grounds out to first baseman Spencer Torkelson.",0,4,6,68,"top",9,"2023-06-20T00:58:50.705Z","2023-06-20T01:00:31.671Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669392,"Samad Taylor","/api/v1/people/669392","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.3,81.4,13,2,0.429,6.4206,23.279,-35.1467,-0.5259,-1.7954,-0.3893,1.1152,4.6687,-127.1179,-4.4762,-2.1725,50.0038,5.6548,-0.8712,0,8.4,24,2133,33,NA,NA,NA,NA,NA,NA,FALSE,-39.5,-4,0,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717692,"2023-06-19",2,"2023-06-20T00:59:39.433Z","2023-06-20T00:59:43.734Z",TRUE,"pitch","f45ef55f-0575-47d9-831c-d045a7006f53",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.26,1.481,NA,108.76,187.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Samad Taylor grounds out to first baseman Spencer Torkelson.",0,4,6,68,"top",9,"2023-06-20T00:58:50.705Z","2023-06-20T01:00:31.671Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669392,"Samad Taylor","/api/v1/people/669392","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.9,80.4,8,2,0.4324,6.4105,24.8983,-36.2705,-1.5627,-2.5183,0.2161,1.8899,6.4389,-126.4919,-2.4576,-2.1553,50.0044,5.7718,-2.5436,2.4,9.6,24,2149,21,NA,NA,NA,NA,NA,NA,FALSE,-40.9,-4.9,1.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717692,"2023-06-19",1,"2023-06-20T00:59:24.590Z","2023-06-20T00:59:28.825Z",TRUE,"pitch","c7e3ef9e-cabd-47fb-84ed-7bb7a26b236a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3576,1.4989,NA,127.05,189.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Samad Taylor grounds out to first baseman Spencer Torkelson.",0,4,6,68,"top",9,"2023-06-20T00:58:50.705Z","2023-06-20T01:00:31.671Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669392,"Samad Taylor","/api/v1/people/669392","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.7,79.9,8,2,0.434,6.4025,25.6384,-34.7198,-1.158,-1.5807,-0.2638,1.8255,5.3221,-126.1829,-2.8075,-2.2496,50.0005,5.7493,-1.8675,1.2,8.4,24,2066,29,NA,NA,NA,NA,NA,NA,FALSE,-39.6,-3.2,0.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717692,"2023-06-19",0,"2023-06-20T00:59:10.711Z","2023-06-20T00:59:14.906Z",TRUE,"pitch","82b43f4c-ee37-4024-aa95-2b6859283500",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3043,1.4989,NA,139.33,224.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Samad Taylor grounds out to first baseman Spencer Torkelson.",0,4,6,68,"top",9,"2023-06-20T00:58:50.705Z","2023-06-20T01:00:31.671Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669392,"Samad Taylor","/api/v1/people/669392","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88.8,13,2,0.3912,6.4588,28.3231,-18.4207,-8.227,6.9078,-0.5858,0.5274,7.4131,-139.467,-9.9186,-2.1961,50.0014,5.319,-16.3738,36,4.8,24,2159,225,NA,NA,NA,NA,NA,NA,FALSE,-18.7,10.8,13.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717692,"2023-06-19",3,"2023-06-20T00:59:53.378Z","2023-06-20T01:00:09.097Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,669392,"/api/v1/people/669392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Samad Taylor grounds out to first baseman Spencer Torkelson.",0,4,6,68,"top",9,"2023-06-20T00:58:50.705Z","2023-06-20T01:00:31.671Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,669392,"Samad Taylor","/api/v1/people/669392","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717692,"2023-06-19",1,"2023-06-20T00:58:36.449Z","2023-06-20T00:58:46.409Z",TRUE,"pitch","89cc5ea7-ab58-4d2a-a881-c340f92965c5",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,1,NA,NA,3,1.38,NA,119.82,195.77,"ground_ball","medium","4",141.23,157.02,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Nicky Lopez grounds out, second baseman Andy Ibanez to first baseman Spencer Torkelson.",0,4,6,67,"top",9,"2023-06-20T00:57:56.876Z","2023-06-20T00:58:46.409Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88.8,8,2,0.391,6.4241,28.0816,-22.6413,-8.3794,4.7872,-0.0741,1.5929,8.7807,-139.4804,-6.5179,-2.1575,50.0061,5.4284,-16.6988,32.4,6,24,2167,228,107.8,-23,5,NA,NA,NA,TRUE,-22,7.6,13.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717692,"2023-06-19",0,"2023-06-20T00:58:21.757Z","2023-06-20T00:58:26.348Z",TRUE,"pitch","2a8161cc-e792-48ae-adb9-3378a78536f1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,2.9988,1.3671,NA,101.36,226.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Groundout","field_out","Nicky Lopez grounds out, second baseman Andy Ibanez to first baseman Spencer Torkelson.",0,4,6,67,"top",9,"2023-06-20T00:57:56.876Z","2023-06-20T00:58:46.409Z",TRUE,FALSE,FALSE,TRUE,0,1,0,2,670032,"Nicky Lopez","/api/v1/people/670032","L","Left",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_LHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,88.7,14,0.91,0.3915,6.2713,29.7714,-24.1713,-10.0859,4.0295,0.4103,0.4525,10.6085,-139.6092,-9.0712,-2.1181,50.0031,5.3198,-20.0233,34.8,6,24,2171,223,NA,NA,NA,NA,NA,NA,FALSE,-24,5.6,16.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717692,"2023-06-19",8,"2023-06-20T00:57:46.976Z","2023-06-20T00:57:53.287Z",TRUE,"pitch","f1a590c0-0112-4ed5-9a08-4a88c32b482e",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.47,1.7,NA,145.17,171.6,"line_drive","medium","8",155.89,84.31,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Maikel Garcia lines out to center fielder Jake Marisnick.",0,4,6,66,"top",9,"2023-06-20T00:56:49.484Z","2023-06-20T00:57:53.287Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87.7,81.5,4,2,0.4267,6.4537,23.5384,-33.7395,-1.3128,-0.9318,-0.739,2.4883,4.268,-127.8063,-1.6092,-2.2519,50.0061,5.7482,-2.1974,2.4,8.4,24,2233,37,94,20,297,NA,NA,NA,TRUE,-37,-1.8,1.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717692,"2023-06-19",7,"2023-06-20T00:57:33.980Z","2023-06-20T00:57:38.118Z",TRUE,"pitch","ff53a989-2a99-4822-8482-13aa2971b53b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.5174,1.6572,NA,95.26,215.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Lineout","field_out","Maikel Garcia lines out to center fielder Jake Marisnick.",0,4,6,66,"top",9,"2023-06-20T00:56:49.484Z","2023-06-20T00:57:53.287Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",656638,"Alex Lange","/api/v1/people/656638","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",87,80.8,14,2,0.432,6.4807,24.3041,-33.6822,-1.4193,-0.9235,0.5704,0.8804,6.9224,-126.502,-5.268,-2.0098,50.0033,5.6706,-2.3149,2.4,8.4,24,2259,29,NA,NA,NA,NA,NA,NA,FALSE,-38.6,-2.6,1.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
