"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
716541,"2023-09-17",2,"2023-09-17T20:42:06.146Z","2023-09-17T20:42:14.486Z",TRUE,"pitch","55b02a6d-059c-4b12-91c2-7fc448e3bb04",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.28,1.6,NA,132.44,173.11,"fly_ball","medium","8",117.99,50.73,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Johan Rojas flies out to center fielder Lars Nootbaar.",0,5,6,76,"top",9,"2023-09-17T20:41:10.925Z","2023-09-17T20:42:14.486Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,679032,"Johan Rojas","/api/v1/people/679032","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","St. Louis Cardinals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.3,91.7,4,0.9,0.3773,6.7145,30.1468,-10.9106,-0.542,9.938,-0.405,2.4323,-0.18,-144.5349,-7.8382,-0.2717,50.0021,5.8305,-1.1594,6,2.4,24,2651,197,96.8,24,369,NA,NA,NA,TRUE,-10.7,16.8,1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716541,"2023-09-17",1,"2023-09-17T20:41:43.630Z","2023-09-17T20:41:48.328Z",TRUE,"pitch","826587c3-c63b-49a3-af25-c17a617dbcd1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.1946,1.452,NA,78.49,210.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Johan Rojas flies out to center fielder Lars Nootbaar.",0,5,6,76,"top",9,"2023-09-17T20:41:10.925Z","2023-09-17T20:42:14.486Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,679032,"Johan Rojas","/api/v1/people/679032","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,77.4,14,0.89,0.4513,6.7333,21.5061,-31.5488,2.8178,0.4184,1.0104,1.0409,2.1192,-120.9208,-4.9562,-0.2406,50.0034,5.8556,4.2116,8.4,8.4,24,2331,129,NA,NA,NA,NA,NA,NA,FALSE,-39.4,-0.1,-5.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716541,"2023-09-17",0,"2023-09-17T20:41:19.269Z","2023-09-17T20:41:22.864Z",TRUE,"pitch","69ba634e-6eb2-48cc-940b-2a5f95107af5",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.28,1.6,NA,101.62,215.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Flyout","field_out","Johan Rojas flies out to center fielder Lars Nootbaar.",0,5,6,76,"top",9,"2023-09-17T20:41:10.925Z","2023-09-17T20:42:14.486Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,679032,"Johan Rojas","/api/v1/people/679032","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Empty",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,80.3,14,0.9,0.435,6.6794,22.2304,-29.8537,2.696,1.4453,0.4035,0.8621,0.8997,-125.286,-6.3325,-0.3095,50.0056,5.8226,4.3424,8.4,8.4,24,2377,143,NA,NA,NA,NA,NA,NA,FALSE,-34.9,1.6,-5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716541,"2023-09-17",2,"2023-09-17T20:40:50.516Z","2023-09-17T20:40:56.117Z",TRUE,"pitch","d6f437a1-8934-4b58-a16a-f2eccdf67833",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.6,1.7,NA,126.21,158.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","J.T. Realmuto strikes out swinging.",0,5,6,75,"top",9,"2023-09-17T20:39:59.993Z","2023-09-17T20:40:56.117Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,592663,"J.T. Realmuto","/api/v1/people/592663","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","St. Louis Cardinals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.9,81.6,5,0.9,0.423,6.562,27.1436,-32.254,2.8996,-0.0467,-0.2416,2.963,-0.548,-129.4924,-1.679,-0.4038,50.0024,6.0882,4.9221,8.4,8.4,24,2530,107,NA,NA,NA,NA,NA,NA,TRUE,-34.8,-0.2,-5.2,NA,NA,NA,NA,NA,TRUE,TRUE,681082,"Bryson Stott","/api/v1/people/681082",664761,"Alec Bohm","/api/v1/people/664761",NA,NA,NA,NA,NA,NA,NA
716541,"2023-09-17",1,"2023-09-17T20:40:29.426Z","2023-09-17T20:40:33.498Z",TRUE,"pitch","88dc48f4-1a00-4983-b009-6e639cd8514f",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.3652,1.5254,NA,96.28,172.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","J.T. Realmuto strikes out swinging.",0,5,6,75,"top",9,"2023-09-17T20:39:59.993Z","2023-09-17T20:40:56.117Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,592663,"J.T. Realmuto","/api/v1/people/592663","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,81.2,6,0.91,0.4272,6.6923,24.8674,-32.9569,2.9465,-0.4716,0.5436,2.4663,1.2782,-127.9043,-2.3979,-0.3445,50.0018,5.9848,4.911,8.4,8.4,24,2426,130,NA,NA,NA,NA,NA,NA,FALSE,-36.4,-1.2,-5.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716541,"2023-09-17",0,"2023-09-17T20:40:11.604Z","2023-09-17T20:40:15.142Z",TRUE,"pitch","991144a5-154f-4dba-a06e-7488c0b1e31b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4139,1.452,NA,101.84,177.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","J.T. Realmuto strikes out swinging.",0,5,6,75,"top",9,"2023-09-17T20:39:59.993Z","2023-09-17T20:40:56.117Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,592663,"J.T. Realmuto","/api/v1/people/592663","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,81.4,6,0.9,0.4275,6.5061,23.0234,-29.8951,2.0926,1.3684,0.3976,2.2739,1.5451,-127.4852,-3.2549,-0.4855,50.0035,5.8947,3.4892,7.2,7.2,24,2347,152,NA,NA,NA,NA,NA,NA,FALSE,-33.2,2,-4.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716541,"2023-09-17",0,"2023-09-17T20:39:33.244Z","2023-09-17T20:39:41.839Z",TRUE,"pitch","3f2f150a-10c2-48bd-8077-1fee29cbdb88",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.25,1.53,NA,136.77,154.8,"line_drive","hard","8",116.8,89.64,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Single","single","Bryson Stott singles on a sharp line drive to center fielder Lars Nootbaar. Alec Bohm to 2nd.",0,5,6,74,"top",9,"2023-09-17T20:39:18.562Z","2023-09-17T20:39:41.839Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,681082,"Bryson Stott","/api/v1/people/681082","L","Left",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_LHB","RISP",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","St. Louis Cardinals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.2,91.3,1,0.91,0.376,6.5026,35.3346,-8.7467,-3.9563,10.9104,-0.5188,3.1105,1.4431,-145.8419,-6.0352,-0.507,50.0008,5.7384,-8.4939,38.4,2.4,24,2740,202,101.6,11,193,NA,NA,NA,FALSE,-8.6,18.7,6.8,NA,NA,NA,NA,NA,FALSE,TRUE,681082,"Bryson Stott","/api/v1/people/681082",664761,"Alec Bohm","/api/v1/people/664761",NA,NA,NA,NA,NA,NA,NA
716541,"2023-09-17",6,"2023-09-17T20:39:00.931Z","2023-09-17T20:39:07.517Z",TRUE,"pitch","676ea339-d753-4743-9cb4-09ef97481440",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,1,NA,NA,3.4383,1.5254,NA,120.84,108.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Alec Bohm walks.",0,5,6,73,"top",9,"2023-09-17T20:36:46.737Z","2023-09-17T20:39:07.517Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Men_On",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","St. Louis Cardinals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.2,92.3,11,0.91,0.3716,6.4695,35.3047,-8.3835,-2.7878,10.8127,-0.1008,4.811,1.3864,-147.4553,-2.2416,-0.215,50.0059,6.0764,-6.1354,33.6,2.4,24,2650,195,NA,NA,NA,NA,NA,NA,FALSE,-7.3,19.3,4.8,NA,NA,NA,NA,NA,FALSE,TRUE,664761,"Alec Bohm","/api/v1/people/664761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716541,"2023-09-17",5,"2023-09-17T20:38:36.097Z","2023-09-17T20:38:39.240Z",TRUE,"pitch","0239c220-50a8-4b2f-b89a-64306ed4a445",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.54,1.6,NA,122.05,184.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Alec Bohm walks.",0,5,6,73,"top",9,"2023-09-17T20:36:46.737Z","2023-09-17T20:39:07.517Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Men_On",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","St. Louis Cardinals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.5,90.7,8,0.9,0.381,6.6829,30.8653,-10.331,-0.9962,10.4212,-0.1324,2.0197,0.6679,-143.3482,-8.7059,-0.2381,50.0065,5.7281,-2.0888,9.6,2.4,24,2558,198,NA,NA,NA,NA,NA,NA,FALSE,-10.6,17.4,1.7,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716541,"2023-09-17",4,"2023-09-17T20:38:18.279Z","2023-09-17T20:38:22.246Z",TRUE,"pitch","8da5b1f1-750e-4bde-9d53-fb6138486e4e",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.3896,1.452,NA,59.05,214.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Alec Bohm walks.",0,5,6,73,"top",9,"2023-09-17T20:36:46.737Z","2023-09-17T20:39:07.517Z",TRUE,FALSE,FALSE,FALSE,0,4,2,1,664761,"Alec Bohm","/api/v1/people/664761","R","Right",664854,"Ryan Helsley","/api/v1/people/664854","R","Right","vs_RHP","vs_RHB","Men_On",NA,"St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","St. Louis Cardinals","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.4,82.1,14,0.9,0.4244,6.7025,24.459,-27.6442,2.8464,2.6827,1.5204,0.9092,3.7875,-128.6281,-6.924,-0.3362,50.0046,5.7536,4.8127,10.8,7.2,24,2321,157,NA,NA,NA,NA,NA,NA,FALSE,-31.1,3.6,-6,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
