"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745750,"2024-05-04",3,"2024-05-04T19:43:21.144Z","2024-05-04T19:43:25.640Z",TRUE,"pitch","57354692-9941-45db-8d8a-236ed92d9726",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.35,1.61,NA,149.12,175.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Zach McKinstry strikes out swinging.",0,3,5,68,"top",9,"2024-05-04T19:42:21.604Z","2024-05-04T19:43:25.640Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.3,88.6,13,0.81,0.3882,5.8996,35.0401,-26.378,-7.3569,2.8774,-0.8426,2.3258,2.5728,-141.5741,-6.5731,-0.8124,50.0005,6.3876,-14.7967,26.4,6,24,2073,220,NA,NA,NA,NA,NA,NA,TRUE,-25.2,4,12.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745750,"2024-05-04",2,"2024-05-04T19:43:05.707Z","2024-05-04T19:43:09.569Z",TRUE,"pitch","7bcc7cb7-3e39-4601-86e8-ab0bfe948585",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.35,1.61,NA,153.28,208.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Zach McKinstry strikes out swinging.",0,3,5,68,"top",9,"2024-05-04T19:42:21.604Z","2024-05-04T19:43:25.640Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,88.8,13,0.86,0.3896,5.9166,34.3642,-30.6407,-8.1374,0.7643,-0.9519,1.1166,2.6076,-140.9919,-8.8784,-0.836,50.0023,6.3069,-16.255,25.2,7.2,24,2116,220,NA,NA,NA,NA,NA,NA,FALSE,-29.6,-0.4,14.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745750,"2024-05-04",1,"2024-05-04T19:42:50.399Z","2024-05-04T19:42:53.832Z",TRUE,"pitch","43455bed-d03d-4eff-acfd-3c95a91a1273",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.4613,1.7149,NA,173.32,183.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Zach McKinstry strikes out swinging.",0,3,5,68,"top",9,"2024-05-04T19:42:21.604Z","2024-05-04T19:43:25.640Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,88.2,13,0.72,0.3901,5.8816,34.9066,-25.0339,-7.2137,3.5886,-1.4775,2.0388,1.1935,-140.9132,-7.3697,-0.9725,50.0054,6.3292,-14.3694,27.6,6,24,2045,224,NA,NA,NA,NA,NA,NA,FALSE,-24.4,5,12.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745750,"2024-05-04",0,"2024-05-04T19:42:35.629Z","2024-05-04T19:42:39.139Z",TRUE,"pitch","9e93b089-4c16-4497-b264-c9f13aca5a5a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3598,1.6511,NA,105.89,154.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Zach McKinstry strikes out swinging.",0,3,5,68,"top",9,"2024-05-04T19:42:21.604Z","2024-05-04T19:43:25.640Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,87,3,0.87,0.3948,5.7767,34.5094,-29.0457,-7.4661,1.6078,0.2914,3.129,5.3189,-139.3161,-4.0245,-0.6833,50.0008,6.5364,-14.5132,24,7.2,24,1988,224,NA,NA,NA,NA,NA,NA,FALSE,-28,2.2,12.2,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745750,"2024-05-04",0,"2024-05-04T19:41:57.079Z","2024-05-04T19:42:04.436Z",TRUE,"pitch","10d84b67-5ab5-4165-9195-2d22e4f542e8",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.43,1.58,NA,129.09,176.68,"ground_ball","medium","6",114.48,147.23,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Grounded Into DP","grounded_into_double_play","Spencer Torkelson grounds into a double play, shortstop Anthony Volpe to second baseman Gleyber Torres to first baseman Anthony Rizzo. Andy Ibáñez out at 2nd. Spencer Torkelson out at 1st.",0,3,5,67,"top",9,"2024-05-04T19:41:47.821Z","2024-05-04T19:42:04.436Z",TRUE,FALSE,FALSE,TRUE,24,0,0,2,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.9,85.7,4,0.91,0.398,6.0216,39.7858,-29.6777,-11.2122,1.3119,-0.3173,2.2999,5.3467,-139.1956,-5.9533,-0.8378,50.0042,6.5078,-21.3575,32.4,8.4,24,2140,215,101.8,-5,23,NA,NA,NA,TRUE,-29.6,1,18.7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745750,"2024-05-04",5,"2024-05-04T19:41:24.655Z","2024-05-04T19:41:34.462Z",TRUE,"pitch","fd23886c-4c84-44ef-9d34-be2293dbb7e1",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,0,NA,NA,3.11,1.47,NA,76.66,170.48,"ground_ball","medium","9",174.48,103.59,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Andy Ibáñez singles on a ground ball to right fielder Juan Soto.",0,3,5,66,"top",9,"2024-05-04T19:39:45.608Z","2024-05-04T19:41:34.462Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.1,88.3,12,2,0.3896,5.8971,34.8197,-24.9067,-6.3172,3.6372,1.0582,2.5295,6.5733,-141.0677,-6.382,-0.4916,50.001,6.4477,-12.615,22.8,6,24,2176,224,99.4,4,96,NA,NA,NA,FALSE,-24,5.3,10,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,628451,"Andy Ibáñez","/api/v1/people/628451",NA,NA,NA,NA,NA,NA
745750,"2024-05-04",4,"2024-05-04T19:41:07.111Z","2024-05-04T19:41:11.233Z",TRUE,"pitch","1f930a5a-c55f-4ad7-a78b-8c8c3a5daa37",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.1064,1.5011,NA,74.31,209.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Andy Ibáñez singles on a ground ball to right fielder Juan Soto.",0,3,5,66,"top",9,"2024-05-04T19:39:45.608Z","2024-05-04T19:41:34.462Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.8,14,0.89,0.4322,5.8236,24.3419,-32.8441,0.9717,-0.4056,1.12,1.0718,3.8414,-126.4293,-6.8797,-0.5418,50.0062,6.4445,1.583,3.6,8.4,24,2602,17,NA,NA,NA,NA,NA,NA,FALSE,-38,-2,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745750,"2024-05-04",3,"2024-05-04T19:40:47.829Z","2024-05-04T19:40:52.135Z",TRUE,"pitch","6f96451e-82c3-4e6d-9369-be04b3da6781",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.11,1.47,NA,99.56,170.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Andy Ibáñez singles on a ground ball to right fielder Juan Soto.",0,3,5,66,"top",9,"2024-05-04T19:39:45.608Z","2024-05-04T19:41:34.462Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,87.2,6,2,0.3971,5.8683,30.1656,-31.3058,-5.3203,0.4531,0.4574,2.5199,4.707,-137.8444,-5.1009,-0.5797,50.005,6.5038,-10.2567,15.6,7.2,24,2024,230,NA,NA,NA,NA,NA,NA,FALSE,-30.5,0,8.6,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745750,"2024-05-04",2,"2024-05-04T19:40:30.122Z","2024-05-04T19:40:34.398Z",TRUE,"pitch","14b82c72-df76-4bba-8744-eda70dc65920",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.2106,1.5157,NA,60.39,224.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Andy Ibáñez singles on a ground ball to right fielder Juan Soto.",0,3,5,66,"top",9,"2024-05-04T19:39:45.608Z","2024-05-04T19:41:34.462Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,80.7,14,0.9,0.4317,5.9476,27.4354,-34.5927,0.9391,-1.4924,1.4852,0.5194,4.8941,-127.1494,-7.8843,-0.5908,50.0001,6.4256,1.527,3.6,9.6,24,2664,33,NA,NA,NA,NA,NA,NA,FALSE,-40.3,-4.3,-2.9,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745750,"2024-05-04",1,"2024-05-04T19:40:15.597Z","2024-05-04T19:40:19.345Z",TRUE,"pitch","e17af6db-bca7-41ad-b203-6adbdf33cae2",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,0,NA,NA,3.1762,1.5977,NA,78.5,193.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Single","single","Andy Ibáñez singles on a ground ball to right fielder Juan Soto.",0,3,5,66,"top",9,"2024-05-04T19:39:45.608Z","2024-05-04T19:41:34.462Z",TRUE,FALSE,FALSE,FALSE,33,2,2,0,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Men_On",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,86.6,14,0.87,0.399,5.8212,32.8635,-30.701,-7.7193,0.7703,1.01,1.6849,6.9762,-137.7079,-7.2466,-0.5632,50.0021,6.4504,-14.7071,21.6,7.2,24,2034,223,NA,NA,NA,NA,NA,NA,FALSE,-30.8,-0.1,12.4,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
