"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y"
717409,"2023-07-15",2,"2023-07-15T04:41:05.840Z","2023-07-15T04:41:12.037Z",TRUE,"pitch","163d81f3-d2f9-4a3d-9436-18f5ce8412c3",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.49,1.6,NA,113.15,181.02,"ground_ball","medium","5",101.61,166.46,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Zack Gelof grounds out, third baseman Donovan Solano to first baseman Alex Kirilloff.",0,3,3,69,"bottom",8,"2023-07-15T04:40:11.397Z","2023-07-15T04:41:12.037Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,680869,"Zack Gelof","/api/v1/people/680869","R","Right",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Minnesota Twins","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.9,84,8,2,0.4125,6.4984,26.0998,-26.8743,-8.6322,2.9634,0.101,2.1393,4.6698,-132.3799,-3.3668,-0.5568,50.0051,5.3774,-15.4477,27.6,7.2,24,1592,233,82,-42,3,NA,NA,NA,TRUE,-28,4.9,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",1,"2023-07-15T04:40:47.143Z","2023-07-15T04:40:51.568Z",TRUE,"pitch","b77dbf4d-1e11-43fe-84f8-a18d5c6de7e2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4912,1.6139,NA,183.98,188.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Zack Gelof grounds out, third baseman Donovan Solano to first baseman Alex Kirilloff.",0,3,3,69,"bottom",8,"2023-07-15T04:40:11.397Z","2023-07-15T04:41:12.037Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,680869,"Zack Gelof","/api/v1/people/680869","R","Right",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Minnesota Twins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,89.1,13,2,0.3885,6.3672,29.9521,-19.5794,-8.6284,6.2475,-1.7572,1.8468,0.2802,-140.6522,-5.9596,-0.7353,50.0064,5.2503,-17.4037,39.6,6,24,2301,214,NA,NA,NA,NA,NA,NA,FALSE,-18.7,10.3,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",0,"2023-07-15T04:40:31.376Z","2023-07-15T04:40:35.302Z",TRUE,"pitch","43eab7be-702f-465f-8695-94315b06c302",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.49,1.6,NA,139.56,170.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Zack Gelof grounds out, third baseman Donovan Solano to first baseman Alex Kirilloff.",0,3,3,69,"bottom",8,"2023-07-15T04:40:11.397Z","2023-07-15T04:41:12.037Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,680869,"Zack Gelof","/api/v1/people/680869","R","Right",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Minnesota Twins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,88.2,4,2,0.3922,6.4036,28.3586,-20.0876,-7.5781,6.1037,-0.5917,2.5274,3.0704,-139.1431,-4.1127,-0.7188,50.0026,5.3389,-15.0044,34.8,4.8,24,2266,208,NA,NA,NA,NA,NA,NA,FALSE,-19.2,10.4,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",4,"2023-07-15T04:39:52.877Z","2023-07-15T04:39:58.718Z",TRUE,"pitch","e5403635-e3c0-44cb-a3f9-b444d3ccf48f",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.411,1.565,NA,98.12,174.66,"ground_ball","medium","6",130.57,145.08,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Tyler Soderstrom grounds out, shortstop Carlos Correa to first baseman Alex Kirilloff.",0,3,3,68,"bottom",8,"2023-07-15T04:38:50.159Z","2023-07-15T04:39:58.718Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86.2,79.4,6,0.91,0.4361,6.2136,25.6833,-36.4559,8.0438,-2.6754,0.4954,2.3748,0.5915,-125.6516,-0.3738,-0.7883,50.0059,5.49,12.8522,19.2,9.6,24,2920,39,83.7,1,46,NA,NA,NA,TRUE,-41.4,-4.7,-14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",3,"2023-07-15T04:39:31.133Z","2023-07-15T04:39:37.020Z",TRUE,"pitch","a1456ff3-c1d9-416e-a674-111c3d3ef288",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.411,1.565,NA,92.19,220.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Tyler Soderstrom grounds out, shortstop Carlos Correa to first baseman Alex Kirilloff.",0,3,3,68,"bottom",8,"2023-07-15T04:38:50.159Z","2023-07-15T04:39:58.718Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",87.1,80.5,14,0.9,0.4321,6.3544,26.213,-37.5535,5.4552,-3.3058,0.6509,0.6902,1.9449,-126.82,-3.901,-0.835,50.004,5.2475,8.8754,13.2,9.6,24,2937,42,NA,NA,NA,NA,NA,NA,FALSE,-42.7,-6.6,-10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",2,"2023-07-15T04:39:07.521Z","2023-07-15T04:39:12.102Z",TRUE,"pitch","ed5c378b-e183-4878-83bd-59947652de30",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.411,1.565,NA,112.97,168.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Tyler Soderstrom grounds out, shortstop Carlos Correa to first baseman Alex Kirilloff.",0,3,3,68,"bottom",8,"2023-07-15T04:38:50.159Z","2023-07-15T04:39:58.718Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.5,78.3,5,0.9,0.4405,6.3058,26.253,-33.595,6.7306,-0.9093,0.1056,2.603,0.3046,-124.6015,-0.2325,-0.8921,50.0018,5.4856,10.5273,18,9.6,24,2771,37,NA,NA,NA,NA,NA,NA,FALSE,-38.9,-1.4,-12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",1,"2023-07-15T04:38:52.458Z","2023-07-15T04:38:57.177Z",TRUE,"pitch","ed149e17-4908-4c86-b515-1aaad4724636",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5145,1.5822,NA,153.63,125.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Groundout","field_out","Tyler Soderstrom grounds out, shortstop Carlos Correa to first baseman Alex Kirilloff.",0,3,3,68,"bottom",8,"2023-07-15T04:38:50.159Z","2023-07-15T04:39:58.718Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.4,77.6,11,0.91,0.4424,6.1382,26.8788,-35.5371,8.7074,-2.1737,-0.961,4.2014,-2.3992,-124.2176,3.7732,-1.1086,50.0004,5.6331,13.4882,20.4,9.6,24,2757,53,NA,NA,NA,NA,NA,NA,FALSE,-40.4,-2.6,-15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",0,"2023-07-15T04:38:20.210Z","2023-07-15T04:38:52.458Z",FALSE,"action",NA,NA,"Pitching Change: Griffin Jax replaces Jovani Moran.","Pitching Substitution",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,643377,"/api/v1/people/643377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"68","atBat","Groundout","field_out","Tyler Soderstrom grounds out, shortstop Carlos Correa to first baseman Alex Kirilloff.",0,3,3,68,"bottom",8,"2023-07-15T04:38:50.159Z","2023-07-15T04:39:58.718Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,691016,"Tyler Soderstrom","/api/v1/people/691016","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",12,"2023-07-15T04:36:13.447Z","2023-07-15T04:36:21.679Z",TRUE,"pitch","28943010-1c50-48ad-86a8-99f05310aa0e",10,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.52,1.73,NA,121.97,169.47,"ground_ball","medium","4",145.81,149.15,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Grounded Into DP","grounded_into_double_play","Carlos Correa grounds into a double play, second baseman Zack Gelof to shortstop Nick Allen to first baseman Ryan Noda. Max Kepler out at 2nd. Carlos Correa out at 1st.",0,3,3,67,"top",8,"2023-07-15T04:31:41.736Z","2023-07-15T04:36:21.679Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,621043,"Carlos Correa","/api/v1/people/621043","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.4,90.8,5,2,0.3791,6.8401,33.6737,-13.529,-7.0951,8.8192,-0.1304,2.5672,7.1005,-144.4812,-5.8058,-1.6981,50.0017,5.4341,-14.999,42,3.6,24,2095,226,102.8,-11,12,NA,NA,NA,TRUE,-12.7,15,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",11,"2023-07-15T04:35:44.560Z","2023-07-15T04:35:48.664Z",TRUE,"pitch","f0b3a4a5-3e79-45ce-9e42-191cd179891f",9,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.52,1.73,NA,158.41,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Grounded Into DP","grounded_into_double_play","Carlos Correa grounds into a double play, second baseman Zack Gelof to shortstop Nick Allen to first baseman Ryan Noda. Max Kepler out at 2nd. Carlos Correa out at 1st.",0,3,3,67,"top",8,"2023-07-15T04:31:41.736Z","2023-07-15T04:36:21.679Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,621043,"Carlos Correa","/api/v1/people/621043","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.6,91.8,13,2,0.3765,6.9805,30.9532,-13.058,-7.4612,8.897,-1.0863,2.1771,4.8129,-144.9748,-6.7499,-1.7906,50.0028,5.3175,-16.0291,45.6,3.6,24,2121,226,NA,NA,NA,NA,NA,NA,FALSE,-12.2,15.1,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",9,"2023-07-15T04:34:56.568Z","2023-07-15T04:35:02.293Z",TRUE,"pitch","8275a46d-e9b9-4591-8604-6197267e1fc1",8,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,1,NA,NA,3.5212,1.7725,NA,66.1,243.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Grounded Into DP","grounded_into_double_play","Carlos Correa grounds into a double play, second baseman Zack Gelof to shortstop Nick Allen to first baseman Ryan Noda. Max Kepler out at 2nd. Carlos Correa out at 1st.",0,3,3,67,"top",8,"2023-07-15T04:31:41.736Z","2023-07-15T04:36:21.679Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,621043,"Carlos Correa","/api/v1/people/621043","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Oakland Athletics",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",94.8,87.4,14,2,0.398,6.8144,28.956,-19.4734,-5.2105,6.6086,1.3353,-0.1834,8.9266,-137.3666,-11.5228,-1.2717,50.001,5.3748,-10.0097,20.4,4.8,24,1466,230,NA,NA,NA,NA,NA,NA,FALSE,-20.8,9.7,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",8,"2023-07-15T04:34:32.756Z","2023-07-15T04:34:37.827Z",TRUE,"pitch","0cbc9d2d-9be3-4c63-be89-9b31ecf2b982",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.5212,1.6773,NA,125.95,203.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Grounded Into DP","grounded_into_double_play","Carlos Correa grounds into a double play, second baseman Zack Gelof to shortstop Nick Allen to first baseman Ryan Noda. Max Kepler out at 2nd. Carlos Correa out at 1st.",0,3,3,67,"top",8,"2023-07-15T04:31:41.736Z","2023-07-15T04:36:21.679Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,621043,"Carlos Correa","/api/v1/people/621043","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Oakland Athletics",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",95,87.4,13,2,0.396,6.663,29.9408,-23.3208,-7.2455,4.5674,-0.2349,1.2961,5.9243,-138.1677,-7.4676,-1.4624,50.004,5.5938,-14.0508,27.6,6,24,1497,232,NA,NA,NA,NA,NA,NA,FALSE,-23.4,7,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",7,"2023-07-15T04:33:57.280Z","2023-07-15T04:34:02.689Z",TRUE,"pitch","219f3569-6e4e-4754-aaba-9b48a7ce638b",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.52,1.73,NA,125.77,172.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Grounded Into DP","grounded_into_double_play","Carlos Correa grounds into a double play, second baseman Zack Gelof to shortstop Nick Allen to first baseman Ryan Noda. Max Kepler out at 2nd. Carlos Correa out at 1st.",0,3,3,67,"top",8,"2023-07-15T04:31:41.736Z","2023-07-15T04:36:21.679Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,621043,"Carlos Correa","/api/v1/people/621043","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Oakland Athletics",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",92.8,85.5,5,2,0.4048,6.8704,27.8894,-28.8769,-7.0843,1.775,-0.23,2.4481,5.9469,-135.0252,-3.0014,-1.5347,50.0026,5.5942,-13.153,21.6,7.2,24,1097,237,NA,NA,NA,NA,NA,NA,FALSE,-28.8,2.8,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",6,"2023-07-15T04:33:29.529Z","2023-07-15T04:33:33.608Z",TRUE,"pitch","9da58fab-ed8c-4ad7-8bab-61ce685483ad",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.52,1.73,NA,110.18,150.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Grounded Into DP","grounded_into_double_play","Carlos Correa grounds into a double play, second baseman Zack Gelof to shortstop Nick Allen to first baseman Ryan Noda. Max Kepler out at 2nd. Carlos Correa out at 1st.",0,3,3,67,"top",8,"2023-07-15T04:31:41.736Z","2023-07-15T04:36:21.679Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,621043,"Carlos Correa","/api/v1/people/621043","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.2,91,2,2,0.3788,6.9071,31.7024,-15.42,-7.1117,7.8997,0.1789,3.2664,7.3345,-144.2796,-3.7324,-1.4649,50.0016,5.5192,-15.0817,39.6,3.6,24,2079,228,NA,NA,NA,NA,NA,NA,FALSE,-13.9,13.8,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
717409,"2023-07-15",5,"2023-07-15T04:32:59.928Z","2023-07-15T04:33:03.622Z",TRUE,"pitch","99a625ec-28c6-4ceb-9136-274e2493c191",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.52,1.73,NA,123.42,155.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Grounded Into DP","grounded_into_double_play","Carlos Correa grounds into a double play, second baseman Zack Gelof to shortstop Nick Allen to first baseman Ryan Noda. Max Kepler out at 2nd. Carlos Correa out at 1st.",0,3,3,67,"top",8,"2023-07-15T04:31:41.736Z","2023-07-15T04:36:21.679Z",TRUE,FALSE,FALSE,TRUE,24,3,2,3,621043,"Carlos Correa","/api/v1/people/621043","R","Right",660261,"Shintaro Fujinami","/api/v1/people/660261","R","Right","vs_RHP","vs_RHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.3,91.7,2,2,0.3751,6.8555,34.1124,-14.6883,-7.6132,8.0958,-0.1685,3.0756,6.7506,-145.9698,-4.3157,-1.5212,50.0027,5.4566,-16.4417,43.2,3.6,24,2025,227,NA,NA,NA,NA,NA,NA,FALSE,-13.2,13.9,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,456781,"Donovan Solano","/api/v1/people/456781",NA,NA,NA,NA,NA,NA,NA,NA,NA
