"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717281,"2023-07-23",4,"2023-07-23T23:11:36.029Z","2023-07-23T23:11:44.192Z",TRUE,"pitch","3853a839-c8b6-404f-9c50-d84279671da1",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.48,1.62,NA,90.26,190.58,"fly_ball","medium","7",38.07,109.77,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Eugenio Suarez flies out to left fielder Whit Merrifield.",0,4,3,73,"bottom",9,"2023-07-23T23:10:14.467Z","2023-07-23T23:11:44.192Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80,9,0.9,0.4329,7.5665,27.3031,-32.7026,1.514,-0.3229,0.7015,1.7851,6.6522,-126.8096,-3.5649,-2.1587,50.0046,5.8337,2.4523,6,8.4,24,2215,55,87.8,34,309,NA,NA,NA,TRUE,-37.4,-1.2,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717281,"2023-07-23",3,"2023-07-23T23:11:14.515Z","2023-07-23T23:11:18.952Z",TRUE,"pitch","8f9bbc71-35ae-42f6-a695-97d7bb02580e",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.48,1.62,NA,67.98,220.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Eugenio Suarez flies out to left fielder Whit Merrifield.",0,4,3,73,"bottom",9,"2023-07-23T23:10:14.467Z","2023-07-23T23:11:44.192Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,81.1,14,0.9,0.4303,7.4937,25.2744,-31.195,1.6865,0.5908,1.2861,0.6728,8.9307,-127.1401,-6.0001,-2.4862,50.0005,5.5292,2.7665,7.2,8.4,24,2244,77,NA,NA,NA,NA,NA,NA,FALSE,-35.8,-0.1,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717281,"2023-07-23",2,"2023-07-23T23:10:56.667Z","2023-07-23T23:11:02.116Z",TRUE,"pitch","993b44db-0855-4d4b-bd51-b5356c190bc5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3187,1.5668,NA,78.46,183.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Eugenio Suarez flies out to left fielder Whit Merrifield.",0,4,3,73,"bottom",9,"2023-07-23T23:10:14.467Z","2023-07-23T23:11:44.192Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.9,14,0.88,0.389,7.7672,30.7768,-9.6637,-4.4819,11.1989,1.011,2.0295,10.7608,-140.6178,-8.637,-2.2766,50.0014,5.7609,-9.0085,30,2.4,24,2463,206,NA,NA,NA,NA,NA,NA,FALSE,-10.6,18.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717281,"2023-07-23",1,"2023-07-23T23:10:38.310Z","2023-07-23T23:10:42.337Z",TRUE,"pitch","d1c01fcd-0ddb-4cca-9e5c-901f3aa7fa87",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3186,1.4968,NA,60.39,173.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Eugenio Suarez flies out to left fielder Whit Merrifield.",0,4,3,73,"bottom",9,"2023-07-23T23:10:14.467Z","2023-07-23T23:11:44.192Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,89.1,12,0.87,0.3876,7.6206,31.5697,-11.0889,-1.7956,10.4216,1.4851,2.419,9.7444,-141.2056,-7.5742,-1.7745,50.0051,5.8464,-3.6352,7.2,2.4,24,2190,194,NA,NA,NA,NA,NA,NA,FALSE,-11.5,17.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717281,"2023-07-23",0,"2023-07-23T23:10:19.600Z","2023-07-23T23:10:25.164Z",TRUE,"pitch","17f4cb19-29f5-459f-a8da-51e837007078",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4121,1.5667,NA,111.51,153.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Flyout","field_out","Eugenio Suarez flies out to left fielder Whit Merrifield.",0,4,3,73,"bottom",9,"2023-07-23T23:10:14.467Z","2023-07-23T23:11:44.192Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,553993,"Eugenio Suárez","/api/v1/people/553993","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,90,2,0.88,0.3836,7.9171,30.6284,-11.2518,-3.687,10.1189,0.1441,3.1564,7.888,-142.4017,-5.8829,-2.1744,50.005,5.9512,-7.626,25.2,2.4,24,2415,196,NA,NA,NA,NA,NA,NA,FALSE,-11,17.4,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717281,"2023-07-23",5,"2023-07-23T23:09:48.782Z","2023-07-23T23:09:55.393Z",TRUE,"pitch","1759ee76-8433-4c35-8f63-d500baba7ecc",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.3,1.48,NA,76.41,218.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,4,3,72,"bottom",9,"2023-07-23T23:07:57.766Z","2023-07-23T23:09:55.393Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.2,82.7,14,0.89,0.4219,7.6268,26.3339,-35.3792,0.4754,-1.8734,1.0649,0.764,8.1619,-129.6623,-6.297,-2.1815,50.0042,5.9136,0.8124,3.6,8.4,24,2151,49,NA,NA,NA,NA,NA,NA,TRUE,-39,-4.6,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,543939,"Kolten Wong","/api/v1/people/543939",664238,"Dylan Moore","/api/v1/people/664238",NA,NA,NA,NA
717281,"2023-07-23",4,"2023-07-23T23:09:27.891Z","2023-07-23T23:09:31.353Z",TRUE,"pitch","140e7a37-3296-4f55-b6c6-ad7ca0897ec4",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.3,1.48,NA,102.66,157.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,4,3,72,"bottom",9,"2023-07-23T23:07:57.766Z","2023-07-23T23:09:55.393Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,89.4,3,0.86,0.3887,7.9792,26.1475,-15.1196,-2.4709,8.4428,0.3761,3.0003,8.2377,-139.94,-5.0373,-2.2612,50.0021,5.7856,-4.9923,12,3.6,24,2374,185,NA,NA,NA,NA,NA,NA,FALSE,-14.5,14.6,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717281,"2023-07-23",3,"2023-07-23T23:09:06.504Z","2023-07-23T23:09:11.724Z",TRUE,"pitch","e3c86fa6-b208-480d-bd6f-a739804ce14c",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.1317,1.3338,NA,82.57,159.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,4,3,72,"bottom",9,"2023-07-23T23:07:57.766Z","2023-07-23T23:09:55.393Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,89.7,12,0.87,0.3869,7.8726,27.6728,-14.4878,-2.2589,8.687,0.9033,2.9288,9.0396,-140.7889,-5.4924,-2.0358,50.0044,5.8199,-4.6005,10.8,3.6,24,2242,204,NA,NA,NA,NA,NA,NA,FALSE,-13.9,15,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717281,"2023-07-23",2,"2023-07-23T23:08:38.196Z","2023-07-23T23:08:43.524Z",TRUE,"pitch","5b3c6e2f-611a-4f4e-820d-3780e5a8c5fa",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.3,1.48,NA,98.3,200.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,4,3,72,"bottom",9,"2023-07-23T23:07:57.766Z","2023-07-23T23:09:55.393Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.7,9,0.9,0.427,7.6125,24.3815,-34.8281,1.7319,-1.59,0.4905,1.4224,7.1222,-127.8756,-3.8941,-2.5467,50.004,5.6741,2.8894,6,8.4,24,2234,69,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-3.5,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717281,"2023-07-23",1,"2023-07-23T23:08:20.443Z","2023-07-23T23:08:25.950Z",TRUE,"pitch","4c6048fc-deb8-4264-a1db-6d8399f846cc",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.2945,1.5427,NA,85.02,190.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,4,3,72,"bottom",9,"2023-07-23T23:07:57.766Z","2023-07-23T23:09:55.393Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",605447,"Jordan Romano","/api/v1/people/605447","R","Right","vs_RHP","vs_RHB","RISP",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Toronto Blue Jays",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Toronto Blue Jays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,82,14,0.9,0.4264,7.4252,23.3701,-37.6224,1.0153,-3.2479,0.8389,1.7759,8.2857,-127.8737,-2.454,-2.5591,50.0039,5.6652,1.702,4.8,9.6,24,2093,69,NA,NA,NA,NA,NA,NA,FALSE,-41.3,-6.2,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
