"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717333,"2023-07-20",1,"2023-07-20T01:06:36.868Z","2023-07-20T01:06:46.723Z",TRUE,"pitch","37ce9ccb-eb74-412b-803b-e74b88d2634a",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.21,1.5,NA,91.13,181.03,"popup","medium","3",151.56,167.4,NA,NA,NA,NA,NA,NA,NA,NA,"29","atBat","Pop Out","field_out","Zack Short pops out to first baseman Matt Duffy.",0,1,0,29,"top",5,"2023-07-20T01:06:18.399Z","2023-07-20T01:06:46.723Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,670097,"Zack Short","/api/v1/people/670097","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",77.4,71.2,6,0.9,0.4862,6.639,20.048,-27.9882,9.1932,3.2535,0.6787,2.1388,-7.5084,-112.56,-0.5893,2.86,50.0016,5.2329,11.8196,20.4,9.6,24,1889,94,79.4,70,107,NA,NA,NA,TRUE,-39.6,6,-14.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",0,"2023-07-20T01:06:21.656Z","2023-07-20T01:06:25.753Z",TRUE,"pitch","a6d54f47-813d-4c26-8ae3-d29cf208fc82",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1305,1.5069,NA,98,186.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29","atBat","Pop Out","field_out","Zack Short pops out to first baseman Matt Duffy.",0,1,0,29,"top",5,"2023-07-20T01:06:18.399Z","2023-07-20T01:06:46.723Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,670097,"Zack Short","/api/v1/people/670097","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",70.6,65.6,9,2,0.5313,6.229,15.8858,-30.0734,-4.0818,1.9509,0.4984,1.9388,-4.5201,-102.8125,1.1176,3.2497,50.0038,5.0176,-4.4017,9.6,10.8,24,2099,270,NA,NA,NA,NA,NA,NA,FALSE,-50.3,4.2,8.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",2,"2023-07-20T01:05:50.076Z","2023-07-20T01:06:00.776Z",TRUE,"pitch","4af5d319-da8d-49b9-81a6-dd13774989a2",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.1,1.46,NA,133.26,169.5,"fly_ball","medium","9",167.8,124.14,NA,NA,NA,NA,NA,NA,NA,NA,"28","atBat","Flyout","field_out","Andy Ibanez flies out to right fielder Drew Waters.",0,1,0,28,"top",5,"2023-07-20T01:05:05.204Z","2023-07-20T01:06:00.776Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",85.7,79.3,4,2,0.4377,6.4381,22.044,-22.3452,7.2886,6.175,-0.4266,2.5658,-9.9718,-124.5435,-2.5743,2.6589,50.0003,5.4363,11.5949,24,6,24,1866,120,85.7,56,217,NA,NA,NA,TRUE,-26,10.9,-11.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",1,"2023-07-20T01:05:30.085Z","2023-07-20T01:05:33.914Z",TRUE,"pitch","890b23c4-377d-4f14-81af-dc9d722dee7f",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.1,1.46,NA,76.13,207.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","atBat","Flyout","field_out","Andy Ibanez flies out to right fielder Drew Waters.",0,1,0,28,"top",5,"2023-07-20T01:05:05.204Z","2023-07-20T01:06:00.776Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",76.1,69.7,14,0.9,0.4962,6.4303,20.5558,-27.5547,9.0158,3.7495,1.0723,1.1693,-6.6178,-110.5799,-2.4588,2.939,50.0051,5.1998,11.1163,19.2,9.6,24,1992,99,NA,NA,NA,NA,NA,NA,FALSE,-41.2,6.4,-14.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",0,"2023-07-20T01:05:13.567Z","2023-07-20T01:05:17.189Z",TRUE,"pitch","c907c83a-a440-4cfa-9bb0-8df44aafeec1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3109,1.6409,NA,137.49,153.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28","atBat","Flyout","field_out","Andy Ibanez flies out to right fielder Drew Waters.",0,1,0,28,"top",5,"2023-07-20T01:05:05.204Z","2023-07-20T01:06:00.776Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,628451,"Andy Ibáñez","/api/v1/people/628451","R","Right",642232,"Ryan Yarbrough","/api/v1/people/642232","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Kansas City Royals","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",80.6,74.6,1,2,0.4653,6.2834,20.0545,-26.4766,-0.27,4.0468,-0.5375,3.1681,-7.9367,-117.2546,0.8351,2.9117,50.0003,5.2586,-0.3779,3.6,7.2,24,1992,160,NA,NA,NA,NA,NA,NA,FALSE,-34,7.8,2.3,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",3,"2023-07-20T01:03:00.043Z","2023-07-20T01:03:04.066Z",TRUE,"pitch","1eb92851-d1fb-4f81-92dd-7018fe44e459",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.36,1.6,NA,132.29,161.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","atBat","Strikeout","strikeout","MJ Melendez strikes out swinging.",0,1,0,27,"bottom",4,"2023-07-20T01:01:56.021Z","2023-07-20T01:03:04.066Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.3,85.5,1,0.85,0.4034,6.3092,29.3632,-20.5316,7.2349,6.2334,-0.4011,2.85,-7.1985,-135.7142,-4.0748,1.3442,50.0018,5.7987,13.5116,28.8,4.8,24,2136,158,NA,NA,NA,NA,NA,NA,TRUE,-20.8,10.6,-11.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",2,"2023-07-20T01:02:44.567Z","2023-07-20T01:02:48.165Z",TRUE,"pitch","cd30a37e-c836-4c85-9e47-486d0c67bdd2",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.36,1.6,NA,123.9,158.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","atBat","Strikeout","strikeout","MJ Melendez strikes out swinging.",0,1,0,27,"bottom",4,"2023-07-20T01:01:56.021Z","2023-07-20T01:03:04.066Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,86.3,2,0.9,0.4003,6.2881,28.1759,-17.5428,3.0579,7.705,-0.1809,2.9854,-5.7396,-136.4952,-4.1801,1.5456,50.0068,5.7339,5.8105,14.4,3.6,24,2251,152,NA,NA,NA,NA,NA,NA,FALSE,-17.6,13.3,-4.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",1,"2023-07-20T01:02:25.924Z","2023-07-20T01:02:30.214Z",TRUE,"pitch","38325c87-5f87-4eb1-b12e-70a67faa4d6d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2806,1.665,NA,175.61,237.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","atBat","Strikeout","strikeout","MJ Melendez strikes out swinging.",0,1,0,27,"bottom",4,"2023-07-20T01:01:56.021Z","2023-07-20T01:03:04.066Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,79.5,13,0.91,0.4358,6.4348,28.5857,-29.7185,-0.3994,1.5383,-1.5375,0.0449,-6.9578,-126.2748,-7.7251,1.3193,50.0029,5.5744,-0.6364,3.6,8.4,24,2170,238,NA,NA,NA,NA,NA,NA,FALSE,-35.6,1,2.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",0,"2023-07-20T01:02:05.735Z","2023-07-20T01:02:11.215Z",TRUE,"pitch","7d63cbfc-1150-4923-93f9-60825b89b53f",1,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,1,2,NA,NA,3.36,1.6,NA,154.99,184.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","atBat","Strikeout","strikeout","MJ Melendez strikes out swinging.",0,1,0,27,"bottom",4,"2023-07-20T01:01:56.021Z","2023-07-20T01:03:04.066Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,669004,"MJ Melendez","/api/v1/people/669004","L","Left",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82,75.4,13,0.9,0.4599,6.2783,23.9044,-35.0319,-1.7542,-1.9889,-0.9966,1.9962,-5.0962,-119.3009,-1.7,1.399,50.0043,5.8886,-2.5172,6,9.6,24,2234,294,NA,NA,NA,NA,NA,NA,FALSE,-44.6,-3.7,4.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",5,"2023-07-20T01:01:37.846Z","2023-07-20T01:01:42.098Z",TRUE,"pitch","0e088ae7-3f71-4bc5-a142-c92244aeefc8",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.4997,1.697,NA,145.23,187.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","atBat","Strikeout","strikeout","Bobby Witt Jr. called out on strikes.",0,1,0,26,"bottom",4,"2023-07-20T01:00:13.907Z","2023-07-20T01:01:42.098Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,86.2,7,0.93,0.4019,6.3989,27.6211,-21.2173,8.437,5.8161,-0.7405,1.8848,-8.5255,-135.8742,-6.3066,1.3301,50.0041,5.6934,15.8986,32.4,6,24,2217,156,NA,NA,NA,NA,NA,NA,TRUE,-21.7,9.5,-13.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",3,"2023-07-20T01:01:10.657Z","2023-07-20T01:01:15.017Z",TRUE,"pitch","8f2f2c6d-eca8-4178-94d1-7839a9b5a824",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.55,1.69,NA,136.4,190.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","atBat","Strikeout","strikeout","Bobby Witt Jr. called out on strikes.",0,1,0,26,"bottom",4,"2023-07-20T01:00:13.907Z","2023-07-20T01:01:42.098Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91,84.4,7,2,0.4117,6.356,25.0988,-20.2114,0.0189,6.6549,-0.5088,1.7992,-5.413,-132.4254,-5.976,1.549,50.0029,5.5378,0.035,2.4,4.8,24,2195,158,NA,NA,NA,NA,NA,NA,FALSE,-21.6,11.2,1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",2,"2023-07-20T01:00:51.149Z","2023-07-20T01:00:54.919Z",TRUE,"pitch","2e832b57-5f9d-4464-b8da-0f6f761ebad6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.4126,1.668,NA,92.52,222.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","atBat","Strikeout","strikeout","Bobby Witt Jr. called out on strikes.",0,1,0,26,"bottom",4,"2023-07-20T01:00:13.907Z","2023-07-20T01:01:42.098Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.8,77.5,14,0.87,0.4487,6.5567,23.1327,-28.2394,8.3372,2.5988,0.6422,0.6059,-4.7218,-121.9068,-6.2329,1.5175,50.0001,5.622,12.593,21.6,8.4,24,1835,129,NA,NA,NA,NA,NA,NA,FALSE,-35.3,3.5,-14,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",1,"2023-07-20T01:00:36.378Z","2023-07-20T01:00:39.599Z",TRUE,"pitch","c7957b57-08e4-4f1a-9524-369aa84c0fb4",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.55,1.69,NA,68.63,204.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","atBat","Strikeout","strikeout","Bobby Witt Jr. called out on strikes.",0,1,0,26,"bottom",4,"2023-07-20T01:00:13.907Z","2023-07-20T01:01:42.098Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.8,77.2,14,0.89,0.449,6.0986,23.7362,-27.0548,9.4785,3.3984,1.2688,1.2652,-3.8232,-121.9282,-5.1683,1.6247,50.0045,5.7441,14.2877,26.4,8.4,24,1927,131,NA,NA,NA,NA,NA,NA,FALSE,-33.7,5.2,-16.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",0,"2023-07-20T01:00:23.349Z","2023-07-20T01:00:27.679Z",TRUE,"pitch","fbbfe608-ae12-414a-8092-757fec859af8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4416,1.697,NA,57.82,157.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","atBat","Strikeout","strikeout","Bobby Witt Jr. called out on strikes.",0,1,0,26,"bottom",4,"2023-07-20T01:00:13.907Z","2023-07-20T01:01:42.098Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.4,80.4,12,2,0.4294,6.4365,25.1078,-22.8203,-1.4563,5.6707,1.5525,2.9945,-0.4461,-127.3438,-2.468,1.9189,50.0013,5.7732,-2.4018,6,6,24,2110,157,NA,NA,NA,NA,NA,NA,FALSE,-25.7,10,2.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",4,"2023-07-20T01:01:25.450Z","2023-07-20T01:01:37.846Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,1,677951,"/api/v1/people/677951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"26","atBat","Strikeout","strikeout","Bobby Witt Jr. called out on strikes.",0,1,0,26,"bottom",4,"2023-07-20T01:00:13.907Z","2023-07-20T01:01:42.098Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",1,"2023-07-20T00:59:52.787Z","2023-07-20T01:00:00.040Z",TRUE,"pitch","8545f3ea-fe71-4dcb-9415-41262db60f77",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.56,1.72,NA,121.04,183.58,"line_drive","hard","8",146.26,54.28,NA,NA,NA,NA,NA,NA,NA,NA,"25","atBat","Lineout","field_out","Maikel Garcia lines out sharply to center fielder Riley Greene.",0,1,0,25,"bottom",4,"2023-07-20T00:59:30.721Z","2023-07-20T01:00:00.040Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.6,84.1,8,0.78,0.4107,6.2612,27.9742,-19.2695,1.1461,7.1598,-0.106,2.0443,-4.6195,-133.2406,-6.0862,1.4994,50.0025,5.7454,2.0658,3.6,4.8,24,2090,159,102.9,18,363,NA,NA,NA,TRUE,-20.6,11.9,-1.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717333,"2023-07-20",0,"2023-07-20T00:59:41.020Z","2023-07-20T00:59:44.561Z",TRUE,"pitch","f00460b0-e7e3-4639-894c-5e25f99ec6cb",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3645,1.698,NA,74.81,140.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25","atBat","Lineout","field_out","Maikel Garcia lines out sharply to center fielder Riley Greene.",0,1,0,25,"bottom",4,"2023-07-20T00:59:30.721Z","2023-07-20T01:00:00.040Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,672580,"Maikel Garcia","/api/v1/people/672580","R","Right",593958,"Eduardo Rodriguez","/api/v1/people/593958","L","Left","vs_LHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Detroit Tigers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,83.3,12,0.51,0.4135,6.2386,27.8302,-24.1769,2.6788,4.4963,1.1068,3.6446,-2.7186,-132.3916,-0.8873,1.7981,50.002,5.751,4.763,9.6,6,24,2020,147,NA,NA,NA,NA,NA,NA,FALSE,-24.8,8.2,-4.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
